source_row,execution_id,model,system,scenario,family,item,regime,strategy,N,seed,agent_id,execution_complete,score_complete,score_status,terminal_classification,policy_version,terminal_origin,termination_reason,raw_answer_is_null,raw_answer_perf_is_null
1661,job_7b1c082ecff61e2a4fb6493ba2e4b52a58c0651a68e3723de3d0fdb8845a2b0b,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,poolact,4,2200,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1662,job_7b1c082ecff61e2a4fb6493ba2e4b52a58c0651a68e3723de3d0fdb8845a2b0b,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,poolact,4,2200,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1684,job_8b3ac8be1d684d2d2b27bb73b5c950683bc9e2ce2cd9c2151c8fd6bd73eb6dc1,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:adult:steps,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,time_budget_exceeded,False,False
1685,job_ecd99ce47dd51eb928797794b26e0ec3fc57a5689dd43827e7ed6fdf21920a1a,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:C,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1686,job_bebc920fc0896dce0041ce21cf7a69c96af63e882ecfe6be232e2ba5c957d69a,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar10-valid,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1687,job_504ab84167778b303735cbf5c1f21653a27979f56633cf265a103670ccd3ba21,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1688,job_e023fb6d7975b90e37dfa4c459dc01db172450d087d0a967b302c4bfb02e4112,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,naive,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1689,job_e023fb6d7975b90e37dfa4c459dc01db172450d087d0a967b302c4bfb02e4112,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,naive,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1690,job_e023fb6d7975b90e37dfa4c459dc01db172450d087d0a967b302c4bfb02e4112,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,naive,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1691,job_e023fb6d7975b90e37dfa4c459dc01db172450d087d0a967b302c4bfb02e4112,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,naive,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1692,job_b80491c58bcbfd920ec1bfc09ef7ac0f0af993511f1e9edadacb22c5a9afb844,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:imagenet16-120,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1693,job_45e54f6fc370436f0495709b98dea35d6fe85d2279cfcbcd20e895cf571e234d,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,poolact,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1694,job_45e54f6fc370436f0495709b98dea35d6fe85d2279cfcbcd20e895cf571e234d,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,poolact,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1695,job_45e54f6fc370436f0495709b98dea35d6fe85d2279cfcbcd20e895cf571e234d,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,poolact,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1696,job_45e54f6fc370436f0495709b98dea35d6fe85d2279cfcbcd20e895cf571e234d,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,poolact,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1697,job_b69abe8bf76014830c74498304b50757db7e67020a2a90f115a026626af14d60,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar100,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1698,job_65ca60a560c698c82d84a76367c6ef4207657ba1a35079a8451303b209ec5682,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:letter:steps,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1699,job_a21f3f5c9f09bb6072f10d81a282080d1bfd15cc6fabc07fbc42cb8e22dbd8e8,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:A,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1700,job_bc3601bf0cedee3f2b9d46534b63230b23bb1d90389f1295ff7e433e46266f00,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar100,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1701,job_4842f702e51ebd4933b3d0ae2dcde6ae2864afcd30a37c4c2908c8285242751e,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,cached,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1702,job_4842f702e51ebd4933b3d0ae2dcde6ae2864afcd30a37c4c2908c8285242751e,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,cached,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1703,job_4842f702e51ebd4933b3d0ae2dcde6ae2864afcd30a37c4c2908c8285242751e,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,cached,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1704,job_4842f702e51ebd4933b3d0ae2dcde6ae2864afcd30a37c4c2908c8285242751e,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,cached,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1705,job_4e488732f8e74621a9537efe7918106da39c62d0c897a5fed8ec9449f28c2b25,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,poolact,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1706,job_4e488732f8e74621a9537efe7918106da39c62d0c897a5fed8ec9449f28c2b25,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,poolact,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1707,job_4e488732f8e74621a9537efe7918106da39c62d0c897a5fed8ec9449f28c2b25,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,poolact,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1708,job_4e488732f8e74621a9537efe7918106da39c62d0c897a5fed8ec9449f28c2b25,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,poolact,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1709,job_fed2a66a5ab32b53ed80b604e403d9dde1602820ad537f9c6c2307cfe2ffda96,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:imagenet16-120,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1710,job_8dbe9bae2304f9c3c577a32d5efa2b2a803122a80dab511d834a5865b1b208e5,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar10-valid,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1711,job_370ea5cba90fc26fc005b4f9cdc088b7752ab37c587dff20155e8f94d8009b47,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,time_budget_exceeded,False,False
1712,job_3abc288ae69caebc2b8d84c92dfc71eeb1e4fe2201caf506c4ce35e36fb288c4,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,naive,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1713,job_3abc288ae69caebc2b8d84c92dfc71eeb1e4fe2201caf506c4ce35e36fb288c4,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,naive,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1714,job_3abc288ae69caebc2b8d84c92dfc71eeb1e4fe2201caf506c4ce35e36fb288c4,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,naive,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1715,job_3abc288ae69caebc2b8d84c92dfc71eeb1e4fe2201caf506c4ce35e36fb288c4,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,naive,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1716,job_6ac59bb973b0904c3be659a55281ef93d5b67d80c786c88a5b12e7cc92fb7e35,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,cached,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1717,job_6ac59bb973b0904c3be659a55281ef93d5b67d80c786c88a5b12e7cc92fb7e35,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,cached,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1718,job_6ac59bb973b0904c3be659a55281ef93d5b67d80c786c88a5b12e7cc92fb7e35,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,cached,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1719,job_6ac59bb973b0904c3be659a55281ef93d5b67d80c786c88a5b12e7cc92fb7e35,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,cached,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1720,job_a80a8ad03049d3ee9123a012da7d13a2902b599ded6849c597c2bba4aeed7604,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:higgs:steps,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,max_steps_reached,False,False
1721,job_f71cb7badabcf3700df0e0ca2391f11aaab82d996bb1db9c2227ef46c5703991,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,cached,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1722,job_f71cb7badabcf3700df0e0ca2391f11aaab82d996bb1db9c2227ef46c5703991,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,cached,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1723,job_f71cb7badabcf3700df0e0ca2391f11aaab82d996bb1db9c2227ef46c5703991,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,cached,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1724,job_f71cb7badabcf3700df0e0ca2391f11aaab82d996bb1db9c2227ef46c5703991,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,cached,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1725,job_29139d6a1766a07f0be1af5e0c72870772b166aceb33d4f3ce91cd9e4ffdd534,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:adult:steps,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,max_steps_reached,False,False
1726,job_49daa6e87edd0cbebca11406db54b6f6f9f890f8df94cba79b6b0b70b1c534f9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,naive,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1727,job_49daa6e87edd0cbebca11406db54b6f6f9f890f8df94cba79b6b0b70b1c534f9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,naive,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1728,job_49daa6e87edd0cbebca11406db54b6f6f9f890f8df94cba79b6b0b70b1c534f9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,naive,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1729,job_49daa6e87edd0cbebca11406db54b6f6f9f890f8df94cba79b6b0b70b1c534f9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,naive,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1730,job_69aff9c8c410e022049ec1b46c167507b116f0badef0c097d228bc530127df83,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,cached,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1731,job_69aff9c8c410e022049ec1b46c167507b116f0badef0c097d228bc530127df83,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,cached,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1732,job_69aff9c8c410e022049ec1b46c167507b116f0badef0c097d228bc530127df83,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,cached,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1733,job_69aff9c8c410e022049ec1b46c167507b116f0badef0c097d228bc530127df83,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_moderate,cached,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1734,job_23676fa18d96e3df9020b0071e9499c6e97c0f39339d4f5e11a57c10abc35e01,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,poolact,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1735,job_23676fa18d96e3df9020b0071e9499c6e97c0f39339d4f5e11a57c10abc35e01,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,poolact,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1736,job_23676fa18d96e3df9020b0071e9499c6e97c0f39339d4f5e11a57c10abc35e01,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,poolact,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1737,job_23676fa18d96e3df9020b0071e9499c6e97c0f39339d4f5e11a57c10abc35e01,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,poolact,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1738,job_13cc60bd3015729a0f0fbc021286ab6740553a44dcc43b097d7e60f1489441aa,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,naive,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1739,job_13cc60bd3015729a0f0fbc021286ab6740553a44dcc43b097d7e60f1489441aa,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,naive,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1740,job_13cc60bd3015729a0f0fbc021286ab6740553a44dcc43b097d7e60f1489441aa,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,naive,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1741,job_13cc60bd3015729a0f0fbc021286ab6740553a44dcc43b097d7e60f1489441aa,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,naive,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1742,job_c1b3cbc62fd384052b332f9069f41aa89609ba011f0c957660ce8f7d14b63293,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar100,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1743,job_fee05791bc31a9cc6a0816f5f5ddfa88f52ac23660bbeffbf768125491ad9b07,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:higgs:steps,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1744,job_2dc6516706968b453a23eafe918152a385dea2c3fabcbcba0071e4eb82fc71ab,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,poolact,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1745,job_2dc6516706968b453a23eafe918152a385dea2c3fabcbcba0071e4eb82fc71ab,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,poolact,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1746,job_2dc6516706968b453a23eafe918152a385dea2c3fabcbcba0071e4eb82fc71ab,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,poolact,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1747,job_2dc6516706968b453a23eafe918152a385dea2c3fabcbcba0071e4eb82fc71ab,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,poolact,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1748,job_0234ecf2366e8dcac55efeca45f53b40931084f5e90af7d9d556b53b1ad15f6a,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:adult:steps,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1749,job_7c25e9f3db9e6d51178c418e0aa42f41dbe5f13be78080feed9681a94fd39739,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:letter:steps,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1750,job_c2ad586d70708d0bc7638dfcfe1189fc068a5309af5e00087eb661a4758c1fa7,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1751,job_d6e40d737df09a91f6dceec5c19a61bcc384741a5ccb16c976b5d932db3175b3,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,naive,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1752,job_d6e40d737df09a91f6dceec5c19a61bcc384741a5ccb16c976b5d932db3175b3,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,naive,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1753,job_d6e40d737df09a91f6dceec5c19a61bcc384741a5ccb16c976b5d932db3175b3,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,naive,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1754,job_d6e40d737df09a91f6dceec5c19a61bcc384741a5ccb16c976b5d932db3175b3,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,naive,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1755,job_20ddc458275831f1a6ae81e1872b6c2d23d5c796df5a7fd10816f9a7aa2b5280,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1756,job_4ebcb2b786459c44076c9ae808f735f3159a78eeef9df7f54446d68b8224ea08,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar10-valid,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1757,job_2664e2107f2e406c2b92eeb973bfb9f7803edb72fbf64fb7e8696cb1acf50f20,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:letter:steps,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,max_steps_reached,False,False
1758,job_55ba8e74682109569b0f26905369355401866ea9bb5426c5b83a8e0c41226dc9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,cached,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1759,job_55ba8e74682109569b0f26905369355401866ea9bb5426c5b83a8e0c41226dc9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,cached,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1760,job_55ba8e74682109569b0f26905369355401866ea9bb5426c5b83a8e0c41226dc9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,cached,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1761,job_55ba8e74682109569b0f26905369355401866ea9bb5426c5b83a8e0c41226dc9,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,cached,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1762,job_14caa83bef4b0567b45e44ebec85d880e5001850b5b97ad06d83bff11d5188ca,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,poolact,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1763,job_14caa83bef4b0567b45e44ebec85d880e5001850b5b97ad06d83bff11d5188ca,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,poolact,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1764,job_14caa83bef4b0567b45e44ebec85d880e5001850b5b97ad06d83bff11d5188ca,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,poolact,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1765,job_14caa83bef4b0567b45e44ebec85d880e5001850b5b97ad06d83bff11d5188ca,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,poolact,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1766,job_f9d89b76f67c8e1965fdf1f9812c416acfa172d8ff8645dff6bf127cafef7db5,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:B,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,time_budget_exceeded,False,False
1767,job_bd10264f7aa8347307ee726f1c0dbbca73fa952dc051a9a5e60a6762df9aa850,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:imagenet16-120,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1768,job_1669e2ab1fc54afd7fe774dbee593f71a03bae74f41afd3d0e3152720134c4a2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,poolact,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1769,job_1669e2ab1fc54afd7fe774dbee593f71a03bae74f41afd3d0e3152720134c4a2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,poolact,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1770,job_1669e2ab1fc54afd7fe774dbee593f71a03bae74f41afd3d0e3152720134c4a2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,poolact,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1771,job_1669e2ab1fc54afd7fe774dbee593f71a03bae74f41afd3d0e3152720134c4a2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_moderate,poolact,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1772,job_56ba2b946033869be217a10fe438217a055f72879dbbb4c80120b74b659a03b2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,naive,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1773,job_56ba2b946033869be217a10fe438217a055f72879dbbb4c80120b74b659a03b2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,naive,4,2204,1,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1774,job_56ba2b946033869be217a10fe438217a055f72879dbbb4c80120b74b659a03b2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,naive,4,2204,2,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
1775,job_56ba2b946033869be217a10fe438217a055f72879dbbb4c80120b74b659a03b2,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:C,cost_tight,naive,4,2204,3,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Natural answer,False,False
1776,job_7bb2ad5df765846b15ac1bb7130bda996aa3c8cdc2bc455c7b743bcbe0be9483,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:B,cost_free,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1777,job_4f089a4d6021711a4a0cebbd9966c0389926b5eafc3b22c5d99463467323693a,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:higgs:steps,cost_tight,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1778,job_d5bd0e7d6cab1f5571d9ad24a9ef0c30b14b3e4204138d28bfb40d31f0d9cbc1,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:B,cost_moderate,single,1,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,natural_answer,False,False
1779,job_06de38bc9d881229e7dcc5c23be0ec3d001a67ff290a6bac9430df13deb8f4f5,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:A,cost_tight,cached,4,2204,0,True,True,scored_final_answer,completed_scored,task-abstention-v1,,Time budget exceeded,False,False
