model,beta,data_source,question_index,slot_id,main_overlap_slot_id,source_sha256,old_f1,new_f1,delta_f1,answer_changed,score_changed,old_missing_final,new_missing_final,extraction_source,reason,score_version
gpt,20,phantom_seed3,11,whois:gpt:beta20:phantom_seed3:11:R1,,0627221d3189db3da636211c8d2ae122b87d5b61fba9c30b89bc77e07dc57274,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,12,whois:gpt:beta20:phantom_seed3:12:R1,,2a2d2be06d1d8e8e1d2cd1e37cca52d8d063117962cd596a392d34d5c034841f,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,13,whois:gpt:beta20:phantom_seed3:13:R1,,9e051c90d69deb0330d1e1debbb11e7c779bb244a384a920bd8db301244a482d,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,14,whois:gpt:beta20:phantom_seed3:14:R1,,63c6db46754b9d74d427d2d84fc0cf567b39ef79da233fba9dfe2163162dafb7,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,15,whois:gpt:beta20:phantom_seed3:15:R1,,a8ab7d0e9456d39b36d34f00e1f9798cb98db2c0d714920b78beafed4de3ba05,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,16,whois:gpt:beta20:phantom_seed3:16:R1,,4aed513c917c987bcabf41d9ce82a6586461190036f7ef08d76971353e386ec8,0.5714285714285715,0.5714285714285715,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,17,whois:gpt:beta20:phantom_seed3:17:R1,,880eeb9b1ed8e7c6b61ba395854c628b81df9fbf116a52f3bbda17d14c3bd5e5,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
gpt,20,phantom_seed3,18,whois:gpt:beta20:phantom_seed3:18:R1,,921fe5f3987f097f6c56e42cdf96f854e112de0989dc5313c8c0a34dd168a55d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,0,whois:kimi:beta1:phantom_seed2:0:R1,,257c3ad9c916c35ea8aee11d32ad1fa0b9273ea61d2712bfb731ae812b7558fb,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,1,whois:kimi:beta1:phantom_seed2:1:R1,,5431df6cee1ee890274e7b371d15424a2ea678066510f7efad54d9023abfb295,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,2,whois:kimi:beta1:phantom_seed2:2:R1,,49ee3f2c607977366081dabbd3e89334780e6b1fb009ba805543d2c55e56fae9,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,3,whois:kimi:beta1:phantom_seed2:3:R1,,b012780285d15c540e3c9f394f154de108a2d07a939c31c3d71f05764c7752f5,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,4,whois:kimi:beta1:phantom_seed2:4:R1,,8189dd00ad6c75cda48121936de26b40e6250a8cdc478fc6f8ab02e49d3b41ea,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,5,whois:kimi:beta1:phantom_seed2:5:R1,,9ed52703ff9e522c7d54229ef26a7c9085aa821311aaea767cd3f4d020be3ce0,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,6,whois:kimi:beta1:phantom_seed2:6:R1,,6c7044f893250386050be7e4cbd0534b0796d74bd90bfe3282fc8176be621721,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,7,whois:kimi:beta1:phantom_seed2:7:R1,,1ac679367ead3765215fcd83212f6d6c9105237527dd5bba50f3927a0ed29781,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,8,whois:kimi:beta1:phantom_seed2:8:R1,,354095e41fa1824c44ae3d39aef360e6f17b9bfacb46148c731be63d8f69b05f,0.5,0.5,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,9,whois:kimi:beta1:phantom_seed2:9:R1,,c935ab13b4fed79267b63bb419eaf0eb843b4650ee55fcf483773256669ee821,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,10,whois:kimi:beta1:phantom_seed2:10:R1,,d85935c2c1b1ba8e946f8b7f75187fa45b07c6f86b3524e56fcb69dfd05574b6,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,11,whois:kimi:beta1:phantom_seed2:11:R1,,04787c1f24e7dc07087acc731deb07053bd4b4c1e886a8ae867892637f13e88f,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,12,whois:kimi:beta1:phantom_seed2:12:R1,,ebc58e948af358cc166adc3b644ae968ef2b562c4ec7d0b87f4e5c6056f98a2c,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,13,whois:kimi:beta1:phantom_seed2:13:R1,,ee035e6903443f29882da53fc19e18199bf02fdc757c366132d59c689f47cc4f,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,14,whois:kimi:beta1:phantom_seed2:14:R1,,246771fda9e37300407eb668c5b82ea42a89a7141f73e7e368e8ba3e6ae5cf10,0.5,0.5,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,15,whois:kimi:beta1:phantom_seed2:15:R1,,22e17100e5f5758fc92b0414e18aa84373141fa3ccca402dba3da72d84e143a0,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,16,whois:kimi:beta1:phantom_seed2:16:R1,,3326964e4675026365a94c9e3a3488d7aed6479d8a995e5921397eadf882b1ed,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,17,whois:kimi:beta1:phantom_seed2:17:R1,,05e585c9885ce2d03e75250f66969e48f60306643157f8ebb805a96af348d968,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,18,whois:kimi:beta1:phantom_seed2:18:R1,,428ece5704d9a423fd0dfa23fb6a7920b97875e4770b437d9d5549fe54d244ea,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed2,19,whois:kimi:beta1:phantom_seed2:19:R1,,770dd937f61402ac331a3373e407fcb6be5ffd21e507f01c784d700a50d15057,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,0,whois:kimi:beta1:phantom_seed3:0:R1,,9fde38215401f970a3d88cbf5ec0308db5e9d26d5a3fa851f45a56899ac02674,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,1,whois:kimi:beta1:phantom_seed3:1:R1,,624d771b89b1f2f173e879949d66bbb64b502b4d5ff9f1c744e8dcf5b8dade7d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,2,whois:kimi:beta1:phantom_seed3:2:R1,,107501ff64d30e0db577a90e6b4c4042e0a78f966d627537f83a16ece414e639,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,3,whois:kimi:beta1:phantom_seed3:3:R1,,a8d637ac9a084bcd8d8b0e4cc966dd3d41187d83fc3eb5d9844bf5fb39ed69a8,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,4,whois:kimi:beta1:phantom_seed3:4:R1,,ce8a5efd797c16d8955473a285077d5aae01a68f7772d70db03d1176f682bf7a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,5,whois:kimi:beta1:phantom_seed3:5:R1,,e5ce9a679a6e0d84c614f0b1e28e4b5315f18d4947be5a52c0710250120c255b,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,6,whois:kimi:beta1:phantom_seed3:6:R1,,cca9c5d11e33443ed81b5d8827fb14738e6f762290627de26e10466a30c9f7ee,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,7,whois:kimi:beta1:phantom_seed3:7:R1,,f49a286539b3355bdda487cced1ffdda986505080e53d95c10d808ccd5944725,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,8,whois:kimi:beta1:phantom_seed3:8:R1,,1342fa913987906a18d4c339ed3a773e7b27324aa58cadcc9600070575902981,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,9,whois:kimi:beta1:phantom_seed3:9:R1,,e854cecdae105ad740895182ef515350fdf2d96065a3686ac928fa5ba348c192,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,10,whois:kimi:beta1:phantom_seed3:10:R1,,32de25178eccb1496c09a8abe9da531b676c6d5d27ddb7b44c8b458642948703,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,11,whois:kimi:beta1:phantom_seed3:11:R1,,01c481c6a32ec29bf46bfceafa1d1ed477585f8562e2fc2bf3e834fe24a86183,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,12,whois:kimi:beta1:phantom_seed3:12:R1,,57389995d830bfa66bdaa8761842320c00758bd4f2d2301ce256b56303776172,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,13,whois:kimi:beta1:phantom_seed3:13:R1,,6a62b82c3c7a10bc95eb404d153ceeaae96ec03786abdb7e9fa1c3a24c2e3551,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,14,whois:kimi:beta1:phantom_seed3:14:R1,,4d6593e6d599bc260b54fb5be804a9dfeb5985383cb330cc3777a95baebe5bd3,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,15,whois:kimi:beta1:phantom_seed3:15:R1,,c250db766535d03cc714ff75e5bd621f90958dc562675da2c1c87da97dcb19fd,0.0,0.0,0.0,False,False,True,True,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,16,whois:kimi:beta1:phantom_seed3:16:R1,,60a46044f4ddee3975e70a80c72adf90ed37295ee3876d02c911d9518d295bf0,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,17,whois:kimi:beta1:phantom_seed3:17:R1,,8f6750aecd7731c0c6e6eff00852a26c8a0b0d312c893823d3c896f0a6238f6a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,1,phantom_seed3,18,whois:kimi:beta1:phantom_seed3:18:R1,,1dc0ba8f3eff265cd4b730c879af41b29596cfada6839ccf5ca4d37aacf95dc3,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,0,whois:kimi:beta5:phantom_seed2:0:R1,,37ed7fa14b9400f8b2148d62062a5529150c0d645cfa43df22c4658bc026c314,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,1,whois:kimi:beta5:phantom_seed2:1:R1,,1d7adf22ee05e84de4f63afb5f2a2e2bb0a0ae25f72ea09ac80225b44eb3a3b1,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,2,whois:kimi:beta5:phantom_seed2:2:R1,,0195e6c9473b6caa418195709063e18c67d7633cbdb629b07ff4cd18e49a057d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,3,whois:kimi:beta5:phantom_seed2:3:R1,,8344a3137d80fd742f70d0ba0cf53184a3ef11ed09e3c3208e79b4d2a9f8ec6b,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,4,whois:kimi:beta5:phantom_seed2:4:R1,,1bb7569a87179ff61cfa679f1a08cb9aa0f947531f9b7d253751140a89bcf4a7,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,5,whois:kimi:beta5:phantom_seed2:5:R1,,fab317ee3ae96fbdee1a61dbd0bc65c99939ac86f192d8c5e5d5fa761a926111,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,6,whois:kimi:beta5:phantom_seed2:6:R1,,eb5eae4675303af0ff6692f88d8549e90a13e580a069bd76f5e7e83a5b079bee,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,7,whois:kimi:beta5:phantom_seed2:7:R1,,e268f8c2b68306f6b0b683feb700880b85bbebc73822f962c623fadec0c4a99f,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,8,whois:kimi:beta5:phantom_seed2:8:R1,,7dde695c4daaa0b57e10cbe67de0fe5d70a239786ce484ef626d7a67bd0b9828,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,9,whois:kimi:beta5:phantom_seed2:9:R1,,15a7654439bc457b93245a61a0debabde3ed2e3e373fad831db67c8039a5b74b,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,10,whois:kimi:beta5:phantom_seed2:10:R1,,dbccd7ad32a227174ea1eb0343a615653598cf64b0c712054525d9e8ecfa0f3a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,11,whois:kimi:beta5:phantom_seed2:11:R1,,951096a69243fd6927e238392b84697963ed88347d13ee12e08cf7216007e6f0,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,12,whois:kimi:beta5:phantom_seed2:12:R1,,63657fb99c2d8a5c7c00f67e220b4b5581e0f5c928944dc66163cbdd4cbe117d,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,13,whois:kimi:beta5:phantom_seed2:13:R1,,77166c8b0fa3df2c3f6b7e7ca251385234b406840410999857ad24c21ee56334,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,14,whois:kimi:beta5:phantom_seed2:14:R1,,2936f87980d18090c724bfde9f08ae2e3731de0370b667d5928a0f3a3967cbe8,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,15,whois:kimi:beta5:phantom_seed2:15:R1,,68921c93eeff49a4865d4fabfda3498b8c6877ace1b731103912b58e79b4a8a2,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,16,whois:kimi:beta5:phantom_seed2:16:R1,,f22ec66f71028d09b25e81e766667c9cb981a42343130ffffa86c041923bf034,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,17,whois:kimi:beta5:phantom_seed2:17:R1,,56bc8b3c2689410003cf8d574f4ca5dd13eef4f744a5b7b4289e3e3d4d34dd6a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,18,whois:kimi:beta5:phantom_seed2:18:R1,,9180ab96d951511a9cb4b17a27eb61248e54bc07469039eaa4fe2a3b0d6d89e8,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed2,19,whois:kimi:beta5:phantom_seed2:19:R1,,ae322c658678602991c5ae25e3017212423b4de85bd5d0b1f6bdb43323732318,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,0,whois:kimi:beta5:phantom_seed3:0:R1,,9a7bb6922986f107a986856fbff928758b55f3ee7f1273f29cd058a806717b4e,0.4,0.4,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,1,whois:kimi:beta5:phantom_seed3:1:R1,,d4c0098d70b811d1e01fc0ad033a315e345c8627bed900127984ec5c1e4b505f,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,2,whois:kimi:beta5:phantom_seed3:2:R1,,2947679a7e92746f840fb1659a4a63a4f9903a7ec3d635e3d182a3614716f6f7,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,3,whois:kimi:beta5:phantom_seed3:3:R1,,c8f5d83b1539a0f8b6db1e82048aca84fc8c34e9466ae39c4a44f28629117b9b,0.5,0.5,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,4,whois:kimi:beta5:phantom_seed3:4:R1,,19f925180f5c692b56faa35399a00cf04930e5559c97566f2d739e881a812e6f,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,5,whois:kimi:beta5:phantom_seed3:5:R1,,1038c70c49fcb411da41155922b445e2b7841727e0827d538735073da1e86190,0.2857142857142857,0.2857142857142857,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,6,whois:kimi:beta5:phantom_seed3:6:R1,,49f66e69665b82832aed70ec6a6337eabcf230817f398ff5d42463715dd51a23,0.4,0.4,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,7,whois:kimi:beta5:phantom_seed3:7:R1,,38787823e53f0f429f5052460047b1474593378d1c032bd348612bfb6916776f,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,8,whois:kimi:beta5:phantom_seed3:8:R1,,afaaa972bf262615288801d260a38c33f1c5b1ae702e7d5e0f8f0d6db061e9d4,0.33333333333333337,0.33333333333333337,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,9,whois:kimi:beta5:phantom_seed3:9:R1,,d6b415305840a79ec60a72598c71d3e4db56e74a4400222fbbad070c3ed9d388,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,10,whois:kimi:beta5:phantom_seed3:10:R1,,85cd8f410ee7f0d80c28381b07d3e6d4e9d62754f158f2a18c146e1b14eec8bb,0.23529411764705882,0.23529411764705882,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,11,whois:kimi:beta5:phantom_seed3:11:R1,,7528d091c9ac54503e72f14ead357cf8a3d66f7c3efa62b33ff9390eef37a296,0.4,0.4,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,12,whois:kimi:beta5:phantom_seed3:12:R1,,c40e81fca3452f5cfff9b9086e1e5b3d99e93d3972e3af64e9f151cc861b372d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,13,whois:kimi:beta5:phantom_seed3:13:R1,,c53965d17c06b45a09976e61134858102bec6a3da2e7d6da6de6318e52018ed2,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,14,whois:kimi:beta5:phantom_seed3:14:R1,,dc6b982bd454bf076f1a0eae446abb780ae25b3bafc973643fc53af521b6b8aa,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,15,whois:kimi:beta5:phantom_seed3:15:R1,,189811f099ac4a37982b9a5f7b4d78ef493c726ee5372715b171ad873e287125,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,16,whois:kimi:beta5:phantom_seed3:16:R1,,b0c9d1d8e3922dede0c6917cb6ad082688f665754625a5620eb210b11b24d61d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,17,whois:kimi:beta5:phantom_seed3:17:R1,,b43cc6190c94a1e560b58bf81ddbd9d7dafeeec29cfb89897c9372444a792a26,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,5,phantom_seed3,18,whois:kimi:beta5:phantom_seed3:18:R1,,4ca5b0437d3109beba113d4bc4a38a38ac3800ab33239ff75c397526d8ebda41,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,10,phantom_seed2,0,whois:kimi:beta10:phantom_seed2:0:R1,b0a053a4c885f1bfc49e7039,72b7f5b5384b1580bdf09e26c6e4d41db37488794d3a25fc84de0b053ac68418,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,10,phantom_seed2,1,whois:kimi:beta10:phantom_seed2:1:R1,46ec4e93d37835f331260e65,a4350715035431012698f3414ab0ed80d947115b90fd157a17aad577c49b9322,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,10,phantom_seed2,2,whois:kimi:beta10:phantom_seed2:2:R1,5bb5895acd6cb51030c1dac5,4f2733624b588f795c5dc9d9e794d6143017bc3594f74e09cb0549ea81c74d1f,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,10,phantom_seed2,3,whois:kimi:beta10:phantom_seed2:3:R1,045182d1d3bdf4d4dc11232d,2c09dbe86c35351636a07f775654a3d87159684550a051ab8c5abe9ac72fc35c,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,10,phantom_seed2,4,whois:kimi:beta10:phantom_seed2:4:R1,54cea2c720bfc5c8c2594fc6,3a10bdc4c9754f718b3d2af89075417058eb024291bebcb0388d1433a23abdb6,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
kimi,10,phantom_seed2,5,whois:kimi:beta10:phantom_seed2:5:R1,62874faa4036560e3d6b4a5b,3905f77a1f7a5ad9ba0541b487e84d45b782f4da30a96ddac33377e575fb56d0,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
