scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,historical_logical_id
slot_b3ee7d5e69505fe8f09f693eec21e75499b8fe4d90035cef7fd652e6b13e6427,slot_b3ee7d5e69505fe8f09f693eec21e75499b8fe4d90035cef7fd652e6b13e6427,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q35,0,historical_frozen_417,"{""F1"": 0.0}",172e6605841a39f1da098745e53b24c517bd3fb8410f45df66a9840888cf6488
slot_b428e347e81a949d3bb25cb8fe38b19a176cc374de43942ef693eb0d50cd9536,slot_b428e347e81a949d3bb25cb8fe38b19a176cc374de43942ef693eb0d50cd9536,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q33,0,historical_frozen_417,"{""F1"": 0.0}",a22b2ce564683851899fa24eb28b125356202a210fcecfd581e3b0b0149723f0
slot_49790d9bb125f070af9c82c2b0a2875b129696505dbbdb46738e9baf0267b263,slot_49790d9bb125f070af9c82c2b0a2875b129696505dbbdb46738e9baf0267b263,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q25,0,historical_frozen_417,"{""F1"": 0.4615384615384615}",865553931aa0a5a3287290cf6f6bbf10b63494dadc4f5ef029f4b003e43f285c
slot_dbd63fa6ac360cc576274a347fb9c06c1a67dd74e747c7ddb0d035d5c5531722,slot_dbd63fa6ac360cc576274a347fb9c06c1a67dd74e747c7ddb0d035d5c5531722,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q20,0,historical_frozen_417,"{""F1"": 0.0}",f0c8e3613994c5dfe3f0a8d52ece27455d4406e5a1312af74e6d6503fa5c3d9b
slot_fd0e2cd678694fec65a3bea07d7ec02413567cd925b53b33c07fb0f73f496217,slot_fd0e2cd678694fec65a3bea07d7ec02413567cd925b53b33c07fb0f73f496217,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index6,0,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.9411764705882353}",5911522f6f0c9ab5d48875910be4235635560f7e3d43881248bc51860f9c9bd4
slot_9ed9bd0c7619693b07786c97289de84697ef7a7196692c9d1bd5779967d5e9e5,slot_9ed9bd0c7619693b07786c97289de84697ef7a7196692c9d1bd5779967d5e9e5,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index6,1,historical_frozen_417,"{""EA"": 0.5882352941176471, ""LA"": 0.8235294117647058}",8b0627efc1f0b26509d2d55657681d16ac441f4aae68e0cb360ea1aaaf12a236
slot_1275eb2721d9a28a6da2ddb7652c58a8ab7d7d3e3d0a7332e939b9cfbaf1df0f,slot_1275eb2721d9a28a6da2ddb7652c58a8ab7d7d3e3d0a7332e939b9cfbaf1df0f,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index6,2,historical_frozen_417,"{""EA"": 0.6470588235294118, ""LA"": 0.8823529411764706}",82b7e4c704979f2f8086b9cb2014fc363d1ae36ec7422654061289a866820be7
slot_b3db1bacd60191953d74c6b1b16bd366d72a2732538d6b2e6e333a2a893c283a,slot_b3db1bacd60191953d74c6b1b16bd366d72a2732538d6b2e6e333a2a893c283a,thinking_historical_reference,tuning,cost_free,single,1,max,historical,hpobench:nasbench201:imagenet16-120,0,historical_frozen_417,"{""Gap"": 99.32653407183867, ""Gap0"": 99.32653407183867, ""RawPerf"": 0.46755555548773864}",341fb7f08e39d0744d5a49d542de6212a05222101ad4ad61ea71fe3bd29bc58b
slot_5c35315f9bde0111f521b6e16246511e65939405a838d47a2e7097f79e83fb23,slot_5c35315f9bde0111f521b6e16246511e65939405a838d47a2e7097f79e83fb23,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q23,0,historical_frozen_417,"{""F1"": 1.0}",a59a4b8d42bc1629c8e51e4763c140fcdc4c69d07736772fe837398a646b7fb2
slot_a07df62806293cbc51eb8d3a25d406901b79379e3df4200be7cad9681afe8069,slot_a07df62806293cbc51eb8d3a25d406901b79379e3df4200be7cad9681afe8069,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q22,0,historical_frozen_417,"{""F1"": 0.0}",23b3d44d9a33f41d6ae073add6c2c76a4bab1b72883298ecef163fcd8be71319
slot_045a2a7333b3e33d0599d3bbf32d25169356cee71241a57dd475e7dd4f88cecd,slot_045a2a7333b3e33d0599d3bbf32d25169356cee71241a57dd475e7dd4f88cecd,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q24,0,historical_frozen_417,"{""F1"": 0.0}",d09010d9e06525eff4abd465035dc0197368e82d3f7f27306cf2dc417548a3c2
slot_8500790458885ad7fddf93b6d294521acb51819c8fc07897620e628569a6e296,slot_8500790458885ad7fddf93b6d294521acb51819c8fc07897620e628569a6e296,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index2,0,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",1c948dce50d690c2ef38f435a3f53373b23d2d680f6336a32e73661279ecf673
slot_cc34b05bdffdf686407c9b0ecdbf395c9b608f2af86fc6d72b0f443d1c9bb336,slot_cc34b05bdffdf686407c9b0ecdbf395c9b608f2af86fc6d72b0f443d1c9bb336,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index2,1,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",b20c6ceaa2085c6a2ed1c0de958b063da5b975da7221c7ba521d440933594082
slot_cd2efc067e29e930378dbe0ea772e73a99e14b92c47652236dfbdc296dda811d,slot_cd2efc067e29e930378dbe0ea772e73a99e14b92c47652236dfbdc296dda811d,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index2,2,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",bcff789b10d7a3706a94c29757c70341fd4caa2101c7e271ea40d9ab93892aad
slot_149247491232abbe69e22c8c8b4bb41720ef023ee07550ecd71222a0c9ba40da,slot_149247491232abbe69e22c8c8b4bb41720ef023ee07550ecd71222a0c9ba40da,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q21,0,historical_frozen_417,"{""F1"": 0.8}",40fa26808556af1786945c65080f4c36f7655ff631460921340dd3b2245f213e
slot_f00094a953feda9acc57513b25a1c54d1a5544e642d955051046647dc3ac3fce,slot_f00094a953feda9acc57513b25a1c54d1a5544e642d955051046647dc3ac3fce,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q18,0,historical_frozen_417,"{""F1"": 0.0}",f36b589143c83ed194a185e3d9c632b2c139fcdbf7aa6d64d492cc7aff5c2062
slot_62624319d2ceae932a97143aace7edd51a9c58ebcf82742f5deac19b8b4b6545,slot_62624319d2ceae932a97143aace7edd51a9c58ebcf82742f5deac19b8b4b6545,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q16,0,historical_frozen_417,"{""F1"": 0.0}",0d27fe1c164a4ea8d0cd912cbd55a81289b1b38161c3f3def88b330684b190e0
slot_3dd35a3d1882537fd68ea5eea7971a35fdcad41b590ceddc284841042333b588,slot_3dd35a3d1882537fd68ea5eea7971a35fdcad41b590ceddc284841042333b588,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q7,0,historical_frozen_417,"{""F1"": 1.0}",fab4cdd13b1d63eee757198de2e36adbba6eb59214b6ca8d56d8cb4896ddf8ca
slot_a4ba63d42161eae28b3f1971fa2639d6f10996ea69c5a770807e9ce3d7a20cfa,slot_a4ba63d42161eae28b3f1971fa2639d6f10996ea69c5a770807e9ce3d7a20cfa,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q21,0,historical_frozen_417,"{""F1"": 1.0}",154a2360f02553f83f86037f275d86a67b27d0045a68d7b14ebfc7284983a4c1
slot_130e53e863bf97551fa3a095681033bc730589c39f43c3d898a3db1f193583b0,slot_130e53e863bf97551fa3a095681033bc730589c39f43c3d898a3db1f193583b0,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q10,0,historical_frozen_417,"{""F1"": 0.2105263157894737}",b332ab56ecf4e7e26cce192c0589dab85e02070da53e9f3ddbcb70e9096448b2
slot_4fa892f828a9c56c44594ba80bd045e52f53f3c105ef9ba41e104b18837a370e,slot_4fa892f828a9c56c44594ba80bd045e52f53f3c105ef9ba41e104b18837a370e,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q32,0,historical_frozen_417,"{""F1"": 0.0}",735e21bd392a4a11b8890ecdc60515f4dd020e40e66fd627c4856fc202f40da1
slot_24c164f88ef8cce177c641e6476e6121319b33198aaa43763c071561d2c0bf08,slot_24c164f88ef8cce177c641e6476e6121319b33198aaa43763c071561d2c0bf08,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q36,0,historical_frozen_417,"{""F1"": 0.18181818181818182}",d2fdbe86cd9663167b1c052d31c1f957c72766e7ea6e1f2fbeae0d8b7bb1af14
slot_5e86e1c6eda1a6ef158f1f763f0cf252fdf6113ef59a20e373c0486c5b210c98,slot_5e86e1c6eda1a6ef158f1f763f0cf252fdf6113ef59a20e373c0486c5b210c98,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q4,0,historical_frozen_417,"{""F1"": 1.0}",5c210ec9ef7454036291ca8ef060a4b127e1ceea698fdccced50fa39b081801b
slot_2c3fc59df1192bc0a6a22835e9bc4862bc2cd142de1ceb27a5f6a9bdae5fe463,slot_2c3fc59df1192bc0a6a22835e9bc4862bc2cd142de1ceb27a5f6a9bdae5fe463,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index6,0,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 1.0}",8607f5a57a7d6aefef9d7e9ea8ec723d07b665faf045f0e0ed4f55b4661bf240
slot_8ee0d0254681c689578abc8e304fb1fa3cf8b8cb619a48b2592cd663a1283672,slot_8ee0d0254681c689578abc8e304fb1fa3cf8b8cb619a48b2592cd663a1283672,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index6,1,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 1.0}",e1de19716bcfdacc2f286b97364360e43fdfb4b1e64c183c9ee8e49a5685b2a6
slot_9583e9b8de853728c02296ab68187033f39654ec16226161e00c649c2fe90450,slot_9583e9b8de853728c02296ab68187033f39654ec16226161e00c649c2fe90450,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index6,2,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",1ff61aff8ae3201622b343ff961fed19ea4b3577da6a14de9bdcf75f13e18988
slot_250dba3fc5bea67262d32af9b109c18b56d3d0758a6070b73363c93344476f51,slot_250dba3fc5bea67262d32af9b109c18b56d3d0758a6070b73363c93344476f51,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index10,0,historical_frozen_417,"{""EA"": 0.35294117647058826, ""LA"": 0.8235294117647058}",c1f02499617e63ea44a795c9c32a849d48d7b4211a23ed0533067e9bb9dc4cf1
slot_7fe4f8a8ffcc4867ac8cd1ebaf419ae34cf967122900ab9671f34a35902c55e2,slot_7fe4f8a8ffcc4867ac8cd1ebaf419ae34cf967122900ab9671f34a35902c55e2,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index10,1,historical_frozen_417,"{""EA"": 0.35294117647058826, ""LA"": 0.7647058823529411}",88e4c143ee66557ba8d2098dff4dd20e23e1aae2a6dc878a87ee2f55a891ef1f
slot_255c3058e46a1a101e31244b6f7dfc530665015a7aed2ec03cfd6b098828e049,slot_255c3058e46a1a101e31244b6f7dfc530665015a7aed2ec03cfd6b098828e049,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index10,2,historical_frozen_417,"{""EA"": 0.47058823529411764, ""LA"": 0.8235294117647058}",340403b988c4e5828e226b13cb90daa4ac5a5d7fd69385c33ab7ceda77f7fa89
slot_ab2d694c99c91b28475c6df5b17803dfdc1ac31028aee985a7475c445519d0a4,slot_ab2d694c99c91b28475c6df5b17803dfdc1ac31028aee985a7475c445519d0a4,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q30,0,historical_frozen_417,"{""F1"": 0.0}",2bbad92c16f6ef36d674b4da7e841accbed43ea15b6cef59db0ac9ba0ecd3adc
slot_bf54e0993cf0888e24ac3166c4cc7e2799e3f851bb25cf877cd847d3f0884978,slot_bf54e0993cf0888e24ac3166c4cc7e2799e3f851bb25cf877cd847d3f0884978,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q2,0,historical_frozen_417,"{""F1"": 0.0}",2a739bfdd54c281fed3f666f1d70a0a188f469a4eeffe4f7ea2e0ef6b80a8c18
slot_2a5753d8b4f7432944cf63503caae02c081a89cc4c12b464eb42856419e13e35,slot_2a5753d8b4f7432944cf63503caae02c081a89cc4c12b464eb42856419e13e35,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q21,0,historical_frozen_417,"{""F1"": 1.0}",410b776058833f520449c0e6b895ce199f8cdd904088e1edd1cd095a848bfd32
slot_9a635df820aed91beeecfe8a24c3b65a6b98adf8be8d3728cd818b04f5c6631e,slot_9a635df820aed91beeecfe8a24c3b65a6b98adf8be8d3728cd818b04f5c6631e,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q18,0,historical_frozen_417,"{""F1"": 0.0}",d5d71b4816992e81c7fc1123d9f36b7fc3ab3e34bfc9ada98bc985ad1cf787bf
slot_c80d455a504521ebd0c0de1ef2f03eff2e7fa7727ad04b4eae615a44eaeed1a7,slot_c80d455a504521ebd0c0de1ef2f03eff2e7fa7727ad04b4eae615a44eaeed1a7,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q26,0,historical_frozen_417,"{""F1"": 1.0}",b0de380a7be96e51ac5c4e3c17a0c04800066cf543592ae8fcc46e21e1d53e61
slot_9145742ca10258687c46f89ad7a70b5640abd19fd6841e5b1b6e0d328be13d44,slot_9145742ca10258687c46f89ad7a70b5640abd19fd6841e5b1b6e0d328be13d44,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index9,0,historical_frozen_417,"{""EA"": 0.47058823529411764, ""LA"": 0.8235294117647058}",c3e6302a06713497b795431347df0a7f5de559bc16892e087182380686bb96e0
slot_d70fcc202269d75afd90db5670f73be68a50eeab412786fdd7980ff6a65416f6,slot_d70fcc202269d75afd90db5670f73be68a50eeab412786fdd7980ff6a65416f6,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index9,1,historical_frozen_417,"{""EA"": 0.47058823529411764, ""LA"": 0.7647058823529411}",39b03c2e3fb4f9139756ed0a76d1baff39355e89308247ce5db61957315d5525
slot_d7fefe163cfeb871cf96700e03d9db532d4b96fde48f66793fe347897a146c59,slot_d7fefe163cfeb871cf96700e03d9db532d4b96fde48f66793fe347897a146c59,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index9,2,historical_frozen_417,"{""EA"": 0.5294117647058824, ""LA"": 0.8235294117647058}",82b17f153854979c536b02ce93f0e7ca14cc33faf270d4befb9bf05d413034da
slot_1ae62bb5da5422c76f06c64e16f555f8acf416fb593c1ebc0cbe56a35db2df29,slot_1ae62bb5da5422c76f06c64e16f555f8acf416fb593c1ebc0cbe56a35db2df29,thinking_historical_reference,tuning,cost_free,single,1,max,historical,hpobench:paramnet:higgs:steps,0,historical_frozen_417,"{""Gap"": 95.07642952830238, ""Gap0"": 95.07642952830238, ""RawPerf"": 0.7167804475336222}",fb663262699f3259368786e76c6a40710e1d4729f5fa53d49e3b3dc609934986
slot_822bf3fb04409efaa2de4a7e8791aa1f02048fcb2c9ef92fe2249ef8b64e3b41,slot_822bf3fb04409efaa2de4a7e8791aa1f02048fcb2c9ef92fe2249ef8b64e3b41,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q0,0,historical_frozen_417,"{""F1"": 1.0}",12a4ac96bf643d09916916260ee41e45c2686ca28d724b8252bd206915baf896
slot_37808e4697a8ec28c605ad4005186989272d4ede2cd6398498acd418f89a46c8,slot_37808e4697a8ec28c605ad4005186989272d4ede2cd6398498acd418f89a46c8,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q24,0,historical_frozen_417,"{""F1"": 0.6666666666666666}",e3f6529e205f4bd563ddb7675759d5313607779c6e5ecced142e4c71c2c9361c
slot_477041380b0233c720fb5ad0a913c7444f15375d192452e3fab264d3e7586dfd,slot_477041380b0233c720fb5ad0a913c7444f15375d192452e3fab264d3e7586dfd,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q19,0,historical_frozen_417,"{""F1"": 0.0}",ff89d3c2dadc2052967cb25486b7536363704b87f4c7e9451ad83749be10637c
slot_1c6d108113bd393c559d661f0e103e90ff9e371c7f9e1e0ca8324a4cb275c975,slot_1c6d108113bd393c559d661f0e103e90ff9e371c7f9e1e0ca8324a4cb275c975,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q2,0,historical_frozen_417,"{""F1"": 1.0}",80ccaf810e79f88e79c93d3fa401d08c46b9be90641cd4bf05b5a67cfa1c6599
slot_0b4726064002ac1c4f6ad1247705e22d33eb204e5b3f58f46300aa9254961c2e,slot_0b4726064002ac1c4f6ad1247705e22d33eb204e5b3f58f46300aa9254961c2e,thinking_historical_reference,tuning,cost_moderate,single,1,max,historical,hpobench:paramnet:letter:steps,0,historical_frozen_417,"{""Gap"": 92.3491283412412, ""Gap0"": 92.3491283412412, ""RawPerf"": 0.9249660809848277}",81fed7aa5ec2d8bc03fc2aed25c2f119bf9224a89c4caaf3b5d5b85120afb3e8
slot_c140b7dde31284d1495172b939c2b491cba4337df4a8bb71bf0acf481ac63808,slot_c140b7dde31284d1495172b939c2b491cba4337df4a8bb71bf0acf481ac63808,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q10,0,historical_frozen_417,"{""F1"": 0.23529411764705882}",f7141a7974848c035ccba71f31dcbe36ba2eae74f95c753f744a5cff066becac
slot_ae7ae45dc733702060395d2dc42dbf60e7cfd2f5e973bffca1ca4ac48e3ea339,slot_ae7ae45dc733702060395d2dc42dbf60e7cfd2f5e973bffca1ca4ac48e3ea339,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q23,0,historical_frozen_417,"{""F1"": 0.1111111111111111}",6105d0a76619d36f57d3c1a58cd2ef1b92337489f58379fb098fb5448764d3c3
slot_b797a0f6f6731ce70c1c801500a9dfb00b63a87f91104a69f419a92c6f1ea823,slot_b797a0f6f6731ce70c1c801500a9dfb00b63a87f91104a69f419a92c6f1ea823,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q12,0,historical_frozen_417,"{""F1"": 0.0}",b4ce04c6988fdeda7bbdd903db6ac77fbaaffbb7952827f8fef147fb9f02847a
slot_34fa01a1822ac5584c8787500343432a86bb198cd99609bf08b484f7d8436949,slot_34fa01a1822ac5584c8787500343432a86bb198cd99609bf08b484f7d8436949,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index6,0,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",655641bec1bd2691cbabc3dc3286a5817e0cb4107445934a479889e453f1862c
slot_bd763625267b75b0ff2f06230a3e2fc55c4c3d128108a7d75186a32596502c05,slot_bd763625267b75b0ff2f06230a3e2fc55c4c3d128108a7d75186a32596502c05,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index6,1,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",0362d713672eba66b97b8dce8659199409985e44c455057a5a8a9d47ff70c656
slot_92ca141a98126c81b7c514ac6f1821b56f6bb8a9b9d58d30026378dcd4edee24,slot_92ca141a98126c81b7c514ac6f1821b56f6bb8a9b9d58d30026378dcd4edee24,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index6,2,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",514204cd21a9473575b5813c8d1c517a19aaf5bfcc33f24a3c5c98fd9ea4d3ed
slot_bdaa454dd4301ac1d82098c8d7c3cffdfb65c19b9b819540fa8f9c3a099a857e,slot_bdaa454dd4301ac1d82098c8d7c3cffdfb65c19b9b819540fa8f9c3a099a857e,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q6,0,historical_frozen_417,"{""F1"": 0.0}",6db4b57f2f78f38137195e183dd2eaa1e4686dc92d0996450115591ea20496c8
slot_ee5e7e6f7dd7524d1684db1e20e0a15401778a4e8ec6557edac10085fe6c0dc9,slot_ee5e7e6f7dd7524d1684db1e20e0a15401778a4e8ec6557edac10085fe6c0dc9,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q18,0,historical_frozen_417,"{""F1"": 0.0}",9e4807ff18f3f80e7a0b61682529464917dbf8bf015b0b8e60948b1dc6dbd521
slot_24265bddf0da0c73f6cbe3007ee9048161f32dd5ebb7839e41b190c6d04c5454,slot_24265bddf0da0c73f6cbe3007ee9048161f32dd5ebb7839e41b190c6d04c5454,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q21,0,historical_frozen_417,"{""F1"": 1.0}",39cd59d6e1e2d637b6ca9132f355604406e86ca58434a8e570b5c5b0e1427dd5
slot_4a12817e60043b6f968db6c9382e22030cbb53e094a118752d1076fdd6d0899a,slot_4a12817e60043b6f968db6c9382e22030cbb53e094a118752d1076fdd6d0899a,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q4,0,historical_frozen_417,"{""F1"": 1.0}",c720b61b615c6c806cb2065f7f5887eb92500b26f79bf9d6e0fb248fc593b3fe
slot_37627f865ebdcfcc6d67e5c26c5fb4d4d7198a4678e57ae90b53f408b8982665,slot_37627f865ebdcfcc6d67e5c26c5fb4d4d7198a4678e57ae90b53f408b8982665,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q15,0,historical_frozen_417,"{""F1"": 0.0}",e496342cdb38f47b1dc6bec6f3e7bee95281030c4b6f053274a66bfe6c524a05
slot_1f4b600dd1f77b6551e0a312df89854d4a51d1eba00d897d622065a0eb16cff9,slot_1f4b600dd1f77b6551e0a312df89854d4a51d1eba00d897d622065a0eb16cff9,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q11,0,historical_frozen_417,"{""F1"": 0.5555555555555556}",ccc379f33742816d61bd9ea245b564212fb38d9a11e00ab51e176e1bf03858a2
slot_5451d2903a1246318a58bcb5db8b04fe03a80cb6e1bd3961b0d6cb3959ee7f15,slot_5451d2903a1246318a58bcb5db8b04fe03a80cb6e1bd3961b0d6cb3959ee7f15,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q9,0,historical_frozen_417,"{""F1"": 1.0}",65eb96a0e7bdb838b700ac59f1d4f9ebeb491d2db75d4ce2a9a199180dc9666a
slot_081f686e85279778f2dd2cb8fc5d2cd0830319a1be23d3ca7e520f023259afc4,slot_081f686e85279778f2dd2cb8fc5d2cd0830319a1be23d3ca7e520f023259afc4,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q10,0,historical_frozen_417,"{""F1"": 0.0}",ed919942616fe2ea20bd7deee72f6a2dd0ab9dbd5ee07e79b5610d06ec0cc918
slot_3620d16c60b2325b5f3bab46a557bfe59d36477788ec44431247d37d0e2b85a5,slot_3620d16c60b2325b5f3bab46a557bfe59d36477788ec44431247d37d0e2b85a5,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q12,0,historical_frozen_417,"{""F1"": 1.0}",6ca4529e74ec3d15fb730bafe48d3f51f39c4e8f7634b7327e6ad9e951b83cd7
slot_41bf85a17bf7f19df83cb48f5a3513078a976bd43bd2bead9c2f6d5c711def89,slot_41bf85a17bf7f19df83cb48f5a3513078a976bd43bd2bead9c2f6d5c711def89,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q31,0,historical_frozen_417,"{""F1"": 0.5}",068f1cc2489565449cdaf0e8d727b31bad4e1e4612bd2710e3b964f04307aa7e
slot_94e20980bc7d0255cac84487934de4158c0a2c5edfbfe03ac4638eeb892621b6,slot_94e20980bc7d0255cac84487934de4158c0a2c5edfbfe03ac4638eeb892621b6,thinking_historical_reference,tuning,cost_moderate,single,1,max,historical,hpobench:paramnet:adult:steps,0,historical_frozen_417,"{""Gap"": 87.9511885684869, ""Gap0"": 87.9511885684869, ""RawPerf"": 0.8487685239927636}",9e7dc99ccc56c34942683b45a3761085fb20f61bfccf9bf6c62c49c7c86761c3
slot_3b4738c3b84e0976a8cf23cff977eec41f9e28daec1ee3ad2dc14affc61d8420,slot_3b4738c3b84e0976a8cf23cff977eec41f9e28daec1ee3ad2dc14affc61d8420,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q9,0,historical_frozen_417,"{""F1"": 1.0}",b809c9f83d1f279cbe489eefd097e8b73004338e3a767c6bc67ef9de6e9205eb
slot_26663b98c37ecee86972d85b751dc45f3a794c5305a5bb8269c71b47f63214ee,slot_26663b98c37ecee86972d85b751dc45f3a794c5305a5bb8269c71b47f63214ee,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q33,0,historical_frozen_417,"{""F1"": 0.6666666666666666}",a22a356cc226ba831b15b20bb3cbd9af6df4adf2cc2ed989661155ba4c6fab67
slot_1e000f33fb17f5333e82829df7499e4814f137e5d8ac3db78200c90443b1b30a,slot_1e000f33fb17f5333e82829df7499e4814f137e5d8ac3db78200c90443b1b30a,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q29,0,historical_frozen_417,"{""F1"": 0.0}",31d78508816a7acb519ed862a1373981cf1e8a65e44ed99ec71c0db2d3eb53ae
slot_a40f4d8f75688ae31f4c8b2672d945a6bc5d5aaed9955b7c2f5021b35eeb1819,slot_a40f4d8f75688ae31f4c8b2672d945a6bc5d5aaed9955b7c2f5021b35eeb1819,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q13,0,historical_frozen_417,"{""F1"": 0.0}",63031a345e469e18ec5a497544984b65975060d1f7730e6daf314fae2c022b5e
slot_6759e6fe759191d1ed7e926073d7b09e78dc12fe3112572b8d807b6324cef171,slot_6759e6fe759191d1ed7e926073d7b09e78dc12fe3112572b8d807b6324cef171,thinking_historical_reference,tuning,cost_tight,single,1,max,historical,hpobench:paramnet:letter:steps,0,historical_frozen_417,"{""Gap"": 87.57164036532322, ""Gap0"": 87.57164036532322, ""RawPerf"": 0.8998869275450976}",32553cfe71e0d139c4937d04ae2f54d73667429412d4d024bc69a3766accb16b
slot_b03aa8feb684774779428fde33025c2d47d378833fccada94b62f5d4b194cd8e,slot_b03aa8feb684774779428fde33025c2d47d378833fccada94b62f5d4b194cd8e,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index2,0,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 0.7647058823529411}",e1141b36ba0680ab5eee2123119b7688cc03b355f6b0215414300dff421717ad
