scientific_slot_id,execution_complete,n,agent_ids,metrics,logical_additive_cost
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 3, 4, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1729818.0, ""output_tokens"": 236376.0, ""reasoning_tokens"": 229802.0, ""total_tokens"": 1966194.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 3, 5, 6]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1839821.0, ""output_tokens"": 242145.0, ""reasoning_tokens"": 236172.0, ""total_tokens"": 2081966.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 3, 5, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1866247.0, ""output_tokens"": 241449.0, ""reasoning_tokens"": 235128.0, ""total_tokens"": 2107696.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 3, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1599409.0, ""output_tokens"": 226053.0, ""reasoning_tokens"": 219773.0, ""total_tokens"": 1825462.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 4, 5, 6]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1764731.0, ""output_tokens"": 229269.0, ""reasoning_tokens"": 223768.0, ""total_tokens"": 1994000.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 4, 5, 7]","{""EA_MI"": 0.8823529411764706, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8676470588235294, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1791157.0, ""output_tokens"": 228573.0, ""reasoning_tokens"": 222724.0, ""total_tokens"": 2019730.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 4, 6, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1524319.0, ""output_tokens"": 213177.0, ""reasoning_tokens"": 207369.0, ""total_tokens"": 1737496.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[1, 5, 6, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1660748.0, ""output_tokens"": 218250.0, ""reasoning_tokens"": 212695.0, ""total_tokens"": 1878998.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 3, 4, 5]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2119759.0, ""output_tokens"": 307703.0, ""reasoning_tokens"": 301667.0, ""total_tokens"": 2427462.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 3, 4, 6]","{""EA_MI"": 0.9264705882352942, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9264705882352942, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1852921.0, ""output_tokens"": 292307.0, ""reasoning_tokens"": 286312.0, ""total_tokens"": 2145228.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 3, 4, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1879347.0, ""output_tokens"": 291611.0, ""reasoning_tokens"": 285268.0, ""total_tokens"": 2170958.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 3, 5, 6]","{""EA_MI"": 0.9264705882352942, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1989350.0, ""output_tokens"": 297380.0, ""reasoning_tokens"": 291638.0, ""total_tokens"": 2286730.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 3, 5, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2015776.0, ""output_tokens"": 296684.0, ""reasoning_tokens"": 290594.0, ""total_tokens"": 2312460.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 3, 6, 7]","{""EA_MI"": 0.9264705882352942, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9264705882352942, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1748938.0, ""output_tokens"": 281288.0, ""reasoning_tokens"": 275239.0, ""total_tokens"": 2030226.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 4, 5, 6]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1914260.0, ""output_tokens"": 284504.0, ""reasoning_tokens"": 279234.0, ""total_tokens"": 2198764.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 4, 5, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1940686.0, ""output_tokens"": 283808.0, ""reasoning_tokens"": 278190.0, ""total_tokens"": 2224494.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 4, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1673848.0, ""output_tokens"": 268412.0, ""reasoning_tokens"": 262835.0, ""total_tokens"": 1942260.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[2, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1810277.0, ""output_tokens"": 273485.0, ""reasoning_tokens"": 268161.0, ""total_tokens"": 2083762.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[3, 4, 5, 6]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1887934.0, ""output_tokens"": 247682.0, ""reasoning_tokens"": 241465.0, ""total_tokens"": 2135616.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[3, 4, 5, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1914360.0, ""output_tokens"": 246986.0, ""reasoning_tokens"": 240421.0, ""total_tokens"": 2161346.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[3, 4, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1647522.0, ""output_tokens"": 231590.0, ""reasoning_tokens"": 225066.0, ""total_tokens"": 1879112.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[3, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1783951.0, ""output_tokens"": 236663.0, ""reasoning_tokens"": 230392.0, ""total_tokens"": 2020614.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,4,"[4, 5, 6, 7]","{""EA_MI"": 0.8970588235294117, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1708861.0, ""output_tokens"": 223787.0, ""reasoning_tokens"": 217988.0, ""total_tokens"": 1932648.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 3, 4, 5]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2761576.0, ""output_tokens"": 402276.0, ""reasoning_tokens"": 393309.0, ""total_tokens"": 3163852.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 3, 4, 6]","{""EA_MI"": 0.9215686274509803, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9215686274509803, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2494738.0, ""output_tokens"": 386880.0, ""reasoning_tokens"": 377954.0, ""total_tokens"": 2881618.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 3, 4, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2521164.0, ""output_tokens"": 386184.0, ""reasoning_tokens"": 376910.0, ""total_tokens"": 2907348.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 3, 5, 6]","{""EA_MI"": 0.9215686274509803, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2631167.0, ""output_tokens"": 391953.0, ""reasoning_tokens"": 383280.0, ""total_tokens"": 3023120.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 3, 5, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2657593.0, ""output_tokens"": 391257.0, ""reasoning_tokens"": 382236.0, ""total_tokens"": 3048850.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 3, 6, 7]","{""EA_MI"": 0.9215686274509803, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9215686274509803, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2390755.0, ""output_tokens"": 375861.0, ""reasoning_tokens"": 366881.0, ""total_tokens"": 2766616.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 4, 5, 6]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2556077.0, ""output_tokens"": 379077.0, ""reasoning_tokens"": 370876.0, ""total_tokens"": 2935154.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 4, 5, 7]","{""EA_MI"": 0.9019607843137255, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.892156862745098, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2582503.0, ""output_tokens"": 378381.0, ""reasoning_tokens"": 369832.0, ""total_tokens"": 2960884.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 4, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2315665.0, ""output_tokens"": 362985.0, ""reasoning_tokens"": 354477.0, ""total_tokens"": 2678650.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 2, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2452094.0, ""output_tokens"": 368058.0, ""reasoning_tokens"": 359803.0, ""total_tokens"": 2820152.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 3, 4, 5, 6]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2529751.0, ""output_tokens"": 342255.0, ""reasoning_tokens"": 333107.0, ""total_tokens"": 2872006.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 3, 4, 5, 7]","{""EA_MI"": 0.9019607843137255, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.892156862745098, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2556177.0, ""output_tokens"": 341559.0, ""reasoning_tokens"": 332063.0, ""total_tokens"": 2897736.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 3, 4, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2289339.0, ""output_tokens"": 326163.0, ""reasoning_tokens"": 316708.0, ""total_tokens"": 2615502.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 3, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2425768.0, ""output_tokens"": 331236.0, ""reasoning_tokens"": 322034.0, ""total_tokens"": 2757004.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 1, 4, 5, 6, 7]","{""EA_MI"": 0.9019607843137255, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.892156862745098, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2350678.0, ""output_tokens"": 318360.0, ""reasoning_tokens"": 309630.0, ""total_tokens"": 2669038.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 2, 3, 4, 5, 6]","{""EA_MI"": 0.9215686274509803, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2679280.0, ""output_tokens"": 397490.0, ""reasoning_tokens"": 388573.0, ""total_tokens"": 3076770.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 2, 3, 4, 5, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2705706.0, ""output_tokens"": 396794.0, ""reasoning_tokens"": 387529.0, ""total_tokens"": 3102500.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 2, 3, 4, 6, 7]","{""EA_MI"": 0.9215686274509803, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9215686274509803, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2438868.0, ""output_tokens"": 381398.0, ""reasoning_tokens"": 372174.0, ""total_tokens"": 2820266.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 2, 3, 5, 6, 7]","{""EA_MI"": 0.9215686274509803, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2575297.0, ""output_tokens"": 386471.0, ""reasoning_tokens"": 377500.0, ""total_tokens"": 2961768.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 2, 4, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2500207.0, ""output_tokens"": 373595.0, ""reasoning_tokens"": 365096.0, ""total_tokens"": 2873802.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[0, 3, 4, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2473881.0, ""output_tokens"": 336773.0, ""reasoning_tokens"": 327327.0, ""total_tokens"": 2810654.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[1, 2, 3, 4, 5, 6]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2844649.0, ""output_tokens"": 411871.0, ""reasoning_tokens"": 403227.0, ""total_tokens"": 3256520.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[1, 2, 3, 4, 5, 7]","{""EA_MI"": 0.9019607843137255, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.892156862745098, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2871075.0, ""output_tokens"": 411175.0, ""reasoning_tokens"": 402183.0, ""total_tokens"": 3282250.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[1, 2, 3, 4, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2604237.0, ""output_tokens"": 395779.0, ""reasoning_tokens"": 386828.0, ""total_tokens"": 3000016.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[1, 2, 3, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2740666.0, ""output_tokens"": 400852.0, ""reasoning_tokens"": 392154.0, ""total_tokens"": 3141518.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[1, 2, 4, 5, 6, 7]","{""EA_MI"": 0.9019607843137255, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.892156862745098, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2665576.0, ""output_tokens"": 387976.0, ""reasoning_tokens"": 379750.0, ""total_tokens"": 3053552.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[1, 3, 4, 5, 6, 7]","{""EA_MI"": 0.9019607843137255, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.892156862745098, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2639250.0, ""output_tokens"": 351154.0, ""reasoning_tokens"": 341981.0, ""total_tokens"": 2990404.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,6,"[2, 3, 4, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9019607843137255, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 2788779.0, ""output_tokens"": 406389.0, ""reasoning_tokens"": 397447.0, ""total_tokens"": 3195168.0}"
slot_ccaac1acca948acbc2b7275e704a3088f9f458e9b92c04b5d30236d99afc23d7,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]","{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.9044117647058824, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 3430596.0, ""output_tokens"": 500962.0, ""reasoning_tokens"": 489089.0, ""total_tokens"": 3931558.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 1]","{""EA_MI"": 0.5882352941176471, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 257542.0, ""output_tokens"": 112254.0, ""reasoning_tokens"": 110609.0, ""total_tokens"": 369796.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 2]","{""EA_MI"": 0.35294117647058826, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 168805.0, ""output_tokens"": 74864.0, ""reasoning_tokens"": 73024.0, ""total_tokens"": 243669.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 3]","{""EA_MI"": 0.5294117647058824, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 261714.0, ""output_tokens"": 144920.0, ""reasoning_tokens"": 142529.0, ""total_tokens"": 406634.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 4]","{""EA_MI"": 0.35294117647058826, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 267515.0, ""output_tokens"": 127084.0, ""reasoning_tokens"": 125580.0, ""total_tokens"": 394599.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 5]","{""EA_MI"": 0.5882352941176471, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 238687.0, ""output_tokens"": 114442.0, ""reasoning_tokens"": 112601.0, ""total_tokens"": 353129.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 6]","{""EA_MI"": 0.5882352941176471, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 263358.0, ""output_tokens"": 120893.0, ""reasoning_tokens"": 119148.0, ""total_tokens"": 384251.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[0, 7]","{""EA_MI"": 0.5588235294117647, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 384565.0, ""output_tokens"": 124244.0, ""reasoning_tokens"": 122635.0, ""total_tokens"": 508809.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[1, 2]","{""EA_MI"": 0.5882352941176471, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 145905.0, ""output_tokens"": 61090.0, ""reasoning_tokens"": 59213.0, ""total_tokens"": 206995.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[1, 3]","{""EA_MI"": 0.7647058823529411, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 238814.0, ""output_tokens"": 131146.0, ""reasoning_tokens"": 128718.0, ""total_tokens"": 369960.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[1, 4]","{""EA_MI"": 0.5882352941176471, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 244615.0, ""output_tokens"": 113310.0, ""reasoning_tokens"": 111769.0, ""total_tokens"": 357925.0}"
slot_fa4a72b38692d1223d2457227b096145d9a52d2c278dcbc48c15f75eee0d17aa,True,2,"[1, 5]","{""EA_MI"": 0.8235294117647058, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 215787.0, ""output_tokens"": 100668.0, ""reasoning_tokens"": 98790.0, ""total_tokens"": 316455.0}"
