scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,job_id,logical_additive_cost
slot_4237409d0b28564ae8ef43e44571b42b96f3da2d5b43e48799753c7343cb398d,slot_4237409d0b28564ae8ef43e44571b42b96f3da2d5b43e48799753c7343cb398d,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q6,0,direct,"{""F1"": 1.0}",job_74315bc2bf9c61d8a4da2b10d3cf62304432b2716f2f11abc648e7e04723f130,"{""cached_input_tokens"": null, ""input_tokens"": 14644.0, ""output_tokens"": 2098.0, ""reasoning_tokens"": 1600.0, ""total_tokens"": 16742.0}"
slot_eef3edd06838cedc89f1bd1e5989c6e9cceefaabcbad8c03890bf8bade9594d0,slot_eef3edd06838cedc89f1bd1e5989c6e9cceefaabcbad8c03890bf8bade9594d0,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q24,0,direct,"{""F1"": 1.0}",job_87e554ebd4331bd2e2b000af9a43406add002f67d9299a1cd9fa9ceabee0e52d,"{""cached_input_tokens"": null, ""input_tokens"": 9883.0, ""output_tokens"": 353.0, ""reasoning_tokens"": 255.0, ""total_tokens"": 10236.0}"
slot_af2bbb2a7ec990d7e356e1af5776472268ea6b66fbff416ad84c7b5974cbf9bb,slot_af2bbb2a7ec990d7e356e1af5776472268ea6b66fbff416ad84c7b5974cbf9bb,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q24,0,direct,"{""F1"": 1.0}",job_22c4e3e0c5071de7e274a3f55b015a2b13b3a60e05dc3889629be19c7e5bdb45,"{""cached_input_tokens"": null, ""input_tokens"": 19224.0, ""output_tokens"": 1853.0, ""reasoning_tokens"": 1271.0, ""total_tokens"": 21077.0}"
slot_8b16fbf6b96fa4d2e608fa54e9d201d7c08d3bc9c8fe5572c9bb3a2cd565b596,slot_8b16fbf6b96fa4d2e608fa54e9d201d7c08d3bc9c8fe5572c9bb3a2cd565b596,thinking_same_version,evidence_audit,cost_free,single,1,low,same_version_low,contract-nli/index4,0,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_e9395b957a726ab47fb70f43e1d8475c6760aff59d53fca9ee59813ac9e28d70,"{""cached_input_tokens"": null, ""input_tokens"": 111472.0, ""output_tokens"": 2296.0, ""reasoning_tokens"": 876.0, ""total_tokens"": 113768.0}"
slot_cfe0dfc55b85138f5ef8ad2cbdab61d2b2990d746e40c425bcf4513f598f885e,slot_cfe0dfc55b85138f5ef8ad2cbdab61d2b2990d746e40c425bcf4513f598f885e,thinking_same_version,evidence_audit,cost_free,single,1,max,same_version_max,contract-nli/index4,0,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_4712b7d20fb3bdc3b6a3c2f9989c703298538912e677ebb17fb00b7e2281da31,"{""cached_input_tokens"": null, ""input_tokens"": 148234.0, ""output_tokens"": 7956.0, ""reasoning_tokens"": 5435.0, ""total_tokens"": 156190.0}"
slot_456b9a9b3832a99127e891b5b62db1c9db731bddbda0bca22472c82b0c050da3,slot_456b9a9b3832a99127e891b5b62db1c9db731bddbda0bca22472c82b0c050da3,thinking_same_version,evidence_audit,cost_free,single,1,low,same_version_low,contract-nli/index4,1,direct,"{""EA"": 0.9411764705882353, ""LA"": 0.9411764705882353}",job_f339816bec03923f848f6e6e5586d0aea60cb673eb085a5dc1302e845b7bcfbe,"{""cached_input_tokens"": null, ""input_tokens"": 114840.0, ""output_tokens"": 2727.0, ""reasoning_tokens"": 1408.0, ""total_tokens"": 117567.0}"
slot_63abb5f8f6a5a9d950cf32b0f7e0c084f3005f74b4da54c5604a89081792ba92,slot_63abb5f8f6a5a9d950cf32b0f7e0c084f3005f74b4da54c5604a89081792ba92,thinking_same_version,evidence_audit,cost_free,single,1,max,same_version_max,contract-nli/index4,1,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_349520f2fe640380af47b03d0070521e6330d2b5a278873ecd1811bcf024a482,"{""cached_input_tokens"": null, ""input_tokens"": 675039.0, ""output_tokens"": 29248.0, ""reasoning_tokens"": 26926.0, ""total_tokens"": 704287.0}"
slot_daac91b05a3832a3c00c9d6417fa33c56cb524a2e719c37f8272b57110a9ba48,slot_daac91b05a3832a3c00c9d6417fa33c56cb524a2e719c37f8272b57110a9ba48,thinking_same_version,evidence_audit,cost_free,single,1,low,same_version_low,contract-nli/index4,2,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_4097982f381b1a2f06cf20d2960f0cf426fa43735e06d8f6a62d061d79472558,"{""cached_input_tokens"": null, ""input_tokens"": 106396.0, ""output_tokens"": 1988.0, ""reasoning_tokens"": 1015.0, ""total_tokens"": 108384.0}"
slot_c9f1280b9f0e04ab560aa5d6435d17b4ceb451aed098f9633b6b06491036f4f5,slot_c9f1280b9f0e04ab560aa5d6435d17b4ceb451aed098f9633b6b06491036f4f5,thinking_same_version,evidence_audit,cost_free,single,1,max,same_version_max,contract-nli/index4,2,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_b129d9d3ece2e4baacbb25a048e9858b98036512a8ac9c021ebce7e8872ce36a,"{""cached_input_tokens"": null, ""input_tokens"": 305586.0, ""output_tokens"": 12555.0, ""reasoning_tokens"": 10208.0, ""total_tokens"": 318141.0}"
slot_8223fca4bac8a546b1ee5b5a159598d3d233c51858d75852a06a980dcefdd916,slot_8223fca4bac8a546b1ee5b5a159598d3d233c51858d75852a06a980dcefdd916,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed3/q19,0,direct,"{""F1"": 1.0}",job_05b52b5cf9dee0d242f634c51e853121f897d6224dade917c7eaf6d6f98d92aa,"{""cached_input_tokens"": null, ""input_tokens"": 10491.0, ""output_tokens"": 232.0, ""reasoning_tokens"": 105.0, ""total_tokens"": 10723.0}"
slot_96b9bee046f28eab0310d137171e0b6018709abfdbdcfd7605aed16610846550,slot_96b9bee046f28eab0310d137171e0b6018709abfdbdcfd7605aed16610846550,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed3/q19,0,direct,"{""F1"": 0.6666666666666666}",job_8d9cc0c30d2453a975fb458bcb4389785b5376c901a997b13305afe7b5c79ebf,"{""cached_input_tokens"": null, ""input_tokens"": 17746.0, ""output_tokens"": 4596.0, ""reasoning_tokens"": 4161.0, ""total_tokens"": 22342.0}"
slot_861eb5057402104a7911d0e946a4e74ef7bc674aeb63fe95cd92b725cb5b0371,slot_861eb5057402104a7911d0e946a4e74ef7bc674aeb63fe95cd92b725cb5b0371,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed3/q28,0,direct,"{""F1"": 0.0}",job_b22957248190f8472737ccd0a3505d676c05ec2cd44613402afd0657761cc066,"{""cached_input_tokens"": null, ""input_tokens"": 6970.0, ""output_tokens"": 363.0, ""reasoning_tokens"": 206.0, ""total_tokens"": 7333.0}"
slot_7786bb85b7d44186763af0baeb75b7a18a24f4c5121826953382701303fd44b8,slot_7786bb85b7d44186763af0baeb75b7a18a24f4c5121826953382701303fd44b8,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed3/q28,0,direct,"{""F1"": 1.0}",job_b746abfc44d4b309d1909b3035546fb2638e80415f10ad165b27f872151c7a97,"{""cached_input_tokens"": null, ""input_tokens"": 45143.0, ""output_tokens"": 9406.0, ""reasoning_tokens"": 8454.0, ""total_tokens"": 54549.0}"
slot_b50607260736b97e50924351dcc3fb9d0aa0a60e19821cf292e269f821d28bff,slot_b50607260736b97e50924351dcc3fb9d0aa0a60e19821cf292e269f821d28bff,thinking_same_version,restricted_search,cost_tight,single,1,low,same_version_low,phantom_seed3/q1,0,direct,"{""F1"": 0.6666666666666666}",job_8a388f933995bc0464178d489b127c6a9d4732856933146f291b4d5c246f3bbe,"{""cached_input_tokens"": null, ""input_tokens"": 2901.0, ""output_tokens"": 177.0, ""reasoning_tokens"": 136.0, ""total_tokens"": 3078.0}"
slot_25b656029daf55308b3b06aacb8ad98893737e9defbb3c597ff8239ab598bd5d,slot_25b656029daf55308b3b06aacb8ad98893737e9defbb3c597ff8239ab598bd5d,thinking_same_version,restricted_search,cost_tight,single,1,max,same_version_max,phantom_seed3/q1,0,direct,"{""F1"": 0.6666666666666666}",job_f09ecbab816e6836c61a9f9dd19ec1a7cfdef9f95d73a1e5aa3042c01bec2c0a,"{""cached_input_tokens"": null, ""input_tokens"": 2366.0, ""output_tokens"": 5400.0, ""reasoning_tokens"": 5220.0, ""total_tokens"": 7766.0}"
slot_c6304e5e011d7b138b8b7a938b8d3ec313390433b4a6b949954fa121f846d2c0,slot_c6304e5e011d7b138b8b7a938b8d3ec313390433b4a6b949954fa121f846d2c0,thinking_same_version,restricted_search,cost_tight,single,1,low,same_version_low,phantom_seed3/q25,0,direct,"{""F1"": 0.0}",job_78e6fb11f70d42b8b3a68f44686efc57439d8e0c7ad35ba4de95772fc2fbf8a0,"{""cached_input_tokens"": null, ""input_tokens"": 4319.0, ""output_tokens"": 153.0, ""reasoning_tokens"": 54.0, ""total_tokens"": 4472.0}"
slot_4493542ca63752571c6a63a56971191e91f5d3ac3d59f6caf865a62942dff150,slot_4493542ca63752571c6a63a56971191e91f5d3ac3d59f6caf865a62942dff150,thinking_same_version,restricted_search,cost_tight,single,1,max,same_version_max,phantom_seed3/q25,0,direct,"{""F1"": 0.18181818181818182}",job_e9984e77222bb70bd50804d07f0c38e62990ed7e3ac86f6eeebc1627d9478b6c,"{""cached_input_tokens"": null, ""input_tokens"": 8032.0, ""output_tokens"": 2218.0, ""reasoning_tokens"": 2001.0, ""total_tokens"": 10250.0}"
slot_ec268d85f5dd48faf1d9bd4e8e9b0322a89e9c829426b4370cea4275e970dd08,slot_ec268d85f5dd48faf1d9bd4e8e9b0322a89e9c829426b4370cea4275e970dd08,thinking_same_version,restricted_search,cost_tight,single,1,low,same_version_low,phantom_seed2/q14,0,direct,"{""F1"": 0.5}",job_5aca9f0af051fa5c502fcaa28b401f7d4aef8d3039dba9594655fdd9d77539ae,"{""cached_input_tokens"": null, ""input_tokens"": 4345.0, ""output_tokens"": 134.0, ""reasoning_tokens"": 53.0, ""total_tokens"": 4479.0}"
slot_d680b847c159607b84a6fcd7c790be927485d2778ad64f15f13da51768a149b5,slot_d680b847c159607b84a6fcd7c790be927485d2778ad64f15f13da51768a149b5,thinking_same_version,restricted_search,cost_tight,single,1,max,same_version_max,phantom_seed2/q14,0,direct,"{""F1"": 1.0}",job_4ab954b1466242f1f833259e4ee0df391e97a301802cf099451da3c04c228d76,"{""cached_input_tokens"": null, ""input_tokens"": 6814.0, ""output_tokens"": 13625.0, ""reasoning_tokens"": 13439.0, ""total_tokens"": 20439.0}"
slot_7e7be1fc5a4c779fa523597f9cca99988cc45c5c00fa6066951920488a9076de,slot_7e7be1fc5a4c779fa523597f9cca99988cc45c5c00fa6066951920488a9076de,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q17,0,direct,"{""F1"": 0.0}",job_bb4f3fe00d0ac7dad5e7d673bc744fbc66e55d68f2d09dba169d5f7df41509cd,"{""cached_input_tokens"": null, ""input_tokens"": 48181.0, ""output_tokens"": 2378.0, ""reasoning_tokens"": 2061.0, ""total_tokens"": 50559.0}"
slot_6bdb430296e630a436f2b7b0e82ed6f913a879451c1694e863cf69d7e26fcd6b,slot_6bdb430296e630a436f2b7b0e82ed6f913a879451c1694e863cf69d7e26fcd6b,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q17,0,direct,"{""F1"": 0.0}",job_734d6b2d109fa23961f176a699b6f2a85cd3ed762552da4700ad1074d9dae360,"{""cached_input_tokens"": null, ""input_tokens"": 69815.0, ""output_tokens"": 39800.0, ""reasoning_tokens"": 39177.0, ""total_tokens"": 109615.0}"
slot_91013f2ce01a313f92a134274d753e87f0b8370518cfc0187eaf244a093ab565,slot_91013f2ce01a313f92a134274d753e87f0b8370518cfc0187eaf244a093ab565,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q33,0,direct,"{""F1"": 1.0}",job_45f434016a72ba5ced5a99d0f78600908613f955e39d6f28d93b9526ac68a673,"{""cached_input_tokens"": null, ""input_tokens"": 9352.0, ""output_tokens"": 184.0, ""reasoning_tokens"": 79.0, ""total_tokens"": 9536.0}"
slot_70d05268e6c7deb60a83332353737a4dcc50faeeea3dc80421154b106e3e00d0,slot_70d05268e6c7deb60a83332353737a4dcc50faeeea3dc80421154b106e3e00d0,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q33,0,direct,"{""F1"": 1.0}",job_2e218303fd11edca3b855d9b8e30373dafecbf006e060ef41f75a89d2a0f628f,"{""cached_input_tokens"": null, ""input_tokens"": 11432.0, ""output_tokens"": 1082.0, ""reasoning_tokens"": 730.0, ""total_tokens"": 12514.0}"
slot_e29fc20f1645347184775339af6adc285a2b099a52580c19ca68a03e54716da2,slot_e29fc20f1645347184775339af6adc285a2b099a52580c19ca68a03e54716da2,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q31,0,direct,"{""F1"": 0.0}",job_8fb0517cdb8158cb969e0514e25367fd93837d15bca8ef797f7798641ea3578e,"{""cached_input_tokens"": null, ""input_tokens"": 43713.0, ""output_tokens"": 2291.0, ""reasoning_tokens"": 2067.0, ""total_tokens"": 46004.0}"
slot_3d12c31370312d4a1fba9ea74cd73ab326fc36b58b0db088ec40280311913eae,slot_3d12c31370312d4a1fba9ea74cd73ab326fc36b58b0db088ec40280311913eae,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q31,0,direct,"{""F1"": 0.33333333333333337}",job_9d17d7e6dd30968b7078f6a31ea0983fe45f1dab44231b83fd43a4f48a5f8477,"{""cached_input_tokens"": null, ""input_tokens"": 99820.0, ""output_tokens"": 30216.0, ""reasoning_tokens"": 29588.0, ""total_tokens"": 130036.0}"
slot_b3ee7d5e69505fe8f09f693eec21e75499b8fe4d90035cef7fd652e6b13e6427,slot_b3ee7d5e69505fe8f09f693eec21e75499b8fe4d90035cef7fd652e6b13e6427,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed3/q35,0,direct,"{""F1"": 0.0}",job_9afd30ad9ce9c96798b93e79da28c16ef95ad48b528d0f25fc46699b25f8f930,"{""cached_input_tokens"": null, ""input_tokens"": 57720.0, ""output_tokens"": 3044.0, ""reasoning_tokens"": 2703.0, ""total_tokens"": 60764.0}"
slot_e160a6c7c2f228c23e076b2d004fdcc6ed22625edb9b44d31554b49683422cac,slot_e160a6c7c2f228c23e076b2d004fdcc6ed22625edb9b44d31554b49683422cac,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed3/q35,0,direct,"{""F1"": 0.0}",job_f6c32172481565e4c8a8025010b79961c393c46ec0069bab19b1e596f808cb79,"{""cached_input_tokens"": null, ""input_tokens"": 371802.0, ""output_tokens"": 98590.0, ""reasoning_tokens"": 97953.0, ""total_tokens"": 470392.0}"
slot_b428e347e81a949d3bb25cb8fe38b19a176cc374de43942ef693eb0d50cd9536,slot_b428e347e81a949d3bb25cb8fe38b19a176cc374de43942ef693eb0d50cd9536,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed3/q33,0,direct,"{""F1"": 0.0}",job_13c0ea682d018dee968928648224a0ee82c522a387889ebce815202e36d20a16,"{""cached_input_tokens"": null, ""input_tokens"": 8288.0, ""output_tokens"": 501.0, ""reasoning_tokens"": 287.0, ""total_tokens"": 8789.0}"
slot_3ffa50e5613a80f45b3775c18ac6e902c0226535fe85458c4de19b2f268a7ee2,slot_3ffa50e5613a80f45b3775c18ac6e902c0226535fe85458c4de19b2f268a7ee2,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed3/q33,0,direct,"{""F1"": 0.0}",job_5abf3e795f21cc31f90b937df632397fb7d02c846525c776057c0e7e95c773c2,"{""cached_input_tokens"": null, ""input_tokens"": 486240.0, ""output_tokens"": 70430.0, ""reasoning_tokens"": 69287.0, ""total_tokens"": 556670.0}"
slot_49790d9bb125f070af9c82c2b0a2875b129696505dbbdb46738e9baf0267b263,slot_49790d9bb125f070af9c82c2b0a2875b129696505dbbdb46738e9baf0267b263,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed3/q25,0,direct,"{""F1"": 0.18181818181818182}",job_199283b95822b3ab5d6afff28f416431009bff5f8adb2b0c941a60a3e0f1212e,"{""cached_input_tokens"": null, ""input_tokens"": 18448.0, ""output_tokens"": 738.0, ""reasoning_tokens"": 519.0, ""total_tokens"": 19186.0}"
slot_f0c1149266f436f0d1c18695dae2bddd495f93bc3e8cb0162d37c8112e06d239,slot_f0c1149266f436f0d1c18695dae2bddd495f93bc3e8cb0162d37c8112e06d239,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed3/q25,0,direct,"{""F1"": 0.5714285714285715}",job_b0ba71876854b6a3619bab3709f29d955bc7009b00de1315140ca059a92d982e,"{""cached_input_tokens"": null, ""input_tokens"": 83826.0, ""output_tokens"": 31264.0, ""reasoning_tokens"": 30756.0, ""total_tokens"": 115090.0}"
slot_dbd63fa6ac360cc576274a347fb9c06c1a67dd74e747c7ddb0d035d5c5531722,slot_dbd63fa6ac360cc576274a347fb9c06c1a67dd74e747c7ddb0d035d5c5531722,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed3/q20,0,direct,"{""F1"": 0.6666666666666666}",job_46b90f00f1852778bc7714cc4d3f4eb4a707d49b6797023f2cd12a6358bdfb93,"{""cached_input_tokens"": null, ""input_tokens"": 14858.0, ""output_tokens"": 723.0, ""reasoning_tokens"": 439.0, ""total_tokens"": 15581.0}"
slot_cbd9b82e90f07520a959022948165a37cf6b6e0cf3ece6797d107518f5d90699,slot_cbd9b82e90f07520a959022948165a37cf6b6e0cf3ece6797d107518f5d90699,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed3/q20,0,direct,"{""F1"": 0.0}",job_c1429d4a9e831e1f803a0f7b0322b4ec5870527e101e81599e88e9d6e4db7f22,"{""cached_input_tokens"": null, ""input_tokens"": 116513.0, ""output_tokens"": 49929.0, ""reasoning_tokens"": 49079.0, ""total_tokens"": 166442.0}"
slot_fd0e2cd678694fec65a3bea07d7ec02413567cd925b53b33c07fb0f73f496217,slot_fd0e2cd678694fec65a3bea07d7ec02413567cd925b53b33c07fb0f73f496217,thinking_same_version,evidence_audit,cost_tight,single,1,low,same_version_low,contract-nli/index6,0,direct,"{""EA"": 0.7058823529411765, ""LA"": 0.9411764705882353}",job_37e4f0609f3596e414ab7584a6d1055976eed758f9d848acfb2adcbb5bd0583b,"{""cached_input_tokens"": null, ""input_tokens"": 15833.0, ""output_tokens"": 898.0, ""reasoning_tokens"": 459.0, ""total_tokens"": 16731.0}"
slot_a50a52c2b5891f908563179e3ace4c5f718690cbbb5bd8b63b689b8597e96819,slot_a50a52c2b5891f908563179e3ace4c5f718690cbbb5bd8b63b689b8597e96819,thinking_same_version,evidence_audit,cost_tight,single,1,max,same_version_max,contract-nli/index6,0,direct,"{""EA"": 0.8235294117647058, ""LA"": 0.8823529411764706}",job_ab855cb34ea16db7e1de1f82a05112f0bd42ce554fbfb3b55fca38c7e92fb67e,"{""cached_input_tokens"": null, ""input_tokens"": 119884.0, ""output_tokens"": 65195.0, ""reasoning_tokens"": 63710.0, ""total_tokens"": 185079.0}"
slot_9ed9bd0c7619693b07786c97289de84697ef7a7196692c9d1bd5779967d5e9e5,slot_9ed9bd0c7619693b07786c97289de84697ef7a7196692c9d1bd5779967d5e9e5,thinking_same_version,evidence_audit,cost_tight,single,1,low,same_version_low,contract-nli/index6,1,direct,"{""EA"": 0.6470588235294118, ""LA"": 0.8823529411764706}",job_0a6480801a3c0fb9608cb8793c68cc7883ab7e3c8f499c100f64dd8c7c6c6223,"{""cached_input_tokens"": null, ""input_tokens"": 19817.0, ""output_tokens"": 890.0, ""reasoning_tokens"": 427.0, ""total_tokens"": 20707.0}"
slot_9dd748d0c54c3cc427c3fc39769df3f2bbd70ab3b58d7d1a98501a2bcb69263c,slot_9dd748d0c54c3cc427c3fc39769df3f2bbd70ab3b58d7d1a98501a2bcb69263c,thinking_same_version,evidence_audit,cost_tight,single,1,max,same_version_max,contract-nli/index6,1,direct,"{""EA"": 0.7058823529411765, ""LA"": 0.9411764705882353}",job_882336329794ade1f6db881d8a816b7caea27d95facba1a664da5af4b63751fb,"{""cached_input_tokens"": null, ""input_tokens"": 93289.0, ""output_tokens"": 34710.0, ""reasoning_tokens"": 33399.0, ""total_tokens"": 127999.0}"
slot_1275eb2721d9a28a6da2ddb7652c58a8ab7d7d3e3d0a7332e939b9cfbaf1df0f,slot_1275eb2721d9a28a6da2ddb7652c58a8ab7d7d3e3d0a7332e939b9cfbaf1df0f,thinking_same_version,evidence_audit,cost_tight,single,1,low,same_version_low,contract-nli/index6,2,direct,"{""EA"": 0.5882352941176471, ""LA"": 0.8823529411764706}",job_8f3a9f217940cf72e56be4015af6bcd5393e15b6721e02d7326c3605f10271cc,"{""cached_input_tokens"": null, ""input_tokens"": 20898.0, ""output_tokens"": 1208.0, ""reasoning_tokens"": 730.0, ""total_tokens"": 22106.0}"
slot_004067c65bf4307c937c2f0348b1cab93e13f4ff1b8927f5635d03e37a01dbd8,slot_004067c65bf4307c937c2f0348b1cab93e13f4ff1b8927f5635d03e37a01dbd8,thinking_same_version,evidence_audit,cost_tight,single,1,max,same_version_max,contract-nli/index6,2,direct,"{""EA"": 0.7647058823529411, ""LA"": 1.0}",job_74c586786835488de8e784cf82dcf63665410114f2796613f80b8c73a714ac71,"{""cached_input_tokens"": null, ""input_tokens"": 127845.0, ""output_tokens"": 74833.0, ""reasoning_tokens"": 73596.0, ""total_tokens"": 202678.0}"
slot_b3db1bacd60191953d74c6b1b16bd366d72a2732538d6b2e6e333a2a893c283a,slot_b3db1bacd60191953d74c6b1b16bd366d72a2732538d6b2e6e333a2a893c283a,thinking_same_version,tuning,cost_free,single,1,low,same_version_low,hpobench:nasbench201:imagenet16-120,0,direct,"{""Gap"": 97.93751107028362, ""Gap0"": 97.93751107028362, ""RawPerf"": 0.46572222222222226}",job_88f85d0cd4dd75af97f2c685e1c703a6e8921dc622f10600cc0c50b8b7108a54,"{""cached_input_tokens"": null, ""input_tokens"": 15985.0, ""output_tokens"": 984.0, ""reasoning_tokens"": 95.0, ""total_tokens"": 16969.0}"
slot_b6fd83e46d7f011ea18953d57cd6c97da354b655d0a5d2407010835620e47588,slot_b6fd83e46d7f011ea18953d57cd6c97da354b655d0a5d2407010835620e47588,thinking_same_version,tuning,cost_free,single,1,max,same_version_max,hpobench:nasbench201:imagenet16-120,0,direct,"{""Gap"": 99.32653407183867, ""Gap0"": 99.32653407183867, ""RawPerf"": 0.46755555548773864}",job_25205ecfede4c082d04e6c8784b7ae81b1e969ccd6f28e38ac583c39f13783dd,"{""cached_input_tokens"": null, ""input_tokens"": 246969.0, ""output_tokens"": 13619.0, ""reasoning_tokens"": 10483.0, ""total_tokens"": 260588.0}"
slot_5c35315f9bde0111f521b6e16246511e65939405a838d47a2e7097f79e83fb23,slot_5c35315f9bde0111f521b6e16246511e65939405a838d47a2e7097f79e83fb23,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed3/q23,0,direct,"{""F1"": 0.0}",job_eef8c87e20c288f4151e9a012cf3f1c1251d548a0e3a591d4ea1efd4d5fa775d,"{""cached_input_tokens"": null, ""input_tokens"": 141097.0, ""output_tokens"": 3905.0, ""reasoning_tokens"": 3200.0, ""total_tokens"": 145002.0}"
slot_d4e332f5022958381a78876e964d786990673809ce82c9f58694a7944420323f,slot_d4e332f5022958381a78876e964d786990673809ce82c9f58694a7944420323f,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed3/q23,0,direct,"{""F1"": 1.0}",job_380ac8f24789f25fede35e119bb074b1ee44532085957b949efba7b372c44185,"{""cached_input_tokens"": null, ""input_tokens"": 160776.0, ""output_tokens"": 6551.0, ""reasoning_tokens"": 4980.0, ""total_tokens"": 167327.0}"
slot_a07df62806293cbc51eb8d3a25d406901b79379e3df4200be7cad9681afe8069,slot_a07df62806293cbc51eb8d3a25d406901b79379e3df4200be7cad9681afe8069,thinking_same_version,restricted_search,cost_tight,single,1,low,same_version_low,phantom_seed2/q22,0,direct,"{""F1"": 0.0}",job_48efaa7f096bb048e0379a6026449a5b42f808e8c73c1a2c1ef9da06a788f2fa,"{""cached_input_tokens"": null, ""input_tokens"": 3239.0, ""output_tokens"": 137.0, ""reasoning_tokens"": 91.0, ""total_tokens"": 3376.0}"
slot_26d9549463befda3a764bccfa6422977e89622c27262c2e618d4a7b7fc9c91d0,slot_26d9549463befda3a764bccfa6422977e89622c27262c2e618d4a7b7fc9c91d0,thinking_same_version,restricted_search,cost_tight,single,1,max,same_version_max,phantom_seed2/q22,0,direct,"{""F1"": 0.0}",job_2c93fb64e2927f0a3457f411baf00d72f4236645068eaeb969bb0d9757dfe3d4,"{""cached_input_tokens"": null, ""input_tokens"": 3890.0, ""output_tokens"": 669.0, ""reasoning_tokens"": 523.0, ""total_tokens"": 4559.0}"
slot_045a2a7333b3e33d0599d3bbf32d25169356cee71241a57dd475e7dd4f88cecd,slot_045a2a7333b3e33d0599d3bbf32d25169356cee71241a57dd475e7dd4f88cecd,thinking_same_version,restricted_search,cost_tight,single,1,low,same_version_low,phantom_seed3/q24,0,direct,"{""F1"": 0.0}",job_d63e74b542459ffc47a29bf23dee61f79721b18caa6e58803d94a7b37842efa8,"{""cached_input_tokens"": null, ""input_tokens"": 5577.0, ""output_tokens"": 162.0, ""reasoning_tokens"": 75.0, ""total_tokens"": 5739.0}"
slot_63f16c24f030cb1bc4a5f2cf0762f042256cffbed567dc97bb3723d02354c975,slot_63f16c24f030cb1bc4a5f2cf0762f042256cffbed567dc97bb3723d02354c975,thinking_same_version,restricted_search,cost_tight,single,1,max,same_version_max,phantom_seed3/q24,0,direct,"{""F1"": 0.0}",job_752500a8df59824032a1d03019fc3b3b21d8269921de4ec8233551733da5fbac,"{""cached_input_tokens"": null, ""input_tokens"": 4707.0, ""output_tokens"": 663.0, ""reasoning_tokens"": 603.0, ""total_tokens"": 5370.0}"
slot_8500790458885ad7fddf93b6d294521acb51819c8fc07897620e628569a6e296,slot_8500790458885ad7fddf93b6d294521acb51819c8fc07897620e628569a6e296,thinking_same_version,evidence_audit,cost_free,single,1,low,same_version_low,contract-nli/index2,0,direct,"{""EA"": 0.9411764705882353, ""LA"": 0.9411764705882353}",job_b8321d59d36b500c3b8d2db4f3dd33f2b4698be739805f0c808e5f91ac7727e6,"{""cached_input_tokens"": null, ""input_tokens"": 42807.0, ""output_tokens"": 1676.0, ""reasoning_tokens"": 907.0, ""total_tokens"": 44483.0}"
slot_f329872a215f5017f5efd0915e54294c481a5938566dc41fe1024afe61cc5369,slot_f329872a215f5017f5efd0915e54294c481a5938566dc41fe1024afe61cc5369,thinking_same_version,evidence_audit,cost_free,single,1,max,same_version_max,contract-nli/index2,0,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_ffddc17fd0fd7271bf49e1f10becca80a8e859a255e124858e8224b26abc170f,"{""cached_input_tokens"": null, ""input_tokens"": 1377233.0, ""output_tokens"": 99808.0, ""reasoning_tokens"": 97123.0, ""total_tokens"": 1477041.0}"
