model,budget,doc_index,doc_id,order,source_cohort,trace_path,trace_sha256,trace_bytes,hypothesis_count,label_acc,evidence_acc,joint_acc,label_correct_wrong_evidence_rate,correct_label_wrong_evidence_conditional,tool_calls,visible_tool_calls,distinct_hypotheses,repeat_calls,gold_nonempty_query_calls,gold_empty_query_calls,feedback_correct,feedback_incomplete,feedback_irrelevant,first_fixed_example,last_feedback_not_exact,termination_reason,answer_source,agent_steps,simulated_feedback_cost,budget_limit,budget_fraction,residual_less_than_min_call,residual_at_least_max_call,zero_feedback,visible_distinct_hypotheses,visible_repeat_calls,visible_feedback_correct,visible_feedback_incomplete,visible_feedback_irrelevant,visible_last_feedback_not_exact,hidden_result_count,natural_answer,time_budget_exceeded,max_steps_reached,visible_nonempty_query_calls,nonempty_n,nonempty_label_correct,nonempty_evidence_exact,nonempty_joint_correct,nonempty_label_correct_wrong_evidence,nonempty_missing_any,nonempty_extra_any,nonempty_evidence_precision,nonempty_evidence_recall,nonempty_queried,nonempty_correct_label_wrong_evidence_conditional,empty_n,empty_label_correct,empty_evidence_exact,empty_joint_correct,empty_label_correct_wrong_evidence,empty_missing_any,empty_extra_any,empty_evidence_precision,empty_evidence_recall,empty_queried,empty_correct_label_wrong_evidence_conditional
deepseek-v4-flash-0731,cost_moderate,12,25,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d114014ae3e6c95a969062d48a5c15838ceae9e00cb2338a786dafcab8300c38/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,71b6f7d97d0f30e7ab2a3a4ae52863a5e19d59324d2bdd5ee923451704a00bf7,169167,17,0.8823529411764706,0.6470588235294118,0.6470588235294118,0.23529411764705882,0.26666666666666666,9,9,5,4,4,5,4,1,4,1,0,natural_answer,natural_model_answer,11,2745.3769899439067,3000.0,0.9151256633146355,1,0,0,5,4,4,1,4,0,0,1,0,0,4,7,1,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.9285714285714286,0.7857142857142857,0.42857142857142855,0.5714285714285714,10,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.2,0.0
deepseek-v4-flash-0731,cost_free,2,4,1,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d793166eda2c25d1d0bf9f3a6d39319ea2c4b40ba68efcf30b2f40c9d893bbda/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,05f6290b2228c11448bd2238854022ee68d1e50c153692128e6453cb6a59f505,211965,17,0.0,0.0,0.0,0.0,,1,1,1,0,0,1,0,0,1,1,1,aborted,,3,304.2015711776912,,,,,0,1,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,1,0,0.0,0.0,0,,11,0,0,0,0,0,0,1.0,1.0,0.09090909090909091,
deepseek-v4-flash-0731,cost_tight,9,22,1,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_dcfade273c2bb77c2ac3d5a7c3d3f38af5d90cf358b8b4e5b8ccf23151c9d856/result/deepseek-v4-flash-0731_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2,134500,17,0.8823529411764706,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.4666666666666667,1,1,1,0,0,1,0,0,1,1,1,aborted,forced_model_answer,3,287.32845845632255,900.0,0.3192538427292473,0,1,0,1,0,0,0,1,1,0,0,0,0,0,12,0.8333333333333334,0.3333333333333333,0.25,0.5833333333333334,0.6666666666666666,0.08333333333333333,0.8333333333333334,0.5694444444444444,0,0.7,5,1,1,1,0,0,0,1.0,1.0,0.2,0.0
deepseek-v4-flash-0731,cost_free,7,18,1,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e959f13ee8921ce12f2114ff5a93d9b3d35cd27c5d035373917b5e2a13ca65a9/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,fd894751aca249ff75bbdfe7af0ae087bab9395187c658ed0905ef96ace906e2,213369,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,29,29,16,13,8,21,16,2,11,0,0,max_steps_reached,forced_model_answer,30,8794.691431531683,,,,,0,16,13,16,2,11,0,0,0,0,1,8,5,0.8,1,0.8,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,0.9166666666666666,0.0
deepseek-v4-flash-0731,cost_free,1,2,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f319b5386993a320945ca6e2e14df3c4889feeb8bd6bf67cab845540fedea4dd/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_1_r2_s2202.json,424c6c0ac43232bae3c6bda58b5e96e448e48d00942e411c82bd4a27fbb7c13b,233249,17,0.0,0.0,0.0,0.0,,27,27,15,12,25,2,14,4,9,1,1,natural_answer,natural_model_answer,29,8120.99564306438,,,,,0,15,12,14,4,9,1,0,1,0,0,25,14,0,0,0,0,1,0,0.0,0.0,0.9285714285714286,,3,0,0,0,0,0,0,1.0,1.0,0.6666666666666666,
deepseek-v4-flash-0731,cost_tight,7,18,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f53a2c154b3b3b534f03aa25679326bab16a752712b3e4f5f45d7d7089988642/result/deepseek-v4-flash-0731_cost_tight/traces-v2/evidence_audit_cc-large_7_r2_s2202.json,c64d42904c16c10085f6ff9ceb921582a8b5b66d4b43a5604997c70a5c80dad3,205076,17,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.058823529411764705,0.0625,4,3,2,2,2,2,2,1,1,1,0,time_budget_exceeded,forced_model_answer,5,1185.1463405415416,900.0,1.3168292672683795,1,0,0,2,1,1,1,1,1,1,0,1,0,1,5,1,0.8,0.8,0.2,0.2,0,1.0,0.9,0.2,0.2,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.08333333333333333,0.0
deepseek-v4-flash-0731,cost_free,7,18,0,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7c0bef88f53ba9fca73bfe1374ef8db9f69f6ee4d211397e59d8732ef678c81/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,99c13d0590f40b16319731bcc2b30a9d69de7b21a4ab8284a5c042a1b8f715f7,45834,17,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,natural_answer,natural_model_answer,1,0.0,,,,,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0.0,0.0,0,,12,0,0,0,0,0,0,1.0,1.0,0,
deepseek-v4-flash-0731,cost_free,2,4,0,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fa711c130ec49096564fdf6981208670baa684d2009618f38e17336d773cebd1/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_2_r0_s2200.json,f013bc5110eafb125af65987d8a931a0c454863b83a90439dc25f04a6693594a,289904,17,1.0,1.0,1.0,0.0,0.0,28,28,17,11,9,19,17,3,8,1,1,natural_answer,natural_model_answer,30,8414.241436077282,,,,,0,17,11,17,3,8,1,0,1,0,0,9,6,1,1,1,0,0,0,1.0,1.0,1,0.0,11,1,1,1,0,0,0,1.0,1.0,1,0.0
deepseek-v4-flash-0731,cost_tight,11,24,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fab6187372e1d6657cebf21c0ede9bf84ca5d057b91ff3c4ef1b1d64852cc4fb/result/deepseek-v4-flash-0731_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,0ce1bab53e6e443a82a1548f5191e0482d55ecc58ca97cb231880b0f9ce506c7,185421,17,0.8823529411764706,0.4117647058823529,0.4117647058823529,0.47058823529411764,0.5333333333333333,3,2,1,2,0,3,1,0,2,0,0,time_budget_exceeded,forced_model_answer,5,906.7422733269632,900.0,1.007491414807737,1,0,0,1,1,0,0,2,1,1,0,1,0,0,10,0.9,0.1,0.1,0.8,0.9,0.1,0.8,0.37,0,0.8888888888888888,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0.14285714285714285,0.8571428571428571,1.0,0.14285714285714285,0.0
deepseek-v4-flash-0731,cost_tight,9,22,0,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fcd8bc323c293bdee56e02a413bc6fa46d944c4231b278643116654424e11a8e/result/deepseek-v4-flash-0731_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba,118871,17,0.7647058823529411,0.47058823529411764,0.4117647058823529,0.35294117647058826,0.46153846153846156,3,3,3,0,1,2,1,1,1,1,1,natural_answer,natural_model_answer,5,863.9474801719189,900.0,0.9599416446354654,1,0,0,3,0,1,1,1,1,0,1,0,0,1,12,0.75,0.3333333333333333,0.25,0.5,0.5833333333333334,0.08333333333333333,0.7916666666666666,0.6111111111111112,0.08333333333333333,0.6666666666666666,5,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.4,0.0
deepseek-v4-flash-0731,cost_free,0,1,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fd51347e6b5155fd904f26863cd9bef638191065d47d9d8147a5219b71ebe32d/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_0_r2_s2202.json,03591fc4e14a978e446e972a59c41fa5a08f5fb1034c5a8a4ecb5450af206a7a,252682,17,1.0,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.4117647058823529,30,30,6,24,26,4,5,7,18,1,1,max_steps_reached,forced_model_answer,30,9081.861177412793,,,,,0,6,24,5,7,18,1,0,0,0,1,26,13,1,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.38461538461538464,0.3076923076923077,0.8717948717948718,0.8333333333333334,0.3076923076923077,0.5384615384615384,4,1,1,1,0,0,0,1.0,1.0,0.5,0.0
deepseek-v4-flash-0731,cost_free,7,18,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fdf7c644ac0812e5162f4669318d3f9adaa5a48d640066a7d60dbe358a750ce6/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_7_r2_s2202.json,20e1e7a152bbc4bea1df8a98f1c3c361fa0c727dc799d353389029213427b9bc,257645,17,1.0,1.0,1.0,0.0,0.0,28,28,17,11,9,19,17,3,8,1,0,natural_answer,natural_model_answer,30,8530.036060400307,,,,,0,17,11,17,3,8,0,0,1,0,0,9,5,1,1,1,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,1,0.0
deepseek-v4-flash-0731,cost_tight,4,6,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fdff0c68cebeeb16646133950aecbecc6e1b704b5865fea723c4efcd47724ffe/result/deepseek-v4-flash-0731_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,b9616f658b55148e1e485b32bfcd05c19af8777bcf2b722e80956637bf934fb8,83990,17,0.0,0.0,0.0,0.0,,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,292.99589074216783,900.0,0.3255509897135198,0,1,0,1,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,1,0,0.0,0.0,0,,6,0,0,0,0,0,0,1.0,1.0,0.16666666666666666,
deepseek-v4-flash-0731,cost_free,6,11,2,deepseek_original,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_fff1b0def6001fc0cadd5df9cfdf3bf0a875c7f0e9a554891d06bab94558453c/result/deepseek-v4-flash-0731_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,b80da49af549892554096b8a7b7be313b7681d02a7cc568f7ad4e2ead8f68c48,226198,17,1.0,1.0,1.0,0.0,0.0,29,29,13,16,22,7,11,5,13,1,1,max_steps_reached,forced_model_answer,30,8671.251094881445,,,,,0,13,16,11,5,13,1,0,0,0,1,22,10,1,1,1,0,0,0,1.0,1.0,1,0.0,7,1,1,1,0,0,0,1.0,1.0,0.42857142857142855,0.0
gemini-3.8-flash-medium,cost_moderate,5,8,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_0842d322e294405831af59faf3c4d0cfd6460e629a7f5e5d835f4a35c4d95cc4/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_5_r1_s2201.json,626aba43fb98738aa60a735e6184279adb1cca0884de8b1ddd80f2d4a620c0ab,147528,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,10,9,6,4,7,3,5,2,3,1,0,time_budget_exceeded,forced_model_answer,10,3008.171169226989,3000.0,1.0027237230756632,1,0,0,5,4,4,2,3,0,1,0,1,0,6,4,0.75,1,0.75,0,0,0,1.0,1.0,0.75,0.0,13,1,1,1,0,0,0,1.0,1.0,0.15384615384615385,0.0
gemini-3.8-flash-medium,cost_moderate,12,25,0,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_12651c174b5cb44e7a2765dd6a0148fbb80f6b6fc6986f22a339ed7c23662c05/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,8470793ab0a71ff92cd38cecbd3de059744c890d16f055cfbd30094a6c019138,256764,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,9,9,8,1,8,1,7,0,2,1,0,natural_answer,natural_model_answer,10,2760.1729772239923,3000.0,0.9200576590746641,1,0,0,8,1,7,0,2,0,0,1,0,0,8,7,1,1,1,0,0,0,1.0,1.0,1,0.0,10,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.1,0.0
gemini-3.8-flash-medium,cost_moderate,5,8,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_1601b3039f20f665198a5bd55647202e77df9d8b5cb766f150f2a21d68aeff0d/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_5_r2_s2202.json,652b535cf147e7e1143d1cdf4862085048e934cb49c0e9d1ed69435067e06075,185158,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,10,9,5,5,6,4,5,2,3,1,0,time_budget_exceeded,forced_model_answer,10,3047.772011710331,3000.0,1.0159240039034436,1,0,0,4,5,4,2,3,0,1,0,1,0,5,4,0.75,1,0.75,0,0,0,1.0,1.0,0.5,0.0,13,1,1,1,0,0,0,1.0,1.0,0.15384615384615385,0.0
gemini-3.8-flash-medium,cost_free,0,1,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_220c220dc22316055f01024b0e11a8164472aaa83388925813a39aa44dc82c5c/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_0_r2_s2202.json,bb308916b4560936ae05f6d6afbb6ce1d6cc22b91c8045732903ca29751ca624,313268,17,1.0,1.0,1.0,0.0,0.0,30,30,17,13,25,5,16,6,8,1,1,max_steps_reached,forced_model_answer,30,8978.946049567312,,,,,0,17,13,16,6,8,1,0,0,0,1,25,13,1,1,1,0,0,0,1.0,1.0,1,0.0,4,1,1,1,0,0,0,1.0,1.0,1,0.0
gemini-3.8-flash-medium,cost_moderate,7,18,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_3677927b888999225135b54d8bb266b4428e55effb4dc01d7657a7e2d6945c6a/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_7_r2_s2202.json,4b1171d75271e923062612a77457924057ec3ead6b921601808ff64ed9245472,225308,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,9,9,6,3,5,4,4,1,4,1,1,natural_answer,natural_model_answer,10,2745.0155652314425,3000.0,0.9150051884104808,1,0,0,6,3,4,1,4,1,0,1,0,0,5,5,0.6,0.6,0.6,0,0.4,0,0.6,0.6,0.6,0.0,12,1,1,1,0,0,0,1.0,1.0,0.25,0.0
gemini-3.8-flash-medium,cost_free,7,18,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_3793e6f1fc1a33de298049b5db77997913ad55ab3bd27b215cc4e368ce65d002/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,ad4dab9261c2e7c6bed35af093a2ab1d6824e65d2f8c0046c68c106273257ece,244022,17,1.0,1.0,1.0,0.0,0.0,26,26,17,9,9,17,17,2,7,1,0,natural_answer,natural_model_answer,27,7972.63396281749,,,,,0,17,9,17,2,7,0,0,1,0,0,9,5,1,1,1,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,1,0.0
gemini-3.8-flash-medium,cost_moderate,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_43965af33d70968aa59ce59dedc39c05d30bde712db79780e12ae5b80fbfee91/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,0cc0a9e4b36d5747d2c5a391022fd36aa8c67c94f617c7a9456ef8e1692a4e1a,177914,17,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.058823529411764705,0.0625,9,9,8,1,5,4,7,0,2,1,0,natural_answer,natural_model_answer,10,2746.8818080239,3000.0,0.9156272693412999,1,0,0,8,1,7,0,2,0,0,1,0,0,5,7,1,0.8571428571428571,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0.9285714285714286,1.0,0.7142857142857143,0.14285714285714285,10,0.9,0.9,0.9,0,0,0.1,0.9,1.0,0.3,0.0
gemini-3.8-flash-medium,cost_tight,7,18,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_7078f7a6918c47e5e611550de7d4c8f536026c301c99df0c698dcbb8ebc4c823/result/gemini-3.8-flash-medium_cost_tight/traces-v2/evidence_audit_cc-large_7_r2_s2202.json,5c2c781f3235527ef44c9f427fe633a2a3ee78ea623e1bd117ba441b9e8fd735,321559,17,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.11764705882352941,0.125,2,2,2,0,1,1,1,0,1,1,0,natural_answer,natural_model_answer,3,617.8670496679842,900.0,0.686518944075538,0,0,0,2,0,1,0,1,0,0,1,0,0,1,5,1,0.6,0.6,0.4,0.4,0,1.0,0.8,0.2,0.4,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.08333333333333333,0.0
gemini-3.8-flash-medium,cost_free,0,1,0,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_891e6db8221e87d0bced4a17cf3f9de88e7ebe8b74b344f19346602273824dfa/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_0_r0_s2200.json,ebe09a6890fcc7e3a708e93af21896f317da0511219b11dc6bea1a431f0ea1b7,292690,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,30,30,13,17,25,5,12,5,13,1,1,max_steps_reached,forced_model_answer,30,8979.19819462113,,,,,0,13,17,12,5,13,1,0,0,0,1,25,13,1,0.7692307692307693,0.7692307692307693,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.8846153846153846,0.8974358974358975,0.7692307692307693,0.23076923076923078,4,1,1,1,0,0,0,1.0,1.0,0.75,0.0
gemini-3.8-flash-medium,cost_moderate,5,8,0,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_912931f80bb610868c24744c1bee7590a4b35873110d4ad974393f4f19ca541c/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_5_r0_s2200.json,2960fd05e68e6260ec7be7f47c1a3a35588ac321f20825afbc47aa403e0fd7bf,247215,17,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.0,0.0,9,9,6,3,6,3,4,1,4,1,1,natural_answer,natural_model_answer,10,2728.7084646523,3000.0,0.9095694882174333,1,0,0,6,3,4,1,4,1,0,1,0,0,6,4,0.5,1,0.5,0,0,0,1.0,1.0,1,0.0,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0,0,0.07692307692307693,0.9230769230769231,1.0,0.15384615384615385,0.0
gemini-3.8-flash-medium,cost_free,0,1,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_9e54881554f71b0e8f16f37b5fee501a566942fe01a8aa453513f602a772b23c/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_0_r1_s2201.json,742a0e6e0104dd877f5ac8f38369a3c6c2141d459a5124a913c7ec211286f7ec,317233,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,30,30,10,20,24,6,10,3,17,1,0,max_steps_reached,forced_model_answer,30,8981.151853725314,,,,,0,10,20,10,3,17,0,0,0,0,1,24,13,1,0.7692307692307693,0.7692307692307693,0.23076923076923078,0,0.23076923076923078,0.8923076923076924,1.0,0.46153846153846156,0.23076923076923078,4,1,1,1,0,0,0,1.0,1.0,1,0.0
gemini-3.8-flash-medium,cost_moderate,7,18,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_a5e2c919fe6c3c8f19f25efaa49cfc87ec5699ebe1bf947e5ceed803fe163739/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,255b1f4f9e069cecee8a974ea441d5c0583c0fa1ce2edaee728f3c02c7c73602,261231,17,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.058823529411764705,0.0625,9,9,7,2,4,5,4,0,5,1,1,natural_answer,natural_model_answer,10,2754.337795674801,3000.0,0.918112598558267,1,0,0,7,2,4,0,5,1,0,1,0,0,4,5,0.8,0.6,0.6,0.2,0.4,0,0.8,0.7,0.6,0.25,12,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0
gemini-3.8-flash-medium,cost_free,7,18,0,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_ba7a2c55614299d1d9bbe1ada1f0746630e6f4acc3a277c3c9bdbd04be67bda3/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,67ee803719b79e623d8cec67be8e28dcf579b745f503c87bb0b0578481de3fae,260965,17,1.0,1.0,1.0,0.0,0.0,26,26,17,9,8,18,17,2,7,1,0,natural_answer,natural_model_answer,27,7942.324668262154,,,,,0,17,9,17,2,7,0,0,1,0,0,8,5,1,1,1,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,1,0.0
gemini-3.8-flash-medium,cost_moderate,7,18,0,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_be129720e31c78b2b6ac2038c36ce6a2a3ee94aa52129080f4a3eef71af24baf/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,5c9c113d23f5057fa61127f90b021a484033d1772154d112b428573bb491ff5d,148530,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,10,9,8,2,5,5,7,1,2,1,0,time_budget_exceeded,forced_model_answer,10,3033.0699631385505,3000.0,1.0110233210461834,1,0,0,7,2,6,1,2,0,1,0,1,0,5,5,0.6,0.6,0.6,0,0.4,0,0.6,0.6,0.6,0.0,12,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0
gemini-3.8-flash-medium,cost_tight,7,18,0,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_c578da6d82d01fa8d69e592a656ca9c9ffda5a2bb1bf834f8f3aebccc36ba618/result/gemini-3.8-flash-medium_cost_tight/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,c65f75bb4c6d51a3d174e4bd6bb66a8ced32c8caf2e318e08a35a404beeb3701,139863,17,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.058823529411764705,0.07692307692307693,3,2,3,0,1,2,1,0,2,1,1,time_budget_exceeded,forced_model_answer,3,923.2115990109742,900.0,1.0257906655677491,1,0,0,2,0,1,0,1,0,1,0,1,0,1,5,0.8,0.6,0.6,0.2,0.2,0.2,0.7,0.8,0.2,0.25,12,0.75,0.75,0.75,0,0,0.25,0.75,1.0,0.08333333333333333,0.0
gemini-3.8-flash-medium,cost_tight,7,18,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_cd99b970e5da45eac6da07eca9b6c2bcb34b32f49465b66ec4c07f24fc1a05c1/result/gemini-3.8-flash-medium_cost_tight/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,6dee3e60241dac3fbbe9553e25228cbafbb06e46e90022d93e4a3ef0bd4aad63,285618,17,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.058823529411764705,0.06666666666666667,2,2,2,0,1,1,0,0,2,1,1,natural_answer,natural_model_answer,3,596.3798224367201,900.0,0.6626442471519113,0,0,0,2,0,0,0,2,1,0,1,0,0,1,5,0.8,0.6,0.6,0.2,0.4,0,0.8,0.7,0.2,0.25,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.08333333333333333,0.0
