model,budget,doc_index,doc_id,order,source_cohort,trace_path,hypothesis,position,gold_label,gold_nonempty,gold_size,submitted_size,valid_hypothesis_submission,label_correct,evidence_exact,joint_correct,label_correct_wrong_evidence,missing_count,extra_count,overlap_count,missing_any,extra_any,evidence_precision,evidence_recall,feedback_calls,visible_feedback_calls,queried,ever_exact_proposal,submitted_exactly_verified,first_proposal_exact,wrong_first_final_exact,exact_seen_final_wrong,revised_after_wrong,final_changed_from_first,gold_evidence_ids,submitted_evidence_ids,first_visible_evidence_ids,first_visible_feedback_status
gemini-3.8-flash-medium,cost_moderate,3,5,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_44d2561bc9081be1e4c3b48fa56a2aa4f1b46db2c930335fb535936f07763285/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_3_r1_s2201.json,nda-5,14,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,3,3,1,1,1,0,1,0,1,1,[3],[3],[],Evidence Incomplete
gemini-3.8-flash-medium,cost_moderate,3,5,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_44d2561bc9081be1e4c3b48fa56a2aa4f1b46db2c930335fb535936f07763285/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_3_r1_s2201.json,nda-11,15,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_moderate,3,5,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_44d2561bc9081be1e4c3b48fa56a2aa4f1b46db2c930335fb535936f07763285/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_3_r1_s2201.json,nda-8,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[21],[21],,
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-19,0,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[47],[47],[47],Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-8,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-11,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],"[3, 7]",Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-12,3,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[25, 29]","[25, 29]","[25, 29]",Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-1,4,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-16,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],[39],Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-10,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-2,7,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],[25],Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-15,8,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[42],[42],"[42, 43]",Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-20,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-18,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-7,11,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[32, 34]","[32, 34]","[32, 34]",Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-13,12,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[25, 28]","[25, 28]","[25, 28]",Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-5,13,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[32, 34]","[32, 34]","[32, 34]",Evidence Correct
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-17,14,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],"[32, 36]",Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-4,15,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[32, 35]","[32, 35]",[35],Evidence Incomplete
gemini-3.8-flash-medium,cost_free,12,25,2,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_49e1fda8b5a39e907b277636f4320af0f628307ce3d93f92900da4d658e5defd/result/gemini-3.8-flash-medium_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,nda-3,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-13,0,Entailment,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[33, 36, 64]",[64],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-10,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-12,2,Entailment,1,3,2,1,1,0,0,1,2,1,1,1,1,0.5,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[33, 37, 64]","[64, 65]",,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-16,3,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-3,4,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[15],[15],[15],Evidence Correct
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-17,5,Entailment,1,1,1,1,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,[45],[44],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-15,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[57],[57],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-2,7,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[18],[18],[18],Evidence Correct
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-19,8,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[27, 86]","[27, 86]",,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-18,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-20,10,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-4,11,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],[20],Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-1,12,Contradiction,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[15, 16, 17]","[15, 16, 17]","[15, 16, 17]",Evidence Correct
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-7,13,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[23],[23],[23],Evidence Correct
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-5,14,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[22],[22],[22],Evidence Correct
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-11,15,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[24],[24],"[3, 7]",Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_moderate,1,2,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4b93724caec02dbb738958691816b5ae8192ad409bd54000d2140456693b3721/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,nda-8,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[48],[48],,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-13,0,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[24, 27]","[24, 27]",,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-10,1,Entailment,1,3,0,1,0,0,0,0,3,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[19, 20, 21]",[],,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-12,2,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[24, 28]","[24, 28]",,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-16,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],[42],Contain Irrelevant Evidences
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-3,4,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[19, 20, 23]","[19, 20, 23]","[19, 20, 23]",Evidence Correct
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-17,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-15,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[49],[49],,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-2,7,Contradiction,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[19, 20, 23]","[19, 20, 23]",[23],Evidence Incomplete
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-19,8,Entailment,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[31, 32, 62]",[62],,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-18,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gemini-3.8-flash-medium,cost_moderate,8,21,1,gemini_snapshot,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5bb730590bee0d4474e13d158f9b9435d4da2ff3edce78f077ecf5e0347f4a0e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,nda-20,10,Entailment,1,5,3,1,1,0,0,1,2,0,3,1,0,1.0,0.6,0,0,0,0,0,,0,0,0,0,"[42, 43, 44, 45, 46]","[43, 44, 45]",,
