model,system,scenario,slice_kind,slice,regime,strategy,metric,unit,N,expected_units,known_units,missing_units,expected_items,complete_items,repeats_min,repeats_max,full_mean,known_subset_mean,cohort_id,source_input,source_row,run_start_utc,run_end_utc,latest_selection,analysis_unit,repeat
gpt-5.6-sol,poolact,restricted_search,family,whois,cost_tight,poolact,f1_mi,fraction,4,39,39,0,39,39,1,1,0.23849924585218701,0.23849924585218701,gpt_original,slot_scalars.csv,"[""02bd6bcca52260e62b2390ec"", ""086acedeeca96d4cbc17a7e4"", ""0a7e578f686c061465c7d5cb"", ""0a92cf8201a1eb72b29cdc2f"", ""0af2335c9e457023d62dec91"", ""137a20140814b6696b913840"", ""1ed9f46013829a75b174e8f8"", ""2bd69875bb45355dc21032f4"", ""2fffeeb7442b359b12112324"", ""30f7b9c636195d70f14beb6d"", ""33d19c2f2ebac047622c5a77"", ""3417c3817c85752af82d3519"", ""3da9d4e9a0e25be070e1ff85"", ""3e997c60b35a8e338f00f45d"", ""481abb5693442e46ae6ef99d"", ""4a0d5df9af905c42faeee55b"", ""4ae8c814dc9855663cd32813"", ""4e60539828e7558e4e85a849"", ""5186c0f992f9dc5647017088"", ""5795f7e7e9884b8913a37145"", ""6b32f08322accb723f30ae23"", ""6eb450058772a73a2534845e"", ""7f964f5dbe5000c45ffc5943"", ""83666217a9e9fcbb686a450c"", ""9410b2f08ae1739a99552b55"", ""963759af4048c1cac2924ccc"", ""9aeee0163abbec3f6768f146"", ""a85dec9db1d595464dba7a76"", ""ac7b44d42536160f1015dd08"", ""b845f64f24428168b068a5f8"", ""cc8d371526c2ca483de888b2"", ""cd84d88f95a8cdba98283ac2"", ""e152848c75a4dcbdf2b4a8d5"", ""e6cee6597474814009c7eed3"", ""e7ab4f607d7c42c77d34dfbf"", ""ec37c35098485d28928a19db"", ""efac354b7455ec4afa985c76"", ""f52590c837420220fe431791"", ""fbedf8cc7c83cc79ab181b48""]",2026-09-10T22:33:08.898804Z,2026-09-11T01:36:25.038024Z,official-protocol-repair-v1,pool_aggregate_N4,0
gpt-5.6-sol,poolact,restricted_search,family,whois,cost_tight,poolact,f1_mv,fraction,4,39,39,0,39,39,1,1,0.21885369532428356,0.21885369532428356,gpt_original,slot_scalars.csv,"[""02bd6bcca52260e62b2390ec"", ""086acedeeca96d4cbc17a7e4"", ""0a7e578f686c061465c7d5cb"", ""0a92cf8201a1eb72b29cdc2f"", ""0af2335c9e457023d62dec91"", ""137a20140814b6696b913840"", ""1ed9f46013829a75b174e8f8"", ""2bd69875bb45355dc21032f4"", ""2fffeeb7442b359b12112324"", ""30f7b9c636195d70f14beb6d"", ""33d19c2f2ebac047622c5a77"", ""3417c3817c85752af82d3519"", ""3da9d4e9a0e25be070e1ff85"", ""3e997c60b35a8e338f00f45d"", ""481abb5693442e46ae6ef99d"", ""4a0d5df9af905c42faeee55b"", ""4ae8c814dc9855663cd32813"", ""4e60539828e7558e4e85a849"", ""5186c0f992f9dc5647017088"", ""5795f7e7e9884b8913a37145"", ""6b32f08322accb723f30ae23"", ""6eb450058772a73a2534845e"", ""7f964f5dbe5000c45ffc5943"", ""83666217a9e9fcbb686a450c"", ""9410b2f08ae1739a99552b55"", ""963759af4048c1cac2924ccc"", ""9aeee0163abbec3f6768f146"", ""a85dec9db1d595464dba7a76"", ""ac7b44d42536160f1015dd08"", ""b845f64f24428168b068a5f8"", ""cc8d371526c2ca483de888b2"", ""cd84d88f95a8cdba98283ac2"", ""e152848c75a4dcbdf2b4a8d5"", ""e6cee6597474814009c7eed3"", ""e7ab4f607d7c42c77d34dfbf"", ""ec37c35098485d28928a19db"", ""efac354b7455ec4afa985c76"", ""f52590c837420220fe431791"", ""fbedf8cc7c83cc79ab181b48""]",2026-09-10T22:33:08.898804Z,2026-09-11T01:36:25.038024Z,official-protocol-repair-v1,pool_aggregate_N4,0
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap0_bon,Gap points,4,3,3,0,3,3,1,1,99.11594148301516,99.11594148301516,gpt_rerun_20260912,slot_scalars.csv,"[""006447b6f602efd00a360067"", ""ab04855209aa6d552623bc40"", ""e31edf2f00c940864b9640f7""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap0_bon,Gap points,4,3,3,0,3,3,1,1,98.91047356397706,98.91047356397706,gpt_rerun_20260912,slot_scalars.csv,"[""83e4e9ed3286d296c66ee01a"", ""a637cd02b8f36dc57f142997"", ""e2c369d7bfc0de40ed66ca34""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap0_bon,Gap points,4,3,3,0,3,3,1,1,99.01386690940646,99.01386690940646,gpt_rerun_20260912,slot_scalars.csv,"[""0079d0aad1a5a6200a67b8df"", ""c90ff2405d763b60635dade2"", ""d58d89f4c59762b33a76cd41""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.27798586038688,98.27798586038688,gpt_rerun_20260912,slot_scalars.csv,"[""006447b6f602efd00a360067"", ""ab04855209aa6d552623bc40"", ""e31edf2f00c940864b9640f7""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.2764094809896,98.2764094809896,gpt_rerun_20260912,slot_scalars.csv,"[""83e4e9ed3286d296c66ee01a"", ""a637cd02b8f36dc57f142997"", ""e2c369d7bfc0de40ed66ca34""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.07980349832384,98.07980349832384,gpt_rerun_20260912,slot_scalars.csv,"[""0079d0aad1a5a6200a67b8df"", ""c90ff2405d763b60635dade2"", ""d58d89f4c59762b33a76cd41""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap_bon,Gap points,4,3,3,0,3,3,1,1,99.11594148301516,99.11594148301516,gpt_rerun_20260912,slot_scalars.csv,"[""006447b6f602efd00a360067"", ""ab04855209aa6d552623bc40"", ""e31edf2f00c940864b9640f7""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap_bon,Gap points,4,3,3,0,3,3,1,1,98.91047356397706,98.91047356397706,gpt_rerun_20260912,slot_scalars.csv,"[""83e4e9ed3286d296c66ee01a"", ""a637cd02b8f36dc57f142997"", ""e2c369d7bfc0de40ed66ca34""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap_bon,Gap points,4,3,3,0,3,3,1,1,99.01386690940646,99.01386690940646,gpt_rerun_20260912,slot_scalars.csv,"[""0079d0aad1a5a6200a67b8df"", ""c90ff2405d763b60635dade2"", ""d58d89f4c59762b33a76cd41""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.27798586038688,98.27798586038688,gpt_rerun_20260912,slot_scalars.csv,"[""006447b6f602efd00a360067"", ""ab04855209aa6d552623bc40"", ""e31edf2f00c940864b9640f7""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.2764094809896,98.2764094809896,gpt_rerun_20260912,slot_scalars.csv,"[""83e4e9ed3286d296c66ee01a"", ""a637cd02b8f36dc57f142997"", ""e2c369d7bfc0de40ed66ca34""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.07980349832384,98.07980349832384,gpt_rerun_20260912,slot_scalars.csv,"[""0079d0aad1a5a6200a67b8df"", ""c90ff2405d763b60635dade2"", ""d58d89f4c59762b33a76cd41""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9434205757247077,0.9434205757247077,gpt_rerun_20260912,slot_scalars.csv,"[""006447b6f602efd00a360067"", ""ab04855209aa6d552623bc40"", ""e31edf2f00c940864b9640f7""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9428752660751343,0.9428752660751343,gpt_rerun_20260912,slot_scalars.csv,"[""83e4e9ed3286d296c66ee01a"", ""a637cd02b8f36dc57f142997"", ""e2c369d7bfc0de40ed66ca34""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9430644512176514,0.9430644512176514,gpt_rerun_20260912,slot_scalars.csv,"[""0079d0aad1a5a6200a67b8df"", ""c90ff2405d763b60635dade2"", ""d58d89f4c59762b33a76cd41""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,raw_perf_mi,fraction,4,3,3,0,3,3,1,1,0.9400234818458557,0.9400234818458557,gpt_rerun_20260912,slot_scalars.csv,"[""006447b6f602efd00a360067"", ""ab04855209aa6d552623bc40"", ""e31edf2f00c940864b9640f7""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,raw_perf_mi,fraction,4,3,3,0,3,3,1,1,0.940332313378652,0.940332313378652,gpt_rerun_20260912,slot_scalars.csv,"[""83e4e9ed3286d296c66ee01a"", ""a637cd02b8f36dc57f142997"", ""e2c369d7bfc0de40ed66ca34""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,cached,raw_perf_mi,fraction,4,3,3,0,3,3,1,1,0.9385739432440864,0.9385739432440864,gpt_rerun_20260912,slot_scalars.csv,"[""0079d0aad1a5a6200a67b8df"", ""c90ff2405d763b60635dade2"", ""d58d89f4c59762b33a76cd41""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap0_bon,Gap points,4,3,3,0,3,3,1,1,98.5469221123658,98.5469221123658,gpt_rerun_20260912,slot_scalars.csv,"[""482b1ef32e615df8f87c3742"", ""7237a6eb5e812d2f20817700"", ""9caf35a22a854400d7b7a6cd""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap0_bon,Gap points,4,3,3,0,3,3,1,1,98.77354488340748,98.77354488340748,gpt_rerun_20260912,slot_scalars.csv,"[""c1e14404dbed47a9b0c5d296"", ""d7dc7228ff7bb081bb2cf8a5"", ""ec12ae11893bd23dd73112d9""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap0_bon,Gap points,4,3,3,0,3,3,1,1,98.9104685377064,98.9104685377064,gpt_rerun_20260912,slot_scalars.csv,"[""3a23e7e95ce11b95141fced3"", ""473ae190dc7d2575da0a2221"", ""5a405d40dbef60b8593e5f33""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.04724688825779,98.04724688825779,gpt_rerun_20260912,slot_scalars.csv,"[""482b1ef32e615df8f87c3742"", ""7237a6eb5e812d2f20817700"", ""9caf35a22a854400d7b7a6cd""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.0140669125107,98.0140669125107,gpt_rerun_20260912,slot_scalars.csv,"[""c1e14404dbed47a9b0c5d296"", ""d7dc7228ff7bb081bb2cf8a5"", ""ec12ae11893bd23dd73112d9""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.25643938252736,98.25643938252736,gpt_rerun_20260912,slot_scalars.csv,"[""3a23e7e95ce11b95141fced3"", ""473ae190dc7d2575da0a2221"", ""5a405d40dbef60b8593e5f33""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap_bon,Gap points,4,3,3,0,3,3,1,1,98.5469221123658,98.5469221123658,gpt_rerun_20260912,slot_scalars.csv,"[""482b1ef32e615df8f87c3742"", ""7237a6eb5e812d2f20817700"", ""9caf35a22a854400d7b7a6cd""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap_bon,Gap points,4,3,3,0,3,3,1,1,98.77354488340748,98.77354488340748,gpt_rerun_20260912,slot_scalars.csv,"[""c1e14404dbed47a9b0c5d296"", ""d7dc7228ff7bb081bb2cf8a5"", ""ec12ae11893bd23dd73112d9""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap_bon,Gap points,4,3,3,0,3,3,1,1,98.9104685377064,98.9104685377064,gpt_rerun_20260912,slot_scalars.csv,"[""3a23e7e95ce11b95141fced3"", ""473ae190dc7d2575da0a2221"", ""5a405d40dbef60b8593e5f33""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.04724688825779,98.04724688825779,gpt_rerun_20260912,slot_scalars.csv,"[""482b1ef32e615df8f87c3742"", ""7237a6eb5e812d2f20817700"", ""9caf35a22a854400d7b7a6cd""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.0140669125107,98.0140669125107,gpt_rerun_20260912,slot_scalars.csv,"[""c1e14404dbed47a9b0c5d296"", ""d7dc7228ff7bb081bb2cf8a5"", ""ec12ae11893bd23dd73112d9""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.25643938252736,98.25643938252736,gpt_rerun_20260912,slot_scalars.csv,"[""3a23e7e95ce11b95141fced3"", ""473ae190dc7d2575da0a2221"", ""5a405d40dbef60b8593e5f33""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9413839909765456,0.9413839909765456,gpt_rerun_20260912,slot_scalars.csv,"[""482b1ef32e615df8f87c3742"", ""7237a6eb5e812d2f20817700"", ""9caf35a22a854400d7b7a6cd""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9424078464508057,0.9424078464508057,gpt_rerun_20260912,slot_scalars.csv,"[""c1e14404dbed47a9b0c5d296"", ""d7dc7228ff7bb081bb2cf8a5"", ""ec12ae11893bd23dd73112d9""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9425080153677199,0.9425080153677199,gpt_rerun_20260912,slot_scalars.csv,"[""3a23e7e95ce11b95141fced3"", ""473ae190dc7d2575da0a2221"", ""5a405d40dbef60b8593e5f33""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,raw_perf_mi,fraction,4,3,3,0,3,3,1,1,0.9389690160751343,0.9389690160751343,gpt_rerun_20260912,slot_scalars.csv,"[""482b1ef32e615df8f87c3742"", ""7237a6eb5e812d2f20817700"", ""9caf35a22a854400d7b7a6cd""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,raw_perf_mi,fraction,4,3,3,0,3,3,1,1,0.9386768788099289,0.9386768788099289,gpt_rerun_20260912,slot_scalars.csv,"[""c1e14404dbed47a9b0c5d296"", ""d7dc7228ff7bb081bb2cf8a5"", ""ec12ae11893bd23dd73112d9""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,naive,raw_perf_mi,fraction,4,3,3,0,3,3,1,1,0.9400067875782648,0.9400067875782648,gpt_rerun_20260912,slot_scalars.csv,"[""3a23e7e95ce11b95141fced3"", ""473ae190dc7d2575da0a2221"", ""5a405d40dbef60b8593e5f33""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap0_bon,Gap points,4,3,3,0,3,3,1,1,98.91082622289635,98.91082622289635,gpt_rerun_20260912,slot_scalars.csv,"[""1d020ff2aea1de099f7854bd"", ""313d20c2590ee6d51b008d5a"", ""f6cfe81ba8657137665b33cc""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap0_bon,Gap points,4,3,3,0,3,3,1,1,99.32243917861742,99.32243917861742,gpt_rerun_20260912,slot_scalars.csv,"[""3655b9ce3aebf994c034b711"", ""67ed9c8d3eb232e0a60a5e83"", ""9a07a7683b37a5cdcb15d863""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap0_bon,Gap points,4,3,3,0,3,3,1,1,99.34190820556972,99.34190820556972,gpt_rerun_20260912,slot_scalars.csv,"[""1e1ba5e1512d35e65563a13e"", ""49c04ff1489785b13cdb6f5d"", ""978ff57187fd1f2eb1b334de""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap0_mi,Gap points,4,3,3,0,3,3,1,1,97.90434712245963,97.90434712245963,gpt_rerun_20260912,slot_scalars.csv,"[""1d020ff2aea1de099f7854bd"", ""313d20c2590ee6d51b008d5a"", ""f6cfe81ba8657137665b33cc""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap0_mi,Gap points,4,3,3,0,3,3,1,1,97.38808643595405,97.38808643595405,gpt_rerun_20260912,slot_scalars.csv,"[""3655b9ce3aebf994c034b711"", ""67ed9c8d3eb232e0a60a5e83"", ""9a07a7683b37a5cdcb15d863""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap0_mi,Gap points,4,3,3,0,3,3,1,1,98.60861926519013,98.60861926519013,gpt_rerun_20260912,slot_scalars.csv,"[""1e1ba5e1512d35e65563a13e"", ""49c04ff1489785b13cdb6f5d"", ""978ff57187fd1f2eb1b334de""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap_bon,Gap points,4,3,3,0,3,3,1,1,98.91082622289635,98.91082622289635,gpt_rerun_20260912,slot_scalars.csv,"[""1d020ff2aea1de099f7854bd"", ""313d20c2590ee6d51b008d5a"", ""f6cfe81ba8657137665b33cc""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap_bon,Gap points,4,3,3,0,3,3,1,1,99.32243917861742,99.32243917861742,gpt_rerun_20260912,slot_scalars.csv,"[""3655b9ce3aebf994c034b711"", ""67ed9c8d3eb232e0a60a5e83"", ""9a07a7683b37a5cdcb15d863""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap_bon,Gap points,4,3,3,0,3,3,1,1,99.34190820556972,99.34190820556972,gpt_rerun_20260912,slot_scalars.csv,"[""1e1ba5e1512d35e65563a13e"", ""49c04ff1489785b13cdb6f5d"", ""978ff57187fd1f2eb1b334de""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap_mi,Gap points,4,3,3,0,3,3,1,1,97.90434712245963,97.90434712245963,gpt_rerun_20260912,slot_scalars.csv,"[""1d020ff2aea1de099f7854bd"", ""313d20c2590ee6d51b008d5a"", ""f6cfe81ba8657137665b33cc""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap_mi,Gap points,4,3,3,0,3,3,1,1,97.38808643595405,97.38808643595405,gpt_rerun_20260912,slot_scalars.csv,"[""3655b9ce3aebf994c034b711"", ""67ed9c8d3eb232e0a60a5e83"", ""9a07a7683b37a5cdcb15d863""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,gap_mi,Gap points,4,3,3,0,3,3,1,1,98.60861926519013,98.60861926519013,gpt_rerun_20260912,slot_scalars.csv,"[""1e1ba5e1512d35e65563a13e"", ""49c04ff1489785b13cdb6f5d"", ""978ff57187fd1f2eb1b334de""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.9426972071329752,0.9426972071329752,gpt_rerun_20260912,slot_scalars.csv,"[""1d020ff2aea1de099f7854bd"", ""313d20c2590ee6d51b008d5a"", ""f6cfe81ba8657137665b33cc""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2200
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.944500101937188,0.944500101937188,gpt_rerun_20260912,slot_scalars.csv,"[""3655b9ce3aebf994c034b711"", ""67ed9c8d3eb232e0a60a5e83"", ""9a07a7683b37a5cdcb15d863""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2204
gpt-5.6-sol,poolact,tuning,all,all,cost_moderate,poolact,raw_perf_bon,fraction,4,3,3,0,3,3,1,1,0.943765574031406,0.943765574031406,gpt_rerun_20260912,slot_scalars.csv,"[""1e1ba5e1512d35e65563a13e"", ""49c04ff1489785b13cdb6f5d"", ""978ff57187fd1f2eb1b334de""]",2026-09-12T05:12:38.315903305Z,2026-09-12T06:37:58.523696077Z,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,2208
