kind,path,recorded_sha256,actual_sha256,match
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runtime/expgym/compact_nasbench101.py,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_bf19e1d4e75c55688de81ad2053d4bc20cc0b32548388eabcfdbc04b9f9bd250/runtime/hpobench/config/.hpobenchrc,ad47952e0dd74233971097b5b1319e889d08ba179d1a8f885eee7fc03370463f,ad47952e0dd74233971097b5b1319e889d08ba179d1a8f885eee7fc03370463f,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_a5d01e5f4bbf0141b973660536c7141f2acb08b3397c3764fd73f8da8b4ff1a1/runtime/hpobench/config/.hpobenchrc,32c069ba0f0f20d01d08bb57c67275b6c0ef1212ae26d339c2ae1d59d1bcd793,32c069ba0f0f20d01d08bb57c67275b6c0ef1212ae26d339c2ae1d59d1bcd793,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1aa9025f7d4d241efe3c935bf0ba35a115763587f2061278fa80e5806173954e/runtime/hpobench/config/.hpobenchrc,f057eebc677074d66160d252b3d573d078484e363aaac8ba6ac46e4d524ded46,f057eebc677074d66160d252b3d573d078484e363aaac8ba6ac46e4d524ded46,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e5a58c4943435a5711dbe6a364d469316edecf5b2f86e776e5cc494ad6f90bf5/runtime/hpobench/config/.hpobenchrc,109d54f6ed3ee664bed0336d89f9442852322a51261e7cf798568778734aa9f0,109d54f6ed3ee664bed0336d89f9442852322a51261e7cf798568778734aa9f0,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_418ce2e4fcde6e63fd4d4144a83da5c0bfa285d5cf17a117b4ba750a7ef68827/runtime/hpobench/config/.hpobenchrc,8416ecf57314b3966654d929ae9cc4333fba57e2ec37a166747f7b023a45f5fc,8416ecf57314b3966654d929ae9cc4333fba57e2ec37a166747f7b023a45f5fc,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_ec7dd4546505b7f7a7b5eb2d5e43abe219db5fb571a467c96404d2651439ff06/runtime/hpobench/config/.hpobenchrc,7d666c38f203dc334bad65fd229815daf8a7e8677990bc0020d229c5ae97bd99,7d666c38f203dc334bad65fd229815daf8a7e8677990bc0020d229c5ae97bd99,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3d43fbc511d3fae81af722369dc74b902022d4fa4cd9aad10c3b7f924a3a67dc/runtime/hpobench/config/.hpobenchrc,e194b7e1289f931512594021a56497221e3244e22c54abef6c6ab3dfafebb5c3,e194b7e1289f931512594021a56497221e3244e22c54abef6c6ab3dfafebb5c3,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e3a05a897214c9d685dae436e65d121bec5e16343ae3ed590987fb299a569a16/runtime/hpobench/config/.hpobenchrc,ca40a18678c563bf71b869b0810a9f12952d894ad35bf7f13dccea16ce2d24a4,ca40a18678c563bf71b869b0810a9f12952d894ad35bf7f13dccea16ce2d24a4,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4521b68a5d4632120fe3f0f3ffbefa88b012ec84a2c6cab1daf904c5f3332221/runtime/hpobench/config/.hpobenchrc,d0b299096931fd35ac7b7cf53e3c21720e9ec12b363fad75f9a4ab331ebe67d9,d0b299096931fd35ac7b7cf53e3c21720e9ec12b363fad75f9a4ab331ebe67d9,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_914be8d1c9826fbed43f9d2af5d390ef8936e64293e390df82d117b044b1eb61/runtime/hpobench/config/.hpobenchrc,5f196e23b4c263866146838ec18557645b31eec53c5de6b2b20c6785d31701fa,5f196e23b4c263866146838ec18557645b31eec53c5de6b2b20c6785d31701fa,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_fee28668924ae307a40bb5f64c076c48fbe71698c452d31d3c578092b2a6859e/runtime/hpobench/config/.hpobenchrc,4c48a2f1cefd60e98c8a878a8f089a17f4b843e8c9333da5f00ede270c3129a8,4c48a2f1cefd60e98c8a878a8f089a17f4b843e8c9333da5f00ede270c3129a8,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_54a7f540020d1bca59a92120cf76439ae83931c15bfebf321107170836d15a62/runtime/hpobench/config/.hpobenchrc,991387fa18657203db1217de716db642350cb35c313bbc0747677bfd2283ca57,991387fa18657203db1217de716db642350cb35c313bbc0747677bfd2283ca57,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_92226f13cd24e5975adbd8ffc05ad7edb0f468ce07b5da21f0a06af7fbb5cec1/runtime/hpobench/config/.hpobenchrc,5956b65f505b9450ca0e14c5de694ffb799f5dd85301a5f8e08ce632d2b08bbc,5956b65f505b9450ca0e14c5de694ffb799f5dd85301a5f8e08ce632d2b08bbc,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b0f6f857a10d8308b8b904c943d022fb7899716353d3d1e787e0c2af84de74fc/runtime/hpobench/config/.hpobenchrc,060f26c56c3b4c6c96355a414d949f67f3619c32237d26488dfd7aedea1338dc,060f26c56c3b4c6c96355a414d949f67f3619c32237d26488dfd7aedea1338dc,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6b5e37a9df9714bb01dfbe0addbe59575b0c24ccc41891e2c25f0d2436eb96b5/runtime/hpobench/config/.hpobenchrc,7cd8b4be5ef9160ecace5771b25e0d00dc4f173341eb327704c8af4948734d6c,7cd8b4be5ef9160ecace5771b25e0d00dc4f173341eb327704c8af4948734d6c,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_9d84190cb889e450676ef595de27730d74b0712f195deb694b12e7736bae32ab/runtime/hpobench/config/.hpobenchrc,7e5f10bb40654f14e19040984b6fcfecf5f414951f35a675bb15c3237988c78f,7e5f10bb40654f14e19040984b6fcfecf5f414951f35a675bb15c3237988c78f,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_68b16460e350b8b540a013cd2ebc53950e1cab05064f5b8db080d753a35721db/runtime/hpobench/config/.hpobenchrc,5405e986ca0a8f76bc3bc76381da007619760ccb393e989ea5b5677acc3d4dd9,5405e986ca0a8f76bc3bc76381da007619760ccb393e989ea5b5677acc3d4dd9,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_9a2faab36217840e26e410791ab1ad1e38bd4880e4124107419620eddffcf46e/runtime/hpobench/config/.hpobenchrc,e781fe8a6128d8e02321df80c58286b6743885523941d5d4e490c15f10a50bfa,e781fe8a6128d8e02321df80c58286b6743885523941d5d4e490c15f10a50bfa,True
task_configuration,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v5/LLM_ExpGym/configs/hpobench_tasks.yaml,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,True
budget_oracle,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/oracle3.json,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/nasbench_101_compact.pkl,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v5/LLM_ExpGym/expgym/compact_nasbench101.py,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,True
table_manifest,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/nasbench_101_compact.manifest.json,dd7358114de89adc38c684aa6d181d33c0b1d9bd3c64d3c90a9053e3fbc62f1c,dd7358114de89adc38c684aa6d181d33c0b1d9bd3c64d3c90a9053e3fbc62f1c,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/nasbench_201_compact/cifar10-valid.pkl,c7983f199b89e1e0dc52c7963f850f8162095b2bbf0c090fb9a4d543bea8616e,c7983f199b89e1e0dc52c7963f850f8162095b2bbf0c090fb9a4d543bea8616e,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v5/LLM_ExpGym/expgym/compact_nasbench201.py,eb549e5c179050998e2f87387c8ddeb99f01fd8d703c74908fbd927242935eed,eb549e5c179050998e2f87387c8ddeb99f01fd8d703c74908fbd927242935eed,True
table_manifest,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/nasbench_201_compact/manifest.json,0b705ba5e5c210cec2a93825310b67b4361f94547f6ca8b1f9d8985f1e28dcdf,0b705ba5e5c210cec2a93825310b67b4361f94547f6ca8b1f9d8985f1e28dcdf,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/nasbench_201_compact/cifar100.pkl,c941f8c94feb0f9f1985669f160b931a25929e51de7a845a26e76612ac2688aa,c941f8c94feb0f9f1985669f160b931a25929e51de7a845a26e76612ac2688aa,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/nasbench_201_compact/imagenet16-120.pkl,8a1b743aef5cf74a4867147d5d60d6bed0d1e1b74485e7a0a5bf592d259cb4d3,8a1b743aef5cf74a4867147d5d60d6bed0d1e1b74485e7a0a5bf592d259cb4d3,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_adult.pkl,a8d382a511c7a17c36315199f7485b0cfc86b21f2074d79e1ec0655ffd385bca,a8d382a511c7a17c36315199f7485b0cfc86b21f2074d79e1ec0655ffd385bca,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_adult.pkl,4ae88b9b86d80c42856bb5479b26b2c8c2742f279a149a9426c8b258a9e131a0,4ae88b9b86d80c42856bb5479b26b2c8c2742f279a149a9426c8b258a9e131a0,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/kimi_k3_eval/data_runtime/hpobench_config/.hpobenchrc,7197b1a8213e60b768ddaac868b3ff8473dc1591c5347121c8a5b3c70e4c626e,7197b1a8213e60b768ddaac868b3ff8473dc1591c5347121c8a5b3c70e4c626e,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_higgs.pkl,276850e306ad93e5067478300099b82df501555af4fbcd3a2b12b5d8a8b34ba6,276850e306ad93e5067478300099b82df501555af4fbcd3a2b12b5d8a8b34ba6,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_higgs.pkl,0c8eee26b2e2ffcccefb2d98ccf78577c90e2beccbb7bda3c36291843f6024d2,0c8eee26b2e2ffcccefb2d98ccf78577c90e2beccbb7bda3c36291843f6024d2,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_letter.pkl,984478cb9ba3ad1115d1d93b8a86f1fedb13e1fad1b6568dcc79d91a8df54c27,984478cb9ba3ad1115d1d93b8a86f1fedb13e1fad1b6568dcc79d91a8df54c27,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_letter.pkl,f7f064e84f9c7ed8cc3196224d49eb7c1872bf4ab13a984a4dd8148c133bd054,f7f064e84f9c7ed8cc3196224d49eb7c1872bf4ab13a984a4dd8148c133bd054,True
task_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/configs/hpobench_tasks.yaml,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,True
budget_oracle,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/oracle3.json,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/nasbench_101_compact.pkl,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/expgym/compact_nasbench101.py,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,True
table_manifest,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/nasbench_101_compact.manifest.json,dd7358114de89adc38c684aa6d181d33c0b1d9bd3c64d3c90a9053e3fbc62f1c,dd7358114de89adc38c684aa6d181d33c0b1d9bd3c64d3c90a9053e3fbc62f1c,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/nasbench_201_compact/cifar10-valid.pkl,c7983f199b89e1e0dc52c7963f850f8162095b2bbf0c090fb9a4d543bea8616e,c7983f199b89e1e0dc52c7963f850f8162095b2bbf0c090fb9a4d543bea8616e,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/expgym/compact_nasbench201.py,eb549e5c179050998e2f87387c8ddeb99f01fd8d703c74908fbd927242935eed,eb549e5c179050998e2f87387c8ddeb99f01fd8d703c74908fbd927242935eed,True
table_manifest,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/nasbench_201_compact/manifest.json,0b705ba5e5c210cec2a93825310b67b4361f94547f6ca8b1f9d8985f1e28dcdf,0b705ba5e5c210cec2a93825310b67b4361f94547f6ca8b1f9d8985f1e28dcdf,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/nasbench_201_compact/cifar100.pkl,c941f8c94feb0f9f1985669f160b931a25929e51de7a845a26e76612ac2688aa,c941f8c94feb0f9f1985669f160b931a25929e51de7a845a26e76612ac2688aa,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/nasbench_201_compact/imagenet16-120.pkl,8a1b743aef5cf74a4867147d5d60d6bed0d1e1b74485e7a0a5bf592d259cb4d3,8a1b743aef5cf74a4867147d5d60d6bed0d1e1b74485e7a0a5bf592d259cb4d3,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_adult.pkl,a8d382a511c7a17c36315199f7485b0cfc86b21f2074d79e1ec0655ffd385bca,a8d382a511c7a17c36315199f7485b0cfc86b21f2074d79e1ec0655ffd385bca,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_adult.pkl,4ae88b9b86d80c42856bb5479b26b2c8c2742f279a149a9426c8b258a9e131a0,4ae88b9b86d80c42856bb5479b26b2c8c2742f279a149a9426c8b258a9e131a0,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_9e5e72828a6f893893d56a368a60cf56ec0af6efd3bc582a710c91e40e587110/runtime/hpobench/config/.hpobenchrc,45b0024f453807c2385ebf5ba0d3e919784bc25603c7ef784e63335bb6280ff3,45b0024f453807c2385ebf5ba0d3e919784bc25603c7ef784e63335bb6280ff3,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_29139d6a1766a07f0be1af5e0c72870772b166aceb33d4f3ce91cd9e4ffdd534/runtime/hpobench/config/.hpobenchrc,07826ac8d242254d1989ac047e93e9f9be6dc4bbb8c89f374521e668e810696c,07826ac8d242254d1989ac047e93e9f9be6dc4bbb8c89f374521e668e810696c,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b5f3c7eb20598aa84d54cca3e7c64983186475f93476e41632c3394b1864029e/runtime/hpobench/config/.hpobenchrc,73e04feba9bc9b904f587d3272658609af55d960230e38af3ac7b90ae5c7c8b3,73e04feba9bc9b904f587d3272658609af55d960230e38af3ac7b90ae5c7c8b3,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_higgs.pkl,276850e306ad93e5067478300099b82df501555af4fbcd3a2b12b5d8a8b34ba6,276850e306ad93e5067478300099b82df501555af4fbcd3a2b12b5d8a8b34ba6,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_higgs.pkl,0c8eee26b2e2ffcccefb2d98ccf78577c90e2beccbb7bda3c36291843f6024d2,0c8eee26b2e2ffcccefb2d98ccf78577c90e2beccbb7bda3c36291843f6024d2,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ef6f7fe5afe900fd5851fa679a2d7d7d847780762206fbd5697abdbef5ee9285/runtime/hpobench/config/.hpobenchrc,bffd7e4217d1d23af8cd1aa42fe957ddbda4e8042c229dfee7d60e003709612b,bffd7e4217d1d23af8cd1aa42fe957ddbda4e8042c229dfee7d60e003709612b,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a80a8ad03049d3ee9123a012da7d13a2902b599ded6849c597c2bba4aeed7604/runtime/hpobench/config/.hpobenchrc,9fdb9cc1e5110ba06aaa02f3f7f273f1182c893a649e922edf94f0270549cfcd,9fdb9cc1e5110ba06aaa02f3f7f273f1182c893a649e922edf94f0270549cfcd,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_721941a744bfa0d891c317eb4b23ee4e2983746a8bdb4a1bd6fa9ad1d3cc3e38/runtime/hpobench/config/.hpobenchrc,4bcbfdb41091d6812e6629ca4a0c06ace7b22aaa7d072db4c72035509dc1224f,4bcbfdb41091d6812e6629ca4a0c06ace7b22aaa7d072db4c72035509dc1224f,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_letter.pkl,984478cb9ba3ad1115d1d93b8a86f1fedb13e1fad1b6568dcc79d91a8df54c27,984478cb9ba3ad1115d1d93b8a86f1fedb13e1fad1b6568dcc79d91a8df54c27,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_letter.pkl,f7f064e84f9c7ed8cc3196224d49eb7c1872bf4ab13a984a4dd8148c133bd054,f7f064e84f9c7ed8cc3196224d49eb7c1872bf4ab13a984a4dd8148c133bd054,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_35c1e4994d04f90fa965779668cd2fae76f56cfef64a074cf30e84f62ab84c96/runtime/hpobench/config/.hpobenchrc,3436eb9a1d9654fb6903bc597d8f44b0e1dcfc78616280a3bf2f2ab45429d66b,3436eb9a1d9654fb6903bc597d8f44b0e1dcfc78616280a3bf2f2ab45429d66b,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2664e2107f2e406c2b92eeb973bfb9f7803edb72fbf64fb7e8696cb1acf50f20/runtime/hpobench/config/.hpobenchrc,0748baaae779a5f043b99a54a1db87da270a0f30b04e85f8e7f47509a8fb84bd,0748baaae779a5f043b99a54a1db87da270a0f30b04e85f8e7f47509a8fb84bd,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_19c769d5aaff9004d310fb743c1016098accc8b401a263f6b5de7044f58c0695/runtime/hpobench/config/.hpobenchrc,15e923b1d332b5e566a6e81033910a7727d93257805703339d71ac40353c4f8e,15e923b1d332b5e566a6e81033910a7727d93257805703339d71ac40353c4f8e,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_05ceb0a3f41ab3da646573a0c63fb7bcc8b4d1dac5dbb95c0a6b6a01c56e76ec/runtime/hpobench/config/.hpobenchrc,93a011ceb83876598895e23d3b4a284f48e276faa6e1d16e41c3083364179086,93a011ceb83876598895e23d3b4a284f48e276faa6e1d16e41c3083364179086,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0234ecf2366e8dcac55efeca45f53b40931084f5e90af7d9d556b53b1ad15f6a/runtime/hpobench/config/.hpobenchrc,cf23365b373607112f259fb09076435723d1b695af3e955021e6ee34d4914d96,cf23365b373607112f259fb09076435723d1b695af3e955021e6ee34d4914d96,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4fd2ddb44edd2c4c167d42cdb7dc527dc80f8309e8158a7be1ec09f8f9c84bff/runtime/hpobench/config/.hpobenchrc,e4e18f38bafb0a439a4cfc42de198da095e861ad41cbee7cb9e1ff6376d6cb1f,e4e18f38bafb0a439a4cfc42de198da095e861ad41cbee7cb9e1ff6376d6cb1f,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_22e210e34272d068de704356eeb5d3432262930da43fbc4acaf38c6ce1d33472/runtime/hpobench/config/.hpobenchrc,76eb43d16a0e91759b0283717370dc0d2e09da961af449b64e719632df3b2838,76eb43d16a0e91759b0283717370dc0d2e09da961af449b64e719632df3b2838,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_fee05791bc31a9cc6a0816f5f5ddfa88f52ac23660bbeffbf768125491ad9b07/runtime/hpobench/config/.hpobenchrc,929d1e9168b76b496e472221aa2129588eaf08bfec0b6397af251e5e44adcaa6,929d1e9168b76b496e472221aa2129588eaf08bfec0b6397af251e5e44adcaa6,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_fcfe891f2e73b9fcc7a75086c504e1a2b45383944f27dd0718e0de2ddb9efb9b/runtime/hpobench/config/.hpobenchrc,5987925304cc95a270a668ab62724ab79a334b2baa1bb232d5191f42f07bb2d6,5987925304cc95a270a668ab62724ab79a334b2baa1bb232d5191f42f07bb2d6,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_d7def7232b0797caef6ece63527a7e0369a4abb9844631bdae710c3f8046773d/runtime/hpobench/config/.hpobenchrc,518c9d0031daf31f515c9ff8864d24f1b449ebb881ef8e2ebe84a9bce90bd0f7,518c9d0031daf31f515c9ff8864d24f1b449ebb881ef8e2ebe84a9bce90bd0f7,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7c25e9f3db9e6d51178c418e0aa42f41dbe5f13be78080feed9681a94fd39739/runtime/hpobench/config/.hpobenchrc,03e056a7476f6bcf5ef982717ad44d5dab71b4b37600bb266c5b87b8a9fc569c,03e056a7476f6bcf5ef982717ad44d5dab71b4b37600bb266c5b87b8a9fc569c,True
