model,cohort,task,family,regime,seed,rep,termination,termination_class,answer_source,score_cost_basis,answer_score_source,score_status,score_complete,max_steps,max_evaluations,agent_steps,attempted_evaluations,delivered_evaluations,unique_delivered_configs,repeated_delivered_evaluations,withheld_evaluations,visible_error_results,limit_seconds,delivered_cost_seconds,delivered_budget_fraction,best_observed_performance,first_best_observation_index,first_best_fraction,observations_after_first_best,strict_record_improvements,best_performance_gain_after_first3,best_performance_gain_after_first5,observed_best_reached_by_first3,observed_best_reached_by_first5,observed_best_reached_in_first_half,final_performance,final_below_observed_best,final_above_observed_best,trace_path,trace_sha256,slot_id,is_new,all_attempt_cost_seconds,all_attempt_budget_fraction,validation_passed,numeric_final_score,answer_present,answer_json_object,legacy_best_evaluated_fallback,offline_final_answer,score_zero,source_score_complete,result_validation_method,visible_results,all_attempted_cost_seconds,all_visible_cost_seconds,model_final_present,submitted_configuration_scored,nonfallback_terminal_scored,submitted_json_object_scored,final_json_object,fallback_scored
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:higgs:steps,paramnet,cost_tight,2208,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,3,1,1,1,0,0,0,703.071136379242,99.16041469573975,0.14103894978025644,0.6515821149829788,1,1.0,0,0,0.0,0.0,True,True,True,,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/2afc7ec386bf0776db78eff4.json,3fc1d3c6199c038758a8c63055d36d3f3d0c1749503d40ef973bff840dcb03f9,2afc7ec386bf0776db78eff4,False,99.16041469573975,0.14103894978025644,False,False,False,False,False,False,False,False,explicit_model_terminal_unscored,1,99.16041469573975,99.16041469573975,False,False,False,False,False,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_free,2200,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,22,20,19,19,0,0,1,,2115.871313714981,,0.9497964738155047,17,0.8947368421052632,2,8,0.33238353361638895,0.32055630370779087,False,False,False,,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/18a561a0023ef10a06987794.json,2c388540f5d80ccca4040268b543f74322a9a5690798d3956f4d61c9f5a78f19,18a561a0023ef10a06987794,False,2115.871313714981,,False,False,False,False,False,False,False,False,explicit_model_terminal_unscored,20,2115.871313714981,2115.871313714981,False,False,False,False,False,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_free,2204,0,aborted,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,14,12,10,10,0,0,2,,1029.5222522735596,,0.9265943027847442,9,0.9,1,6,0.22598371835065778,0.21729986526304546,False,False,False,,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/995c0131ad9d435e6b229fc5.json,a5d05155ed6cd484868750eec33722f69be67ddaad0b44a17bdf2cc445098797,995c0131ad9d435e6b229fc5,False,1029.5222522735596,,False,False,False,False,False,False,False,False,explicit_model_terminal_unscored,12,1029.5222522735596,1029.5222522735596,False,False,False,False,False,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_free,2208,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,29,26,26,0,0,3,,1478.6454060792923,,0.9246494806268429,15,0.5769230769230769,11,8,0.06026684928404047,0.03774310392068547,False,False,False,0.9246494806268429,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/24245cf46f633e0a017a5d0c.json,3ecd548f5d17525664c8b5b4998a5234ab2c7c893e0b0e8309166c45fea27a41,24245cf46f633e0a017a5d0c,False,1478.6454060792923,,True,True,True,True,False,False,False,True,repository_score_recompute,29,1478.6454060792923,1478.6454060792923,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_moderate,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,28,26,26,0,0,2,982.7047367095947,957.6370570103328,0.9744911378129748,0.9167797376590852,20,0.7692307692307693,6,9,0.033966530103966,0.03245137868721204,False,False,False,0.9167797376590852,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/584e5a5c2ec8e6cb9201d86d.json,3d40da3430710f46345679491ce26739f47834d4222544d007bb6650c846efa0,584e5a5c2ec8e6cb9201d86d,False,957.6370570103328,0.9744911378129748,True,True,True,True,False,False,False,True,repository_score_recompute,28,957.6370570103328,957.6370570103328,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_moderate,2204,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,12,10,9,9,0,0,1,982.7047367095947,893.4068627357484,0.9091305143467164,0.9549298951861439,9,1.0,0,7,0.2543193107520575,0.24563545766444517,False,False,False,,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/053a0c1cb2c9ac5f3a4ec552.json,7d99d7635a54e0fc65013790c3face22173b97f0e38b181a912e91144fcc4cd0,053a0c1cb2c9ac5f3a4ec552,False,893.4068627357484,0.9091305143467164,False,False,False,False,False,False,False,False,explicit_model_terminal_unscored,10,893.4068627357484,893.4068627357484,False,False,False,False,False,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_moderate,2208,0,empty_model_response,other,best_evaluated_fallback,matching_tool_call,best_evaluated_fallback,scored_final_answer,True,30,30,3,1,1,1,0,0,0,982.7047367095947,25.136411786079403,0.025578803934785167,0.4752600696879725,1,1.0,0,0,0.0,0.0,True,True,True,0.4752600696879725,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/d1b0b7cadf644f5bee92df56.json,9b8d97617e0c5b10c73cf48a61a36034bb3282e2c1c5618d4063f9db547ef0cf,d1b0b7cadf644f5bee92df56,False,25.136411786079403,0.025578803934785167,True,True,True,True,True,False,False,True,repository_score_recompute,1,25.136411786079403,25.136411786079403,False,False,False,False,True,True
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_tight,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,7,5,4,4,0,0,1,294.81142101287844,286.73973791599275,0.9726208602463434,0.9593848918329154,4,1.0,0,3,0.01139755317227753,0.0,False,True,False,0.9593848918329154,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/de1cca8b58c51d0468b40276.json,cd82a9c89e07ca5920ee9a9ca4e3cccb19607c55f253f74d06faa64df09cd7cd,de1cca8b58c51d0468b40276,False,286.73973791599275,0.9726208602463434,True,True,True,True,False,False,False,True,repository_score_recompute,5,286.73973791599275,286.73973791599275,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_tight,2204,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,13,12,11,11,0,0,1,294.81142101287844,291.935361456871,0.990244409303662,0.9192446861276256,10,0.9090909090909091,1,7,0.12397105408599074,0.03643147857250639,False,False,False,0.9192446861276256,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/7d0c86ddb9f4e643c85d1158.json,7347799233cb34aee0459f580b391f8cff4500aa869824fd392ae5866c55c298,7d0c86ddb9f4e643c85d1158,False,291.935361456871,0.990244409303662,True,True,True,True,False,False,False,True,repository_score_recompute,12,291.935361456871,291.935361456871,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:paramnet:letter:steps,paramnet,cost_tight,2208,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,11,9,9,9,0,0,0,294.81142101287844,290.4828239440918,0.9853174037358697,0.7390547241710635,9,1.0,0,4,0.2574626789174296,0.05470375054255161,False,False,False,0.7390547241710635,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/48044289f15feb8a13f5b8a8.json,ea3e8577ea68c3cd9ed2bc19c701f349f0ba47f8cd1bb131c59d497d37d4f795,48044289f15feb8a13f5b8a8,False,290.4828239440918,0.9853174037358697,True,True,True,True,False,False,False,True,repository_score_recompute,9,290.4828239440918,290.4828239440918,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_free,2200,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,158102.1112060547,,0.9456797440846761,29,0.9666666666666667,1,4,0.0048076709111531946,0.0035056074460347864,False,False,False,0.9456797440846761,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/969fe1ce3003231cbc407b3f.json,58afb8866b3eaf28249d23c7708738f5f4ba5c3460bceb74aa167fe91a58b6f9,969fe1ce3003231cbc407b3f,False,158102.1112060547,,True,True,True,True,False,False,False,True,repository_score_recompute,30,158102.1112060547,158102.1112060547,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,161218.6170654297,,0.9444778362909952,16,0.5333333333333333,14,8,0.005775928497314453,0.00534190734227491,False,False,False,0.9444778362909952,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/79cc896dcd18edab4d4dead8.json,021eda39b323ed940516d7c399344ef7af44d5eaae448e528a6eeed095b93d3c,79cc896dcd18edab4d4dead8,False,161218.6170654297,,True,True,True,True,False,False,False,True,repository_score_recompute,30,161218.6170654297,161218.6170654297,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_free,2208,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,29,29,0,0,1,,358469.0994873047,,0.9450453917185465,24,0.8275862068965517,5,6,0.009181360403696659,0.006109754244486454,False,False,False,0.9450453917185465,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/e7f439080d5b824fc4f4192d.json,d292258027f47080b432a9980eedc77fa366f0816ee4ace10c05d7e832151e8c,e7f439080d5b824fc4f4192d,False,358469.0994873047,,True,True,True,True,False,False,False,True,repository_score_recompute,30,358469.0994873047,358469.0994873047,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_moderate,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,5,4,4,4,0,0,0,49441.52099609375,44534.26416015625,0.900746240466081,0.9376335342725118,3,0.75,1,2,0.0,0.0,True,True,False,0.9376335342725118,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/36a27b0ad4e3e0961b736531.json,b51fb676daf4490a6687b2bc58319ee0e8acd37bea37c76c3b8513058e969326,36a27b0ad4e3e0961b736531,False,44534.26416015625,0.900746240466081,True,True,True,True,False,False,False,True,repository_score_recompute,4,44534.26416015625,44534.26416015625,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_moderate,2204,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,9,9,8,8,0,1,0,49441.52099609375,42787.6552734375,0.8654194776252544,0.9421741366386414,2,0.25,6,1,0.0,0.0,True,True,True,0.9421741366386414,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/9fdbe9e576ebcc6a547331a4.json,0bac458248d0fe0f7ffe5a482da9e7f260e05f4b30ce9931838e649929c72431,9fdbe9e576ebcc6a547331a4,False,51318.170166015625,1.0379569465524765,True,True,True,True,False,False,False,True,repository_score_recompute,8,51318.170166015625,42787.6552734375,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_moderate,2208,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,5,4,4,4,0,0,0,49441.52099609375,44668.184814453125,0.9034549082335522,0.938201109568278,2,0.5,2,1,0.0,0.0,True,True,True,0.938201109568278,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/c65870837c8c633ca9fd510e.json,717b2265f5cc87cc2c2356308e298525c8b293604ad022728ad2178dbc7b7563,c65870837c8c633ca9fd510e,False,44668.184814453125,0.9034549082335522,True,True,True,True,False,False,False,True,repository_score_recompute,4,44668.184814453125,44668.184814453125,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_tight,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,3,3,3,0,0,0,14832.456298828125,13223.217041015625,0.8915055453128392,0.9388020833333334,1,0.3333333333333333,2,0,0.0,0.0,True,True,True,0.9388020833333334,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/ac1cc321afa6db33900250e4.json,c7145b55b76c34625777b179122d93f87a1824405ed2d364a5ae24c80d3b4567,ac1cc321afa6db33900250e4,False,13223.217041015625,0.8915055453128392,True,True,True,True,False,False,False,True,repository_score_recompute,3,13223.217041015625,13223.217041015625,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_tight,2204,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,3,3,2,2,0,1,0,14832.456298828125,13875.8564453125,0.9355063089859766,0.845886747042338,2,1.0,0,1,0.0,0.0,True,True,False,0.845886747042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/007d49abd269972d71db27ef.json,bc3913f77c78f3d7a716d4b720130d284b571b21fc8697be634febc541dfe9b1,007d49abd269972d71db27ef,False,17666.721557617188,1.191085360488336,True,True,True,True,False,False,False,True,repository_score_recompute,2,17666.721557617188,13875.8564453125,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:A,nasbench101,cost_tight,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,3,3,2,2,0,1,0,14832.456298828125,13792.544921875,0.9298894696871424,0.9331263502438863,2,1.0,0,1,0.0,0.0,True,True,False,0.9331263502438863,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/70c9a3833557709e7c04f139.json,a1f86c054569879b7b66ca63e5f19d880d34cf521b302baebcb160d5d92ff014,70c9a3833557709e7c04f139,False,19746.494873046875,1.3313030879859729,True,True,True,True,False,False,False,True,repository_score_recompute,2,19746.494873046875,13792.544921875,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_free,2200,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,233615.08203125,,0.944778323173523,21,0.7,9,5,0.015291154384613037,0.0045072237650553015,False,False,False,0.944778323173523,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/be5d9f38a34fd82b0318f9d5.json,9823a68bd49aae4b280f507acf8b1d86f3d23a734575e4cd3c214bc86624fc18,be5d9f38a34fd82b0318f9d5,False,233615.08203125,,True,True,True,True,False,False,False,True,repository_score_recompute,30,233615.08203125,233615.08203125,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,167242.28173828125,,0.9412393172581991,17,0.5666666666666667,13,5,0.011217931906382317,0.004874467849731445,False,False,False,0.9412393172581991,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/330f5164305f15a097249382.json,199d3a9ec6889fdc37a8a1050d80016414aec2a07e4682f7d8e9976587c5318f,330f5164305f15a097249382,False,167242.28173828125,,True,True,True,True,False,False,False,True,repository_score_recompute,30,167242.28173828125,167242.28173828125,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_free,2208,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,184869.03576660156,,0.9456797440846761,20,0.6666666666666666,10,5,0.04310228427251184,0.0035056074460347864,False,False,False,0.9456797440846761,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/a5ab17df8d8d853c5f3d9375.json,fb41589fb0471ca4019a857cb1a4cd11961e0e0b8c1930ac4f9d7f0e7b272861,a5ab17df8d8d853c5f3d9375,False,184869.03576660156,,True,True,True,True,False,False,False,True,repository_score_recompute,30,184869.03576660156,184869.03576660156,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_moderate,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,12,11,11,11,0,0,0,103025.6103515625,79241.79565429688,0.7691465780585408,0.9456797440846761,8,0.7272727272727273,3,4,0.005408644676208496,0.0048076709111531946,False,False,False,0.9456797440846761,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/0ea8d9580bec4da12c72e296.json,b6724b6b61b7d9655e798226310b6a875a84f030a6f8e0c8bc43b1ae1f6f82fc,0ea8d9580bec4da12c72e296,False,79241.79565429688,0.7691465780585408,True,True,True,True,False,False,False,True,repository_score_recompute,11,79241.79565429688,79241.79565429688,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_moderate,2204,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,11,10,10,10,0,0,0,103025.6103515625,95247.33386230469,0.9245015247886872,0.9417067368825277,10,1.0,0,4,0.002570807933807373,0.002570807933807373,False,False,False,0.9417067368825277,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/1f5f678bd8a99fb7946237a6.json,8f23c07ddb9a1509c8529d898c2ab5576fe27a04a4beab55bb0fa8739e55f8ac,1f5f678bd8a99fb7946237a6,False,95247.33386230469,0.9245015247886872,True,True,True,True,False,False,False,True,repository_score_recompute,10,95247.33386230469,95247.33386230469,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_openrouter_missing_main_20260917,hpobench:nasbench101:B,nasbench101,cost_moderate,2208,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,11,10,10,10,0,0,0,103025.6103515625,94960.24255371094,0.9217149234027397,0.9403044780095419,8,0.8,2,2,0.0007011095682780688,0.0007011095682780688,False,False,False,0.9403044780095419,False,False,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_f97669399b84cd15ba793dc991c943f438a0fa95fe0f14e67cc086b2661a5276/result/gemini-3.8-flash-medium-openrouter_cost_moderate/traces-v2/tuning_hpobench_nasbench101_B_r0_s2208.json,e296b4f0042ebd6f5b6f99aa6091874e13d33ad3c3d26b71f66c4fde8ffc6111,8b2c956f1af3ddd252c3e129,True,94960.24255371094,0.9217149234027397,True,True,True,True,False,False,False,True,repository_score_recompute,10,94960.24255371094,94960.24255371094,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_tight,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,3,3,3,0,0,0,30907.68310546875,25521.039306640625,0.825718292100807,0.9412393172581991,2,0.6666666666666666,1,1,0.0,0.0,True,True,True,0.9412393172581991,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/cde1f2c02fdac5dabeb44731.json,1c354264c2b6b95dd7da926a54017f70af4af9bbf6a2c96ca111635be901de1c,cde1f2c02fdac5dabeb44731,False,25521.039306640625,0.825718292100807,True,True,True,True,False,False,False,True,repository_score_recompute,3,25521.039306640625,25521.039306640625,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_tight,2204,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,4,3,3,0,1,0,30907.68310546875,28190.673828125,0.9120927547991131,0.9386351307233175,1,0.3333333333333333,2,0,0.0,0.0,True,True,True,0.9386351307233175,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/d7408fd1b73d168c8fea1aa6.json,90d7637073972c4785cb519f936ee8ec1e7dd58492779327e99ea4825e80600b,d7408fd1b73d168c8fea1aa6,False,43598.1455078125,1.4105924846918831,True,True,True,True,False,False,False,True,repository_score_recompute,3,43598.1455078125,28190.673828125,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:B,nasbench101,cost_tight,2208,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,3,3,3,0,0,0,30907.68310546875,26654.644287109375,0.8623954178691948,0.9431089560190836,2,0.6666666666666666,1,1,0.0,0.0,True,True,True,0.9431089560190836,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/24c7610871c2dd75c0ff6f6d.json,05a488ff90b5a06ab3cacf8e6f2dcad985150259d21e4377ce5c8e9961f2543b,24c7610871c2dd75c0ff6f6d,False,26654.644287109375,0.8623954178691948,True,True,True,True,False,False,False,True,repository_score_recompute,3,26654.644287109375,26654.644287109375,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:C,nasbench101,cost_free,2200,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,29,1,0,0,,258054.0888671875,,0.94264155626297,23,0.7666666666666667,7,8,0.01699386040369666,0.008947650591532352,False,False,False,0.94264155626297,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/5850ac4811d22f872b580030.json,a485e020e2e22dbc671cd22b05de9d20f9b4ab73eaca3f9a119ed3415403bafd,5850ac4811d22f872b580030,False,258054.0888671875,,True,True,True,True,False,False,False,True,repository_score_recompute,30,258054.0888671875,258054.0888671875,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:C,nasbench101,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,266987.1201171875,,0.9505542318026224,25,0.8333333333333334,5,6,0.013922293980916267,0.010283132394154793,False,False,False,0.9505542318026224,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/27aff4f2675c1b10c6eb2e44.json,48cdc2551e5d22f26d67530ee310f433de1a3931c71fe3643c3ab27576d626d4,27aff4f2675c1b10c6eb2e44,False,266987.1201171875,,True,True,True,True,False,False,False,True,repository_score_recompute,30,266987.1201171875,266987.1201171875,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:C,nasbench101,cost_free,2208,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,30,30,30,0,0,0,,162707.81799316406,,0.9456797440846761,30,1.0,0,7,0.017327706019083733,0.005408644676208496,False,False,False,0.9456797440846761,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/b50ff6f062896ae4695dd367.json,5557aaa433d82fb5e048d7bd67c79d576807272c427d4dafd36735d17bf982b0,b50ff6f062896ae4695dd367,False,162707.81799316406,,True,True,True,True,False,False,False,True,repository_score_recompute,30,162707.81799316406,162707.81799316406,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:C,nasbench101,cost_moderate,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,22,21,21,21,0,0,0,112038.63037109375,103319.68090820312,0.9221790784659561,0.9417401154836019,18,0.8571428571428571,3,4,0.006777505079905266,0.0010683735211690637,False,False,False,0.9417401154836019,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/888338708421a8a16ae6560b.json,d4e02541fff926440e59cbb1d7599aabacbd0308f88030a32118ec57a3a28a67,888338708421a8a16ae6560b,False,103319.68090820312,0.9221790784659561,True,True,True,True,False,False,False,True,repository_score_recompute,21,103319.68090820312,103319.68090820312,True,True,True,True,True,False
gemini-3.8-flash-medium,gemini_snapshot,hpobench:nasbench101:C,nasbench101,cost_moderate,2204,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,13,12,12,12,0,0,0,112038.63037109375,90741.013671875,0.8099082733457478,0.9465812047322592,11,0.9166666666666666,1,5,0.007645567258199093,0.006310105323791504,False,False,False,0.9465812047322592,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/aa8177f57241f1e21967d2ec.json,d53cfd5ab623421c6a295e1c7b2348422216ecbb55fbb1aeee97f2fd4d198bd0,aa8177f57241f1e21967d2ec,False,90741.013671875,0.8099082733457478,True,True,True,True,False,False,False,True,repository_score_recompute,12,90741.013671875,90741.013671875,True,True,True,True,True,False
