model,source,question_id,family,free_score,tight_score,score_change,free_visible,tight_visible,free_unique_articles,tight_unique_articles,shared_articles,common_article_prefix,same_first_article,tight_is_free_prefix,tight_term,free_term,free_slot_id,tight_slot_id
gemini-3.8-flash-medium,phantom_seed2,27,whatis,0.0,0.0,0.0,30,2,30,2,2,2,True,True,time_budget_exceeded,max_steps_reached,67e80258ae98cc7072fb68cc,818c715f52a62bc87afa815d
gemini-3.8-flash-medium,phantom_seed3,36,whatis,0.0,0.0,0.0,30,5,24,3,3,2,True,False,time_budget_exceeded,max_steps_reached,d28c78bbc823741f691d8ef1,778be6a31b65aeb0329d00e1
gemini-3.8-flash-medium,phantom_seed2,19,whois,0.0,0.0,0.0,20,3,20,3,3,3,True,True,time_budget_exceeded,natural_answer,df8862dadcc110bf9df732de,c709201d7bde70a2787999ca
gemini-3.8-flash-medium,phantom_seed3,6,whois,1.0,0.0,-1.0,30,11,30,3,3,2,True,False,time_budget_exceeded,max_steps_reached,76752675ed074dde08d19465,2237c400ca064ceded2b3fa1
gemini-3.8-flash-medium,phantom_seed2,11,whois,1.0,0.0,-1.0,30,4,15,3,3,4,True,True,time_budget_exceeded,max_steps_reached,b59f41771ccd5f200f21a013,166a6693af1dfe764f5f3924
gemini-3.8-flash-medium,phantom_seed2,13,whois,0.0,0.0,0.0,30,6,15,3,3,4,True,False,natural_answer,max_steps_reached,94dac14e2579ed816b46f08d,5f86eea8f6a10d8bcc76d85d
gemini-3.8-flash-medium,phantom_seed2,0,whois,1.0,1.0,0.0,5,3,5,3,3,3,True,True,natural_answer,natural_answer,d758572ff0c9292a2d4a4ac7,84856e6c7f20ec5dd8bf419b
gemini-3.8-flash-medium,phantom_seed3,20,whatis,1.0,0.4,-0.6,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,9514fb220fc6f1f575721c5f,44fd925ebf4b3f5ef7b680f8
gemini-3.8-flash-medium,phantom_seed3,3,whois,1.0,0.5,-0.5,14,2,14,2,2,2,True,True,time_budget_exceeded,natural_answer,6d995a0279113f8a28773821,ddbbeda99666b55031bf83d1
gemini-3.8-flash-medium,phantom_seed2,12,whois,1.0,0.0,-1.0,10,3,10,3,3,3,True,True,time_budget_exceeded,natural_answer,fb33d7e3e37f9bf7775c083b,d38f692a7ca98d2030a89189
gemini-3.8-flash-medium,phantom_seed3,33,whatis,0.0,0.0,0.0,30,3,21,3,3,3,True,True,time_budget_exceeded,max_steps_reached,cfb8146728298dfb393e3fd6,9d92ff6398085eb4312b5c4f
gemini-3.8-flash-medium,phantom_seed2,33,whatis,1.0,0.0,-1.0,13,3,12,3,3,3,True,True,time_budget_exceeded,natural_answer,7a7506c0ad834d2657f5d3e8,e8a422dc9034ca2769db31fd
gemini-3.8-flash-medium,phantom_seed3,14,whois,1.0,0.0,-1.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,c2006718ab71dd92d98d7f9b,d9bad4fad6fd8d8a834bd6c5
gemini-3.8-flash-medium,phantom_seed3,32,whatis,1.0,0.0,-1.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,537a55dbd790e5422f0d68cc,17dceeeacb7fb6ef854c9502
gemini-3.8-flash-medium,phantom_seed2,23,whatis,1.0,0.6666666666666666,-0.33333333333333337,10,3,10,3,3,3,True,True,natural_answer,natural_answer,6bf99be83d03257eac8d3b7f,a7b8f6552425feefb7f8c181
gemini-3.8-flash-medium,phantom_seed3,18,whois,1.0,0.0,-1.0,30,6,27,2,2,1,True,False,time_budget_exceeded,max_steps_reached,1f484b285c2c0b656aa05ed3,d1e3d3db5e31397b9136ab4e
gemini-3.8-flash-medium,phantom_seed2,10,whois,0.0,0.0,0.0,30,7,8,3,3,5,True,False,natural_answer,max_steps_reached,d76818f12cfb0d3ff1764567,e7744c3eddbf8a7e40acac6d
gemini-3.8-flash-medium,phantom_seed3,17,whois,0.0,0.0,0.0,30,6,15,3,3,4,True,False,time_budget_exceeded,max_steps_reached,7b7057d47c9238ccae77872c,ffca25f8c8584170ef663525
gemini-3.8-flash-medium,phantom_seed3,30,whatis,1.0,1.0,0.0,4,3,4,3,3,3,True,True,natural_answer,natural_answer,2b92b92cd2c39e8d02cef4d7,ac2b322b71107479e3fa2328
glm-5.3,phantom_seed2,0,whois,1.0,1.0,0.0,5,3,5,3,3,3,True,True,natural_answer,natural_answer,88c0dd75b2de770af3b2fe35,7bd635497fe6bee6703fb213
glm-5.3,phantom_seed2,1,whois,1.0,0.0,-1.0,9,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,4bfffbec4ae1ffbe8da1a2af,75817d35025316b8bc5027f1
glm-5.3,phantom_seed2,10,whois,0.0,0.0,0.0,23,5,10,3,3,2,True,False,time_budget_exceeded,natural_answer,845970a5679677470698577f,9060a181d36ace5e045ee7f1
glm-5.3,phantom_seed2,11,whois,1.0,0.0,-1.0,30,3,25,3,3,3,True,True,time_budget_exceeded,max_steps_reached,89c2b817dd5dd3905fcf3301,875c73634e559192bcf3295a
glm-5.3,phantom_seed2,12,whois,1.0,0.0,-1.0,4,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,c3406c99d2f7f772d2e82120,61e65b6ec2ab3748245a990e
glm-5.3,phantom_seed2,13,whois,0.0,0.0,0.0,30,5,16,3,3,2,True,False,time_budget_exceeded,max_steps_reached,d4df9029d1af8d65c598e3d4,06b0bd88835e3be214068e91
glm-5.3,phantom_seed2,14,whois,1.0,0.5,-0.5,12,3,10,3,3,1,True,False,time_budget_exceeded,natural_answer,ff2720a52aaa1ce09258a39f,df898d2aaa6cf10f71559ffa
glm-5.3,phantom_seed2,15,whois,0.0,0.0,0.0,8,5,7,3,2,3,True,False,aborted,natural_answer,9b7d061ad61b24af4afbdcf2,446c5c881e2e97c6869e9fd1
glm-5.3,phantom_seed2,16,whois,1.0,0.0,-1.0,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,2c220a1ca3e4cd835bb83e57,9be6ebfd47b19e8845aac30d
glm-5.3,phantom_seed2,17,whois,0.0,0.0,0.0,30,3,21,3,3,1,True,False,time_budget_exceeded,max_steps_reached,ecdcae383a94d4abc1d4a78e,1732fbac9be6bd812c675cfe
glm-5.3,phantom_seed2,18,whois,0.0,0.0,0.0,30,2,19,2,2,2,True,True,time_budget_exceeded,max_steps_reached,9cfbc65aa8d9ec29031ee123,942679b2909932a748678b96
glm-5.3,phantom_seed2,19,whois,0.0,0.0,0.0,20,7,18,3,3,1,True,False,time_budget_exceeded,natural_answer,09a76268ce3d7b9120fa3b6e,769dc268ef4d8c5c50b539b3
glm-5.3,phantom_seed2,2,whois,1.0,0.0,-1.0,13,3,11,3,3,1,True,False,time_budget_exceeded,natural_answer,b0f5dc2003736de8cfa3ee9a,83f0bcc2de721fcbbcddd39d
glm-5.3,phantom_seed2,20,whatis,1.0,0.0,-1.0,6,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,0da6f3e6419cc2ca327bbfb3,88ce970b61ab45506ae4e705
glm-5.3,phantom_seed2,21,whatis,1.0,0.0,-1.0,13,4,13,3,3,1,True,False,time_budget_exceeded,natural_answer,e34fe463acbf61bac0c04bac,8013c948d403e9f8df5d54fb
glm-5.3,phantom_seed2,22,whatis,1.0,0.0,-1.0,16,2,16,2,2,2,True,True,time_budget_exceeded,natural_answer,ba92667f4a2b6776ce1322df,61c11250df65e4ecbdd84af8
glm-5.3,phantom_seed2,23,whatis,1.0,0.6666666666666666,-0.33333333333333337,10,3,10,3,3,2,True,False,natural_answer,natural_answer,7c85dc1321b71e226e2adb8c,503138411b561e6d59d53168
glm-5.3,phantom_seed2,24,whatis,1.0,0.6666666666666666,-0.33333333333333337,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,6ce2d837f4aeef950b6711ab,61676d7573e4b0b72c886f4a
glm-5.3,phantom_seed2,25,whatis,0.15384615384615385,0.0,-0.15384615384615385,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,95d842e8c0d557b56518eed5,b0269ad63b23f3c5a2b675e1
glm-5.3,phantom_seed2,26,whatis,1.0,0.0,-1.0,24,4,22,3,3,1,True,False,time_budget_exceeded,natural_answer,6d3d088661048a5b245dd2b7,010a9ec524ee2abaf60266be
glm-5.3,phantom_seed2,27,whatis,0.0,0.0,0.0,27,2,27,2,2,2,True,True,time_budget_exceeded,natural_answer,14c2ce798222abb7561ccd34,4ff3f8181c39a0bbb41dbb0f
glm-5.3,phantom_seed2,28,whatis,1.0,0.0,-1.0,23,2,23,2,2,2,True,True,time_budget_exceeded,natural_answer,39758b91acc1dad42f98290e,d9751af2672420eb34985b84
glm-5.3,phantom_seed2,29,whatis,0.0,0.0,0.0,30,2,17,2,2,1,True,False,time_budget_exceeded,max_steps_reached,4d8e9606c24e1163c6cd751d,d69963d4108fa350e740f753
glm-5.3,phantom_seed2,3,whois,1.0,0.6666666666666666,-0.33333333333333337,12,3,12,3,3,3,True,True,time_budget_exceeded,natural_answer,f13b18514066efda6ab670b8,b2c30712c72763815bbd54cf
glm-5.3,phantom_seed2,30,whatis,0.25,0.0,-0.25,29,3,21,3,3,3,True,True,time_budget_exceeded,max_steps_reached,9bfb5180e6e59e6613cbb6aa,03f69e6d634973482bfc437a
glm-5.3,phantom_seed2,31,whatis,0.5714285714285715,0.33333333333333337,-0.23809523809523814,30,7,12,3,2,3,True,False,time_budget_exceeded,max_steps_reached,10581603c7f81fa6d219141d,08cb8fe4e34dd1d3fba763c7
glm-5.3,phantom_seed2,32,whatis,0.0,0.0,0.0,18,4,8,3,1,2,True,False,time_budget_exceeded,natural_answer,a44be70237b4d0a2d56f518f,f4fb492bb6f81ee1af570cc6
glm-5.3,phantom_seed2,33,whatis,0.6666666666666666,0.0,-0.6666666666666666,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,c24b0327f3682559b13b7bdb,fba95a3689e1820d512f86a1
glm-5.3,phantom_seed2,34,whatis,0.16666666666666669,0.0,-0.16666666666666669,7,3,6,3,3,1,True,False,time_budget_exceeded,natural_answer,a6190604de3b7c9e8fd23dbe,1c34e3f7b7ae1cdc2b10e0cc
glm-5.3,phantom_seed2,35,whatis,0.0,0.0,0.0,29,2,23,2,2,2,True,True,time_budget_exceeded,max_steps_reached,604fd554c550b727018d9d8c,a1159568e933eb0ffa04b23a
glm-5.3,phantom_seed2,4,whois,1.0,0.6666666666666666,-0.33333333333333337,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,35438e88d771c92e7e7f3cdb,a6d018bb4c2309f038343eba
glm-5.3,phantom_seed2,5,whois,1.0,0.0,-1.0,25,2,25,2,2,2,True,True,time_budget_exceeded,natural_answer,d6e434fb01d75aecfb634f81,15e62ee0ed7b209bdd00d72b
glm-5.3,phantom_seed2,6,whois,1.0,0.0,-1.0,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,9db10133173c5ce534f2c004,df6de82c4328ea0e4e93b042
glm-5.3,phantom_seed2,7,whois,1.0,0.0,-1.0,15,3,15,3,3,3,True,True,time_budget_exceeded,natural_answer,cf4b24d061527d004d6ee156,ed0c2b0a9bbab78d76f3abbd
glm-5.3,phantom_seed2,8,whois,1.0,0.6666666666666666,-0.33333333333333337,24,3,24,3,3,3,True,True,time_budget_exceeded,natural_answer,d31b8c3e71d687e6861badf9,f2ff450bf0c50a0ddf18505d
glm-5.3,phantom_seed2,9,whois,1.0,1.0,0.0,17,3,16,3,3,1,True,False,time_budget_exceeded,natural_answer,7f03abf2cbc3bb9f65c6730f,74363e39bafc45a68a802a40
glm-5.3,phantom_seed3,0,whois,1.0,0.4,-0.6,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,2bbacf400f077f6824afe823,2326d47fd4aa963b5aa5ee09
glm-5.3,phantom_seed3,1,whois,1.0,0.6666666666666666,-0.33333333333333337,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,4473d5a9da83183f36d74986,9561af7a4f7abd78ab7f3a19
glm-5.3,phantom_seed3,10,whois,0.23529411764705882,0.23529411764705882,0.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,2728511b3bcc91774fc01301,399396618a995951de7f9e64
glm-5.3,phantom_seed3,11,whois,1.0,0.5,-0.5,4,5,4,3,3,2,True,False,natural_answer,natural_answer,4b91e9e626a7e414246ebdfb,4bd25c5aa527abdb5a4443ac
glm-5.3,phantom_seed3,12,whois,0.4,0.0,-0.4,30,4,20,3,3,2,True,False,time_budget_exceeded,max_steps_reached,33b9833a6c513e553912b702,18ab956923f32635fed74f53
glm-5.3,phantom_seed3,13,whois,1.0,0.0,-1.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,9e4897a8508b9630b79e11f9,46b817ab6e5103b708610bdb
glm-5.3,phantom_seed3,14,whois,0.6666666666666666,0.0,-0.6666666666666666,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,05459a7f41ba0820b6b47720,06602c235adbe0fbc6d5cc0a
glm-5.3,phantom_seed3,15,whois,0.0,0.0,0.0,29,2,15,2,2,2,True,True,time_budget_exceeded,max_steps_reached,8e77a33af1addaa2126e4db8,d2648308108a976d9da36d7a
glm-5.3,phantom_seed3,16,whois,0.5714285714285715,0.0,-0.5714285714285715,29,8,18,3,3,2,True,False,time_budget_exceeded,max_steps_reached,42e8fabf4e473af31f3e707d,31baf7a5a7c6fe03d265c80f
glm-5.3,phantom_seed3,17,whois,0.0,0.0,0.0,29,5,17,3,3,2,True,False,time_budget_exceeded,max_steps_reached,af0a785f55810b4ebea8b594,771b864c71f448df96fd7a23
glm-5.3,phantom_seed3,18,whois,0.0,0.0,0.0,30,4,18,2,2,3,True,True,time_budget_exceeded,max_steps_reached,4f48c6df02c0cebb5d9998ff,2f1da54afa86b123714cf335
glm-5.3,phantom_seed3,19,whatis,0.6666666666666666,0.0,-0.6666666666666666,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,2107ef44eb4eaf7ce7c5e7e0,6d5b04416c07b856be76e642
glm-5.3,phantom_seed3,2,whois,1.0,0.0,-1.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,e34cf3f6e2e9a90a00a6efef,53bda8e123e1b7ff2269be97
glm-5.3,phantom_seed3,20,whatis,1.0,0.4,-0.6,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,2f7870e1280d1f0653436fd1,25bfcbb8e329ccbb9cc842c7
glm-5.3,phantom_seed3,21,whatis,1.0,0.8,-0.19999999999999996,8,3,8,3,3,3,True,True,time_budget_exceeded,natural_answer,98ab1152e5b7dd3305013988,de60a7cfe44c67dc4a132531
glm-5.3,phantom_seed3,22,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,cd5836e263e9fa3c434e87dc,72ffc8cd7e0477c4b22af855
glm-5.3,phantom_seed3,23,whatis,1.0,0.0,-1.0,28,3,28,3,3,3,True,True,time_budget_exceeded,natural_answer,889b5f695057c34436cb11f2,57c10d0b6d89d2296a4ca9c2
glm-5.3,phantom_seed3,24,whatis,1.0,0.0,-1.0,25,3,25,3,3,3,True,True,time_budget_exceeded,natural_answer,26156ab6d8848a3a564ec339,d99d20eb44af678390c0bdc1
glm-5.3,phantom_seed3,25,whatis,1.0,0.18181818181818182,-0.8181818181818181,25,2,24,2,2,2,True,True,time_budget_exceeded,natural_answer,fb36437d0f943ecdc7c5bac8,b42139dc596477136da2bab8
glm-5.3,phantom_seed3,26,whatis,0.0,0.0,0.0,19,3,19,3,3,3,True,True,time_budget_exceeded,natural_answer,4bb77bc40e7b8d5e7690b5aa,f3c82ebca4458bbed388b56b
glm-5.3,phantom_seed3,27,whatis,1.0,0.0,-1.0,24,3,24,3,3,3,True,True,time_budget_exceeded,aborted,ee63417babb66007e44d7b45,4094c7adb935346d93019b39
glm-5.3,phantom_seed3,28,whatis,1.0,0.0,-1.0,14,3,14,3,3,2,True,False,time_budget_exceeded,natural_answer,d0ecb720879443d683e3f4ed,be646ff4d30d401a02f1e767
glm-5.3,phantom_seed3,29,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,533bf82244a72827a3c60627,c87a6e01bd0d0fa38813f9d3
glm-5.3,phantom_seed3,3,whois,1.0,0.5,-0.5,13,3,13,3,3,3,True,True,time_budget_exceeded,natural_answer,fcf9f3fcda5647642b3a945f,7dfad9c868564f52556fe999
glm-5.3,phantom_seed3,30,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,2d5117c08e731e95e5202ab6,71ed7e9f04a8a7c867a24b5e
glm-5.3,phantom_seed3,31,whatis,0.25,0.0,-0.25,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,3dc96122d7ab9245e63b47e5,35073b8ddf06e8021795ff0a
glm-5.3,phantom_seed3,32,whatis,1.0,0.0,-1.0,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,0d280524416e3abf8e27087a,27f045d19e2c493116e7debf
glm-5.3,phantom_seed3,33,whatis,0.0,0.0,0.0,30,4,21,3,3,3,True,False,time_budget_exceeded,max_steps_reached,af0e9a1deeda868a8cf18be7,0cdbfc289d1340227103ae92
glm-5.3,phantom_seed3,34,whatis,0.0,0.0,0.0,29,2,21,2,2,2,True,True,time_budget_exceeded,max_steps_reached,4b31b516e1aefc92fc99c1ae,8907a396adf56abc5deaa5da
glm-5.3,phantom_seed3,35,whatis,0.0,0.0,0.0,23,2,11,2,2,2,True,True,time_budget_exceeded,aborted,bfbd0423c66d423ee97c8b36,538072f4d3e7dd7103e339a6
glm-5.3,phantom_seed3,36,whatis,0.18181818181818182,0.0,-0.18181818181818182,30,10,17,3,2,2,True,False,time_budget_exceeded,max_steps_reached,eabbf3aa0274aac9fed084ef,9945c6ea5a65f5b6130263f1
glm-5.3,phantom_seed3,4,whois,1.0,1.0,0.0,9,3,9,3,3,3,True,True,natural_answer,natural_answer,23322375884dd1ad26df378e,eec7664d2f0e97bf14b17940
glm-5.3,phantom_seed3,5,whois,1.0,0.0,-1.0,11,3,11,3,3,3,True,True,time_budget_exceeded,natural_answer,3dca2e9162b4c492d2e8d04c,eaaf69ef85ebeaaa54194389
glm-5.3,phantom_seed3,6,whois,0.75,0.0,-0.75,29,2,27,2,2,2,True,True,time_budget_exceeded,max_steps_reached,831a90c2ab6a3d52bf92cb28,41de465d49d0e2f33ed8fd12
glm-5.3,phantom_seed3,7,whois,1.0,0.8571428571428571,-0.1428571428571429,14,3,14,3,3,2,True,False,aborted,natural_answer,758922a92b8d545351fecc99,1bdd321114e9bbf528da6cdd
glm-5.3,phantom_seed3,8,whois,0.0,0.33333333333333337,0.33333333333333337,25,4,25,3,3,3,True,False,time_budget_exceeded,natural_answer,4ac64b41b10629b4970c7c41,6993c29a442684cd7887ec40
glm-5.3,phantom_seed3,9,whois,1.0,0.0,-1.0,30,3,27,3,3,1,True,False,time_budget_exceeded,max_steps_reached,e2b494351ef9d43e79fcf29e,8074fdded1715687b6d83150
gpt-5.6-sol,phantom_seed3,3,whois,1.0,0.0,-1.0,10,4,10,3,3,2,True,False,time_budget_exceeded,natural_answer,66de09eeca2ebe1777fb0ab2,3c2e8a7d275f55cc71b010aa
gpt-5.6-sol,phantom_seed2,15,whois,0.0,0.0,0.0,9,4,6,3,3,3,True,False,time_budget_exceeded,natural_answer,2318b3ea99d15950f5392954,ce60c6038f14142ba9deb33e
gpt-5.6-sol,phantom_seed2,17,whois,0.0,0.0,0.0,6,3,4,3,3,3,True,True,natural_answer,natural_answer,ced844e9c2633a181558a382,1ca010656a00c5ce9c9f348a
gpt-5.6-sol,phantom_seed2,33,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,74f54e344528f62963bb65e3,a1798330150d90e7bf61c76f
gpt-5.6-sol,phantom_seed2,27,whatis,0.0,0.0,0.0,10,2,8,2,2,1,True,False,time_budget_exceeded,natural_answer,1707af2a49ae96375babfcfd,b2f3f8a6e64af60e6c20efac
gpt-5.6-sol,phantom_seed2,18,whois,0.0,0.0,0.0,14,6,5,2,2,3,True,False,time_budget_exceeded,natural_answer,8e5f6cb8e144cc35352d71bb,1d35d77964c09cac9ff26c64
gpt-5.6-sol,phantom_seed2,1,whois,1.0,0.0,-1.0,9,4,9,3,3,2,True,False,time_budget_exceeded,natural_answer,b3df389e73a17aa593b7f867,0b6826314f47a5be46bc0e71
gpt-5.6-sol,phantom_seed3,26,whatis,1.0,0.0,-1.0,19,4,19,3,3,2,True,False,time_budget_exceeded,natural_answer,119844d598c7e41ecd70c3fb,99577512b5167cdfa7f93ecf
gpt-5.6-sol,phantom_seed3,0,whois,1.0,0.4,-0.6,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,aed183dfca06b24c3b041423,609c7a5393f9683b919a12bc
gpt-5.6-sol,phantom_seed3,33,whatis,0.0,0.0,0.0,8,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,b27876e0982fca6b66f49c03,3ee376f463f25640b53ca74c
gpt-5.6-sol,phantom_seed3,8,whois,0.0,0.0,0.0,17,3,15,3,3,3,True,True,time_budget_exceeded,natural_answer,4182f7771d96c09d0a7bb84a,f88e4dc79b39300555da39f1
gpt-5.6-sol,phantom_seed2,22,whatis,1.0,0.0,-1.0,16,2,16,2,2,2,True,True,time_budget_exceeded,natural_answer,b36db1e7220bbc8395aca548,53043418aea1f5534f334f8a
gpt-5.6-sol,phantom_seed3,9,whois,1.0,0.0,-1.0,19,3,18,2,2,2,True,False,time_budget_exceeded,natural_answer,c76e96d810309b2d0f0868df,d1a678da5ffddc6eb6e7ddc3
gpt-5.6-sol,phantom_seed2,11,whois,0.0,0.0,0.0,4,3,3,3,3,3,True,True,natural_answer,natural_answer,a0b3c9d01df549fbe77affe5,dbe239ce1425912110172e94
gpt-5.6-sol,phantom_seed2,4,whois,1.0,0.6666666666666666,-0.33333333333333337,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,c4a87590ebd737eaf471512a,ea23168eacb21e5c0eba6431
gpt-5.6-sol,phantom_seed3,17,whois,0.0,0.0,0.0,30,9,18,3,2,4,True,False,natural_answer,max_steps_reached,7d7d115acbb52ba1002269ce,66564c8a355539642e5bf48a
gpt-5.6-sol,phantom_seed3,6,whois,0.25,0.0,-0.25,30,2,30,2,2,2,True,True,time_budget_exceeded,max_steps_reached,0f5f517c15c51290d206d0b2,360455767b7f2325e8cbd775
gpt-5.6-sol,phantom_seed2,0,whois,1.0,1.0,0.0,5,3,5,3,3,2,True,False,natural_answer,natural_answer,184b41ed053c294fb47155df,8f059ddea890042b35202fbe
gpt-5.6-sol,phantom_seed3,32,whatis,1.0,0.0,-1.0,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,01f0101ed7bafabbdd8cb0c6,37dbacfd3e69f7b8cba152bd
gpt-5.6-sol,phantom_seed2,31,whatis,0.33333333333333337,0.0,-0.33333333333333337,10,6,6,3,2,2,True,False,natural_answer,natural_answer,1ed1a2e7dc2e35f6ca40de8a,cb6e77fd18859decffd1e017
gpt-5.6-sol,phantom_seed3,20,whatis,1.0,0.4,-0.6,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,cef4e1c4216bef81ad0015dc,ccff43c0bc163068de6ef950
gpt-5.6-sol,phantom_seed2,10,whois,0.0,0.0,0.0,13,10,6,3,2,4,True,False,natural_answer,natural_answer,1bf7eabda440ea13b2b227ea,cd7297e68d95cb7c59e8d0c9
gpt-5.6-sol,phantom_seed3,14,whois,1.0,0.0,-1.0,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,b72c73891cff27db07aefdb3,63e6e168e5c19f0584c57205
gpt-5.6-sol,phantom_seed3,27,whatis,1.0,0.0,-1.0,22,4,21,3,3,4,True,True,time_budget_exceeded,natural_answer,e065110c0f9d02ab38a45955,23afe73d61663ee7ee758576
gpt-5.6-sol,phantom_seed3,7,whois,1.0,0.0,-1.0,12,3,12,3,3,3,True,True,time_budget_exceeded,natural_answer,bd7c673a77103fb147c087aa,38d5da4fd453d3ce80320f19
gpt-5.6-sol,phantom_seed3,30,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,914e3045f853b54c4b42ad3a,2c50578da4fae4b63a60bb17
gpt-5.6-sol,phantom_seed3,31,whatis,0.5,0.0,-0.5,6,3,6,2,2,1,True,False,time_budget_exceeded,natural_answer,9826e82fd7beb04b68364014,bc8c3151d178b4e6b0edc6e6
gpt-5.6-sol,phantom_seed3,36,whatis,0.5714285714285715,0.0,-0.5714285714285715,12,11,10,3,2,3,True,False,natural_answer,natural_answer,ebb0bb268af583d368375fc4,18737cdf6a645552b55f9d35
gpt-5.6-sol,phantom_seed2,26,whatis,1.0,0.0,-1.0,18,4,17,3,3,1,True,False,time_budget_exceeded,natural_answer,dec69110a90e199ce52cd191,124db86bc7ca0751c96281b7
gpt-5.6-sol,phantom_seed3,2,whois,1.0,0.0,-1.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,68fa5400837e11a8ba6573a6,837f98a7108eff536d32c44a
gpt-5.6-sol,phantom_seed2,16,whois,1.0,0.0,-1.0,9,3,9,3,3,2,True,False,natural_answer,natural_answer,517c9aa944b05aa376a28afa,479325e3e0c5b4acfbb24ebc
gpt-5.6-sol,phantom_seed3,25,whatis,0.7499999999999999,0.18181818181818182,-0.5681818181818181,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,9f92c32b82141e7bfadbb0b9,588364204660f7eda7b20bba
gpt-5.6-sol,phantom_seed2,9,whois,1.0,0.0,-1.0,12,4,11,3,3,2,True,False,time_budget_exceeded,natural_answer,cbacd7db28d06c66815b9a3a,8ab508c7c92f388a4e18d7e1
gpt-5.6-sol,phantom_seed3,10,whois,0.23529411764705882,0.23529411764705882,0.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,82c8b18e606d8c118df0e93c,42460f0382e7dbb52c9a9141
gpt-5.6-sol,phantom_seed3,16,whois,0.0,0.0,0.0,12,8,4,3,3,3,True,False,natural_answer,natural_answer,bb0208656e3e6d22c8a6c4db,7325a68b28a7502d835d9761
gpt-5.6-sol,phantom_seed2,25,whatis,0.5882352941176471,0.0,-0.5882352941176471,11,2,11,2,2,2,True,True,time_budget_exceeded,natural_answer,0f34022f800e5911fb636b97,6c19ce2e2eed4d60d3de3a8d
gpt-5.6-sol,phantom_seed3,1,whois,1.0,0.6666666666666666,-0.33333333333333337,4,2,4,2,2,2,True,True,time_budget_exceeded,natural_answer,e4ef6a5f96c4d53fa3fb6725,23d365693b2ab731b3f38f93
gpt-5.6-sol,phantom_seed3,24,whatis,1.0,0.0,-1.0,19,3,18,3,3,3,True,True,time_budget_exceeded,natural_answer,a05b6a1f7896b90d1d7452ed,9a7a3fe2f100a001670c11e5
gpt-5.6-sol,phantom_seed3,29,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,beda925b3fbf411efab07e52,532fea39e660d1ce11c2937c
gpt-5.6-sol,phantom_seed2,34,whatis,0.16666666666666669,0.0,-0.16666666666666669,6,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,e77042f30e40fde943ee1441,ead35ef5c72dbd2282e1352b
gpt-5.6-sol,phantom_seed2,21,whatis,1.0,0.0,-1.0,14,3,13,3,3,1,True,False,time_budget_exceeded,natural_answer,72ec57528845e27cd7c62299,2fac113c4ed65cd4df3c16d5
gpt-5.6-sol,phantom_seed2,7,whois,1.0,0.0,-1.0,7,4,7,3,3,3,True,False,natural_answer,natural_answer,7634b0aec1cdf47de574aba0,c6350dd28b095cc9341d0998
