model,cohort,regime,family,source,question_id,score,termination_reason,answer_source,agent_steps,llm_calls,forced_calls,attempted_feedback,visible_feedback,visible_article_calls,unique_visible_articles,repeat_article_deliveries,repeat_article_via_new_query,repeat_article_via_same_query,paid_feedback_calls,zero_cost_calls,withheld_feedback,withheld_charge_seconds,feedback_charge_seconds,total_cost_seconds,budget_seconds,budget_utilization,protocol_failures,trace_sha256,slot_id,old_score,score_changed
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,17,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,19,11,8,8,0,11,18,0,0,3281.8997897580266,3281.8997897580266,,,1,bd0558c0933d242aadee9a8e7f171cc1f24b2012172464655ff0f39fd41f98e2,95d1546ec11dd84d93f2bc08,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,5,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,281.5451719984412,1163.0769380833954,1163.0769380833954,900.0,1.2923077089815505,1,92d03a69abadac7345a0c5731baaee19e9bd238df8eda31744f37eb0d153ed53,079c52ae125d219a1350cda2,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,21,0.5,natural_answer,natural_model_answer,18,18,0,16,16,13,10,3,3,0,10,6,0,0,2987.335934508592,2987.335934508592,3000.0,0.9957786448361973,1,579edcf54a5ae7a84f709c3dd6d1a048bf883d32381a28861edab008340a01e0,b8b426f07bd7106ff5208969,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,26,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,26,19,7,7,0,19,10,0,0,5669.050675267354,5669.050675267354,,,1,6b6de116cee73736fa209e33b9e35c476b4337637d04f4aa8dc8b6b5fc759398,f53d5f8edd27889866d553e9,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,26,0.0,time_budget_exceeded,forced_model_answer,12,13,1,11,10,10,10,0,0,0,11,0,1,293.7485685572028,3278.6101989727467,3278.6101989727467,3000.0,1.092870066324249,1,ba9169ea3c3ff7ef166d75382275ceaba7eed93e13ed01578fc63ab51100f160,f9b7f3ca382eaf96fb0c3199,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,22,0.0,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,286.70932188630104,3010.2438348717988,3010.2438348717988,3000.0,1.0034146116239329,1,aa5f814959b84514014c84ee3bb793eadf3c3860bd9da7ca668ce442fde98209,973dcb0dbd3a93a2d608d373,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,29,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,895.0041886605322,895.0041886605322,,,0,192f1be18c75e52b3b8a1bd661f126ac8bca9b6eaf6cad85532d708a7dd377eb,8a24aafe09a8cc415aa2defe,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,4,0.6666666666666666,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,309.80160591192544,903.4937958512455,903.4937958512455,900.0,1.003881995390273,0,ffe3e437ca041fd45c84668e5bfeb240386a3198348ae1df9dc9b43646786c01,191c1614db532429c7a9f86a,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,31,0.33333333333333337,natural_answer,natural_model_answer,17,17,0,15,15,15,7,8,8,0,7,8,0,0,2102.6488023344427,2102.6488023344427,,,1,17db59b1fddfe0b0a284f775fe0199e00b4cb7a959a0e89172d58edd1893f065,17cfdf64824b080cbffc3c77,0.33333333333333337,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,16,0.0,time_budget_exceeded,forced_model_answer,26,27,1,25,24,20,10,10,10,0,11,14,1,297.37025789916515,3260.092424862087,3260.092424862087,3000.0,1.086697474954029,1,6139c08755c8ed2522fec90dcb6e38f7d63ec79321313d7a250931d7a1d4ca1e,e8499ec11772a704c6f3e855,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,9,0.8,max_steps_reached,forced_model_answer,30,31,1,29,29,27,23,4,4,0,23,6,0,0,6892.309473436326,6892.309473436326,,,1,61e8174174397537fdb7baa9dce8d1346b6a316c648e1cebabd7a9d48e90f5c6,73f68bbf2b2d4d79d239971a,0.8,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,27,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,298.3917895145714,905.1796278916299,905.1796278916299,900.0,1.005755142101811,1,eb61e045474b779db38707dba3a4f75a67d803394f6eafeb00a2c9885044eccd,23eb64f6ecda858c8f3ab0f4,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,14,1.0,natural_answer,natural_model_answer,11,11,0,9,9,8,8,0,0,0,8,1,0,0,2371.8882069922984,2371.8882069922984,3000.0,0.7906294023307662,1,9a3de5566f7bd60baca0da1ffd123afcb9eaea1ce829cb33fa9f3203e2678147,e0da5e6a3258f82d5dacf072,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,29,0.0,time_budget_exceeded,forced_model_answer,8,9,1,8,7,7,2,5,4,1,3,5,1,285.58005921542645,903.4168932866305,903.4168932866305,900.0,1.003796548096256,0,da281e7f6f87e2890a66e9bd50a18c4f0b66b8f8bbdf1e01730e55f5c94606bb,6e847df44e2cc0a49b076e0f,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,18,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,25,11,14,14,0,11,18,0,0,3295.96072293818,3295.96072293818,,,1,3eba8723025e3a2fd4687d9a3e264a7e9fe6d15feb81e3a9112bb930a3642e71,65235a16d7698ff23b6e63d1,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,1,0.6666666666666666,natural_answer,natural_model_answer,3,3,0,2,2,2,2,0,0,0,2,0,0,0,622.8858568612486,622.8858568612486,3000.0,0.20762861895374954,0,9b09380616eb44f00d146a2445646bd9c145b136acf248bb1e3c0d7e354e84e6,cb44983e47cc6e3a285c3ac7,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,8,0.0,natural_answer,natural_model_answer,30,30,0,28,28,27,26,1,1,0,26,2,0,0,7714.341146051884,7714.341146051884,,,1,d16883aabd93091e6150a0563d8339f44d29e2ca94bc0b2538448305f212d8dd,55a893d7f0dd1b94e8383b51,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,17,0.0,time_budget_exceeded,forced_model_answer,22,23,1,22,21,20,10,10,10,0,11,11,1,311.70360503718257,3261.872883522883,3261.872883522883,3000.0,1.0872909611742942,0,37c9c212972dd6bd2ee6bcf0ddf3c00eabafdf28206238b57c3b245e1046de77,ed831a230a1200c73f5a0f0d,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,2,1.0,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,303.08469105511904,3010.529686845839,3010.529686845839,3000.0,1.0035098956152797,1,8992be7d551638ea44e04e8a9d82c1859bc63a4e0cfc402a884188ce12a1b71b,9b9fd3cdc34bba8d6ea5446c,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,13,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,29,11,18,18,0,11,19,0,0,3276.4184581674635,3276.4184581674635,,,0,f7253e5a1bd99638cce90dabb398e9515a6e42d2c82e8931d2f69e074158c66c,0389363b604c89d0cb66a85a,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,34,0.0,time_budget_exceeded,forced_model_answer,7,8,1,6,5,5,3,2,2,0,4,2,1,319.6465006005019,1218.8267575204372,1218.8267575204372,900.0,1.3542519528004857,1,764b3a4e90bc391bec15a21ee28d82053df6a2fd410ddf7676cc2dbb9d9cb28d,1514096cbc3abeace924b0f3,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,13,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,30,10,20,20,0,10,20,0,0,2983.8591385632753,2983.8591385632753,3000.0,0.9946197128544251,0,7548376c12be8fa61565820bd119853e37ef3d03924bab135b9eccdd0911d5e5,b7d6e57a790e9866b57a3374,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,3,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,309.8532361164689,912.8846680559218,912.8846680559218,900.0,1.0143162978399132,1,160a6fc64db6a3c18ec791c995511b00545ddf647f7e640da8987293d695d164,e5c58170149344b2abb30117,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,6,0.0,time_budget_exceeded,forced_model_answer,12,13,1,11,10,8,3,5,5,0,4,7,1,306.5580705180764,1192.8864286560565,1192.8864286560565,900.0,1.3254293651733962,1,2480c0b04d2b08a0fb4683f23c0bebac92c04b81eac0414ac421aad0fc526491,7a0f822cda571b8fddca0abb,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,1,0.0,time_budget_exceeded,,5,6,1,4,3,3,3,0,0,0,4,0,1,284.98646727763116,1160.284592276439,1160.284592276439,900.0,1.2892051025293767,2,16386cc26a8820eabc681db0a018d7b4598f109407b2820b9af3ecc4cc56734b,f02bfbb67d5ecda7f30a6a78,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,18,0.0,time_budget_exceeded,forced_model_answer,29,30,1,28,27,24,10,14,14,0,11,17,1,310.2634433284402,3307.821058128029,3307.821058128029,3000.0,1.1026070193760098,1,25cceb6fc58604bd8ef582a381af47ebcb83d6a71d1535dbd4191f4c174c905c,cb0bfb9515126d022a94f48c,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,32,0.0,natural_answer,natural_model_answer,17,17,0,16,16,12,7,5,5,0,7,9,0,0,2082.8562062513083,2082.8562062513083,3000.0,0.6942854020837694,0,26601bb1d98d017639817c4953d8026f8665c06497de9fe98c9a75da52f2727d,5c3818c1d3329fd663ce5577,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,12,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,313.25032028369606,1192.76493024081,1192.76493024081,900.0,1.3252943669342332,1,563297ba2fdf00edf8a951e73fc07ce6f208617bf4ab2a948679a1ea716465b2,a031ab1c488df7be70960e15,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,16,0.0,empty_model_response,forced_model_answer,9,10,1,7,7,5,2,3,3,0,2,5,0,0,597.9713687021285,597.9713687021285,,,2,930d9803cae6e97f7ce8cc76f15268b5653321e451605b7f7c44675562a652e5,0dafa7bfede856ed9013b970,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,33,0.0,time_budget_exceeded,forced_model_answer,6,7,1,5,4,4,3,1,1,0,4,1,1,306.9827394839376,1166.0381813161075,1166.0381813161075,900.0,1.2955979792401195,1,09aabd8ec3e6dbefe8bf1818b43bb4f431c6668bb42a8ffd1e566120701d5d67,c247ab5245f0ad15feffca0b,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,32,0.0,time_budget_exceeded,forced_model_answer,9,10,1,8,7,5,3,2,2,0,4,4,1,288.08419313281775,1178.5985882021487,1178.5985882021487,900.0,1.3095539868912762,1,71cc53d6ed6bbb7196fe7271a2bffe522872f26e681929797f0b8131559773bb,f3c304b076040c213f4a8d1c,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,9,0.0,time_budget_exceeded,forced_model_answer,6,7,1,5,4,4,3,1,1,0,4,1,1,304.2070250120014,1160.9120314754546,1160.9120314754546,900.0,1.2899022571949494,1,50bfbb269bb5069681097171caf0ff088b1533ed6984296bf8f36f0e2bd1ae31,c3b622409814b7d1d790ec80,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,7,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,313.5395930893719,1198.0371650215238,1198.0371650215238,900.0,1.331152405579471,1,07cdc1e4dfc0e16bab44b1dc0d88e1bc2b4aca356fc8a1965dfecac3472d4d32,b13e82be75394c5862dbf9fa,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,15,0.0,natural_answer,natural_model_answer,26,26,0,24,24,22,8,14,14,0,8,16,0,0,2393.0763216223568,2393.0763216223568,,,1,50b8a6c54ef9c6193235e37a05543744a4f9ec41c3ec6ba1a81bbbcab5a96d90,975bc895b6ff5aab1403a6aa,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,24,0.0,time_budget_exceeded,forced_model_answer,13,14,1,12,11,11,10,1,1,0,11,1,1,300.0530903413892,3265.8174735028297,3265.8174735028297,3000.0,1.0886058245009431,1,b7bda9d2ac32d74db15df864b793365c7cada9738139e75b1f8c5aaa52660b5b,24f4eb32324a5ad8bb85e5d5,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,36,0.0,time_budget_exceeded,forced_model_answer,13,14,1,13,12,11,3,8,8,0,4,9,1,284.57626547664404,1169.432760886848,1169.432760886848,900.0,1.29936973431872,0,3c183871458b09a2a4db58836d3d0ff6a6e3c77954698df53708931b471c3141,e25eedeb52111be21e3bac27,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,10,0.0,time_budget_exceeded,forced_model_answer,13,14,1,12,11,9,3,6,6,0,4,8,1,292.69550731405616,1187.5462913233787,1187.5462913233787,900.0,1.3194958792481986,1,5c7702011fa03e4979c1293ad0bf05042437a437e7c103d3f7d5e9b7725c3e69,b2fdff20de9fb942403ea461,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,11,0.0,natural_answer,natural_model_answer,8,8,0,7,7,7,4,3,3,0,4,3,0,0,1179.6856113430113,1179.6856113430113,,,0,488b0a4aa99f89ef2b9ad711ff213819969098874b59b1491bd8c9d6fb4acf21,84c3dcb016936dab6855a691,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,22,1.0,natural_answer,natural_model_answer,9,9,0,7,7,7,7,0,0,0,7,0,0,0,2077.353786136955,2077.353786136955,3000.0,0.6924512620456517,1,4c834fdbcc7b2411b00f1d6a01d81a41589651c123747d5db5e4cf3f14997752,07c3a430be32878fa22d815a,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,6,0.0,aborted,forced_model_answer,12,13,1,10,10,10,9,1,1,0,9,1,0,0,2711.464444482699,2711.464444482699,3000.0,0.903821481494233,2,0266418bc801bda15e0e8c1a8a52a9b0c3c3f258ffc56934604ec1e4f8ee9394,a11c1be11e49ce69e9047441,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,13,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,914.3215529154986,914.3215529154986,3000.0,0.30477385097183285,0,01711c3f3cc49f885e88181bf506cdbaabd1b7ad00a6dbb3cdfe9dd70ed84e4c,c39faf358df12999b5d4c430,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,13,0.0,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,291.43569605425,914.3215529154986,914.3215529154986,900.0,1.0159128365727763,0,3d1dd53a90d57ff5553565a26ca7f46e4126b5d6d64390a477c1a47ba33eeb04,223996adb630fe8e877f9303,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,3,0.6666666666666666,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,318.8684290740639,3025.554646104574,3025.554646104574,3000.0,1.0085182153681913,1,ee94f21c951ca3ae985b9ce76695718f33be6c0dfc68d169e853f5505d8feff9,2679957e443ebcbe32064c46,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,15,0.0,time_budget_exceeded,forced_model_answer,10,11,1,10,9,8,3,5,5,0,4,6,1,291.5527031663805,1187.9494638182223,1187.9494638182223,900.0,1.3199438486869137,0,befb0077df24079b72850ecadd89b1d7f6e1ef1dc6097e938557a434dda702bf,fe138cdb16e0596701feb3b0,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,34,0.16666666666666669,natural_answer,natural_model_answer,8,8,0,7,7,7,6,1,1,0,6,1,0,0,1786.7799916490912,1786.7799916490912,,,0,d518ef9c16681ad767a6bfb0ab6b8ab85534303598da51abe45af2825a149e27,9523edd270b585988edb83f8,0.16666666666666669,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,29,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,895.0041886605322,895.0041886605322,900.0,0.9944490985117025,0,37a09ffbdd602e35265bdf86783b3ad94db7eab629116e4ff668695087118e97,5a7b2b0bb739fbeaff678d77,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,10,0.23529411764705882,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,908.8126324303448,908.8126324303448,,,1,754c1c0f413a6c376b661f01baf108a879c783280dac25f5aed462c5c71f8bfd,f25af78558fece9be6a206ef,0.23529411764705882,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,12,1.0,natural_answer,natural_model_answer,12,12,0,10,10,8,7,1,1,0,7,3,0,0,2109.594515254721,2109.594515254721,3000.0,0.7031981717515737,1,a82fd2b99a616b1722ac370d8ef35f60b6bd6c5dca77910b1f368aa1ce5d9036,0afc2d0c276d52fd4d371dd8,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,30,1.0,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,899.8191474098712,899.8191474098712,,,1,cce2a1b0f2e1f9c1b614679da3cdfb186c9f28edab5109e5427001ad21213f30,cb54abb30df84bf65ced6de4,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,31,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,2,1,1,0,3,1,1,306.35741773992777,910.9783494472504,910.9783494472504,900.0,1.0121981660525003,1,6adafc031c06aa90fc0f68ffaa6ba038d940b2be12ab3e37dcb7a917286d748e,85eb06f8489c8b466467fa54,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,12,1.0,natural_answer,natural_model_answer,13,13,0,11,11,10,6,4,4,0,6,5,0,0,1793.0991653818637,1793.0991653818637,,,1,6e286d3d3bf81a2f774cae6b8d33dd9d6d35156a0fc963d52bc95c0033a24fbb,fe5683c93b55ad21a5c6bb23,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,7,1.0,max_steps_reached,forced_model_answer,30,31,1,29,29,27,20,7,7,0,20,9,0,0,5966.238274415955,5966.238274415955,,,1,06a5e3b9b56d87c6d57eec3b4475da46550ab150ea4abd1cbde1f3fab12eb9b4,c9de73d4194a25691875ff55,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,20,0.4,natural_answer,natural_model_answer,20,20,0,18,18,16,10,6,5,1,10,8,0,0,3046.1837805062532,3046.1837805062532,,,1,790f9e55c1016a47c001158dddc65268cd14212f9cf7f550b230fb89b8d2752e,e648890af2c9da8a8ffe38d4,0.4,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,29,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,895.0041886605322,895.0041886605322,3000.0,0.29833472955351076,0,cc7e2b9d1336b2d3fa5fb0449fac8cebf238d3a34c13e62330ac00e8fbdb3451,e8baa1bc0707af9448b98b81,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,14,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,316.73963602632284,916.3138676527888,916.3138676527888,900.0,1.0181265196142097,1,d5a02be7d2a34c7232cb402766ca0ca3c56738e1a1a1dd407ed96d439221798f,d7522e26c16fd5189fb2a35e,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,2,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,294.68730729073286,1179.6856113430113,1179.6856113430113,900.0,1.3107617903811237,0,59f79de59f9eb4d0ebf5722ee1c21d8b57ef1dbd95cb815a16bc0789da955903,6b2f70b62253d91c4cfb0b95,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,8,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,282.02453597448766,1158.7513317260891,1158.7513317260891,900.0,1.2875014796956545,1,e8ea55cc9cc264c81cae8dd96f66ba4a32d6e0426c112f6fe18999534ff7d507,fe009ec9d5cccfc24e89bb4e,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,19,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,27,26,1,1,0,26,3,0,0,7767.733967443928,7767.733967443928,,,1,1810535f7151d766222d602f11e8897e7a85252d524109c1793d940f59b6f7c3,d7eff8b08e8a86736a085190,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,32,0.0,natural_answer,natural_model_answer,12,12,0,11,11,9,9,0,0,0,9,2,0,0,2719.4934620987624,2719.4934620987624,,,0,dc27295fb73db2d1d3f8029f3d54c56343358de708867d45621d963b32dd8546,e062b85caeacc26208c9dd40,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,2,1.0,natural_answer,natural_model_answer,17,17,0,15,15,15,13,2,2,0,13,2,0,0,3882.9157473612577,3882.9157473612577,,,1,b600d94783cb409b63666f76d02ebb5bc7e46bec713c56045fee9ec7e0dd4d75,3d238a4389d02d970067413a,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,28,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,304.4357260502875,903.5925349406898,903.5925349406898,900.0,1.0039917054896554,1,5c70889d21279d5ec7e92b4b4a6509cca4486404fab8ae8f75aeb4161aa3332b,11f7747fc31c358a588d57ed,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,12,0.0,time_budget_exceeded,forced_model_answer,7,8,1,6,5,5,2,3,3,0,3,3,1,315.90347358956933,916.09450513497,916.09450513497,900.0,1.0178827834833,1,088e9699ff6d15a01ef26fe802ff11f5bb4d0f09eb886ef8b1f782360d3809b2,e9faf35b4d7321721ff8fe76,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,22,0.5,natural_answer,natural_model_answer,16,16,0,14,14,13,10,3,3,0,10,4,0,0,3011.1022825352848,3011.1022825352848,,,1,db44c1c7f5907ea328999d6de789fb05945450922cee6fd599a38249fa7a7696,0192d9b70a5790631be610d5,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,13,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,914.3215529154986,914.3215529154986,,,0,7eb22f36e40ca10d3cde919a2279354f60f448859f6823c8002e23f2b20a17c4,9a111d86f2e7ddafdf0d202b,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,33,1.0,natural_answer,natural_model_answer,9,9,0,7,7,7,7,0,0,0,7,0,0,0,2093.412144444883,2093.412144444883,,,1,8bbac7999f95f5c3379e3994cd2437ea634f21f6872c9d8eacaff40bcc47f955,c76a195b0f4e2eb5cbe4008f,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,9,1.0,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,297.02365688048303,3011.358423018828,3011.358423018828,3000.0,1.003786141006276,1,79c6e0e625e2557ff043ad923f2fdb2d23775db01fefce09e95ab442e09331aa,edb6cc06210f429ccde429e3,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,28,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,287.6779109425843,1186.5268124360591,1186.5268124360591,900.0,1.3183631249289545,1,9ef1f073c910acd51c094979d174e834b141bb73b54f2d87124dc57dbfb9aafe,948ff44aaf4a4b52a9477b93,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,19,1.0,natural_answer,natural_model_answer,9,9,0,7,7,7,7,0,0,0,7,0,0,0,2099.9235822819173,2099.9235822819173,,,1,23875736432e11198f73b08777196c7b5f8385708525d145f458f7ffc15c90fc,815b9223d8cc1ff90dad61e0,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,19,0.6666666666666666,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,887.1450058743358,887.1450058743358,900.0,0.9857166731937064,1,c4eb1c67916cee6df7101c64dd2077f2c7a4fa3594bd5dab11124ae3c149496e,05df7ac63c98864ea0b90ab9,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,31,0.5,natural_answer,natural_model_answer,7,7,0,5,5,5,5,0,0,0,5,0,0,0,1510.702954242006,1510.702954242006,,,1,9580b17885ce479cd85f61d432d60d7895e4e8c7ecf20f6ae79495ec0b661f81,ebfd5c925e8c0139eb18b139,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,25,0.18181818181818182,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,310.4403416067362,1204.0282127074897,1204.0282127074897,900.0,1.3378091252305442,1,1c039f5e15b0611bf17f465da72335587e83eb190e570e8f9fade94503da7e61,ee7a45b8e9da0ab8c1572f53,0.18181818181818182,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,15,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,27,20,7,7,0,20,10,0,0,5933.456450216472,5933.456450216472,,,0,e7dc8de8cf05644d22be7430f2f2f8635ace889659ab65b5fdbe9f4189687a6a,308336ccaa1c2b17ef49848d,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,7,0.0,empty_model_response,forced_model_answer,9,10,1,7,7,7,7,0,0,0,7,0,0,0,2077.6159108243883,2077.6159108243883,3000.0,0.6925386369414628,2,6e302c8e67d7524d79d49b74bfe92b197c96aa54859a33955f4cbf1907d47ee7,815d2e0d70c8af2d34e58b43,0.0,False
