model,regime,strategy,cohort_id,question_index,data_source,result_path,result_sha256,bytes,agents,feedback_attempts,feedback_visible,unique_query_attempts,unique_visible_queries,hypothesis_attempts,visible_hypotheses,first_choice_unique_hypotheses,within_agent_repeated_attempts,cross_agent_overlap_queries,unique_verified_correct_queries,unique_verified_correct_nonempty,semantic_redundancy_fraction,correct_visible,incomplete_visible,irrelevant_visible,other_visible,withheld,invalid_payload_attempts,peer_snapshot_count,peer_verified_correct_queries,peer_only_verified_correct_queries,final_matches_peer_only_verified,final_matches_peer_only_verified_nonempty,final_answer_parsed,agents_with_peer_snapshot,agents_with_peer_only_nonempty_final_match,cache_hits,cache_size,graph_pending_claims
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,4,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2a53ccb31c5dbcb2b01b36ad2db68bc848caabee55ca6635bf73a99af87e5251/result/cached/result.json,269d93beb08293944eaa29b36c86c8de0de96905dfabeff713afcd32647d3950,595667,4,10,9,6,5,5,4,1,0,4,3,2,0.4,3,0,6,0,1,0,0,0,0,0,0,4,0,0,1,5,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,5,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_9d20301ae63dd9eced12f28e00a98bdabdb9037ba950a328c212e2ead83fd623/result/cached/result.json,915fd08a7eccecfe5797c9d1e23b3ba35ff4fffa2cb79b0ffa2f48d2997a36cd,353678,4,12,9,6,4,5,3,1,0,6,3,2,0.5,5,0,4,0,3,0,0,0,0,0,0,4,0,0,1,4,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,6,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e414eea67f82f2c236f3d81b2d5878702d80c271ff8bd8d8322258597cb58f3f/result/cached/result.json,c1c3cc74e84912c62f60bdebcbb869b847320d3544fc5f245b114317326068bf,665190,4,9,8,6,5,5,5,1,0,3,2,2,0.33333333333333337,2,1,5,0,1,0,0,0,0,0,0,2,0,0,0,5,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,7,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_ad1a699f2be5cbcd40ce992c62a0c90e1d6f56056f40c70a6f4a44c6975147e6/result/cached/result.json,847fe8b67bac0fee492465f5b7e88802a322822fe53b86c20bece0512085678c,655668,4,10,9,5,5,5,5,1,0,5,1,1,0.5,1,0,8,0,1,0,0,0,0,0,0,3,0,0,0,5,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,8,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_e3fe045e0dbcb1840072cc899879e7a84ff82b5422ca076a50851b97033c9c76/result/cached/result.json,ac3a38718b5601f9ebf344343b592b6cdcfe54bc34819f7763a1256f6ab6c981,904875,4,8,8,5,5,5,5,1,0,3,2,2,0.375,2,1,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,9,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_ad07541d4338b7220b68ef9dfe2e137304f6130f51a3a6aca59fd425eb388466/result/cached/result.json,ae3b3aac2f5c66968720b8932dda744103e1394f3b27bf2b72ce7fc026c001b8,558660,4,10,10,5,5,5,5,1,0,5,1,1,0.5,1,1,8,0,0,0,0,0,0,0,0,4,0,0,1,5,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,10,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_a53403ceb8ca54222b146d8487a24f7d8a57e6e0e935b2e634c481d1c0ece58d/result/cached/result.json,d04d44833c2139ecaff42098deac91d345faa9e2b0f9f6fa3f5ac0aae9d44a94,596806,4,9,8,5,4,3,3,1,0,4,1,1,0.4444444444444444,1,0,7,0,1,0,0,0,0,0,0,4,0,0,0,4,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,11,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_99d02b0af70efdf7baaedcb929f8d4f918ccf298c5c9fadb2d62cb8fa6929804/result/cached/result.json,2205004fbcd603637bd93b2295f45c7839fb141ac073fa7ae2a55d713409f153,707861,4,9,9,5,5,4,4,1,0,4,0,0,0.4444444444444444,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,5,0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,12,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_ea1c9392eb275463a5b68361f1b8a7b12b6acd92744d70a371e28cfd7f013255/result/cached/result.json,520b61a521f3e8a4cb9fe2ed669513061b0e623a6cba3874eafe303aadc3dbaa,469921,4,9,8,6,5,5,4,1,0,3,2,1,0.33333333333333337,2,0,6,0,1,0,0,0,0,0,0,4,0,0,0,5,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,0,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_f64ef7513efae6642acb7d952c4bc0f40fc86f25f95f07d84df1b2179d35421d/result/naive/result.json,05fdb7e097f79ec8a99395f28adf5e2718f731a97172f40d26ed24b89388448a,611516,4,9,8,5,4,3,3,1,0,4,1,1,0.4444444444444444,1,2,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,1,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0734bd071b8db42cb967ad33ee64091046c9b1708c8aed2908b0fc5c7ea7c37e/result/naive/result.json,1f84a0aea1e3a3a3acc3d7a3c03a0fe63cbf12d304366c475536e124b9f3ac6c,910852,4,10,10,4,4,3,3,1,0,6,2,2,0.6,5,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,2,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e248124cc903f1c8e4f43ce4c2be8cbef3ec0d12805a8e30a5d31196d07f934d/result/naive/result.json,50ca465fbaa3420eb570b46ce9013e488dbd409354f44405d1851f9487ae31a3,367375,4,12,10,6,4,5,3,1,0,6,2,1,0.5,2,0,8,0,2,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,3,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_f1224314d3cf6edbd4d7ea9b62f328bacb0f9e2f1c09887ab8daf415ab3f97f6/result/naive/result.json,8db42339759254b22dbdac9cbf68aaf5be2e7473140d8d98a7d26cce9af77cdc,612708,4,11,11,7,7,6,6,1,0,4,3,3,0.36363636363636365,4,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,4,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_47a7fe1f82728ce5c6cb22c1d2577373f4041118d845173152399e5ae6d91180/result/naive/result.json,e4e585d6ad644d1960b7d2830a47e11bd28f43c15b0205bffc55a2f7f6015f45,664036,4,10,10,7,7,6,6,1,0,3,4,4,0.30000000000000004,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,5,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d24fa2037bd10ce663c04427429c52c49b16f735c3e7bdf5210e7199510368a9/result/naive/result.json,c99e636ab2b879c283feb2027ae89ef1a47f7b6b36830b9c45025c224e4118f1,544453,4,9,8,3,3,3,3,1,0,6,2,2,0.6666666666666667,4,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,6,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_7f01ea0fed4f393b1b0d416194ce7a19f5af5ba4a27356c6c430c88f3e53dad5/result/naive/result.json,75e676825be7ae563cb312ed784af77ee91c25757795fc6840814440da9542aa,653180,4,9,8,4,3,3,3,1,0,5,1,1,0.5555555555555556,3,0,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,7,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d4f33fae7cbe14c09904359f51b54b4797e9aba25013918d6bc51e87dad76778/result/naive/result.json,7e0d20b76685276ab0ef044f746ff0ec3461faca4b6d8957243ae09edeb3f89b,583446,4,10,9,5,4,4,3,1,0,5,2,1,0.5,3,0,6,0,1,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,8,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_79e8d80c717e31a4cf94bc97e994281c507334abb81fd4ca8f6c0f69761ba1b4/result/naive/result.json,58d9467324e2f7269aac5ad0d38d6ebd373aac4d6aae0ddb12e087cc67385bb6,562172,4,9,8,5,4,5,4,1,0,4,1,1,0.4444444444444444,1,0,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,9,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_cda9209ff57debce315496ba4bcc5872f4b1c997fc5d368ef3106b9dbaf0ef97/result/naive/result.json,6136bb291e60608efa406ab9f3670f735392c094d7a90a2cc1520d3219ad9497,577976,4,11,11,7,7,6,6,1,0,4,3,3,0.36363636363636365,4,1,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,10,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_613fc5d58bb5a8ae002324af1fc919ea694a1a96b292c835bf1a7a2a7a147636/result/naive/result.json,192137102e519bd6e866a8092d53ca9cddb665647421b601edea62611216ade3,898447,4,8,8,5,5,5,5,1,0,3,2,2,0.375,2,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,11,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3d153235b70cfebb07dfcb8597d92042a397b6a249bd468ffca0f7543e8b9737/result/naive/result.json,addc7be6258dd857714297cd8acde0686a4514586794014666479be624077b79,701458,4,10,10,6,6,5,5,1,0,4,3,2,0.4,4,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,12,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_304708d5e7b3059ca0989ac70e438f3cf095318472e07bd47d76415771907aaa/result/naive/result.json,f05b37f4b3c5a709d903f13e44db5d551f5886e73e69a690f3f4661389f2c291,635661,4,8,8,4,4,3,3,1,0,4,2,1,0.5,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,0,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_364938c040558b01b3d88b1fbb9e11afdbe426113896cc2ebfb190d6ad1404d6/result/poolact/result.json,74789de17f02f7c09411cb1233d8d1f72fbf4133850ea1f7fa51fb9bdae94f3c,618801,4,9,8,4,4,4,4,1,0,5,2,2,0.5555555555555556,2,2,4,0,1,0,8,3,3,3,3,4,4,3,0,4,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,1,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_ebba8aea888de5bead2f33624ea0efe91ee4e23e552fdcc3d66b2eb062b80bd1/result/poolact/result.json,590e6cf6393c9b21a62b2a511cc9c499b0d1cd18b00cf2d1f60bf5a23142c44d,762921,4,10,10,7,7,5,5,1,0,3,4,4,0.30000000000000004,4,2,4,0,0,0,10,11,11,11,11,4,4,4,0,7,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,2,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0f0b49d2416cfacc96317ab13086de48f79bcbfddf2d18f964d2016cba4c354d/result/poolact/result.json,d630bb4e188cc6ea603425dd3fd8df9f771bf13ca556147074528d9a9abc8efb,349659,4,12,9,9,6,9,6,1,0,3,3,3,0.25,3,0,6,0,3,0,9,5,5,5,5,4,4,4,0,6,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,3,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_43b184bdb3e506665ea9facdbd81324594ce80266b85c0ae4ef5e4c875e4673d/result/poolact/result.json,3563070dc8843d99880a5a0ce0ac7378a6e878b5d9ae3a484d53c7bc879aff82,697739,4,11,11,5,5,4,4,1,0,6,2,2,0.5454545454545454,3,2,6,0,0,0,10,4,3,3,3,4,4,3,0,5,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,4,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1d62ff028dcfeeaaa99a3214dff24056ef5569bcaf909131d0be516cc61a846b/result/poolact/result.json,f2c4ba4d870e9b6ea9ac78ad3e8c014f8bea403e01fd163b2dfd0150ceb4010a,571203,4,12,10,8,7,7,7,1,0,4,4,4,0.33333333333333337,4,0,6,0,2,0,9,5,5,5,5,4,4,4,0,7,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,5,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_08e5df319b155e5607252a555bdb0836dd758aade3fd619751447a57ce8ce91e/result/poolact/result.json,2749858559fe7d963c9b9ea312382ea414b2c8cd5fe96cc4928f0e3a11a78c1c,434217,4,10,8,5,4,5,4,1,0,5,2,2,0.5,3,0,5,0,2,0,8,2,1,1,1,4,4,1,0,4,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,6,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_37ad42f22663caf051ed31b3c8f71373199b78639a6fe997b905f20d2a9f1b88/result/poolact/result.json,a1d3ece5e7bed583968d8a13ab308aa1332a0177fb361c1594234bab3ae12444,551495,4,10,9,5,4,5,4,1,0,5,3,3,0.5,5,0,4,0,1,0,9,6,3,3,3,4,4,3,0,4,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,7,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_fb621d6d95886200807b505f00153e4314ba565087e731f7801c8b01e955e60d/result/poolact/result.json,41b9e148fc8ca60f86f63b73502e6d0a29223e21c2f90b5f0facab3d5383494e,467245,4,11,8,6,4,5,3,1,0,5,2,1,0.4545454545454546,3,0,5,0,3,0,8,4,2,2,0,4,4,0,0,4,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,8,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_971d7c704343413533f97be5f49a6faf84c43d99441e3733c6013c1f8430cca2/result/poolact/result.json,9c41e321f4bd4038b343031db5d612930a48806cefcbdecb67c67f45aa87ef70,414536,4,11,8,6,4,6,4,1,0,5,1,1,0.4545454545454546,1,0,7,0,3,0,8,2,2,2,2,4,4,2,0,4,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,9,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_01aa9a1677c8773fbf1bf551650f371e7dec9b1d66290551a9cbecd846648a1f/result/poolact/result.json,0b28dbdb675a0b5354fdc79f4330bdb14c983a1955a90fd04fa072541b2ae412,437923,4,12,10,8,6,6,5,1,0,4,2,1,0.33333333333333337,2,1,7,0,2,0,10,6,6,6,3,4,4,3,0,6,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,10,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e1ada20d00e5c6a3f95a337f297e96eb3dbd85c11903a21259854fb0fe34bf36/result/poolact/result.json,ce8d084b74d1a065b28cd6d7a0cda458e2e2e06e6b93602e01d1aac54e33674a,709318,4,10,9,6,5,5,4,1,0,4,2,1,0.4,2,0,7,0,1,0,8,2,2,2,2,4,4,2,0,5,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,11,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6dc8a74afd9439aedd44f0ff2eefca0f33938b839e13fa2ca32e2ed6df611dac/result/poolact/result.json,e2c26ce87a5794a20823382d6a5ac600ed40ce1c3ed80dc0fbea866affbc651a,583462,4,12,12,8,8,6,6,1,0,4,2,1,0.33333333333333337,2,2,8,0,0,0,12,4,4,4,3,4,4,3,0,8,0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,12,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_26a1d144bf2a40477f931f91e3c2f4d959717cf9034a33da3b855fcf24f3833a/result/poolact/result.json,b157d7c0f7e1ce0cb46422ba0c7f74c2005672bc3b85282ed79357a5a7c0e7c0,416445,4,11,9,8,6,4,4,1,0,3,1,0,0.2727272727272727,1,1,7,0,2,0,9,2,2,2,0,4,4,0,0,6,0
glm-5.3,cost_moderate,cached,glm_original,0,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_moderate/cached/cached/result.json,770c9ff8a8e93d5aeb4a9d242175316ac6816e5e1836a6820f422eef82c64c8a,2072488,4,44,43,28,27,11,11,1,0,16,6,5,0.36363636363636365,7,7,29,0,1,0,0,0,0,0,0,2,0,0,6,27,0
glm-5.3,cost_moderate,cached,glm_original,1,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_moderate/cached/cached/result.json,1297f97b2f3dfa590023adf5c068eeeadececfaed31759eed199a6c6247f26a2,1059419,4,43,41,20,19,11,11,1,0,23,10,9,0.5348837209302326,23,7,11,0,2,0,0,0,0,0,0,3,0,0,4,19,0
glm-5.3,cost_moderate,cached,glm_original,2,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index2-doc4/cost_moderate/cached/cached/result.json,f8024154ecc734d3fd852391cb421308d92f43d7b65768c2600bc0ce8fda6e75,2004301,4,51,51,19,19,14,14,1,0,32,7,6,0.6274509803921569,20,0,31,0,0,0,0,0,0,0,0,3,0,0,16,19,0
glm-5.3,cost_moderate,cached,glm_original,3,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_moderate/cached/cached/result.json,cdc8f0b450f9719e4bdd92acf7a832bd63887212c51a2f75b11c930b547171fb,1740336,4,71,71,25,25,13,13,1,0,46,10,5,0.647887323943662,29,6,36,0,0,0,0,0,0,0,0,3,0,0,32,25,0
glm-5.3,cost_moderate,cached,glm_original,4,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_moderate/cached/cached/result.json,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,1342401,4,56,55,24,23,14,14,1,0,32,10,8,0.5714285714285714,25,5,25,0,1,0,0,0,0,0,0,2,0,0,16,23,0
glm-5.3,cost_moderate,cached,glm_original,5,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_moderate/cached/cached/result.json,e1dda0c6235203195effd3df68d562c244b34b6cd62a1126d18a295ba6865c5b,1622701,4,52,52,18,18,10,10,1,0,34,5,4,0.6538461538461539,14,4,33,1,0,0,0,0,0,0,0,4,0,0,19,17,0
glm-5.3,cost_moderate,cached,glm_original,6,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_moderate/cached/cached/result.json,dcc38a50cbf0ddfcc0c929290a6925b5090b3354f9c1a5e2b3b258b2de802262,1392841,4,46,44,22,21,14,14,1,0,24,10,6,0.5217391304347826,21,5,18,0,2,0,0,0,0,0,0,4,0,0,6,21,0
glm-5.3,cost_moderate,cached,glm_original,7,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index7-doc18/cost_moderate/cached/cached/result.json,47cea51de45e996ec9030bb3efa51ed2b75a3d8be75874b73b9cd60fa2ab55a8,1407795,4,45,44,15,15,11,11,1,0,30,4,4,0.6666666666666667,13,8,23,0,1,0,0,0,0,0,0,4,0,0,9,15,0
glm-5.3,cost_moderate,cached,glm_original,8,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_moderate/cached/cached/result.json,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,1520039,4,36,36,25,25,12,12,1,0,11,8,6,0.3055555555555556,11,10,15,0,0,0,0,0,0,0,0,3,0,0,6,25,0
glm-5.3,cost_moderate,cached,glm_original,9,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_moderate/cached/cached/result.json,9698f7f70ea3bbb2ac710e2b28043c37c8a0f244cd0c8fc73b0dbc554c8964dd,1288212,4,52,51,22,21,13,12,1,0,30,9,9,0.5769230769230769,22,8,21,0,1,0,0,0,0,0,0,3,0,0,14,21,0
glm-5.3,cost_moderate,cached,glm_original,10,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_moderate/cached/cached/result.json,3787316cae18f90577cabefc94d52b678db7d735f814ccd2a20652cf6d021c40,2004672,4,35,32,23,20,9,9,1,0,12,5,2,0.34285714285714286,6,6,20,0,3,0,0,0,0,0,0,4,0,0,1,21,0
glm-5.3,cost_moderate,cached,glm_original,11,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index11-doc24/cost_moderate/cached/cached/result.json,d9d09d167d610a688a61004798ddd148294e176fa414bc9dda65b2d74f11ff2a,1752955,4,41,40,19,19,9,9,1,0,22,6,3,0.5365853658536586,11,7,22,0,1,0,0,0,0,0,0,4,0,0,5,19,0
glm-5.3,cost_moderate,cached,glm_original,12,phantom_seed1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index12-doc25/cost_moderate/cached/cached/result.json,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,1877385,4,40,39,22,21,12,11,1,0,18,4,4,0.44999999999999996,6,5,28,0,1,0,0,0,0,0,0,3,0,0,11,21,0
