model,regime,strategy,question_index,agent_id,feedback_attempts,feedback_visible,withheld,unique_query_attempts,unique_visible_queries,hypothesis_attempts,visible_hypotheses,invalid_payload_attempts,own_verified_correct_queries,peer_snapshot_count,peer_verified_correct_queries,peer_only_verified_correct_queries,final_matches_peer_only_verified,final_matches_peer_only_verified_nonempty,final_answer_parsed,final_answer_hypotheses,evidence_acc,label_acc,termination_reason,result_path
gemini-3.8-flash-medium,cost_moderate,cached,8,1,10,10,0,10,10,9,9,0,8,0,0,0,0,0,1,17,0.8823529411764706,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_4dfc7c8424575f1047bf64311b8935a316403a6ed69dbc38edd619c6099b3c57/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,8,2,10,10,0,10,10,8,8,0,7,0,0,0,0,0,1,17,0.7647058823529411,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_4dfc7c8424575f1047bf64311b8935a316403a6ed69dbc38edd619c6099b3c57/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,8,3,13,13,0,13,13,8,8,0,8,0,0,0,0,0,1,17,0.9411764705882353,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_4dfc7c8424575f1047bf64311b8935a316403a6ed69dbc38edd619c6099b3c57/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,9,0,12,12,0,12,12,9,9,0,9,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6d9826874a311f761316d8298f47c3bf99213b470f9a9afef046d5b3baeb48f2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,9,1,11,11,0,11,11,7,7,0,7,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6d9826874a311f761316d8298f47c3bf99213b470f9a9afef046d5b3baeb48f2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,9,2,9,9,0,9,9,5,5,0,4,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6d9826874a311f761316d8298f47c3bf99213b470f9a9afef046d5b3baeb48f2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,9,3,14,14,0,14,14,12,12,0,10,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6d9826874a311f761316d8298f47c3bf99213b470f9a9afef046d5b3baeb48f2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,10,0,10,9,1,10,9,6,6,0,3,0,0,0,0,0,1,17,0.47058823529411764,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b0855a1b738d8e948b5241d369cca07c41a369ee6d5372fd54b614f460db3298/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,10,1,12,12,0,12,12,7,7,0,6,0,0,0,0,0,0,0,0.6470588235294118,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b0855a1b738d8e948b5241d369cca07c41a369ee6d5372fd54b614f460db3298/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,10,2,14,13,1,14,13,5,5,0,4,0,0,0,0,0,1,17,0.47058823529411764,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b0855a1b738d8e948b5241d369cca07c41a369ee6d5372fd54b614f460db3298/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,10,3,10,10,0,10,10,4,4,0,2,0,0,0,0,0,1,17,0.47058823529411764,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b0855a1b738d8e948b5241d369cca07c41a369ee6d5372fd54b614f460db3298/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,11,0,11,11,0,11,11,8,8,0,6,0,0,0,0,0,0,0,0.7058823529411765,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3216db1e5864f0ab9df560c5e2a49b7d14959859372049d4eddf206a92e5bd6f/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,11,1,13,13,0,13,13,8,8,0,8,0,0,0,0,0,1,17,0.8235294117647058,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3216db1e5864f0ab9df560c5e2a49b7d14959859372049d4eddf206a92e5bd6f/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,11,2,15,15,0,15,15,9,9,0,9,0,0,0,0,0,1,17,0.8235294117647058,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3216db1e5864f0ab9df560c5e2a49b7d14959859372049d4eddf206a92e5bd6f/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,11,3,13,12,1,13,12,9,8,0,7,0,0,0,0,0,1,17,0.7058823529411765,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3216db1e5864f0ab9df560c5e2a49b7d14959859372049d4eddf206a92e5bd6f/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,12,0,17,16,1,17,16,13,12,0,11,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_632bab09c6aff2c6f412b713d4ca5090e2ee5c6b733e59aa3726575a91ad51c2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,12,1,10,10,0,10,10,7,7,0,7,0,0,0,0,0,1,17,0.8235294117647058,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_632bab09c6aff2c6f412b713d4ca5090e2ee5c6b733e59aa3726575a91ad51c2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,12,2,10,10,0,10,10,7,7,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_632bab09c6aff2c6f412b713d4ca5090e2ee5c6b733e59aa3726575a91ad51c2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,cached,12,3,14,13,1,14,13,11,10,0,10,0,0,0,0,0,1,17,0.7647058823529411,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_632bab09c6aff2c6f412b713d4ca5090e2ee5c6b733e59aa3726575a91ad51c2/result/cached/result.json
gemini-3.8-flash-medium,cost_moderate,naive,0,0,9,9,0,9,9,4,4,0,3,0,0,0,0,0,0,0,0.6470588235294118,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_893dd2c3ce4ce26586f04c2d6b7b5700a3585c82c814b13523bb950f07ac9373/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,0,1,9,9,0,9,9,4,4,0,2,0,0,0,0,0,1,17,0.6470588235294118,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_893dd2c3ce4ce26586f04c2d6b7b5700a3585c82c814b13523bb950f07ac9373/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,0,2,9,9,0,9,9,3,3,0,3,0,0,0,0,0,1,17,0.6470588235294118,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_893dd2c3ce4ce26586f04c2d6b7b5700a3585c82c814b13523bb950f07ac9373/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,0,3,10,10,0,10,10,7,7,0,5,0,0,0,0,0,1,17,0.5294117647058824,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_893dd2c3ce4ce26586f04c2d6b7b5700a3585c82c814b13523bb950f07ac9373/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,1,0,10,10,0,10,10,7,7,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3d36416d426136b3d908ee4a7d99dc240eaf869ab64a5ef937b1b32171292057/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,1,1,10,10,0,10,10,7,7,0,7,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3d36416d426136b3d908ee4a7d99dc240eaf869ab64a5ef937b1b32171292057/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,1,2,9,9,0,9,9,6,6,0,6,0,0,0,0,0,1,17,0.8235294117647058,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3d36416d426136b3d908ee4a7d99dc240eaf869ab64a5ef937b1b32171292057/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,1,3,10,10,0,10,10,7,7,0,6,0,0,0,0,0,1,17,0.7647058823529411,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3d36416d426136b3d908ee4a7d99dc240eaf869ab64a5ef937b1b32171292057/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,2,0,10,9,1,10,9,10,9,0,5,0,0,0,0,0,1,17,1.0,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2d9036e94e9d559f52a01a880c45ce1c2ce2df8b3d4f6d8807cb98e44cd121dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,2,1,9,9,0,9,9,7,7,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2d9036e94e9d559f52a01a880c45ce1c2ce2df8b3d4f6d8807cb98e44cd121dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,2,2,9,9,0,9,9,6,6,0,6,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2d9036e94e9d559f52a01a880c45ce1c2ce2df8b3d4f6d8807cb98e44cd121dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,2,3,9,9,0,9,9,6,6,0,6,0,0,0,0,0,1,17,0.8235294117647058,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2d9036e94e9d559f52a01a880c45ce1c2ce2df8b3d4f6d8807cb98e44cd121dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,3,0,10,10,0,10,10,6,6,0,5,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_74be49aa55bc91b681f0ec667baa273b07362daf0820afe85f0c3ba2dbea172a/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,3,1,10,10,0,10,10,5,5,0,5,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_74be49aa55bc91b681f0ec667baa273b07362daf0820afe85f0c3ba2dbea172a/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,3,2,10,10,0,10,10,8,8,0,6,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_74be49aa55bc91b681f0ec667baa273b07362daf0820afe85f0c3ba2dbea172a/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,3,3,10,10,0,10,10,6,6,0,5,0,0,0,0,0,0,0,0.9411764705882353,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_74be49aa55bc91b681f0ec667baa273b07362daf0820afe85f0c3ba2dbea172a/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,4,0,9,9,0,9,9,6,6,0,5,0,0,0,0,0,1,17,0.8235294117647058,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_bf9bfa8ba83ea3e6f3aef4f2d9d2faa19b1086210e7c83c78c42c983f05546fb/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,4,1,9,9,0,9,9,6,6,0,5,0,0,0,0,0,1,17,0.8823529411764706,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_bf9bfa8ba83ea3e6f3aef4f2d9d2faa19b1086210e7c83c78c42c983f05546fb/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,4,2,10,9,1,10,9,8,7,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_bf9bfa8ba83ea3e6f3aef4f2d9d2faa19b1086210e7c83c78c42c983f05546fb/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,4,3,10,10,0,10,10,8,8,0,5,0,0,0,0,0,1,17,0.8823529411764706,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_bf9bfa8ba83ea3e6f3aef4f2d9d2faa19b1086210e7c83c78c42c983f05546fb/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,5,0,9,9,0,9,9,7,7,0,4,0,0,0,0,0,0,0,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_68038f95187f0f86ba205937aa242745e31484fafb033d8888eb56ff5d363eae/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,5,1,10,10,0,10,10,8,8,0,7,0,0,0,0,0,1,17,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_68038f95187f0f86ba205937aa242745e31484fafb033d8888eb56ff5d363eae/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,5,2,9,9,0,9,9,7,7,0,4,0,0,0,0,0,0,0,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_68038f95187f0f86ba205937aa242745e31484fafb033d8888eb56ff5d363eae/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,5,3,10,10,0,10,10,7,7,0,5,0,0,0,0,0,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_68038f95187f0f86ba205937aa242745e31484fafb033d8888eb56ff5d363eae/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,6,0,10,10,0,10,10,8,8,0,7,0,0,0,0,0,0,0,0.9411764705882353,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_33177b12b4b95a039eafff7d11f3024123c4ad3b9a0525fedb3edabb026c47a8/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,6,1,10,10,0,10,10,9,9,0,8,0,0,0,0,0,1,17,0.8823529411764706,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_33177b12b4b95a039eafff7d11f3024123c4ad3b9a0525fedb3edabb026c47a8/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,6,2,10,10,0,10,10,8,8,0,6,0,0,0,0,0,0,0,0.7647058823529411,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_33177b12b4b95a039eafff7d11f3024123c4ad3b9a0525fedb3edabb026c47a8/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,6,3,9,9,0,9,9,9,9,0,8,0,0,0,0,0,1,17,0.8823529411764706,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_33177b12b4b95a039eafff7d11f3024123c4ad3b9a0525fedb3edabb026c47a8/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,7,0,10,9,1,10,9,7,6,0,6,0,0,0,0,0,1,17,0.8235294117647058,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_220ee4a1c44a4c4c02fd8be6f8d3a9bd9fbba695bea285d07392f51ab351aa87/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,7,1,10,9,1,10,9,7,6,0,3,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_220ee4a1c44a4c4c02fd8be6f8d3a9bd9fbba695bea285d07392f51ab351aa87/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,7,2,10,9,1,10,9,6,6,0,4,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_220ee4a1c44a4c4c02fd8be6f8d3a9bd9fbba695bea285d07392f51ab351aa87/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,7,3,10,9,1,10,9,7,7,0,5,0,0,0,0,0,1,17,0.8823529411764706,1.0,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_220ee4a1c44a4c4c02fd8be6f8d3a9bd9fbba695bea285d07392f51ab351aa87/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,8,0,10,10,0,10,10,8,8,0,7,0,0,0,0,0,1,17,0.8235294117647058,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6b97d7ba2e0abb803d6a34022f15992f634c8367cdfd92ad2931b171a13aaad6/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,8,1,9,9,0,9,9,7,7,0,6,0,0,0,0,0,0,0,0.8235294117647058,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6b97d7ba2e0abb803d6a34022f15992f634c8367cdfd92ad2931b171a13aaad6/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,8,2,9,9,0,9,9,7,7,0,7,0,0,0,0,0,1,17,0.8235294117647058,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6b97d7ba2e0abb803d6a34022f15992f634c8367cdfd92ad2931b171a13aaad6/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,8,3,9,9,0,9,9,6,6,0,6,0,0,0,0,0,1,17,0.8235294117647058,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6b97d7ba2e0abb803d6a34022f15992f634c8367cdfd92ad2931b171a13aaad6/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,9,0,10,9,1,10,9,8,7,0,6,0,0,0,0,0,1,17,0.8235294117647058,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_248c541f8c4c348f4a1cafd807e48cd83f1e1f193c5993a1b5ee0d825be764dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,9,1,10,10,0,10,10,7,7,0,7,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_248c541f8c4c348f4a1cafd807e48cd83f1e1f193c5993a1b5ee0d825be764dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,9,2,10,10,0,10,10,9,9,0,8,0,0,0,0,0,1,17,0.8235294117647058,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_248c541f8c4c348f4a1cafd807e48cd83f1e1f193c5993a1b5ee0d825be764dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,9,3,10,9,1,10,9,8,7,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_248c541f8c4c348f4a1cafd807e48cd83f1e1f193c5993a1b5ee0d825be764dc/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,10,0,9,9,0,9,9,4,4,0,3,0,0,0,0,0,1,17,0.35294117647058826,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d27db35f77326c0df7906d063ca3fb480c1ea3b3a640dc9e549f3b465333ecd7/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,10,1,9,9,0,9,9,7,7,0,5,0,0,0,0,0,1,17,0.6470588235294118,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d27db35f77326c0df7906d063ca3fb480c1ea3b3a640dc9e549f3b465333ecd7/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,10,2,9,9,0,9,9,4,4,0,3,0,0,0,0,0,0,0,0.47058823529411764,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d27db35f77326c0df7906d063ca3fb480c1ea3b3a640dc9e549f3b465333ecd7/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,10,3,9,9,0,9,9,5,5,0,2,0,0,0,0,0,1,17,0.4117647058823529,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d27db35f77326c0df7906d063ca3fb480c1ea3b3a640dc9e549f3b465333ecd7/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,11,0,10,10,0,10,10,6,6,0,6,0,0,0,0,0,1,17,0.6470588235294118,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_8cc2913a3734b53cbff1eb371dac23118e7cdc6c83ad46d881729035fdc7d37a/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,11,1,10,9,1,10,9,5,5,0,3,0,0,0,0,0,1,17,0.5882352941176471,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_8cc2913a3734b53cbff1eb371dac23118e7cdc6c83ad46d881729035fdc7d37a/result/naive/result.json
gemini-3.8-flash-medium,cost_moderate,naive,11,2,9,9,0,9,9,5,5,0,4,0,0,0,0,0,1,17,0.7647058823529411,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_8cc2913a3734b53cbff1eb371dac23118e7cdc6c83ad46d881729035fdc7d37a/result/naive/result.json
