table,group,metric,old,new,delta,changed
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",first_best_fraction_mean,0.7222271765075083,0.7222271765075083,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",first_best_fraction_median,0.8,0.8,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",model_final_present_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",model_final_present_n,51,51,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",n,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",natural_n,40,40,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",natural_stop_budget_fraction_mean,0.8644360943404275,0.8644360943404275,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",natural_stop_budget_fraction_median,0.9384027307663099,0.9384027307663099,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",nonfallback_terminal_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",nonfallback_terminal_scored_fraction,0.9444444444444444,0.9444444444444444,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",nonfallback_terminal_scored_n,51,51,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observations_after_first_best_mean,2.9622641509433962,2.9622641509433962,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observations_after_first_best_median,2,2,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first3_denom,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first3_n,14,14,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first5_denom,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first5_n,25,25,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observed_best_reached_in_first_half_denom,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",observed_best_reached_in_first_half_n,14,14,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",other_n,4,4,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",repeated_delivered_evaluations_mean,0.018518518518518517,0.018518518518518517,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",repeated_delivered_evaluations_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",repeated_delivered_total,1,1,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",score_complete_fraction,1.0,1.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",score_complete_n,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",score_source_counts,"{""best_evaluated_fallback"": 3, ""matching_tool_call"": 50, ""offline_final_answer"": 1}","{""best_evaluated_fallback"": 3, ""matching_tool_call"": 50, ""offline_final_answer"": 1}",,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",strict_record_improvements_mean,3.1481481481481484,3.1481481481481484,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",strict_record_improvements_median,3.0,3.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",submitted_json_object_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",submitted_json_object_scored_fraction,0.9259259259259259,0.9259259259259259,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",submitted_json_object_scored_n,50,50,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",unique_delivered_configs_mean,10,10,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",unique_delivered_configs_median,9.0,9.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",unique_delivered_configs_total,540,540,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",visible_error_results_mean,0.1111111111111111,0.1111111111111111,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",visible_error_results_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",visible_error_results_total,6,6,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",visible_results_mean,10.12962962962963,10.12962962962963,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",visible_results_median,9.5,9.5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",visible_results_total,547,547,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",withheld_evaluations_mean,0.18518518518518517,0.18518518518518517,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",withheld_evaluations_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_moderate""}",withheld_evaluations_total,10,10,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",agent_steps_mean,4.685185185185185,4.685185185185185,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",agent_steps_median,4.0,4.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",all_attempted_cost_seconds_mean,26868.376791494866,26868.376791494866,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",all_attempted_cost_seconds_median,29156.889221191406,29156.889221191406,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",all_visible_cost_seconds_mean,22329.138951054327,22329.138951054327,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",all_visible_cost_seconds_median,26571.0302734375,26571.0302734375,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",attempted_evaluations_mean,3.814814814814815,3.814814814814815,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",attempted_evaluations_median,3.0,3.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",attempted_evaluations_total,206,206,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",best_performance_gain_after_first3_mean,0.0063139490592173985,0.0063139490592173985,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",best_performance_gain_after_first3_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",best_performance_gain_after_first5_mean,0.0018035268936401766,0.0018035268936401766,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",best_performance_gain_after_first5_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",budget_n,24,24,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",cap_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",delivered_budget_fraction_mean,0.8514620511199409,0.8514620511199409,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",delivered_budget_fraction_median,0.917245416385684,0.917245416385684,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",delivered_evaluations_mean,3.314814814814815,3.314814814814815,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",delivered_evaluations_median,3.0,3.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",delivered_total,179,179,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",fallback_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",fallback_scored_n,2,2,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",final_above_observed_best_denom,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",final_above_observed_best_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",final_below_observed_best_denom,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",final_below_observed_best_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",final_json_object_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",final_json_object_n,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",first_best_fraction_mean,0.7901251526251526,0.7901251526251526,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",first_best_fraction_median,1.0,1.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",model_final_present_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",model_final_present_n,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",n,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",natural_n,26,26,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",natural_stop_budget_fraction_mean,0.9218709291616263,0.9218709291616263,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",natural_stop_budget_fraction_median,0.9354476037720929,0.9354476037720929,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",nonfallback_terminal_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",nonfallback_terminal_scored_fraction,0.9629629629629629,0.9629629629629629,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",nonfallback_terminal_scored_n,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observations_after_first_best_mean,0.8653846153846154,0.8653846153846154,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observations_after_first_best_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observed_best_reached_by_first3_denom,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observed_best_reached_by_first3_n,38,38,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observed_best_reached_by_first5_denom,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observed_best_reached_by_first5_n,48,48,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observed_best_reached_in_first_half_denom,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",observed_best_reached_in_first_half_n,28,28,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",other_n,4,4,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",repeated_delivered_evaluations_mean,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",repeated_delivered_evaluations_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",repeated_delivered_total,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",score_complete_fraction,1.0,1.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",score_complete_n,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",score_source_counts,"{""best_evaluated_fallback"": 2, ""matching_tool_call"": 50, ""offline_final_answer"": 2}","{""best_evaluated_fallback"": 2, ""matching_tool_call"": 50, ""offline_final_answer"": 2}",,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",strict_record_improvements_mean,1.1111111111111112,1.1111111111111112,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",strict_record_improvements_median,1.0,1.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",submitted_json_object_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",submitted_json_object_scored_fraction,0.9629629629629629,0.9629629629629629,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",submitted_json_object_scored_n,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",unique_delivered_configs_mean,3.314814814814815,3.314814814814815,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",unique_delivered_configs_median,3.0,3.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",unique_delivered_configs_total,179,179,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",visible_error_results_mean,0.05555555555555555,0.05555555555555555,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",visible_error_results_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",visible_error_results_total,3,3,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",visible_results_mean,3.3703703703703702,3.3703703703703702,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",visible_results_median,3.0,3.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",visible_results_total,182,182,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",withheld_evaluations_mean,0.4444444444444444,0.4444444444444444,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",withheld_evaluations_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench101"", ""regime"": ""cost_tight""}",withheld_evaluations_total,24,24,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",agent_steps_mean,24.48148148148148,24.48148148148148,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",agent_steps_median,27.5,27.5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",all_attempted_cost_seconds_mean,617217.2781438145,617217.2781438145,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",all_attempted_cost_seconds_median,397792.7420240132,397792.7420240132,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",all_visible_cost_seconds_mean,617217.2781438145,617217.2781438145,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",all_visible_cost_seconds_median,397792.7420240132,397792.7420240132,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",attempted_evaluations_mean,23.61111111111111,23.61111111111111,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",attempted_evaluations_median,26.5,26.5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",attempted_evaluations_total,1275,1275,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",best_performance_gain_after_first3_mean,0.011681934176824135,0.011681934176824135,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",best_performance_gain_after_first3_median,0.005346666536458322,0.005346666536458322,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",best_performance_gain_after_first5_mean,0.009583456807931656,0.009583456807931656,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",best_performance_gain_after_first5_median,0.0033611113145615157,0.0033611113145615157,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",budget_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",cap_n,23,23,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",delivered_budget_fraction_mean,,,,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",delivered_budget_fraction_median,,,,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",delivered_evaluations_mean,23.48148148148148,23.48148148148148,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",delivered_evaluations_median,26.5,26.5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",delivered_total,1268,1268,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",fallback_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",fallback_scored_n,1,1,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",final_above_observed_best_denom,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",final_above_observed_best_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",final_below_observed_best_denom,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",final_below_observed_best_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",final_json_object_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",final_json_object_n,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",first_best_fraction_mean,0.5537933205795027,0.5537933205795027,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",first_best_fraction_median,0.5962962962962963,0.5962962962962963,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",model_final_present_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",model_final_present_n,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",n,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",natural_n,26,26,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",natural_stop_budget_fraction_mean,,,,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",natural_stop_budget_fraction_median,,,,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",nonfallback_terminal_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",nonfallback_terminal_scored_fraction,0.9629629629629629,0.9629629629629629,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",nonfallback_terminal_scored_n,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observations_after_first_best_mean,10.055555555555555,10.055555555555555,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observations_after_first_best_median,10.0,10.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observed_best_reached_by_first3_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observed_best_reached_by_first3_n,9,9,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observed_best_reached_by_first5_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observed_best_reached_by_first5_n,11,11,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observed_best_reached_in_first_half_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",observed_best_reached_in_first_half_n,26,26,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",other_n,5,5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",repeated_delivered_evaluations_mean,0.07407407407407407,0.07407407407407407,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",repeated_delivered_evaluations_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",repeated_delivered_total,4,4,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",score_complete_fraction,0.9814814814814815,0.9814814814814815,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",score_complete_n,53,53,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",score_source_counts,"{""best_evaluated_fallback"": 1, ""matching_tool_call"": 52, ""missing"": 1}","{""best_evaluated_fallback"": 1, ""matching_tool_call"": 52, ""missing"": 1}",,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",strict_record_improvements_mean,2.962962962962963,2.962962962962963,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",strict_record_improvements_median,2.5,2.5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",submitted_json_object_scored_denom,54,54,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",submitted_json_object_scored_fraction,0.9629629629629629,0.9629629629629629,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",submitted_json_object_scored_n,52,52,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",unique_delivered_configs_mean,23.40740740740741,23.40740740740741,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",unique_delivered_configs_median,26.0,26.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",unique_delivered_configs_total,1264,1264,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",visible_error_results_mean,0.12962962962962962,0.12962962962962962,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",visible_error_results_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",visible_error_results_total,7,7,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",visible_results_mean,23.61111111111111,23.61111111111111,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",visible_results_median,26.5,26.5,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",visible_results_total,1275,1275,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",withheld_evaluations_mean,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",withheld_evaluations_median,0.0,0.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_free""}",withheld_evaluations_total,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",agent_steps_mean,11.351851851851851,11.351851851851851,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",agent_steps_median,11.0,11.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",all_attempted_cost_seconds_mean,249388.45682940024,249388.45682940024,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",all_attempted_cost_seconds_median,176093.19111844472,176093.19111844472,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",all_visible_cost_seconds_mean,245691.66961563937,245691.66961563937,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",all_visible_cost_seconds_median,172773.79352023784,172773.79352023784,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",attempted_evaluations_mean,10.24074074074074,10.24074074074074,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",attempted_evaluations_median,10.0,10.0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",attempted_evaluations_total,553,553,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first3_mean,0.009909423873386471,0.009909423873386471,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first3_median,0.0026266666381835613,0.0026266666381835613,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first5_mean,0.00632497942474742,0.00632497942474742,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first5_median,0.0007733332763672496,0.0007733332763672496,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",budget_n,9,9,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",cap_n,0,0,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",delivered_budget_fraction_mean,0.9089593939418845,0.9089593939418845,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",delivered_budget_fraction_median,0.9396355407479713,0.9396355407479713,0.0,False
by_family_regime.csv,"{""family"": ""nasbench201"", ""regime"": ""cost_moderate""}",delivered_evaluations_mean,9.962962962962964,9.962962962962964,0.0,False
