model,task,seed,rep,free_delivered,tight_delivered,free_stopping,tight_stopping,free_first_best,tight_first_best,free_final,tight_final,free_slot_id,tight_slot_id,free_score_complete,tight_score_complete
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:B,2200,0,30,4,cap,natural,26,4,0.9386351505915324,0.9300213853518168,b01440b3907fa11cc207bf29,d40155d872ca3f715a2f3712,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:B,2204,0,30,3,cap,budget,22,3,0.9442107280095419,0.9407385190327963,b7c8da901feae78ebaeefc76,5681ef686b7b0da62a1b1b5f,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:B,2208,0,29,3,cap,budget,29,1,0.941940426826477,0.9246460994084676,9e3af6360cdb99c1252f6cb3,455593377b8b24ce59f85c10,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,2200,0,30,5,cap,natural,29,3,0.9404380321502686,0.9276175101598104,a0e93c76d58ba514fa31822f,7efdd971bdae908decb44eca,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,2204,0,29,7,cap,natural,26,5,0.9406717419624329,0.941038986047109,8a29dd46cfdcc666cb055c34,51e47d3df8d0b949e0fab09f,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,2208,0,30,2,cap,budget,29,1,0.9436097741127014,0.94264155626297,2430ec607c77955c605ce64e,6f1c319c59af390fdba32295,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:cifar10-valid,2200,0,30,3,cap,natural,18,1,0.9160666665039063,0.9086799999186197,5aa9bc1465b0631d925d5ac3,f0f9ad71f2c76fb320b62ec0,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:cifar10-valid,2204,0,30,3,cap,natural,21,2,0.9160666665039063,0.915533333235677,6428d242925f3cdbbed05000,fbe91222f2a5ae07beb9de9a,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:cifar10-valid,2208,0,30,3,cap,budget,30,2,0.9143999999837239,0.915533333235677,9e34d2947945d5baff6498ea,32883bd4760eeee73c0bb770,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:cifar100,2200,0,30,4,cap,natural,18,1,0.7264333333333333,0.7167333333333334,459c2259ea279b0d8cfc7480,86c96025f9edbb8eed6ed58c,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:cifar100,2204,0,30,3,cap,budget,11,3,0.7350333333333333,0.7170000000000001,faf9170411ff34c61d5d6247,7aa943e86ba052579b636714,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:cifar100,2208,0,27,3,natural,budget,6,3,0.7350333333333333,0.7350333333333333,b149ac52dc557bf60d1d605b,7ab892dc47698cfec7f833d1,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:imagenet16-120,2200,0,30,5,cap,natural,29,1,0.46755555548773864,0.41111111097547737,f4fc4d9ce6e089ae65e279a2,a532336569951074bb603de0,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:imagenet16-120,2204,0,29,3,cap,budget,21,2,0.46572222222222226,0.41111111097547737,025258abb3db1702b1ec9305,8bf4566183bbc83b9d0d973d,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench201:imagenet16-120,2208,0,30,2,cap,budget,21,1,0.46572222222222226,0.46355555528428827,7dc49641f6ae2159d107ee99,e1fb55b2d1732e8116597611,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:adult:steps,2200,0,15,1,other,budget,9,1,0.8508425940967821,0.8422037010656462,3a80f73f42d523d05009639d,429113b39adebb6736cab68c,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:adult:steps,2204,0,27,1,natural,budget,16,1,0.8516481478512287,0.8422037010656462,9d601ab0060bbde0d6bdadba,21b2cff8fe2e3f95bde45744,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:adult:steps,2208,0,30,2,cap,natural,27,2,0.8520185190712412,0.8482685183264591,bea822b32b5a2a7faa071223,43e42da2308d589f82d47c80,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:higgs:steps,2200,0,30,4,cap,natural,29,2,0.7170295212398595,0.7120618116601312,a3072ba2a08f183d09b8d8da,3b7295e515038eac0150407b,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:higgs:steps,2204,0,30,2,cap,budget,26,2,0.715567343680951,0.7095618134107426,4b435d4ea6263be4f948bf78,eafb09593818e2866a1a79b1,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:higgs:steps,2208,0,30,1,cap,budget,29,1,0.7149215866269276,0.6515821149829788,e7974ae6b41f5997694a3666,467d2ea1f6d47095af7bd91a,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:letter:steps,2200,0,30,5,cap,natural,29,5,0.9634554497503361,0.9483491609453454,52ef6e20cbe8747b1167fad3,d23e0d630f25ade463dff682,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:letter:steps,2204,0,30,10,cap,budget,29,7,0.9286521965658864,0.8843283589718731,5459f1dbd81edd99eb1471cd,d616fc18365e1364267925f6,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:paramnet:letter:steps,2208,0,30,4,cap,natural,27,4,0.9601537739189973,0.9232247872529985,a9c60f8cf453c9739d472ee4,804122d96ad73df02b01fa47,True,True
