model,source,question_id,family,free_score,tight_score,score_change,free_visible,tight_visible,free_unique_articles,tight_unique_articles,shared_articles,common_article_prefix,same_first_article,tight_is_free_prefix,tight_term,free_term,tight_trace_path,free_trace_path
gemini-3.8-flash-medium,phantom_seed3,1,whois,1.0,0.6666666666666666,-0.33333333333333337,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e5b5717f68bc122b9d7d2cb7b6fc71d109eb4eadc2dd71cb4072072f4843025d/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_6043c932abcef182ac09dd90eb95eb97a5ca2b1d79009d73510e78c30f54eb9e/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,8,whois,0.0,0.33333333333333337,0.33333333333333337,25,3,24,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_380a741837980037d2cb23c9a60f02ce6713fe40836886d67281f7a7023520e9/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_790198266be11d75781bb6d70aa0e95b337e6cdcb4b79d05e9032ce32c474249/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,11,whois,1.0,1.0,0.0,6,3,4,3,3,3,True,True,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_351dcbc1ce6643499eca959eec6f8a716b45dd6880b093b36f1b7b3dd044ffd5/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_c91cb150cc04ad2ebd33ca3460f1912b166198af289ef8605c4443d0162f09df/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,30,whatis,0.35294117647058826,0.0,-0.35294117647058826,30,3,20,3,3,3,True,True,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_91638cb5a5e1d9ce4e2dc9503e9267f1a91b7305779ec16cdd9ca93cfa298fb0/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_30_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_064cf9212936822bf9559f3653e78665915a1213df28d529e1d1cebb00c977e7/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_30_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,17,whois,0.0,0.0,0.0,30,3,20,3,3,3,True,True,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_7508f520620e20e0c4c5f081f8edaed1bb272ab4ccc40241f0e87789114653f0/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_17_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0734b820b10de5599828f1f2d55655ef2b899349081668a4a7ee8426395e6b37/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_17_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,34,whatis,0.0,0.0,0.0,30,4,22,2,2,2,True,False,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_a00bf44c7dd6fce5f55dcd94562d0339fec1d93a1a368711ee41a68790df82ac/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_34_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_08f817c7251504ab5e16d19f697e547f8e7555646170a31757d010624ec053cf/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_34_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,25,whatis,1.0,0.0,-1.0,23,2,23,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_07df43c2cb0c9c8f21e407c84400a3fb8bfd27b66f19b0296d75ee7237368422/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_25_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0c425938d357fe82761038d0e2d1a26eaf9c716caa513048de923900478301e9/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_25_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,19,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_690dbd8066a673d0c39c1029dada34b51311dd6a152354d23ab6dfe044a254c9/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_19_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_12f336f2e03821918a963cda19b466bf7d1983f07b79c8e96d33d1dfb3517686/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_19_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,35,whatis,0.0,0.0,0.0,30,2,26,2,2,2,True,True,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_085884a279d5ceaf48ee3476a50b65cee1920bc414d1d8c877fc7b8776ef461d/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_35_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1a3eff8abc45308039d4029334b31ba0f347ba56cc5dd3f400083e0e96409609/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_35_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,1,whois,1.0,0.0,-1.0,10,3,10,3,3,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2d54cf59dfd3d39d5bc71a9501451bfd9a14cf674dc187c9f44cf93875dcc891/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1e257afa5b381059f46b482df8aedccdc3d2e5907e8f879df940e116f078d0aa/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,14,whois,1.0,0.5,-0.5,9,3,9,3,3,2,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_51abf9b8da37cd61e28d9e0f1073d49844b6ab7b5ce91054f90faaa0aa463900/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_14_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1f8bf4e9f4dcadce1bde4469738d4ef5e2af909c0ea744e3b02baf796ab0478f/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_14_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,5,whois,1.0,0.0,-1.0,24,2,24,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_51e8a087491ec0ded8b081c3e6973ae7f748a23355e01f6524cce34ee414f000/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_5_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_26adbe8987fdd69b33c0d0d3f0911014013bb3f68dd9ac2b18c0e09370586c90/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_5_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,9,whois,1.0,0.0,-1.0,30,3,30,3,3,3,True,True,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b5f0b6e583e714c5cfacd7c9e64804d87a02932d6130301760ca701171020fef/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2b7a66b47556fbf68933b1129f3069b4cfdfa9afefe75dce5ba69a54ca0afb66/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,4,whois,1.0,1.0,0.0,8,3,8,3,3,3,True,True,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_25a305a62ca45a1b5f50cf0a13bfbd7dc41861ad00ffb5fcd5a47a79f4087a8e/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_4_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_2e0f4b620dc39b21836d30bde0f74ee160fcee7f94073a466796d20f767b8f83/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_4_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,23,whatis,0.8666666666666666,0.0,-0.8666666666666666,30,3,29,3,3,2,True,False,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b06488754208c69d849a47de0847f080eed5031d7be8c3ab22331ba3a06be04b/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_23_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_3ba37114c807b42b121be000beaf7b7ce06f20db134bca49b9bb19ecac1eb9ad/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_23_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,16,whois,0.5714285714285715,0.0,-0.5714285714285715,30,6,21,3,3,4,True,False,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_19abbf7bce8f5706615cd2b4d35897fc0adbf694409ac7edd36f6acbbde6595a/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4284136bd592446c6d8ecb67a7160251a57b56947f7ac184a14bf83e799d1828/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,21,whatis,1.0,0.8,-0.19999999999999996,8,3,8,3,3,3,True,True,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e3f38dc7b213bf009d3417577940341434f45ee447ed9aef4655f7cbf6ef9685/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_21_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_48f88accb0d8e789ab1e1c2377a1e1b992d9cb44050e39c60a1c3f6c1ba8caa8/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_21_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,13,whois,1.0,0.0,-1.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_61953027db4b642f92419ef0901eac1add26252c1d0074e05a76b717f89b66e1/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4a7b8201c6e1c351fa8c185a45a7500e83656d64f76927cf6d0cf09f4a80f1d0/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,22,whatis,1.0,0.0,-1.0,16,2,16,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_de64b0b0da5be29fcc97eaf8f7d21644b44ceaba65c2fe692f7798e826c88f3c/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_22_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_56eac779e814d8a871b2ccd380c18a5dd7e2f5983c20920913531df75e79e760/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_22_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,21,whatis,1.0,0.0,-1.0,17,3,17,3,3,1,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_fc38c61fa8d1e41e3d8f00b260b76958535363d3e647c9333083d69a21f84508/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_21_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5b03a9b5d73211b7cca860575e1089e7cfba6c0b616d9f545ebf2148a6d6a73c/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_21_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,26,whatis,1.0,0.0,-1.0,21,3,21,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1e30b2126149252ef16a92c48fed80505aff6ffd50f38bf2d88fc3c8e6f53a75/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_26_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5b5c76cc8ce10b663015ede4fabcd4acfc3fb9f0beaf1c5415596f70b77f6f63/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_26_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,22,whatis,1.0,0.0,-1.0,12,3,12,3,3,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_d5708dcfab9e744b1ac16fd74676fd69c9f72ffd394dd4777b755f5c463c26bb/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_22_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_60e7cc2fb4419a35ce425d30e73c37d2d176f85cc71b063eaa6b133be499d036/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_22_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,6,whois,1.0,0.0,-1.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_be322f48fdad09ce3f86f511edd8fcd0473de4f2cdff57a9b0d3fb719284a0a6/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_62797dbfae10adb850214823b7fd685c743a10e15407d2ec0a5ca0d49192b1d5/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,24,whatis,1.0,0.6666666666666666,-0.33333333333333337,10,2,10,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_f0a48605ec1bad599fbc2e5592c8a6581f4af70659c4ffc828da32db2cb39df0/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_24_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_63bc7ab20e9ae8106b73e9d9942d9e2c4dc6654b83a3f3e645fcf30c1ab3b7c1/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_24_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,18,whois,0.0,0.0,0.0,30,2,24,2,2,2,True,True,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_b9133346528bf755089a6677b464095905639ecea15d39f6b604ef6300551ef4/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6777757eafcbea56f8b30485ced9a60b14dedfe8cba54949761c2c6d2e7c414e/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,7,whois,1.0,0.0,-1.0,15,3,15,3,3,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_a10afc0296efd9d8454e6fa680dc61d6663f69727a488eab879d5f5611da76ab/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_7_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6e38344354cfde40beb7da8dc698e15f7e76d11963ee140152695924e07d49b5/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_7_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,2,whois,1.0,0.0,-1.0,8,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_a7e6f039cbf5a441029c809ad05ea2a4a66287172989ab821c1e0e5ccd6f9ce4/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6fd01a37d7df4cb50744053f2f9227e2e6397a11df882611acfbf076e439e793/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,20,whatis,1.0,0.0,-1.0,8,3,8,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_79fe047efc74cb6aaa3feade689f2d00090cfc757af61d92f071143a7ac57245/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_20_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_721669d63a94dbb5e6ea77861c217df9a99939a8b41865947552765ab9541e51/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_20_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,29,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_832e7bf62c066d4a3f3976aaa83fb8d18d647dfa42c785374c446f77b842d42e/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_29_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_759c34ef0e46e3f2ce008f1ca8a0edda040bdce437366668e45bdda2c9b1694a/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_29_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,9,whois,1.0,0.0,-1.0,13,3,13,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1ba5f351e0409ac8eeb4e66bb9807737af5304bc8babf6644a4d7b4b028b9247/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_77600c02e8db9ddbc6866ea44a2e77ea2134bb5baa5f69526800487721df94c0/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,2,whois,1.0,0.0,-1.0,15,3,15,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_88bfd77b959eb52f40db39c921eb322ef75853b25fda1b911c89918d9db58edc/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_7a1bf5cc76cb8747b68be48dcd94252c436e1d3f2df9020270b009203753d91a/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed2,29,whatis,0.0,0.0,0.0,30,5,20,2,2,3,True,False,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_16210313ac7e53d9d278a711fa1be3f9bd49c32004510d63521b767eaf88ed5e/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed2_29_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_801b3aa8aebf4afbea28ccb18444c450bea4b5662cbfeef882de53acd0c1ff7f/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed2_29_r0_s2200.json
gemini-3.8-flash-medium,phantom_seed3,12,whois,0.4,0.0,-0.4,30,5,25,3,3,3,True,False,natural_answer,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_9933cba9c1f30a5b776f39dbfac26dbab4a8864877b39151c6fe9fdf9e7fa242/result/gemini-3.8-flash-medium_cost_tight/traces-v2/restricted_search_phantom_seed3_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_825d0d3fb4924c51c59a742ab81bc18bb7728c26eb42f11365cca0192e89fb81/result/gemini-3.8-flash-medium_cost_free/traces-v2/restricted_search_phantom_seed3_12_r0_s2200.json
