model,cohort,regime,family,source,question_id,score,termination_reason,answer_source,agent_steps,llm_calls,forced_calls,attempted_feedback,visible_feedback,visible_article_calls,unique_visible_articles,repeat_article_deliveries,repeat_article_via_new_query,repeat_article_via_same_query,paid_feedback_calls,zero_cost_calls,withheld_feedback,withheld_charge_seconds,feedback_charge_seconds,total_cost_seconds,budget_seconds,budget_utilization,protocol_failures,trace_path,trace_sha256
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,29,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,895.0041886605322,895.0041886605322,,,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_ab151cffcd0f5a715cb5fb25f639c5fc3f06bc7e1b183d27b001fccad6bf0519/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_29_r0_s2200.json,192f1be18c75e52b3b8a1bd661f126ac8bca9b6eaf6cad85532d708a7dd377eb
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,4,0.6666666666666666,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,309.80160591192544,903.4937958512455,903.4937958512455,900.0,1.003881995390273,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_abda9673915039dc166c517630cb229b96690c8e5d8c30e6e941f99516299f9b/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json,ffe3e437ca041fd45c84668e5bfeb240386a3198348ae1df9dc9b43646786c01
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,31,0.33333333333333337,natural_answer,natural_model_answer,17,17,0,15,15,15,7,8,8,0,7,8,0,0,2102.6488023344427,2102.6488023344427,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_aca1fc0fcf26429d7fe012568d245094fde329ff77decfcac31b8da9a222557c/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed2_31_r0_s2200.json,17db59b1fddfe0b0a284f775fe0199e00b4cb7a959a0e89172d58edd1893f065
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,16,0.0,time_budget_exceeded,forced_model_answer,26,27,1,25,24,20,10,10,10,0,11,14,1,297.37025789916515,3260.092424862087,3260.092424862087,3000.0,1.086697474954029,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_adeafdacee9056e22f853376800602e210b136bf789d8ac2e88d3f8a7ccfc7f1/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,6139c08755c8ed2522fec90dcb6e38f7d63ec79321313d7a250931d7a1d4ca1e
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,9,0.8,max_steps_reached,forced_model_answer,30,31,1,29,29,27,23,4,4,0,23,6,0,0,6892.309473436326,6892.309473436326,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_af2361d62e820cb133dcc206531f62fd5d640ac4141796d0e4559385a8613498/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,61e8174174397537fdb7baa9dce8d1346b6a316c648e1cebabd7a9d48e90f5c6
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,27,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,298.3917895145714,905.1796278916299,905.1796278916299,900.0,1.005755142101811,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b1a490c79cc66f8f073f8f237626a8170b3afc7af450abd88b985823df166be0/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_27_r0_s2200.json,eb61e045474b779db38707dba3a4f75a67d803394f6eafeb00a2c9885044eccd
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,14,1.0,natural_answer,natural_model_answer,11,11,0,9,9,8,8,0,0,0,8,1,0,0,2371.8882069922984,2371.8882069922984,3000.0,0.7906294023307662,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b22c51f0898424031a863446cfc7364c21f861d23f936fe76617c4cd4d5d28de/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_14_r0_s2200.json,9a3de5566f7bd60baca0da1ffd123afcb9eaea1ce829cb33fa9f3203e2678147
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,29,0.0,time_budget_exceeded,forced_model_answer,8,9,1,8,7,7,2,5,4,1,3,5,1,285.58005921542645,903.4168932866305,903.4168932866305,900.0,1.003796548096256,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b3ae9673bd54089dd8d257d7e7a4b982976bccf844788b5a9036570a72aff170/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_29_r0_s2200.json,da281e7f6f87e2890a66e9bd50a18c4f0b66b8f8bbdf1e01730e55f5c94606bb
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,18,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,25,11,14,14,0,11,18,0,0,3295.96072293818,3295.96072293818,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b3e87d9b99be99c7929a32340cc3f1baccc34688d24d073307f46833b1d97f14/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,3eba8723025e3a2fd4687d9a3e264a7e9fe6d15feb81e3a9112bb930a3642e71
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,1,0.6666666666666666,natural_answer,natural_model_answer,3,3,0,2,2,2,2,0,0,0,2,0,0,0,622.8858568612486,622.8858568612486,3000.0,0.20762861895374954,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b4168fb6dd97ca6b608eb160205ab0bcdfb413d7779cb78649482c4c847633e3/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,9b09380616eb44f00d146a2445646bd9c145b136acf248bb1e3c0d7e354e84e6
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,8,0.0,natural_answer,natural_model_answer,30,30,0,28,28,27,26,1,1,0,26,2,0,0,7714.341146051884,7714.341146051884,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b5bc5535885999d8408c2e78fd41af5c9f87e19a7b8564104f3691d6d3602a7c/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,d16883aabd93091e6150a0563d8339f44d29e2ca94bc0b2538448305f212d8dd
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,17,0.0,time_budget_exceeded,forced_model_answer,22,23,1,22,21,20,10,10,10,0,11,11,1,311.70360503718257,3261.872883522883,3261.872883522883,3000.0,1.0872909611742942,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b6635f5b66330e906bc9ae1ab7b01107cbd5a7ef1dbfca02e3b591998f05f862/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json,37c9c212972dd6bd2ee6bcf0ddf3c00eabafdf28206238b57c3b245e1046de77
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,2,1.0,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,303.08469105511904,3010.529686845839,3010.529686845839,3000.0,1.0035098956152797,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b67ecff44c4a10b9a09ecb9ccc4827359fb5b8cf87e44c8d77a2c3cd5e3cbac1/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json,8992be7d551638ea44e04e8a9d82c1859bc63a4e0cfc402a884188ce12a1b71b
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,13,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,29,11,18,18,0,11,19,0,0,3276.4184581674635,3276.4184581674635,,,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b828f744dcb7833f4d0fc3165470f79d6b824b9e73650b2b8fdccc04ad9533c4/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed2_13_r0_s2200.json,f7253e5a1bd99638cce90dabb398e9515a6e42d2c82e8931d2f69e074158c66c
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,34,0.0,time_budget_exceeded,forced_model_answer,7,8,1,6,5,5,3,2,2,0,4,2,1,319.6465006005019,1218.8267575204372,1218.8267575204372,900.0,1.3542519528004857,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b918f41b17020c3821ca865cc63e8ad7323961ee3f10a6f4363486f1f3072faa/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed3_34_r0_s2200.json,764b3a4e90bc391bec15a21ee28d82053df6a2fd410ddf7676cc2dbb9d9cb28d
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,13,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,30,10,20,20,0,10,20,0,0,2983.8591385632753,2983.8591385632753,3000.0,0.9946197128544251,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_baf70f89b6b37db99554ab1634437f77a88a0de0084648e6aa8f44fb951cf6c5/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_13_r0_s2200.json,7548376c12be8fa61565820bd119853e37ef3d03924bab135b9eccdd0911d5e5
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,3,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,309.8532361164689,912.8846680559218,912.8846680559218,900.0,1.0143162978399132,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_be462a877603ac9ea49801a22911ba2d7bb7d285593aaa4ae6b64bef9c9879c7/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_3_r0_s2200.json,160a6fc64db6a3c18ec791c995511b00545ddf647f7e640da8987293d695d164
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,6,0.0,time_budget_exceeded,forced_model_answer,12,13,1,11,10,8,3,5,5,0,4,7,1,306.5580705180764,1192.8864286560565,1192.8864286560565,900.0,1.3254293651733962,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c0f596f286ecc71ba3a7d59bff7552353f50114e25b47c8bd0c65b5c0b5ab079/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,2480c0b04d2b08a0fb4683f23c0bebac92c04b81eac0414ac421aad0fc526491
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,1,0.0,time_budget_exceeded,,5,6,1,4,3,3,3,0,0,0,4,0,1,284.98646727763116,1160.284592276439,1160.284592276439,900.0,1.2892051025293767,2,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c1487913b97a07d403a5d003fa4a5dcb292f1311e4dea3efaad6dba863ee57ab/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,16386cc26a8820eabc681db0a018d7b4598f109407b2820b9af3ecc4cc56734b
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,18,0.0,time_budget_exceeded,forced_model_answer,29,30,1,28,27,24,10,14,14,0,11,17,1,310.2634433284402,3307.821058128029,3307.821058128029,3000.0,1.1026070193760098,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c1910909445c03511445de27ba3ab351f2b7180915929fcb00d506fc2a9340b7/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,25cceb6fc58604bd8ef582a381af47ebcb83d6a71d1535dbd4191f4c174c905c
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,32,0.0,natural_answer,natural_model_answer,17,17,0,16,16,12,7,5,5,0,7,9,0,0,2082.8562062513083,2082.8562062513083,3000.0,0.6942854020837694,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c1c9e5a4bf275ea27c033a1e4dd1340644199c50671a8710d8918cfac0aea361/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_32_r0_s2200.json,26601bb1d98d017639817c4953d8026f8665c06497de9fe98c9a75da52f2727d
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,12,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,313.25032028369606,1192.76493024081,1192.76493024081,900.0,1.3252943669342332,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c22bc26951e0e25f8568c22c6613a0550ad1b3939af59946a7025c35a75765e4/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_12_r0_s2200.json,563297ba2fdf00edf8a951e73fc07ce6f208617bf4ab2a948679a1ea716465b2
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,16,0.0,empty_model_response,forced_model_answer,9,10,1,7,7,5,2,3,3,0,2,5,0,0,597.9713687021285,597.9713687021285,,,2,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c233d3903cf17a5975b59143116796cfab85ead7f21141e8579b0a514da4a7aa/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,930d9803cae6e97f7ce8cc76f15268b5653321e451605b7f7c44675562a652e5
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,33,0.0,time_budget_exceeded,forced_model_answer,6,7,1,5,4,4,3,1,1,0,4,1,1,306.9827394839376,1166.0381813161075,1166.0381813161075,900.0,1.2955979792401195,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c477550de4f7b9fbae5493e1968ebe1812bca5ac71fc20fdf6ca7619a8c4c155/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_33_r0_s2200.json,09aabd8ec3e6dbefe8bf1818b43bb4f431c6668bb42a8ffd1e566120701d5d67
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,32,0.0,time_budget_exceeded,forced_model_answer,9,10,1,8,7,5,3,2,2,0,4,4,1,288.08419313281775,1178.5985882021487,1178.5985882021487,900.0,1.3095539868912762,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c87839f20f926c5b1ea01103db3915938b15d5522fe4e96ccbc7ff03b588d1a9/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_32_r0_s2200.json,71cc53d6ed6bbb7196fe7271a2bffe522872f26e681929797f0b8131559773bb
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,9,0.0,time_budget_exceeded,forced_model_answer,6,7,1,5,4,4,3,1,1,0,4,1,1,304.2070250120014,1160.9120314754546,1160.9120314754546,900.0,1.2899022571949494,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_cb4bdd5f7de039c3c2ea068b2f5504d654cebd3d26b62110e176374c686ddc24/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,50bfbb269bb5069681097171caf0ff088b1533ed6984296bf8f36f0e2bd1ae31
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,7,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,313.5395930893719,1198.0371650215238,1198.0371650215238,900.0,1.331152405579471,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_cdda7cb818b242b09d24d299ca79732daf210ac10661d868f13a085c8aab35ad/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_7_r0_s2200.json,07cdc1e4dfc0e16bab44b1dc0d88e1bc2b4aca356fc8a1965dfecac3472d4d32
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,15,0.0,natural_answer,natural_model_answer,26,26,0,24,24,22,8,14,14,0,8,16,0,0,2393.0763216223568,2393.0763216223568,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_cdfef5889d6e2fe69a7052eec4455ceb3ddf25d6b9d2d8023c6c15c8eb90aab2/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_15_r0_s2200.json,50b8a6c54ef9c6193235e37a05543744a4f9ec41c3ec6ba1a81bbbcab5a96d90
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,24,0.0,time_budget_exceeded,forced_model_answer,13,14,1,12,11,11,10,1,1,0,11,1,1,300.0530903413892,3265.8174735028297,3265.8174735028297,3000.0,1.0886058245009431,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_cf421a850ed2d3292fccc1cce68f06793f5688b2feed22ec05d59425b2f0abf2/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_24_r0_s2200.json,b7bda9d2ac32d74db15df864b793365c7cada9738139e75b1f8c5aaa52660b5b
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,36,0.0,time_budget_exceeded,forced_model_answer,13,14,1,13,12,11,3,8,8,0,4,9,1,284.57626547664404,1169.432760886848,1169.432760886848,900.0,1.29936973431872,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d0d4a63dc98559ecb1c3692d0d12dff0033c8e4bd3bb62a7d572b5decc723936/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed3_36_r0_s2200.json,3c183871458b09a2a4db58836d3d0ff6a6e3c77954698df53708931b471c3141
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,10,0.0,time_budget_exceeded,forced_model_answer,13,14,1,12,11,9,3,6,6,0,4,8,1,292.69550731405616,1187.5462913233787,1187.5462913233787,900.0,1.3194958792481986,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d24955619ab28a969254e3684c640e097369540ccda752e60828a4cde36a8b00/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_10_r0_s2200.json,5c7702011fa03e4979c1293ad0bf05042437a437e7c103d3f7d5e9b7725c3e69
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,11,0.0,natural_answer,natural_model_answer,8,8,0,7,7,7,4,3,3,0,4,3,0,0,1179.6856113430113,1179.6856113430113,,,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d2cb35daa52f8cf4afb54c38b573e6a7cb5cf231639ea95f491cd8bb0570fe50/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json,488b0a4aa99f89ef2b9ad711ff213819969098874b59b1491bd8c9d6fb4acf21
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,22,1.0,natural_answer,natural_model_answer,9,9,0,7,7,7,7,0,0,0,7,0,0,0,2077.353786136955,2077.353786136955,3000.0,0.6924512620456517,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d3cb24bdf4905cadfcd13890cd74d1e902eca909aa0b85acf7c9183882ad69ba/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_22_r0_s2200.json,4c834fdbcc7b2411b00f1d6a01d81a41589651c123747d5db5e4cf3f14997752
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,6,0.0,aborted,forced_model_answer,12,13,1,10,10,10,9,1,1,0,9,1,0,0,2711.464444482699,2711.464444482699,3000.0,0.903821481494233,2,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d8802768e1254eb8ce0b1f40e9b55b79722281dd55769bc36d3700b8f36f7b7d/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,0266418bc801bda15e0e8c1a8a52a9b0c3c3f258ffc56934604ec1e4f8ee9394
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,13,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,914.3215529154986,914.3215529154986,3000.0,0.30477385097183285,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_db7bf15abf26c2559d6f826439dc992a1a9ece3c3ed718cb6b27faa62f670b6f/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json,01711c3f3cc49f885e88181bf506cdbaabd1b7ad00a6dbb3cdfe9dd70ed84e4c
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,13,0.0,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,291.43569605425,914.3215529154986,914.3215529154986,900.0,1.0159128365727763,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_dba5bb8aa51850ceeca7f550aeb95879f2797b8ad91e867ebf60525b41841171/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json,3d1dd53a90d57ff5553565a26ca7f46e4126b5d6d64390a477c1a47ba33eeb04
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,3,0.6666666666666666,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,318.8684290740639,3025.554646104574,3025.554646104574,3000.0,1.0085182153681913,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_dd02e2a3a6e5b87400d260e662fa7f5d3fba8f7e3c3d7ef9671f4076a94ee0a4/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_3_r0_s2200.json,ee94f21c951ca3ae985b9ce76695718f33be6c0dfc68d169e853f5505d8feff9
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,15,0.0,time_budget_exceeded,forced_model_answer,10,11,1,10,9,8,3,5,5,0,4,6,1,291.5527031663805,1187.9494638182223,1187.9494638182223,900.0,1.3199438486869137,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_dd1e1f6873ad30d697120e0b11313fb7d5c55a352e887e12db9ab8c54ca15a5b/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed2_15_r0_s2200.json,befb0077df24079b72850ecadd89b1d7f6e1ef1dc6097e938557a434dda702bf
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,34,0.16666666666666669,natural_answer,natural_model_answer,8,8,0,7,7,7,6,1,1,0,6,1,0,0,1786.7799916490912,1786.7799916490912,,,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_dfa009b151745200bc5e5086432edecef1dafaf9602f220de560f903bac373d9/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed2_34_r0_s2200.json,d518ef9c16681ad767a6bfb0ab6b8ab85534303598da51abe45af2825a149e27
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,29,1.0,natural_answer,natural_model_answer,4,4,0,3,3,3,3,0,0,0,3,0,0,0,895.0041886605322,895.0041886605322,900.0,0.9944490985117025,0,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e04663435d27d1aba453eda246a7d84ffa8c184156a7230d1c0d8f696ff84ebf/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed3_29_r0_s2200.json,37a09ffbdd602e35265bdf86783b3ad94db7eab629116e4ff668695087118e97
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,10,0.23529411764705882,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,908.8126324303448,908.8126324303448,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e0c6441ebc9d1ce9f25f35ef3ee335d961c8fb578e087fd8203f670d751fa48d/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_10_r0_s2200.json,754c1c0f413a6c376b661f01baf108a879c783280dac25f5aed462c5c71f8bfd
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,12,1.0,natural_answer,natural_model_answer,12,12,0,10,10,8,7,1,1,0,7,3,0,0,2109.594515254721,2109.594515254721,3000.0,0.7031981717515737,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e0ed9083024fb8d97a23960538157aa4a3c41a44fa4b1235b73a02883e786f46/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/restricted_search_phantom_seed2_12_r0_s2200.json,a82fd2b99a616b1722ac370d8ef35f60b6bd6c5dca77910b1f368aa1ce5d9036
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,30,1.0,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,899.8191474098712,899.8191474098712,,,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e1235ebbe9ede0caf77ad143f047265d9c6d7b436b9ff4e4e706965032ca9161/result/deepseek-v4-flash-0731_cost_free/traces-v2/restricted_search_phantom_seed3_30_r0_s2200.json,cce2a1b0f2e1f9c1b614679da3cdfb186c9f28edab5109e5427001ad21213f30
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,31,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,2,1,1,0,3,1,1,306.35741773992777,910.9783494472504,910.9783494472504,900.0,1.0121981660525003,1,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e1344e17a22651b6daa4e96552f8fe1cfc252d1b8857837a879682c5e74de93d/result/deepseek-v4-flash-0731_cost_tight/traces-v2/restricted_search_phantom_seed3_31_r0_s2200.json,6adafc031c06aa90fc0f68ffaa6ba038d940b2be12ab3e37dcb7a917286d748e
