model,budget,doc_index,doc_id,order,source_cohort,trace_sha256,trace_bytes,hypothesis_count,label_acc,evidence_acc,joint_acc,label_correct_wrong_evidence_rate,correct_label_wrong_evidence_conditional,tool_calls,visible_tool_calls,distinct_hypotheses,repeat_calls,gold_nonempty_query_calls,gold_empty_query_calls,feedback_correct,feedback_incomplete,feedback_irrelevant,first_fixed_example,last_feedback_not_exact,termination_reason,answer_source,agent_steps,simulated_feedback_cost,budget_limit,budget_fraction,residual_less_than_min_call,residual_at_least_max_call,zero_feedback,visible_distinct_hypotheses,visible_repeat_calls,visible_feedback_correct,visible_feedback_incomplete,visible_feedback_irrelevant,visible_last_feedback_not_exact,hidden_result_count,natural_answer,time_budget_exceeded,max_steps_reached,visible_nonempty_query_calls,nonempty_n,nonempty_label_correct,nonempty_evidence_exact,nonempty_joint_correct,nonempty_label_correct_wrong_evidence,nonempty_missing_any,nonempty_extra_any,nonempty_evidence_precision,nonempty_evidence_recall,nonempty_queried,nonempty_correct_label_wrong_evidence_conditional,empty_n,empty_label_correct,empty_evidence_exact,empty_joint_correct,empty_label_correct_wrong_evidence,empty_missing_any,empty_extra_any,empty_evidence_precision,empty_evidence_recall,empty_queried,empty_correct_label_wrong_evidence_conditional,slot_id,source_sha256,source_origin,historical_source_sha256,agent_id,score_version,answer_change_reason,verification_eff,visible_verification_eff
deepseek-v4-flash-0731,cost_tight,1,2,0,deepseek_original,5782d5f5e904958d0db8c3897eddc3d09de9e3db45434f46ca30892c2d5f1998,88128,17,0.8823529411764706,0.6470588235294118,0.5882352941176471,0.29411764705882354,0.3333333333333333,3,2,3,0,1,2,1,0,2,1,1,time_budget_exceeded,forced_model_answer,4,904.5143534429371,900.0,1.0050159482699301,1,0,0,2,0,1,0,1,0,1,0,1,0,1,14,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.8571428571428571,0.8333333333333334,0.07142857142857142,0.38461538461538464,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,e4e35a791aaa66a8e841836f,5782d5f5e904958d0db8c3897eddc3d09de9e3db45434f46ca30892c2d5f1998,existing_trace_rescored,5782d5f5e904958d0db8c3897eddc3d09de9e3db45434f46ca30892c2d5f1998,-1,new,unchanged,0.1,0.1
deepseek-v4-flash-0731,cost_tight,1,2,1,deepseek_original,cc0ebd59aec7ce7f9df562d670f2557a0d63a34cfb32c31f4385935178e8569f,192625,17,0.8823529411764706,0.5882352941176471,0.5882352941176471,0.29411764705882354,0.3333333333333333,4,3,2,2,4,0,1,1,2,1,1,time_budget_exceeded,forced_model_answer,5,1159.2736658733338,900.0,1.2880818509703709,1,0,0,2,1,1,1,1,1,1,0,1,0,3,14,0.9285714285714286,0.5714285714285714,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.8214285714285714,0.8095238095238095,0.14285714285714285,0.38461538461538464,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,336cbd5de3588b7768f3021d,cc0ebd59aec7ce7f9df562d670f2557a0d63a34cfb32c31f4385935178e8569f,existing_trace_rescored,cc0ebd59aec7ce7f9df562d670f2557a0d63a34cfb32c31f4385935178e8569f,-1,new,unchanged,0.1,0.1
deepseek-v4-flash-0731,cost_tight,1,2,2,deepseek_original,62bed784d79bc0f1ea48c47da220e20320dadc339baef19a5032bbd504aded41,146082,17,0.8823529411764706,0.7058823529411765,0.6470588235294118,0.23529411764705882,0.26666666666666666,3,3,3,0,3,0,3,0,0,0,0,natural_answer,natural_model_answer,5,866.198665201664,900.0,0.9624429613351821,1,0,0,3,0,3,0,0,0,0,1,0,0,3,14,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.8928571428571429,0.8095238095238095,0.21428571428571427,0.3076923076923077,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,481075ddc97608aee9a3996f,62bed784d79bc0f1ea48c47da220e20320dadc339baef19a5032bbd504aded41,existing_trace_rescored,62bed784d79bc0f1ea48c47da220e20320dadc339baef19a5032bbd504aded41,-1,new,unchanged,0.2727272727272727,0.2727272727272727
deepseek-v4-flash-0731,cost_tight,2,4,0,deepseek_original,a43fb1e3473d81880912b60497125521b090c330f8305e08700f38bdc7feea6b,137642,17,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.0,1,1,1,0,0,1,0,0,1,1,1,aborted,forced_model_answer,3,304.2015711776912,900.0,0.33800174575299025,0,1,0,1,0,0,0,1,1,0,0,0,0,0,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0,0.0,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,0,0.18181818181818182,0.8181818181818182,1.0,0.09090909090909091,0.0,3281d4637e9b5305dbe96329,a43fb1e3473d81880912b60497125521b090c330f8305e08700f38bdc7feea6b,existing_trace_rescored,a43fb1e3473d81880912b60497125521b090c330f8305e08700f38bdc7feea6b,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,2,4,1,deepseek_original,a0154d114a4bbcef5892099d64e1ea46fafff998271b052936d74ccb49d968ae,182562,17,0.0,0.0,0.0,0.0,,3,2,2,1,0,3,1,0,2,1,1,time_budget_exceeded,forced_model_answer,4,902.8073438536376,900.0,1.0031192709484862,1,0,0,1,1,1,0,1,0,1,0,1,0,0,6,0,0,0,0,1,0,0.0,0.0,0,,11,0,0,0,0,0,0,1.0,1.0,0.09090909090909091,,6ebdeb6164e66ec0a116b779,a0154d114a4bbcef5892099d64e1ea46fafff998271b052936d74ccb49d968ae,existing_trace_rescored,a0154d114a4bbcef5892099d64e1ea46fafff998271b052936d74ccb49d968ae,-1,new,unchanged,,
deepseek-v4-flash-0731,cost_tight,2,4,2,deepseek_original,600c55ed82c7a3419884d70a3b69b0e4687a25d829deb2d1db7399c203b4e461,230224,17,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.0,0.0,3,2,2,1,1,2,2,0,1,1,0,time_budget_exceeded,forced_model_answer,4,918.8407469633967,900.0,1.020934163292663,1,0,0,1,1,1,0,1,0,1,0,1,0,0,6,0.8333333333333334,1,0.8333333333333334,0,0,0,1.0,1.0,0,0.0,11,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,0,0.36363636363636365,0.6363636363636364,1.0,0.09090909090909091,0.0,bb93859edd5406d4b9631cf1,600c55ed82c7a3419884d70a3b69b0e4687a25d829deb2d1db7399c203b4e461,existing_trace_rescored,600c55ed82c7a3419884d70a3b69b0e4687a25d829deb2d1db7399c203b4e461,-1,new,unchanged,0.16666666666666666,0.08333333333333333
deepseek-v4-flash-0731,cost_tight,3,5,0,deepseek_original,a1d9496665980aeb52bb9b995c20491f1ede3d3dfc1c1c8d70bb66498a536e4b,175019,17,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.0,3,3,2,1,2,1,1,1,1,1,0,natural_answer,natural_model_answer,5,876.7636181879789,900.0,0.9741817979866432,1,0,0,2,1,1,1,1,0,0,1,0,0,2,5,0.8,0.8,0.8,0,0.2,0,1.0,0.9,0.2,0.0,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.08333333333333333,0.0,2093b5f0907fc904da961adb,a1d9496665980aeb52bb9b995c20491f1ede3d3dfc1c1c8d70bb66498a536e4b,existing_trace_rescored,a1d9496665980aeb52bb9b995c20491f1ede3d3dfc1c1c8d70bb66498a536e4b,-1,new,unchanged,0.07142857142857142,0.07142857142857142
deepseek-v4-flash-0731,cost_tight,3,5,1,deepseek_original,063e54cf8ccfd652a6130eb95463d6241d0f13562a73253a5beee02da8d27759,164841,17,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.11764705882352941,0.14285714285714285,3,2,2,1,1,2,1,0,2,1,1,time_budget_exceeded,forced_model_answer,3,903.0641053523868,900.0,1.0034045615026521,1,0,0,1,1,1,0,1,0,1,0,1,0,0,5,0.8,0.4,0.4,0.4,0.6,0.2,0.8,0.6,0,0.5,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.08333333333333333,0.0,fd1d022b9bd3f4ca527fff79,063e54cf8ccfd652a6130eb95463d6241d0f13562a73253a5beee02da8d27759,existing_trace_rescored,063e54cf8ccfd652a6130eb95463d6241d0f13562a73253a5beee02da8d27759,-1,new,unchanged,0.08333333333333333,0.08333333333333333
deepseek-v4-flash-0731,cost_tight,3,5,2,deepseek_original,2748dcc1db3b156dbf6dfeb6da8cde9d312afbf3164f3a92baeb68a8546a33ec,216950,17,0.0,0.0,0.0,0.0,,3,3,2,1,0,3,1,0,2,1,1,natural_answer,natural_model_answer,5,886.1411155387759,900.0,0.9846012394875288,1,0,0,2,1,1,0,2,1,0,1,0,0,0,5,0,0,0,0,1,0,0.0,0.0,0,,12,0,0,0,0,0,0,1.0,1.0,0.16666666666666666,,9be24d9d165d50529d8abdd0,2748dcc1db3b156dbf6dfeb6da8cde9d312afbf3164f3a92baeb68a8546a33ec,existing_trace_rescored,2748dcc1db3b156dbf6dfeb6da8cde9d312afbf3164f3a92baeb68a8546a33ec,-1,new,unchanged,,
deepseek-v4-flash-0731,cost_tight,4,6,0,deepseek_original,0b9dffedc24886389d9377f6f3c5248b35d904cce5633f4b71dcb9e541c8f803,208570,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,3,3,2,1,3,0,1,1,1,0,1,natural_answer,natural_model_answer,5,892.0447776652873,900.0,0.9911608640725414,1,0,0,2,1,1,1,1,1,0,1,0,0,3,11,1,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.8636363636363636,0.8636363636363636,0.18181818181818182,0.2727272727272727,6,1,1,1,0,0,0,1.0,1.0,0,0.0,308c8e9a376c8f4d428cb014,0b9dffedc24886389d9377f6f3c5248b35d904cce5633f4b71dcb9e541c8f803,existing_trace_rescored,0b9dffedc24886389d9377f6f3c5248b35d904cce5633f4b71dcb9e541c8f803,-1,new,unchanged,0.07142857142857142,0.07142857142857142
deepseek-v4-flash-0731,cost_tight,4,6,1,deepseek_original,534a580017dc7293fb24994a561f29023330f6aee372eb23a8607cb798022895,154867,17,0.8235294117647058,0.5882352941176471,0.5882352941176471,0.23529411764705882,0.2857142857142857,3,2,2,1,2,1,0,1,2,1,1,time_budget_exceeded,forced_model_answer,4,914.5066345203668,900.0,1.0161184828004075,1,0,0,2,0,0,1,1,1,1,0,1,0,1,11,0.8181818181818182,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.7121212121212122,0.7272727272727273,0.09090909090909091,0.4444444444444444,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.16666666666666666,0.0,718174e02e353fc2a9d208a3,534a580017dc7293fb24994a561f29023330f6aee372eb23a8607cb798022895,existing_trace_rescored,534a580017dc7293fb24994a561f29023330f6aee372eb23a8607cb798022895,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,4,6,2,deepseek_original,b9616f658b55148e1e485b32bfcd05c19af8777bcf2b722e80956637bf934fb8,83990,17,0.0,0.0,0.0,0.0,,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,292.99589074216783,900.0,0.3255509897135198,0,1,0,1,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,1,0,0.0,0.0,0,,6,0,0,0,0,0,0,1.0,1.0,0.16666666666666666,,7a393b24b9759fc82447eca7,b9616f658b55148e1e485b32bfcd05c19af8777bcf2b722e80956637bf934fb8,existing_trace_rescored,b9616f658b55148e1e485b32bfcd05c19af8777bcf2b722e80956637bf934fb8,-1,new,unchanged,,
deepseek-v4-flash-0731,cost_tight,5,8,0,deepseek_original,a34ecb5bd224421771073b444e4fb611f3e90cdd6b31354aaa8539f330d2ec09,117425,17,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.058823529411764705,0.07142857142857142,3,2,2,1,2,1,0,1,2,1,1,time_budget_exceeded,forced_model_answer,3,912.6527683530003,900.0,1.0140586315033338,1,0,0,2,0,0,1,1,1,1,0,1,0,1,4,0.5,0.5,0.25,0.25,0.5,0,0.75,0.625,0.25,0.5,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0,0,0.07692307692307693,0.9230769230769231,1.0,0.07692307692307693,0.0,3087d2ad05b8ac84b6ec0e55,a34ecb5bd224421771073b444e4fb611f3e90cdd6b31354aaa8539f330d2ec09,existing_trace_rescored,a34ecb5bd224421771073b444e4fb611f3e90cdd6b31354aaa8539f330d2ec09,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,5,8,1,deepseek_original,a09c88c002c55fb638b6399a8bc0d24eef1e59670c5f2f196522e505724d4439,76442,17,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.058823529411764705,0.06666666666666667,3,2,3,0,2,1,2,0,1,1,0,time_budget_exceeded,forced_model_answer,4,903.2147073093802,900.0,1.0035718970104224,1,0,0,2,0,1,0,1,0,1,0,1,0,1,4,0.75,0.75,0.5,0.25,0.25,0,1.0,0.875,0.25,0.3333333333333333,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0,0,0.07692307692307693,0.9230769230769231,1.0,0.07692307692307693,0.0,abdd4fcf3776c1d0f996dfde,a09c88c002c55fb638b6399a8bc0d24eef1e59670c5f2f196522e505724d4439,existing_trace_rescored,a09c88c002c55fb638b6399a8bc0d24eef1e59670c5f2f196522e505724d4439,-1,new,unchanged,0.07142857142857142,0.07142857142857142
deepseek-v4-flash-0731,cost_tight,5,8,2,deepseek_original,5d638a6a059d581f0912657ecbaa120913ed32639c7cd530a7f8eacb7bc25e2c,121448,17,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.058823529411764705,0.07142857142857142,3,2,2,1,1,2,2,0,1,1,0,time_budget_exceeded,forced_model_answer,4,916.430806061253,900.0,1.0182564511791699,1,0,0,1,1,1,0,1,0,1,0,1,0,0,4,0.5,0.5,0.25,0.25,0.5,0,0.75,0.625,0,0.5,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0,0,0.07692307692307693,0.9230769230769231,1.0,0.07692307692307693,0.0,4fc329468625d8f9d1bed4cd,5d638a6a059d581f0912657ecbaa120913ed32639c7cd530a7f8eacb7bc25e2c,existing_trace_rescored,5d638a6a059d581f0912657ecbaa120913ed32639c7cd530a7f8eacb7bc25e2c,-1,new,unchanged,0.15384615384615385,0.07692307692307693
deepseek-v4-flash-0731,cost_tight,6,11,0,deepseek_original,39e697eceaa17409edf018fd96494edbc2dd9de8aa9fd6fd1945972b97200544,233396,17,0.0,0.0,0.0,0.0,,3,2,2,1,2,1,1,1,1,1,0,time_budget_exceeded,,4,915.4186058975756,900.0,1.0171317843306396,1,0,0,2,0,0,1,1,1,1,0,1,0,1,10,0,0,0,0,1,0,0.0,0.0,0.1,,7,0,0,0,0,0,0,1.0,1.0,0.14285714285714285,,27f872b588f3cde9830513e8,39e697eceaa17409edf018fd96494edbc2dd9de8aa9fd6fd1945972b97200544,existing_trace_rescored,39e697eceaa17409edf018fd96494edbc2dd9de8aa9fd6fd1945972b97200544,-1,new,unchanged,,
deepseek-v4-flash-0731,cost_tight,6,11,1,deepseek_original,110c2d4c5731cdf7e3437590bfd0ce54a6ddba0238d05405f286beca87bf6e3b,139550,17,0.8823529411764706,0.6470588235294118,0.6470588235294118,0.23529411764705882,0.26666666666666666,4,3,3,1,3,1,1,1,2,1,1,time_budget_exceeded,forced_model_answer,5,1195.1462120655924,900.0,1.327940235628436,1,0,0,3,0,1,1,1,1,1,0,1,0,2,10,1,0.6,0.6,0.4,0.3,0.1,0.925,0.86,0.2,0.4,7,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0,0.2857142857142857,0.7142857142857143,1.0,0.14285714285714285,0.0,df70ef136137b44bc2964e66,110c2d4c5731cdf7e3437590bfd0ce54a6ddba0238d05405f286beca87bf6e3b,existing_trace_rescored,110c2d4c5731cdf7e3437590bfd0ce54a6ddba0238d05405f286beca87bf6e3b,-1,new,unchanged,0.09090909090909091,0.09090909090909091
deepseek-v4-flash-0731,cost_tight,6,11,2,deepseek_original,ab66104e33bb46feeb3a0261f053f207a8207f35ec6b93a7c939ef9dca2d6f7b,172356,17,0.8823529411764706,0.5882352941176471,0.5882352941176471,0.29411764705882354,0.3333333333333333,3,2,3,0,0,3,0,0,3,1,1,time_budget_exceeded,forced_model_answer,3,902.9956469591707,900.0,1.0033284966213007,1,0,0,2,0,0,0,2,1,1,0,1,0,0,10,1,0.5,0.5,0.5,0.4,0.1,0.95,0.81,0,0.5,7,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0,0.2857142857142857,0.7142857142857143,1.0,0.2857142857142857,0.0,424c1bf2440afd43cd1ab97f,ab66104e33bb46feeb3a0261f053f207a8207f35ec6b93a7c939ef9dca2d6f7b,existing_trace_rescored,ab66104e33bb46feeb3a0261f053f207a8207f35ec6b93a7c939ef9dca2d6f7b,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,7,18,0,deepseek_original,63fa4c919c66a9b3c7983f6b315438db9e2905fb2e3ee3ca0677162df761906d,184951,17,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.058823529411764705,0.0625,3,3,2,1,1,2,1,0,2,0,1,natural_answer,natural_model_answer,5,899.3630573246628,900.0,0.999292285916292,1,0,0,2,1,1,0,2,1,0,1,0,0,1,5,0.8,0.6,0.6,0.2,0.4,0,0.8,0.7,0.2,0.25,12,1,1,1,0,0,0,1.0,1.0,0.08333333333333333,0.0,fc2bbd130daf7142e015c60f,63fa4c919c66a9b3c7983f6b315438db9e2905fb2e3ee3ca0677162df761906d,existing_trace_rescored,63fa4c919c66a9b3c7983f6b315438db9e2905fb2e3ee3ca0677162df761906d,-1,new,unchanged,0.06666666666666667,0.06666666666666667
deepseek-v4-flash-0731,cost_tight,7,18,1,deepseek_original,546cc2cb8e5863af84cd7660dbcd5e082b058b5354b788fc8392e5c1224016f7,239687,17,0.0,0.0,0.0,0.0,,3,2,2,1,1,2,2,0,1,1,0,time_budget_exceeded,forced_model_answer,4,908.9989574532956,900.0,1.009998841614773,1,0,0,1,1,1,0,1,0,1,0,1,0,0,5,0,0,0,0,1,0,0.0,0.0,0,,12,0,0,0,0,0,0,1.0,1.0,0.08333333333333333,,adc5d717d22da7dd5bb75303,546cc2cb8e5863af84cd7660dbcd5e082b058b5354b788fc8392e5c1224016f7,existing_trace_rescored,546cc2cb8e5863af84cd7660dbcd5e082b058b5354b788fc8392e5c1224016f7,-1,new,unchanged,,
deepseek-v4-flash-0731,cost_tight,7,18,2,deepseek_original,c64d42904c16c10085f6ff9ceb921582a8b5b66d4b43a5604997c70a5c80dad3,205076,17,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.058823529411764705,0.0625,4,3,2,2,2,2,2,1,1,1,0,time_budget_exceeded,forced_model_answer,5,1185.1463405415416,900.0,1.3168292672683795,1,0,0,2,1,1,1,1,1,1,0,1,0,1,5,1,0.8,0.8,0.2,0.2,0,1.0,0.9,0.2,0.2,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.08333333333333333,0.0,dde922f43d40e0cfc2f92d65,c64d42904c16c10085f6ff9ceb921582a8b5b66d4b43a5604997c70a5c80dad3,existing_trace_rescored,c64d42904c16c10085f6ff9ceb921582a8b5b66d4b43a5604997c70a5c80dad3,-1,new,unchanged,0.13333333333333333,0.06666666666666667
deepseek-v4-flash-0731,cost_tight,8,21,0,deepseek_original,dd56f0c48c77187e8703c4f6acdffa02931f98bc4be0a7b6ff15e0b03f4b54d1,173537,17,1.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.7058823529411765,3,2,2,1,2,1,0,1,2,1,1,time_budget_exceeded,forced_model_answer,4,928.0569701176137,900.0,1.0311744112417929,1,0,0,2,0,0,0,2,1,1,0,1,0,1,12,1,0,0,1,0.9166666666666666,0.08333333333333333,0.9444444444444444,0.5499999999999999,0.08333333333333333,1.0,5,1,1,1,0,0,0,1.0,1.0,0.2,0.0,4981054255a1237b3346122e,dd56f0c48c77187e8703c4f6acdffa02931f98bc4be0a7b6ff15e0b03f4b54d1,existing_trace_rescored,dd56f0c48c77187e8703c4f6acdffa02931f98bc4be0a7b6ff15e0b03f4b54d1,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,8,21,1,deepseek_original,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465,214770,17,0.9411764705882353,0.29411764705882354,0.29411764705882354,0.6470588235294118,0.6875,3,2,2,1,1,2,1,1,1,1,1,time_budget_exceeded,forced_model_answer,4,919.1057370509952,900.0,1.021228596723328,1,0,0,1,1,1,0,1,0,1,0,1,0,0,12,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0,1.0,0.5055555555555555,0,0.9166666666666666,5,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.2,0.0,c133c832c03db78a0602e2ff,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465,existing_trace_rescored,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465,-1,new,unchanged,0.2,0.2
deepseek-v4-flash-0731,cost_tight,8,21,2,deepseek_original,2544eee91c474c62c61c06e5f2988fdc139111bbcb23a0099d398c50d57bf796,122530,17,0.0,0.0,0.0,0.0,,2,2,1,1,2,0,1,1,0,0,0,natural_answer,natural_model_answer,4,601.202052384615,900.0,0.66800228042735,0,0,0,1,1,1,1,0,0,0,1,0,0,2,12,0,0,0,0,1,0,0.0,0.0,0.08333333333333333,,5,0,0,0,0,0,0,1.0,1.0,0,,afc90167cd0b5992f845383e,2544eee91c474c62c61c06e5f2988fdc139111bbcb23a0099d398c50d57bf796,existing_trace_rescored,2544eee91c474c62c61c06e5f2988fdc139111bbcb23a0099d398c50d57bf796,-1,new,unchanged,,
deepseek-v4-flash-0731,cost_tight,9,22,0,deepseek_original,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba,118871,17,0.7647058823529411,0.47058823529411764,0.4117647058823529,0.35294117647058826,0.46153846153846156,3,3,3,0,1,2,1,1,1,1,1,natural_answer,natural_model_answer,5,863.9474801719189,900.0,0.9599416446354654,1,0,0,3,0,1,1,1,1,0,1,0,0,1,12,0.75,0.3333333333333333,0.25,0.5,0.5833333333333334,0.08333333333333333,0.7916666666666666,0.6111111111111112,0.08333333333333333,0.6666666666666666,5,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.4,0.0,5e6e68d9e3a6b4646da4f94a,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba,existing_trace_rescored,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba,-1,new,unchanged,0.14285714285714285,0.14285714285714285
deepseek-v4-flash-0731,cost_tight,9,22,1,deepseek_original,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2,134500,17,0.8823529411764706,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.4666666666666667,1,1,1,0,0,1,0,0,1,1,1,aborted,forced_model_answer,3,287.32845845632255,900.0,0.3192538427292473,0,1,0,1,0,0,0,1,1,0,0,0,0,0,12,0.8333333333333334,0.3333333333333333,0.25,0.5833333333333334,0.6666666666666666,0.08333333333333333,0.8333333333333334,0.5694444444444444,0,0.7,5,1,1,1,0,0,0,1.0,1.0,0.2,0.0,828daa41dc82cf9d6cb2c26f,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2,existing_trace_rescored,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,9,22,2,deepseek_original,ae04035edbed348a5da3d2c28003fa83c03c0e82543359da992a4d505f5be47d,155130,17,0.8235294117647058,0.5294117647058824,0.47058823529411764,0.35294117647058826,0.42857142857142855,3,2,2,1,0,3,1,0,2,1,1,time_budget_exceeded,forced_model_answer,4,905.6231601815671,900.0,1.0062479557572968,1,0,0,1,1,1,0,1,0,1,0,1,0,0,12,0.75,0.3333333333333333,0.25,0.5,0.6666666666666666,0,0.8333333333333334,0.5694444444444444,0,0.6666666666666666,5,1,1,1,0,0,0,1.0,1.0,0.2,0.0,712190650d80b377eac19700,ae04035edbed348a5da3d2c28003fa83c03c0e82543359da992a4d505f5be47d,existing_trace_rescored,ae04035edbed348a5da3d2c28003fa83c03c0e82543359da992a4d505f5be47d,-1,new,unchanged,0.125,0.125
deepseek-v4-flash-0731,cost_tight,10,23,0,deepseek_original,82a31d27ffed728ef0a8e3b29ca10af819f52f13d07ce997ffbb474d3234773f,267744,17,0.7647058823529411,0.29411764705882354,0.29411764705882354,0.47058823529411764,0.6153846153846154,3,2,2,1,2,1,0,1,2,1,1,time_budget_exceeded,forced_model_answer,4,945.399034107104,900.0,1.0504433712301156,1,0,0,2,0,0,1,1,1,1,0,1,0,1,11,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.36363636363636365,0.5757575757575758,0.5151515151515151,0.09090909090909091,0.8888888888888888,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,eca24fa65f8f01d72bd6a3d2,82a31d27ffed728ef0a8e3b29ca10af819f52f13d07ce997ffbb474d3234773f,existing_trace_rescored,82a31d27ffed728ef0a8e3b29ca10af819f52f13d07ce997ffbb474d3234773f,-1,new,unchanged,0.0,0.0
deepseek-v4-flash-0731,cost_tight,10,23,1,deepseek_original,13e95fd0be4fc4a061fadcafe4c22ebd852296ab5b0ff5927e83205a334db297,127231,17,0.8235294117647058,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.5,3,2,3,0,2,1,1,0,2,1,1,time_budget_exceeded,forced_model_answer,4,913.5555588360876,900.0,1.0150617320400974,1,0,0,2,0,1,0,1,0,1,0,1,0,1,11,0.9090909090909091,0.2727272727272727,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.18181818181818182,0.7272727272727273,0.5075757575757576,0.09090909090909091,0.7,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,77b203b787347ca462957d67,13e95fd0be4fc4a061fadcafe4c22ebd852296ab5b0ff5927e83205a334db297,existing_trace_rescored,13e95fd0be4fc4a061fadcafe4c22ebd852296ab5b0ff5927e83205a334db297,-1,new,unchanged,0.14285714285714285,0.14285714285714285
