event_id,lane,models,run_id,start_utc,end_utc,time_basis,phase,matrix,planned,execution_accounting,score_accounting,count_unit,issue_found,followup,final_selection,excluded_model_in_current_report,evidence,known_limitations,additional_accounting
qwen-launch01,selfserve,"[""Qwen 3.8""]",serving/launch01 / Slurm 1204491,2026-09-10T22:45:39+00:00,2026-09-10T23:25:06+00:00,recorded Slurm allocation times in PLAN; not inference from directory name,smoke,4 nodes × 8 H200; one TP8 × PP4 server. Startup only; zero model experiment calls.,"{""allocations"": 1}","{""failed_startups"": 1, ""model_experiment_calls"": 0}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"After weight loading and CUDA graphs, SGLang Unified MambaComponent asserted for page_size=64 with no extra buffer.",Replaced with launch02 / 1204495 using page_size=1; no scientific samples repeated.,not_used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/serving/launch01/plan.json""]",[],{}
qwen-native-smoke,selfserve,"[""Qwen 3.8""]",native_smoke01,2026-09-10T23:36:06+00:00,2026-09-10T23:37:23+00:00,native smoke interval recorded in PLAN,smoke,"Two native protocol cases: auto/named-tool → forced-final, four API calls.","{""physical_calls"": 4}","{""delivered_calls"": 4}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,No model execution failure; render audit distinguishes retained HTTP tool schemas from server forced-final template removal of schema text.,Accepted launch02 and cache_salt; task smoke followed.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/PLAN.zh.md""]",[],{}
qwen38_eval_20260910-tasksmoke,selfserve,"[""Qwen 3.8""]",task_smoke01 / 1789083576696821255-2789200,2026-09-10T23:39:36.715495+00:00,2026-09-10T23:50:22.008362+00:00,first/last session events.wall_time_ns,smoke,"Search/Audit/ParamNet + NAS101 naive/cached/poolact; six jobs / 15 agents; max_steps=3, max_evals=2.","{""agents"": 15, ""jobs"": 6}","{""completed_jobs"": 6, ""execution_failed"": 0}","{""score_complete_agents"": 15}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,No execution failure in this bounded preflight; not a full-study performance claim.,Proceed to separately frozen 783-slot full matrix; smoke excluded from main scores.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/task_smoke01/queue/sessions/1789083576696821255-2789200/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/task_smoke01/queue/sessions/1789083576696821255-2789200/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/PLAN.zh.md""]",[],{}
qwen-formal-first,selfserve,"[""Qwen 3.8""]",formal / 1789084311493837147-2799794,2026-09-10T23:51:51.514375+00:00,2026-09-11T02:08:28.109206+00:00,first/last session events.wall_time_ns,formal,"Reference Custom study, native tools: N1 Search 73 × F/M/T × R1 = 219; Audit 13 × F/M/T × 3 orders = 117; HPO 9 × F/M/T × R3 = 81. N4 whois Search 39 × M/T × 3 strategies = 234; Audit 13 × M/T × 3 strategies = 78; NAS101 A/B/C × R3 × M/T × 3 strategies = 54. Total 783 logical slots / 1881 agents.","{""unique_study_slots"": 783}","{""execution_failed"": 0, ""new_executed_slots"": 388, ""verified_without_model_call"": 0}","{""full_study_score_complete_agents"": 1881, ""full_study_score_complete_slots"": 783}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Original pause reason: prospective timeout/capacity risk, not failed answers. Later audit: NAS graph identity collisions in 17/18 Qwen PoolAct pools; native Audit fixed-call prompt weakness was also common to old source. No Qwen scientific rerun was selected.","Workers16→6 after graceful admission stop. Same source/plan/model settings; 388 completed slots identity-verified, only 395 previously unstarted slots executed. Six-agent empty predictions retained by legacy evaluator.",used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/queue/sessions/1789084311493837147-2799794/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/queue/sessions/1789084311493837147-2799794/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/PLAN.zh.md""]","[""Second-session 783 finished includes 388 verify_resume records; unique formal total is 783, not 1171."", ""Qwen full data remain pre-September-12 graph/prompt fixes.""]",{}
api-claude-original-second-window,api,"[""Claude fable5 / high""]",claude_fable5_high_poolact_refmatrix_20260910_v1 / claude_continuation_20260911T0020_v1,2026-09-11T00:20:37.422610Z,2026-09-11T01:04:57.413509Z,controller launch → last observed legacy API finish; not exact controller wall interval,recovery,原366槽中317个未开始项；同矩阵同原始study续跑。,317,63,,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",第二次窗口耗尽；本session新增67开始、63完成、4失败；全legacy累计108完成、8失败、250未开始，严格评分104。,随后独立recovery_v1显式恢复8个基础设施失败槽和250未开始槽；108个完成项不重采样。,not_used,True,"[""/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/api_20260910/claude-continuation-launch.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/api_20260910/claude_continuation_20260911T0020_v1/claude_waves/result.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/api_20260910/claude-final-window-stop-decision-v1.json""]","[""63/67/4由原controller前后累计计数差得出；本session严格评分未独立统计。"", ""额度失败与合法拒答是不同问题。""]","{""cumulative_legacy_completed"": 108, ""cumulative_legacy_score_complete"": 104, ""failed"": 4, ""started"": 67}"
qwen-formal-continuation,selfserve,"[""Qwen 3.8""]",formal / 1789092647915522583-2932149,2026-09-11T02:10:47.918747+00:00,2026-09-11T13:24:48.441054+00:00,first/last session events.wall_time_ns,recovery,"Reference Custom study, native tools: N1 Search 73 × F/M/T × R1 = 219; Audit 13 × F/M/T × 3 orders = 117; HPO 9 × F/M/T × R3 = 81. N4 whois Search 39 × M/T × 3 strategies = 234; Audit 13 × M/T × 3 strategies = 78; NAS101 A/B/C × R3 × M/T × 3 strategies = 54. Total 783 logical slots / 1881 agents.","{""unique_study_slots"": 783}","{""execution_failed"": 0, ""new_executed_slots"": 395, ""verified_without_model_call"": 388}","{""full_study_score_complete_agents"": 1881, ""full_study_score_complete_slots"": 783}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Original pause reason: prospective timeout/capacity risk, not failed answers. Later audit: NAS graph identity collisions in 17/18 Qwen PoolAct pools; native Audit fixed-call prompt weakness was also common to old source. No Qwen scientific rerun was selected.","Workers16→6 after graceful admission stop. Same source/plan/model settings; 388 completed slots identity-verified, only 395 previously unstarted slots executed. Six-agent empty predictions retained by legacy evaluator.",used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/queue/sessions/1789092647915522583-2932149/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/queue/sessions/1789092647915522583-2932149/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/PLAN.zh.md""]","[""Second-session 783 finished includes 388 verify_resume records; unique formal total is 783, not 1171."", ""Qwen full data remain pre-September-12 graph/prompt fixes.""]",{}
deepseek_flash_eval_20260911-tasksmoke,selfserve,"[""DeepSeek V4 Flash 0731""]",task_smoke01 / 1789100867084806815-3040396,2026-09-11T04:27:47.101670+00:00,2026-09-11T04:34:24.413157+00:00,first/last session events.wall_time_ns,smoke,"Search/Audit/ParamNet + NAS101 naive/cached/poolact; six jobs / 15 agents; max_steps=3, max_evals=2.","{""agents"": 15, ""jobs"": 6}","{""completed_jobs"": 6, ""execution_failed"": 0}","{""score_complete_agents"": 15}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,No execution failure in this bounded preflight; not a full-study performance claim.,Proceed to separately frozen 783-slot full matrix; smoke excluded from main scores.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/task_smoke01/queue/sessions/1789100867084806815-3040396/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/task_smoke01/queue/sessions/1789100867084806815-3040396/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/PLAN.zh.md""]",[],{}
deepseek-formal-v1,selfserve,"[""DeepSeek V4 Flash 0731""]",formal / 1789101551771860378-3049313,2026-09-11T04:39:11.811306+00:00,2026-09-11T06:48:03.393300+00:00,first/last session events.wall_time_ns,formal,"Reference Custom study, native tools: N1 Search 73 × F/M/T × R1 = 219; Audit 13 × F/M/T × 3 orders = 117; HPO 9 × F/M/T × R3 = 81. N4 whois Search 39 × M/T × 3 strategies = 234; Audit 13 × M/T × 3 strategies = 78; NAS101 A/B/C × R3 × M/T × 3 strategies = 54. Total 783 logical slots / 1881 agents.","{""agents"": 1881, ""logical_slots"": 783}","{""completed_slots"": 783, ""execution_failed"": 0}","{""score_complete_agents"": 1789, ""score_complete_slots"": 728, ""unscorable_missing_configuration_agents"": 92}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Later review: malformed/repetitive generation on frozen serving stack, native Audit fixed-call prompt conflict, and NAS PoolAct graph identity collisions (10/18 pools). Initial analysis also omitted top-level reasoning-token usage; this accounting-only omission did not change scientific scores.",Analysis full_v1→full_v2 only repaired usage projection (zero model/scorer calls). September 12 replaced 249 whole matched N4 slots; other 534 slots retained.,mixed,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/queue/sessions/1789101551771860378-3049313/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/queue/sessions/1789101551771860378-3049313/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/raw_terminals.csv"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/PLAN.zh.md""]","[""An execution-complete pool can be unscorable when a required NAS configuration is missing."", ""Latest ExpGym single-agent data and Tight Search N4 remain original serving-stack observations.""]",{}
api-gemini-native-nonstream-probe,api,"[""Gemini 3.8 Flash / medium""]",validation/native-wire-probe-v1,2026-09-11T06:27:47.891052Z,,recorded probe start; end not recorded in summary,smoke,合成lookup_pointer→lookup_value工具协议探针；非benchmark矩阵。,1,1,,probe session,预期tool顺序/数量不符，probe passed=false；保留原尝试不重采样。,独立SSE多轮诊断验证签名Part完整采集。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/validation/native-wire-probe-v1/SUMMARY.json""]","[""count_unit为一个probe session，不属于正式invocation。""]","{""api_attempts"": 1}"
api-gemini-native-stream-probe,api,"[""Gemini 3.8 Flash / medium""]",validation/native-stream-diagnostic-v1,2026-09-11T06:29:14.443363Z,,first recorded diagnostic attempt; summary has no terminal timestamp,smoke,合成两轮工具+最终receipt的SSE传输验证；非benchmark。,1,1,,probe session,非stream collector丢失的签名Part在SSE路径保留；多轮验证passed。,正式原生适配采用SSE完整Part组装。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/validation/native-stream-diagnostic-v1/MULTITURN_SUMMARY.json""]","[""这是传输验证，不是模型性能样本。""]","{""api_attempts"": 3}"
api-claude-nas-smoke-recovery-v1,api,"[""Claude fable5 / high""]",claude_fable5_high_poolact_smoke_20260911_v1,2026-09-11T06:55:56.435917Z,2026-09-11T06:56:11.584409Z,controller started_at → finished_at,smoke,NAS101单任务、N4/poolact/Moderate，30steps/30evals。,1,1,0,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",4个agent全部refusal，无配置，严格HPO评分未知。,与旧实验相同行为，保留；额外Search/Audit smoke检查工具交互。,validation_only,True,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/claude_fable5_high_poolact_smoke_20260911_v1/queue-plan.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_smoke_v1/CLAUDE_SMOKE_REVIEW.md""]","[""拒答不是transport中断，不用重采样消除。""]",{}
api-gemini-smoke-v1,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_smoke_20260911_v1,2026-09-11T06:58:52.412051Z,2026-09-11T07:05:16.583243Z,controller started_at → finished_at,smoke,Tight；ExpGym Search/Audit/ParamNet各1项，PoolAct Search/Audit/NAS101各1个N2池；4steps/3evals。,6,6,6,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",客户端回放完整，但网关在2个forced final清理签名、各3个签名改为dummy；pilot_ready=false。,修复同账户会话绑定，独立affinity smoke v2复验；本次6项不入正式报告。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_smoke_v1/GEMINI_SMOKE_REVIEW.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_smoke_20260911_v1/controller/controller.json""]","[""9条agent轨迹；保存评分通过不等于传输保真通过。""]",{}
api-claude-searchaudit-smoke-recovery-v1,api,"[""Claude fable5 / high""]",claude_fable5_high_poolact_searchaudit_smoke_20260911_v1,2026-09-11T07:01:51.201885Z,2026-09-11T07:02:13.371887Z,controller started_at → finished_at,smoke,Search N4/cached/Tight一池；Audit N4/cached/Moderate一池。,2,2,2,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",Search4agent均正确；Audit4agent首轮明确refusal，按原空预测评分为0。,工具交互及native历史检查通过；进入既定recovery。,validation_only,True,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/claude_fable5_high_poolact_searchaudit_smoke_20260911_v1/queue-plan.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_smoke_v1/CLAUDE_SMOKE_REVIEW.md""]","[""两池评分完整包含Audit零分，并不意味着正常作答。""]",{}
api-claude-formal-recovery-v1,api,"[""Claude fable5 / high""]",claude_fable5_high_poolact_recovery_20260911_v1,2026-09-11T07:05:01.568928Z,2026-09-11T16:54:33.098452Z,recorded original queue launch → migrated controller finished_at,recovery,原366槽缺的258池：8个原基础设施失败恢复+250首次执行；仍是Search/Audit/NAS × Moderate/Tight ×三策略N4。,258,148,136,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",额度0%但reset=null曾被控制器误判unknown；迁移控制器后同活worker继续。后期1池收到429及scheduler-masked503，短重试耗尽而未进入hold。,保留148完成、1失败、109未开始；新v2只恢复该1池及109未开始。,not_used,True,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/claude_fable5_high_poolact_recovery_20260911_v1/controller/controller.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/operations/claude-idle-window-controller-migration-v2/MIGRATION.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_claude_recovery_v1_interruption_v1/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/planning/claude-recovery-slot-map.json""]","[""控制器迁移不是重新跑148池；执行repo/计划/模型参数不变。"", ""Claude最终排除；此处保留其实际实验历史。""]","{""failed"": 1, ""source_commit"": ""dfef0523cbf0be7b30ef69aaddadf80188b0a6be"", ""started"": 149, ""unstarted"": 109}"
api-gemini-affinity-smoke-v2,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_affinity_smoke_20260911_v2,2026-09-11T07:34:06.982184Z,2026-09-11T07:35:02.314718Z,controller started_at → finished_at,smoke,Search/NAS101各1池，N2/poolact/Tight；4steps/3evals。,2,2,2,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",签名会话绑定复验通过；16调用/24历史回放/4forcedfinal保留签名。后来NAS字符串edge问题归因为网关schema转换。,允许进入固定v2pilot；不入正式分母。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_affinity_smoke_v2/GEMINI_AFFINITY_SMOKE_REVIEW.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_affinity_smoke_v2/pilot-entry-acceptance.json""]","[""日志无异常标记不证明所有网关上游字节或隐藏重试为零。""]",{}
api-gemini-pilot-v2,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_pilot_20260911_v2,2026-09-11T07:38:22.954191Z,2026-09-11T08:33:49.635327Z,controller started_at → finished_at,smoke,固定pilot33项/87轨迹：ExpGym Search/Audit/ParamNet/NAS101/NAS201各1×3预算=15；N4 Search/Audit/NAS101各1×2预算×三策略=18。,33,33,,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",网关把integer enum改成string enum，NAS首轮参数错误不可简单归咎模型；同时记录legacy个人配置fallback及Audit围栏答案投票排除。,修原生schema字段，另做9项v3补验；v2pilot只作诊断，不并正式。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_pilot_v2/PILOT_REVIEW_v2.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_pilot_v2/SCHEMA_INTERPRETATION_CORRECTION.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_pilot_20260911_v2/controller/controller.json""]","[""33执行/87审阅已知；未在此另行计算严格pool评分完整数。"", ""API限额短hold是原worker继续，不是重跑。""]","{""phase_detail"": ""independent fixed pilot""}"
api-gemini-schema-json-probe,api,"[""Gemini 3.8 Flash / medium""]",validation/schema-json-probe-v1,2026-09-11T08:26:58.429347Z,2026-09-11T08:27:01.255124Z,probe started_at_utc → finished_at_utc,smoke,合成integer enum+string enum两轮schema验证。,1,1,,probe session,parametersJsonSchema保留整数类型；首轮整数0通过严格工具验证，第二轮NONE返回准确receipt。,移植至独立Gemini源码v3，固定补充pilot验证。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/validation/schema-json-probe-v1/SUMMARY.json""]","[""2 API调用、1308token单列；不是benchmark样本。""]","{""api_attempts"": 2}"
api-gemini-schema-pilot-v3,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_schema_pilot_20260911_v3,2026-09-11T08:36:32.226729Z,2026-09-11T09:00:38.554221Z,controller started_at → finished_at; first queue start08:37:38.792794,smoke,固定9项/18轨迹，全部Tight：ExpGym Search1/Audit1/HPO4；NAS三策略N4各1池。,9,9,9,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",原生JSON Schema、完整签名历史与工具结果检查通过；错误答案、legacy回填与超预算隐藏反馈均保留。,09:32正式入口验收；09:35启动正式783项。,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_schema_pilot_v3/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_schema_pilot_v3/FORMAL_ENTRY_ACCEPTANCE.json""]","[""补验不是正式数据；不是把低分pilot重新挑到高分。""]","{""source_commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126""}"
api-gemini-original-formal-v3,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_refmatrix_20260911_v3,2026-09-11T09:35:28.706306Z,2026-09-11T12:02:42.086545Z,first queue start → drained (rounded microseconds); controller09:35:12→12:02:42.305918,formal,ExpGym N1: Search 73题×3预算、Audit 13文档×3顺序×3预算、HPO 9任务×3重复×3预算，共417项；N4: Search39题、Audit13文档、NAS101 A/B/C×3重复，各×Moderate/Tight×naive/cached/poolact，共366池。总783项/1881 agent槽。,783,76,76,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",第77个任务是Search Moderate naive N4池，agent2上游MALFORMED_FUNCTION_CALL；整个池保留失败/未知，不以其他3名agent拼完整池。,76完成及1失败保留；只在独立recovery首次执行原706未开始任务。,used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_formal_v3_interruption_v1/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_formal_v3_interruption_v1/CONTINUATION_DECISION.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/queue-plan.json""]","[""该失败没有重跑，也没有赋零。""]","{""effective_final_slots"": 77, ""failed"": 1, ""source_commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""started"": 77, ""unstarted"": 706}"
api-gemini-formal-recovery-v1,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_refmatrix_recovery_20260911_v1,2026-09-11T12:17:46.943588Z,,first queue start; still quota_held in Sept14 23:45 validated snapshot; no terminal end,recovery,原783项中706个未开始槽位；矩阵、源码、参数、题集、顺序与v3一致。,706,691,691,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",经历多次实际额度等待，同controller/queue/worker保留状态继续；最后剩15项全部HPO第三重复(seed2208)：ExpGym6、N4池9。,不重跑原模型abort；原队列等待额度。六模型报告使用76+691=767已完成数据，并明确1失败/15未完成。,used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/queue-plan.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/RUNNING.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_gemini_progress_20260914_v1/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini_usability_review_20260914/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/catalog/API_COHORTS.json""]","[""快照不是全量闭合；缺失非随机，HPO不能冒充完整3重复。"", ""56条HPO采用原legacy best_evaluated_fallback，并非所有配置都来自最终显式提交。"", ""窗口等待/续期不是新实验轮次；操作事件见RUNNING及operations索引。""]","{""effective_final_slots"": 706, ""failed"": 0, ""incomplete_started"": 1, ""snapshot_asof_utc"": ""2026-09-14T23:45:00Z"", ""source_commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""started"": 692, ""unstarted"": 14}"
api-claude-maskedquota-smoke-v2,api,"[""Claude fable5 / high""]",claude_fable5_high_maskedquota_smoke_20260911_v2,2026-09-11T17:12:34.117740Z,2026-09-11T21:13:27.096185Z,controller includes pre-admission quota wait; actual queue21:10:51.803873→21:13:26.908148,smoke,固定Search Moderate naive N4一池；原30step/30eval。,1,1,1,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",77调用中12空refusal，四agent无最终答案，按原规则零分。未实际触发HTTP503新分支。,技术入口通过后恢复指定1失败+109未开始；不宣称masked503已在线复现。,validation_only,True,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/claude_fable5_high_maskedquota_smoke_20260911_v2/queue-plan.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_claude_quota_smoke_v2/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/RUNNING.zh.md""]","[""这是naive验证池，不是poolact策略样本。""]",{}
api-claude-formal-recovery-v2,api,"[""Claude fable5 / high""]",claude_fable5_high_poolact_recovery_20260911_v2,2026-09-11T21:26:06.208995Z,2026-09-12T02:30:50.529307Z,controller started_at → finished_at,recovery,v1的1个基础设施中断池显式重跑+109个未开始池首次执行，共110池；同原N4矩阵。,110,110,72,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",scheduler-masked503时需新鲜额度核验；修复后全110完成，但合法上游拒答仍大量存在，38个HPO池严格评分未知。,与legacy108+v1的148合并成366完成/312评分；后续只读诊断确认881/1464agent明确拒答，非parser丢答案。现按用户要求从主比较排除整个Claude。,not_used,True,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/claude_fable5_high_poolact_recovery_20260911_v2/controller/controller.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/analysis_claude_composite_v2/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/claude_trace_diagnosis_20260913/COUNTS.json""]","[""已完成零分/无答案/合法unknown不重采样。"", ""refusal分类和重复修复请求弱点仍是诊断发现，不冒称已部署修好。""]","{""source_commit"": ""a5d61d7c89afc0a2bf964ffc76ccd42397f8568a""}"
dpsk-diagnostic-baseline-tp8-c1,selfserve,"[""DeepSeek V4 Flash 0731""]",diag-79c3672ecc37492b8335b18587e5a401 / baseline-tp8-c1,2026-09-12T00:41:37.842333+00:00,2026-09-12T00:46:11.999686+00:00,min/max recorded replay response metadata timestamps,smoke,Eight selected first-request diagnostic replays; no task score and not independent full-matrix samples.,"{""calls"": 8}","{""delivered_calls"": 8}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,v1 helper reordered schema fields: not exact original-wire replay; retained separately.,Protocol/serving diagnosis informed later task smoke and targeted full-length N4 rerun; no old formal answer overwritten.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/baseline-tp8-c1/SUMMARY.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md""]",[],{}
dpsk-diagnostic-original-order-v2-c1,selfserve,"[""DeepSeek V4 Flash 0731""]",diag-v2-c56600b44c8346fe9f82733faf71049e / original-order-v2-c1,2026-09-12T00:53:51.586427+00:00,2026-09-12T00:56:54.251093+00:00,min/max recorded replay response metadata timestamps,smoke,Eight selected first-request diagnostic replays; no task score and not independent full-matrix samples.,"{""calls"": 8}","{""delivered_calls"": 8}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,Preserved-order baseline concurrent replay reproduced repetitive/garbled generation; stream-off candidate underwent separate before/after checks. Not proof of unique kernel cause.,Protocol/serving diagnosis informed later task smoke and targeted full-length N4 rerun; no old formal answer overwritten.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/original-order-v2-c1/SUMMARY.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md""]",[],{}
dpsk-diagnostic-original-order-v2-c4,selfserve,"[""DeepSeek V4 Flash 0731""]",diag-v2-bb4acc3348d14450be806bc0ea77dd1a / original-order-v2-c4,2026-09-12T00:57:35.077927+00:00,2026-09-12T01:01:13.393383+00:00,min/max recorded replay response metadata timestamps,smoke,Eight selected first-request diagnostic replays; no task score and not independent full-matrix samples.,"{""calls"": 8}","{""delivered_calls"": 8}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,Preserved-order baseline concurrent replay reproduced repetitive/garbled generation; stream-off candidate underwent separate before/after checks. Not proof of unique kernel cause.,Protocol/serving diagnosis informed later task smoke and targeted full-length N4 rerun; no old formal answer overwritten.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/original-order-v2-c4/SUMMARY.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md""]",[],{}
