model,system,scenario,regime,strategy,metric,cohort_id,source_input,source_row,planned_logical_jobs,fully_scored_logical_jobs,source_expected_units,source_known_units,source_commits,source_tree_sha256,source_run_segments_json,local_raw_roots_json,local_member_source_index,raw_entry_url,raw_index_url,source_report_url
gemini-3.8-flash-medium,poolact,evidence_audit,cost_tight,cached,evidence_acc_mv,gemini_snapshot,gemini_absolute,72,13,13,13,13,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,evidence_audit,cost_tight,naive,evidence_acc_mv,gemini_snapshot,gemini_absolute,80,13,13,13,13,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,evidence_audit,cost_tight,poolact,evidence_acc_mv,gemini_snapshot,gemini_absolute,88,13,13,13,13,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,restricted_search,cost_moderate,cached,f1_mv,gemini_snapshot,gemini_absolute,96,39,39,39,39,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,restricted_search,cost_moderate,naive,f1_mv,gemini_snapshot,gemini_absolute,100,39,38,39,38,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,restricted_search,cost_moderate,poolact,f1_mv,gemini_snapshot,gemini_absolute,104,39,39,39,39,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,restricted_search,cost_tight,cached,f1_mv,gemini_snapshot,gemini_absolute,108,39,39,39,39,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,restricted_search,cost_tight,naive,f1_mv,gemini_snapshot,gemini_absolute,112,39,39,39,39,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,restricted_search,cost_tight,poolact,f1_mv,gemini_snapshot,gemini_absolute,116,39,39,39,39,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,gap_mi,gemini_snapshot,gemini_absolute,120,9,7,9,7,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,tuning,cost_moderate,naive,gap_mi,gemini_snapshot,gemini_absolute,128,9,8,9,8,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,tuning,cost_moderate,poolact,gap_mi,gemini_snapshot,gemini_absolute,136,9,6,9,6,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,gap_mi,gemini_snapshot,gemini_absolute,144,9,7,9,7,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
gemini-3.8-flash-medium,poolact,tuning,cost_tight,naive,gap_mi,gemini_snapshot,gemini_absolute,152,9,9,9,9,de96fb644623e1eedd766bc02d86ad0f13bb7126;de96fb644623e1eedd766bc02d86ad0f13bb7126,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e;8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,"[{""assigned_slots"": 77, ""execution_complete"": 76, ""queue_status_counts"": {""completed"": 76, ""failed"": 1}, ""score_complete"": 76, ""source_id"": ""original_v3"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_20260911_v3"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}, {""assigned_slots"": 706, ""execution_complete"": 691, ""queue_status_counts"": {""completed"": 691, ""incomplete_started"": 1, ""unstarted"": 14}, ""score_complete"": 691, ""source_id"": ""recovery_v1"", ""source_root"": ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_study_id"": ""gemini38_flash_medium_refmatrix_recovery_20260911_v1"", ""source_tree_sha256"": [""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""], ""source_version"": {""commit"": ""de96fb644623e1eedd766bc02d86ad0f13bb7126"", ""source_tree_sha256"": ""8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e""}}]",null,/lustrefs/users/chufan.shi/codex_space_tn/all_model_report_20260913/gemini_snapshot/data_v1/SOURCE_INDEX.json,,,
