model,budget,doc_index,doc_id,order,source_cohort,hypothesis,position,gold_label,gold_nonempty,gold_size,submitted_size,valid_hypothesis_submission,label_correct,evidence_exact,joint_correct,label_correct_wrong_evidence,missing_count,extra_count,overlap_count,missing_any,extra_any,evidence_precision,evidence_recall,feedback_calls,visible_feedback_calls,queried,ever_exact_proposal,submitted_exactly_verified,first_proposal_exact,wrong_first_final_exact,exact_seen_final_wrong,revised_after_wrong,final_changed_from_first,gold_evidence_ids,submitted_evidence_ids,first_visible_evidence_ids,first_visible_feedback_status,slot_id,source_sha256,agent_id,score_version,answer_change_reason
deepseek-v4-flash-0731,cost_moderate,7,18,1,deepseek_original,nda-8,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,bf307d6a25557ae5738f4903,e8a0e3eb0813492354db9c05efdbf3d7cd362ef84f9664e1e6a61f57291fd9d8,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-19,0,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,4,4,1,1,1,0,1,0,1,1,"[22, 29]","[22, 29]",[],Evidence Incomplete,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-8,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-11,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],"[3, 7]",Contain Irrelevant Evidences,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-12,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-1,4,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,1,1,0,0,0,1,0,0,1,[],[],[23],Contain Irrelevant Evidences,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-16,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-10,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-2,7,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[23],[23],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-15,8,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-20,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-18,10,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[27],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-7,11,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[25],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-13,12,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-5,13,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-17,14,Contradiction,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[24, 25]",[25],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-4,15,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[25],[25],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,7,18,2,deepseek_original,nda-3,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[23],[23],,,009520cbf83dcea0966e3c79,eac696218b40486180e2f3b4d15a04eea0afa98b0d16f770a7b39577716f052b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-10,0,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,3,3,1,1,1,0,1,0,1,1,"[19, 20, 21]","[19, 20, 21]","[21, 22]",Contain Irrelevant Evidences,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-4,1,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[31, 33]","[31, 33]",[33],Evidence Incomplete,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-8,2,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,3,3,1,1,1,0,1,0,1,1,"[37, 39]","[37, 39]","[39, 40]",Contain Irrelevant Evidences,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-12,3,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[24, 28]","[24, 28]",[28],Evidence Incomplete,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-19,4,Entailment,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,1,0,0,0,0,,0,0,0,0,"[31, 32, 62]",[62],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-3,5,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[19, 20, 23]","[19, 20, 23]",,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-16,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-1,7,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-15,8,Entailment,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[49],"[48, 49]",,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-7,9,Entailment,1,3,2,1,1,0,0,1,1,0,2,1,0,1.0,0.6666666666666666,0,0,0,0,0,,0,0,0,0,"[16, 37, 38]","[16, 38]",,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-20,10,Entailment,1,5,2,1,1,0,0,1,3,0,2,1,0,1.0,0.4,0,0,0,0,0,,0,0,0,0,"[42, 43, 44, 45, 46]","[44, 45]",,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-11,11,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-17,12,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[42],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-13,13,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[24, 27]","[24, 27]",,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-2,14,Contradiction,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[19, 20, 23]",[23],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-5,15,Entailment,1,3,2,1,1,0,0,1,1,0,2,1,0,1.0,0.6666666666666666,0,0,0,0,0,,0,0,0,0,"[16, 37, 38]","[16, 38]",,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,0,deepseek_original,nda-18,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,9e6a4c00e5edf81ccdda6ff4,8ccc17b8f637d189d381d4094084b62ceb192b674dd80de604f2d25467b03fc3,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-13,0,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[24, 27]","[24, 27]",[27],Evidence Incomplete,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-10,1,Entailment,1,3,3,1,1,0,0,1,2,2,1,1,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[19, 20, 21]","[21, 22, 34]",,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-12,2,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,"[24, 28]","[24, 28]",[28],Evidence Incomplete,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-16,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-3,4,Entailment,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[19, 20, 23]",[23],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-17,5,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[42],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-15,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[49],[49],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-2,7,Contradiction,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[19, 20, 23]",[23],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-19,8,Entailment,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[31, 32, 62]",[62],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-18,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-20,10,Entailment,1,5,3,1,1,0,0,1,2,0,3,1,0,1.0,0.6,0,0,0,0,0,,0,0,0,0,"[42, 43, 44, 45, 46]","[43, 44, 45]",,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-4,11,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[31, 33]",[33],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-1,12,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-7,13,Entailment,1,3,2,1,1,0,0,1,1,0,2,1,0,1.0,0.6666666666666666,0,0,0,0,0,,0,0,0,0,"[16, 37, 38]","[16, 38]",,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-5,14,Entailment,1,3,2,1,1,0,0,1,1,0,2,1,0,1.0,0.6666666666666666,0,0,0,0,0,,0,0,0,0,"[16, 37, 38]","[16, 38]",,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-11,15,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,1,deepseek_original,nda-8,16,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[37, 39]",[39],,,27da5611990cc5790700d341,89f28c415c5473368eb52e3b06fa31d5e39b48a5e39be89c62b2009bdab9ce8b,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-19,0,Entailment,1,3,0,0,0,0,0,0,3,0,0,1,0,0.0,0.0,4,4,1,1,0,0,0,1,1,1,"[31, 32, 62]",[],[62],Evidence Incomplete,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-8,1,Entailment,1,2,0,0,0,0,0,0,2,0,0,1,0,0.0,0.0,3,3,1,1,0,0,0,1,1,1,"[37, 39]",[],[39],Evidence Incomplete,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-11,2,NotMentioned,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,0,1,1,1,[],[],"[3, 7]",Contain Irrelevant Evidences,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-12,3,Entailment,1,2,0,0,0,0,0,0,2,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[24, 28]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-1,4,NotMentioned,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-16,5,NotMentioned,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0,0,0,0,,0,0,0,0,[],[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-10,6,Entailment,1,3,0,0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[19, 20, 21]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-2,7,Contradiction,1,3,0,0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[19, 20, 23]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-15,8,Entailment,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,[49],[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-20,9,Entailment,1,5,0,0,0,0,0,0,5,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[42, 43, 44, 45, 46]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-18,10,NotMentioned,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-7,11,Entailment,1,3,0,0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[16, 37, 38]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-13,12,Entailment,1,2,0,0,0,0,0,0,2,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[24, 27]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-5,13,Entailment,1,3,0,0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[16, 37, 38]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-17,14,NotMentioned,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-4,15,Entailment,1,2,0,0,0,0,0,0,2,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[31, 33]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,8,21,2,deepseek_original,nda-3,16,Entailment,1,3,0,0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[19, 20, 23]",[],,,e369ad03eb049c81a69e77e8,9d775aa83dcfc5c644e3323e323f9a7f6df4e3a8698dbf654f4dc2525b064b56,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,9,22,0,deepseek_original,nda-10,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,87dbc63f3c8ab66e3ab18bdc,e68b059d228891f57d7bbd1f9160e28ef67c4759371155f9df1103fafcaa8407,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,9,22,0,deepseek_original,nda-4,1,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[16, 18]","[16, 18]",[18],Evidence Incomplete,87dbc63f3c8ab66e3ab18bdc,e68b059d228891f57d7bbd1f9160e28ef67c4759371155f9df1103fafcaa8407,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,9,22,0,deepseek_original,nda-8,2,Entailment,1,1,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,[40],[],,,87dbc63f3c8ab66e3ab18bdc,e68b059d228891f57d7bbd1f9160e28ef67c4759371155f9df1103fafcaa8407,-1,new,unchanged
deepseek-v4-flash-0731,cost_moderate,9,22,0,deepseek_original,nda-12,3,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[23, 27]",[27],,,87dbc63f3c8ab66e3ab18bdc,e68b059d228891f57d7bbd1f9160e28ef67c4759371155f9df1103fafcaa8407,-1,new,unchanged
