comparison,model,system,scenario,slice_kind,slice,metric,unit,N,regime,analysis_unit,report_scale,report_score_unit,report_delta_unit,complete,naive_full_mean,naive_expected_units,naive_known_units,naive_missing_units,naive_absolute_record,naive_cohort_id,cached_full_mean,cached_expected_units,cached_known_units,cached_missing_units,cached_absolute_record,cached_cohort_id,poolact_full_mean,poolact_expected_units,poolact_known_units,poolact_missing_units,poolact_absolute_record,poolact_cohort_id,cached_minus_naive,poolact_minus_naive,poolact_minus_cached
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,gap0_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,96.72433990160577,9,9,0,737,deepseek_rerun_20260912,96.26514512867054,9,9,0,731,deepseek_rerun_20260912,98.73849270264257,9,9,0,743,deepseek_rerun_20260912,-0.45919477293523,2.01415280103680,2.47334757397203
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,gap0_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,83.20315718707613,9,9,0,755,deepseek_rerun_20260912,82.9839402286484,9,9,0,749,deepseek_rerun_20260912,95.29212559185709,9,9,0,761,deepseek_rerun_20260912,-0.21921695842773,12.08896840478096,12.30818536320869
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,gap_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.70192466613308,9,9,0,738,deepseek_rerun_20260912,98.80330717371424,9,9,0,732,deepseek_rerun_20260912,98.99799338949595,9,9,0,744,deepseek_rerun_20260912,0.10138250758116,0.29606872336287,0.19468621578171
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,gap_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,94.87641050496711,9,9,0,756,deepseek_rerun_20260912,95.21150805628984,9,9,0,750,deepseek_rerun_20260912,98.2825756756157,9,9,0,762,deepseek_rerun_20260912,0.33509755132273,3.40616517064859,3.07106761932586
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,96.72433990160577,9,9,0,739,deepseek_rerun_20260912,96.26514512867054,9,9,0,733,deepseek_rerun_20260912,98.73849270264257,9,9,0,745,deepseek_rerun_20260912,-0.45919477293523,2.01415280103680,2.47334757397203
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,gap_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,83.20315718707613,9,9,0,757,deepseek_rerun_20260912,82.9839402286484,9,9,0,751,deepseek_rerun_20260912,95.29212559185709,9,9,0,763,deepseek_rerun_20260912,-0.21921695842773,12.08896840478096,12.30818536320869
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9420814006416887,9,9,0,740,deepseek_rerun_20260912,0.9422520487396806,9,9,0,734,deepseek_rerun_20260912,0.9427417295950431,9,9,0,746,deepseek_rerun_20260912,0.0001706480979919,0.0006603289533544,0.0004896808553625
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.917846330889949,9,9,0,758,deepseek_rerun_20260912,0.9185808367199368,9,9,0,752,deepseek_rerun_20260912,0.9385461189128734,9,9,0,764,deepseek_rerun_20260912,0.0007345058299878,0.0206997880229244,0.0199652821929366
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9334852425036607,9,9,0,741,deepseek_rerun_20260912,0.9311602259123767,9,9,0,735,deepseek_rerun_20260912,0.9415991532581824,9,9,0,747,deepseek_rerun_20260912,-0.0023250165912840,0.0081139107545217,0.0104389273458057
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.8497976395818923,9,9,0,759,deepseek_rerun_20260912,0.8490974411920266,9,9,0,753,deepseek_rerun_20260912,0.924168485182303,9,9,0,765,deepseek_rerun_20260912,-0.0007001983898657,0.0743708456004107,0.0750710439902764
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.70192466613308,9,9,0,772,deepseek_rerun_20260912,98.80330717371424,9,9,0,766,deepseek_rerun_20260912,98.99799338949595,9,9,0,778,deepseek_rerun_20260912,0.10138250758116,0.29606872336287,0.19468621578171
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,94.87641050496711,9,9,0,790,deepseek_rerun_20260912,95.21150805628984,9,9,0,784,deepseek_rerun_20260912,98.2825756756157,9,9,0,796,deepseek_rerun_20260912,0.33509755132273,3.40616517064859,3.07106761932586
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,96.72433990160577,9,9,0,773,deepseek_rerun_20260912,96.26514512867054,9,9,0,767,deepseek_rerun_20260912,98.73849270264257,9,9,0,779,deepseek_rerun_20260912,-0.45919477293523,2.01415280103680,2.47334757397203
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,83.20315718707613,9,9,0,791,deepseek_rerun_20260912,82.9839402286484,9,9,0,785,deepseek_rerun_20260912,95.29212559185709,9,9,0,797,deepseek_rerun_20260912,-0.21921695842773,12.08896840478096,12.30818536320869
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.70192466613308,9,9,0,774,deepseek_rerun_20260912,98.80330717371424,9,9,0,768,deepseek_rerun_20260912,98.99799338949595,9,9,0,780,deepseek_rerun_20260912,0.10138250758116,0.29606872336287,0.19468621578171
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,94.87641050496711,9,9,0,792,deepseek_rerun_20260912,95.21150805628984,9,9,0,786,deepseek_rerun_20260912,98.2825756756157,9,9,0,798,deepseek_rerun_20260912,0.33509755132273,3.40616517064859,3.07106761932586
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,96.72433990160577,9,9,0,775,deepseek_rerun_20260912,96.26514512867054,9,9,0,769,deepseek_rerun_20260912,98.73849270264257,9,9,0,781,deepseek_rerun_20260912,-0.45919477293523,2.01415280103680,2.47334757397203
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,83.20315718707613,9,9,0,793,deepseek_rerun_20260912,82.9839402286484,9,9,0,787,deepseek_rerun_20260912,95.29212559185709,9,9,0,799,deepseek_rerun_20260912,-0.21921695842773,12.08896840478096,12.30818536320869
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9420814006416887,9,9,0,776,deepseek_rerun_20260912,0.9422520487396806,9,9,0,770,deepseek_rerun_20260912,0.9427417295950431,9,9,0,782,deepseek_rerun_20260912,0.0001706480979919,0.0006603289533544,0.0004896808553625
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.917846330889949,9,9,0,794,deepseek_rerun_20260912,0.9185808367199368,9,9,0,788,deepseek_rerun_20260912,0.9385461189128734,9,9,0,800,deepseek_rerun_20260912,0.0007345058299878,0.0206997880229244,0.0199652821929366
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9334852425036607,9,9,0,777,deepseek_rerun_20260912,0.9311602259123767,9,9,0,771,deepseek_rerun_20260912,0.9415991532581824,9,9,0,783,deepseek_rerun_20260912,-0.0023250165912840,0.0081139107545217,0.0104389273458057
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.8497976395818923,9,9,0,795,deepseek_rerun_20260912,0.8490974411920266,9,9,0,789,deepseek_rerun_20260912,0.924168485182303,9,9,0,801,deepseek_rerun_20260912,-0.0007001983898657,0.0743708456004107,0.0750710439902764
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,99.1852356722017,3,3,0,808,deepseek_rerun_20260912,99.20422149215821,3,3,0,802,deepseek_rerun_20260912,99.00646524421393,3,3,0,814,deepseek_rerun_20260912,0.01898581995651,-0.17877042798777,-0.19775624794428
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,90.06303686805194,3,3,0,826,deepseek_rerun_20260912,90.05670826139976,3,3,0,820,deepseek_rerun_20260912,97.9116737234699,3,3,0,832,deepseek_rerun_20260912,-0.00632860665218,7.84863685541796,7.85496546207014
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,97.90890413426743,3,3,0,809,deepseek_rerun_20260912,96.73580057821732,3,3,0,803,deepseek_rerun_20260912,98.82254870436054,3,3,0,815,deepseek_rerun_20260912,-1.17310355605011,0.91364457009311,2.08674812614322
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,68.09880298982455,3,3,0,827,deepseek_rerun_20260912,68.85621749732157,3,3,0,821,deepseek_rerun_20260912,93.56612989323312,3,3,0,833,deepseek_rerun_20260912,0.75741450749702,25.46732690340857,24.70991239591155
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,99.1852356722017,3,3,0,810,deepseek_rerun_20260912,99.20422149215821,3,3,0,804,deepseek_rerun_20260912,99.00646524421393,3,3,0,816,deepseek_rerun_20260912,0.01898581995651,-0.17877042798777,-0.19775624794428
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,90.06303686805194,3,3,0,828,deepseek_rerun_20260912,90.05670826139976,3,3,0,822,deepseek_rerun_20260912,97.9116737234699,3,3,0,834,deepseek_rerun_20260912,-0.00632860665218,7.84863685541796,7.85496546207014
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,97.90890413426743,3,3,0,811,deepseek_rerun_20260912,96.73580057821732,3,3,0,805,deepseek_rerun_20260912,98.82254870436054,3,3,0,817,deepseek_rerun_20260912,-1.17310355605011,0.91364457009311,2.08674812614322
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,68.09880298982455,3,3,0,829,deepseek_rerun_20260912,68.85621749732157,3,3,0,823,deepseek_rerun_20260912,93.56612989323312,3,3,0,835,deepseek_rerun_20260912,0.75741450749702,25.46732690340857,24.70991239591155
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9403489960564507,3,3,0,812,deepseek_rerun_20260912,0.9404825501971775,3,3,0,806,deepseek_rerun_20260912,0.9390914506382413,3,3,0,818,deepseek_rerun_20260912,0.0001335541407268,-0.0012575454182094,-0.0013910995589362
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.876179662015703,3,3,0,830,deepseek_rerun_20260912,0.8761351439687941,3,3,0,824,deepseek_rerun_20260912,0.9313902325100369,3,3,0,836,deepseek_rerun_20260912,-0.0000445180469089,0.0552105704943339,0.0552550885412428
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9313707500696182,3,3,0,813,deepseek_rerun_20260912,0.9231186525689231,3,3,0,807,deepseek_rerun_20260912,0.9377977053324382,3,3,0,819,deepseek_rerun_20260912,-0.0082520975006951,0.0064269552628200,0.0146790527635151
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.7216741210884519,3,3,0,831,deepseek_rerun_20260912,0.7270020892222723,3,3,0,825,deepseek_rerun_20260912,0.9008218728833728,3,3,0,837,deepseek_rerun_20260912,0.0053279681338204,0.1791477517949209,0.1738197836611005
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,97.17454710110918,3,3,0,844,deepseek_rerun_20260912,97.57194357703939,3,3,0,838,deepseek_rerun_20260912,98.0741511418004,3,3,0,850,deepseek_rerun_20260912,0.39739647593021,0.89960404069122,0.50220756476101
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,95.63736284364522,3,3,0,862,deepseek_rerun_20260912,96.75531314087546,3,3,0,856,deepseek_rerun_20260912,97.73352224972429,3,3,0,868,deepseek_rerun_20260912,1.11795029723024,2.09615940607907,0.97820910884883
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,94.11109278048134,3,3,0,845,deepseek_rerun_20260912,93.32721532230723,3,3,0,839,deepseek_rerun_20260912,97.67893373651026,3,3,0,851,deepseek_rerun_20260912,-0.78387745817411,3.56784095602892,4.35171841420303
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,87.85645512647464,3,3,0,863,deepseek_rerun_20260912,87.67303637071382,3,3,0,857,deepseek_rerun_20260912,93.35778598119148,3,3,0,869,deepseek_rerun_20260912,-0.18341875576082,5.50133085471684,5.68474961047766
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,97.17454710110918,3,3,0,846,deepseek_rerun_20260912,97.57194357703939,3,3,0,840,deepseek_rerun_20260912,98.0741511418004,3,3,0,852,deepseek_rerun_20260912,0.39739647593021,0.89960404069122,0.50220756476101
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,95.63736284364522,3,3,0,864,deepseek_rerun_20260912,96.75531314087546,3,3,0,858,deepseek_rerun_20260912,97.73352224972429,3,3,0,870,deepseek_rerun_20260912,1.11795029723024,2.09615940607907,0.97820910884883
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,94.11109278048134,3,3,0,847,deepseek_rerun_20260912,93.32721532230723,3,3,0,841,deepseek_rerun_20260912,97.67893373651026,3,3,0,853,deepseek_rerun_20260912,-0.78387745817411,3.56784095602892,4.35171841420303
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,87.85645512647464,3,3,0,865,deepseek_rerun_20260912,87.67303637071382,3,3,0,859,deepseek_rerun_20260912,93.35778598119148,3,3,0,871,deepseek_rerun_20260912,-0.18341875576082,5.50133085471684,5.68474961047766
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9417512483066983,3,3,0,848,deepseek_rerun_20260912,0.9427639775806004,3,3,0,842,deepseek_rerun_20260912,0.9440438085132176,3,3,0,854,deepseek_rerun_20260912,0.0010127292739021,0.0022925602065193,0.0012798309326172
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9378338721063402,3,3,0,866,deepseek_rerun_20260912,0.9406828681627909,3,3,0,860,deepseek_rerun_20260912,0.9431757463349236,3,3,0,872,deepseek_rerun_20260912,0.0028489960564507,0.0053418742285834,0.0024928781721327
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9339443097511927,3,3,0,849,deepseek_rerun_20260912,0.9319466683599684,3,3,0,843,deepseek_rerun_20260912,0.943036632405387,3,3,0,855,deepseek_rerun_20260912,-0.0019976413912243,0.0090923226541943,0.0110899640454186
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9180049267080096,3,3,0,867,deepseek_rerun_20260912,0.9175375004609426,3,3,0,861,deepseek_rerun_20260912,0.9320245749420589,3,3,0,873,deepseek_rerun_20260912,-0.0004674262470670,0.0140196482340493,0.0144870744811163
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap0_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,99.74599122508837,3,3,0,880,deepseek_rerun_20260912,99.63375645194512,3,3,0,874,deepseek_rerun_20260912,99.91336378247351,3,3,0,886,deepseek_rerun_20260912,-0.11223477314325,0.16737255738514,0.27960733052839
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap0_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.92883180320416,3,3,0,898,deepseek_rerun_20260912,98.8225027665943,3,3,0,892,deepseek_rerun_20260912,99.20253105365292,3,3,0,904,deepseek_rerun_20260912,-0.10632903660986,0.27369925044876,0.38002828705862
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap0_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.15302279006855,3,3,0,881,deepseek_rerun_20260912,98.73241948548706,3,3,0,875,deepseek_rerun_20260912,99.7139956670569,3,3,0,887,deepseek_rerun_20260912,0.57939669541851,1.56097287698835,0.98157618156984
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap0_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,93.6542134449292,3,3,0,899,deepseek_rerun_20260912,92.42256681790978,3,3,0,893,deepseek_rerun_20260912,98.95246090114665,3,3,0,905,deepseek_rerun_20260912,-1.23164662701942,5.29824745621745,6.52989408323687
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap_bon,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,99.74599122508837,3,3,0,882,deepseek_rerun_20260912,99.63375645194512,3,3,0,876,deepseek_rerun_20260912,99.91336378247351,3,3,0,888,deepseek_rerun_20260912,-0.11223477314325,0.16737255738514,0.27960733052839
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap_bon,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.92883180320416,3,3,0,900,deepseek_rerun_20260912,98.8225027665943,3,3,0,894,deepseek_rerun_20260912,99.20253105365292,3,3,0,906,deepseek_rerun_20260912,-0.10632903660986,0.27369925044876,0.38002828705862
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap_mi,Gap points,4,cost_moderate,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,98.15302279006855,3,3,0,883,deepseek_rerun_20260912,98.73241948548706,3,3,0,877,deepseek_rerun_20260912,99.7139956670569,3,3,0,889,deepseek_rerun_20260912,0.57939669541851,1.56097287698835,0.98157618156984
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,gap_mi,Gap points,4,cost_tight,item_equal_weight_after_within_item_mean,1,Gap points,Gap points,true,93.6542134449292,3,3,0,901,deepseek_rerun_20260912,92.42256681790978,3,3,0,895,deepseek_rerun_20260912,98.95246090114665,3,3,0,907,deepseek_rerun_20260912,-1.23164662701942,5.29824745621745,6.52989408323687
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,raw_perf_bon,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9441439575619168,3,3,0,884,deepseek_rerun_20260912,0.9435096184412638,3,3,0,878,deepseek_rerun_20260912,0.9450899296336703,3,3,0,890,deepseek_rerun_20260912,-0.0006343391206530,0.0009459720717535,0.0015803111924065
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,raw_perf_bon,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9395254585478041,3,3,0,902,deepseek_rerun_20260912,0.9389244980282254,3,3,0,896,deepseek_rerun_20260912,0.9410723778936598,3,3,0,908,deepseek_rerun_20260912,-0.0006009605195787,0.0015469193458557,0.0021478798654344
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,raw_perf_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9351406676901711,3,3,0,885,deepseek_rerun_20260912,0.9384153568082386,3,3,0,879,deepseek_rerun_20260912,0.943963122036722,3,3,0,891,deepseek_rerun_20260912,0.0032746891180675,0.0088224543465509,0.0055477652284834
N4_strategy,deepseek-v4-flash-0731,poolact,tuning,task,hpobench:nasbench101:C,raw_perf_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9097138709492154,3,3,0,903,deepseek_rerun_20260912,0.9027527338928647,3,3,0,897,deepseek_rerun_20260912,0.9396590077214771,3,3,0,909,deepseek_rerun_20260912,-0.0069611370563507,0.0299451367722617,0.0369062738286124
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.8009049773755657,13,13,0,1349,gemini_snapshot,0.8416289592760181,13,13,0,1345,gemini_snapshot,0.9717194570135747,13,13,0,1353,gemini_snapshot,0.0407239819004524,0.1708144796380090,0.1300904977375566
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_tight,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.6934389140271494,13,13,0,1361,gemini_snapshot,0.6957013574660634,13,13,0,1357,gemini_snapshot,0.7330316742081447,13,13,0,1365,gemini_snapshot,0.0022624434389140,0.0395927601809953,0.0373303167420813
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.8054298642533937,13,13,0,1350,gemini_snapshot,0.8733031674208145,13,13,0,1346,gemini_snapshot,0.9773755656108597,13,13,0,1354,gemini_snapshot,0.0678733031674208,0.1719457013574660,0.1040723981900452
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_tight,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.6877828054298643,13,13,0,1362,gemini_snapshot,0.7149321266968326,13,13,0,1358,gemini_snapshot,0.7375565610859728,13,13,0,1366,gemini_snapshot,0.0271493212669683,0.0497737556561085,0.0226244343891402
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.9061085972850679,13,13,0,1351,gemini_snapshot,0.92420814479638,13,13,0,1347,gemini_snapshot,0.9604072398190044,13,13,0,1355,gemini_snapshot,0.0180995475113121,0.0542986425339365,0.0361990950226244
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_tight,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.8744343891402715,13,13,0,1363,gemini_snapshot,0.8710407239819004,13,13,0,1359,gemini_snapshot,0.8778280542986425,13,13,0,1367,gemini_snapshot,-0.0033936651583711,0.0033936651583710,0.0067873303167421
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.914027149321267,13,13,0,1352,gemini_snapshot,0.9411764705882353,13,13,0,1348,gemini_snapshot,0.9638009049773756,13,13,0,1356,gemini_snapshot,0.0271493212669683,0.0497737556561086,0.0226244343891403
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_tight,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.8823529411764706,13,13,0,1364,gemini_snapshot,0.8823529411764706,13,13,0,1360,gemini_snapshot,0.8778280542986425,13,13,0,1368,gemini_snapshot,0E-16,-0.0045248868778281,-0.0045248868778281
N4_strategy,gemini-3.8-flash-medium,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.8009049773755657,13,13,0,1373,gemini_snapshot,0.8416289592760181,13,13,0,1369,gemini_snapshot,0.9717194570135747,13,13,0,1377,gemini_snapshot,0.0407239819004524,0.1708144796380090,0.1300904977375566
