model,regime,strategy,cohort_id,question_index,data_source,result_sha256,bytes,agents,feedback_attempts,feedback_visible,unique_query_attempts,unique_visible_queries,hypothesis_attempts,visible_hypotheses,first_choice_unique_hypotheses,within_agent_repeated_attempts,cross_agent_overlap_queries,unique_verified_correct_queries,unique_verified_correct_nonempty,semantic_redundancy_fraction,correct_visible,incomplete_visible,irrelevant_visible,other_visible,withheld,invalid_payload_attempts,peer_snapshot_count,peer_verified_correct_queries,peer_only_verified_correct_queries,final_matches_peer_only_verified,final_matches_peer_only_verified_nonempty,final_answer_parsed,agents_with_peer_snapshot,agents_with_peer_only_nonempty_final_match,cache_hits,cache_size,graph_pending_claims,slot_id,source_sha256,score_version,answer_change_reason,label_acc,evidence_acc,verification_eff
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,5,phantom_seed1,6c8de445243b2f9b80d419376604572a6bbf7a8c0ee2d6917526de032e13e61e,608804,4,33,33,21,21,17,17,1,0,12,17,4,0.36363636363636365,25,1,7,0,0,0,33,48,34,34,9,4,4,4,0,21,0,fccdeb187738f41585613ffa,6c8de445243b2f9b80d419376604572a6bbf7a8c0ee2d6917526de032e13e61e,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,1.0,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,6,phantom_seed1,485695bab38875295e73ac48c91af701cb3277308d15d61f98c8cffca35cd183,568343,4,30,30,24,24,16,16,1,0,6,12,10,0.19999999999999996,15,3,12,0,0,0,30,36,30,30,28,4,4,4,0,24,0,cccd571ba9ef33b8fac47ce7,485695bab38875295e73ac48c91af701cb3277308d15d61f98c8cffca35cd183,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,1.0,1.0,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,7,phantom_seed1,918dac89c9a4fe3ac3a98179b2848b7048fdd6e2f03b43c43cadb4355e389bdf,474260,4,27,27,19,19,13,13,1,0,8,8,5,0.2962962962962963,11,2,14,0,0,0,27,19,14,14,13,4,4,4,0,19,0,d95dd60ce79a899d37105c3c,918dac89c9a4fe3ac3a98179b2848b7048fdd6e2f03b43c43cadb4355e389bdf,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,1.0,1.0,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,8,phantom_seed1,17953b02133ed801f50d73eb031f99ad6481060ac0cc2c701777cdac5a56751e,602675,4,40,38,23,23,17,17,1,0,17,17,12,0.42500000000000004,27,6,5,0,2,0,38,52,34,34,24,4,4,4,0,23,0,1ea96d423bd568ab977e7cbc,17953b02133ed801f50d73eb031f99ad6481060ac0cc2c701777cdac5a56751e,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,1.0,1.0,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,9,phantom_seed1,e1a1a787485d8be22358c8ff4fc1beb221a770c4efe7f3c8259d6278cbc005ed,626113,4,39,38,26,26,17,17,1,0,13,17,12,0.33333333333333337,25,5,8,0,1,0,38,54,41,41,28,4,4,4,0,26,0,f8f4b484cff152c5d6bd4c77,e1a1a787485d8be22358c8ff4fc1beb221a770c4efe7f3c8259d6278cbc005ed,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,1.0,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,10,phantom_seed1,5ed8b54a1000450da746098dc4aeae3331ed9bc9a0f17833a1d8fd94d6f8307d,757999,4,39,37,26,25,15,15,1,0,13,12,9,0.33333333333333337,16,5,16,0,2,0,37,31,26,26,23,4,4,4,0,25,0,c62ecbabd3d01c578546fc58,5ed8b54a1000450da746098dc4aeae3331ed9bc9a0f17833a1d8fd94d6f8307d,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.8823529411764706,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,11,phantom_seed1,4d19066e0226a514dbbbd7199230f173d8103b663b6ca9ac0326c169f060c657,666013,4,39,37,24,23,13,13,1,0,15,11,9,0.3846153846153846,20,7,10,0,2,0,37,35,21,21,16,4,4,4,0,23,0,7aec0845a1b806d4c479b3f4,4d19066e0226a514dbbbd7199230f173d8103b663b6ca9ac0326c169f060c657,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,1.0,1.0,0.0
gemini-3.8-flash-medium,cost_moderate,poolact,gemini_snapshot,12,phantom_seed1,e4bd3a0dbe420cbcab450511e0eead1cf33bb4db85ef19a6c279baf270479285,519884,4,36,36,17,17,11,11,1,0,19,8,7,0.5277777777777778,17,2,17,0,0,0,36,26,14,14,11,4,4,4,0,17,0,31dd23ef34f9b921fa4a7ff6,e4bd3a0dbe420cbcab450511e0eead1cf33bb4db85ef19a6c279baf270479285,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,1.0,1.0,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,0,phantom_seed1,b5616c6c0b3ae634bc0cdd4fd4e8dfb1da397b9ecf957e662f8d018147b57fde,656939,4,9,9,5,5,4,4,1,0,4,1,1,0.4444444444444444,1,3,5,0,0,0,0,0,0,0,0,4,0,0,1,5,0,4792ad47d8b32a918a88a865,b5616c6c0b3ae634bc0cdd4fd4e8dfb1da397b9ecf957e662f8d018147b57fde,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.5294117647058824,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,1,phantom_seed1,0c79065c861ca746441c3ab9969ee023b331941b6c1b7c94e9694b340f07368c,536294,4,11,11,6,6,4,4,1,0,5,3,3,0.4545454545454546,5,2,4,0,0,0,0,0,0,0,0,4,0,0,0,6,0,ea79fa93a64c16f57c2f73a3,0c79065c861ca746441c3ab9969ee023b331941b6c1b7c94e9694b340f07368c,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,2,phantom_seed1,519323d3023cc6df2631e2353dfd91d859423b3948ffcd4bb9a6940b584d008a,494890,4,10,9,5,5,5,5,1,0,5,3,3,0.5,3,0,6,0,1,0,0,0,0,0,0,4,0,0,0,5,0,59f8f15429fe60b7c5cf97eb,519323d3023cc6df2631e2353dfd91d859423b3948ffcd4bb9a6940b584d008a,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,3,phantom_seed1,04249ca94c7fd7468126d27ce5ced10561a2391782516a3af6e825eb3ce0afea,535329,4,11,11,7,7,6,6,1,0,4,3,3,0.36363636363636365,4,2,5,0,0,0,0,0,0,0,0,4,0,0,0,7,0,15ba3c5e39b8a870f31e6625,04249ca94c7fd7468126d27ce5ced10561a2391782516a3af6e825eb3ce0afea,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.7647058823529411,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,4,phantom_seed1,269d93beb08293944eaa29b36c86c8de0de96905dfabeff713afcd32647d3950,595667,4,10,9,6,5,5,4,1,0,4,3,2,0.4,3,0,6,0,1,0,0,0,0,0,0,4,0,0,1,5,0,b979fe08140e91d5a9a639c4,269d93beb08293944eaa29b36c86c8de0de96905dfabeff713afcd32647d3950,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,5,phantom_seed1,915fd08a7eccecfe5797c9d1e23b3ba35ff4fffa2cb79b0ffa2f48d2997a36cd,353678,4,12,9,6,4,5,3,1,0,6,3,2,0.5,5,0,4,0,3,0,0,0,0,0,0,4,0,0,1,4,0,62070d95c7210fd4abffd62d,915fd08a7eccecfe5797c9d1e23b3ba35ff4fffa2cb79b0ffa2f48d2997a36cd,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.7647058823529411,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,6,phantom_seed1,c1c3cc74e84912c62f60bdebcbb869b847320d3544fc5f245b114317326068bf,665190,4,9,8,6,5,5,5,1,0,3,2,2,0.33333333333333337,2,1,5,0,1,0,0,0,0,0,0,4,0,0,0,5,0,dd3d9e34e33234e317c67c10,c1c3cc74e84912c62f60bdebcbb869b847320d3544fc5f245b114317326068bf,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.8823529411764706,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,7,phantom_seed1,847fe8b67bac0fee492465f5b7e88802a322822fe53b86c20bece0512085678c,655668,4,10,9,5,5,5,5,1,0,5,1,1,0.5,1,0,8,0,1,0,0,0,0,0,0,4,0,0,0,5,0,9722cb51703567c6be5a6957,847fe8b67bac0fee492465f5b7e88802a322822fe53b86c20bece0512085678c,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.8823529411764706,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,8,phantom_seed1,ac3a38718b5601f9ebf344343b592b6cdcfe54bc34819f7763a1256f6ab6c981,904875,4,8,8,5,5,5,5,1,0,3,2,2,0.375,2,1,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,d3eecb040f68c288855f2546,ac3a38718b5601f9ebf344343b592b6cdcfe54bc34819f7763a1256f6ab6c981,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,9,phantom_seed1,ae3b3aac2f5c66968720b8932dda744103e1394f3b27bf2b72ce7fc026c001b8,558660,4,10,10,5,5,5,5,1,0,5,1,1,0.5,1,1,8,0,0,0,0,0,0,0,0,4,0,0,1,5,0,cfa1a1549fa4ace25dbb1933,ae3b3aac2f5c66968720b8932dda744103e1394f3b27bf2b72ce7fc026c001b8,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,10,phantom_seed1,d04d44833c2139ecaff42098deac91d345faa9e2b0f9f6fa3f5ac0aae9d44a94,596806,4,9,8,5,4,3,3,1,0,4,1,1,0.4444444444444444,1,0,7,0,1,0,0,0,0,0,0,4,0,0,0,4,0,186a6a8afd415a0afa26aef5,d04d44833c2139ecaff42098deac91d345faa9e2b0f9f6fa3f5ac0aae9d44a94,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.35294117647058826,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,11,phantom_seed1,2205004fbcd603637bd93b2295f45c7839fb141ac073fa7ae2a55d713409f153,707861,4,9,9,5,5,4,4,1,0,4,0,0,0.4444444444444444,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,5,0,cebf6c298a497c237235a3aa,2205004fbcd603637bd93b2295f45c7839fb141ac073fa7ae2a55d713409f153,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.5882352941176471,0.0
gemini-3.8-flash-medium,cost_tight,cached,gemini_snapshot,12,phantom_seed1,520b61a521f3e8a4cb9fe2ed669513061b0e623a6cba3874eafe303aadc3dbaa,469921,4,9,8,6,5,5,4,1,0,3,2,1,0.33333333333333337,2,0,6,0,1,0,0,0,0,0,0,4,0,0,0,5,0,8db84e414757deba4a47eb9c,520b61a521f3e8a4cb9fe2ed669513061b0e623a6cba3874eafe303aadc3dbaa,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.6470588235294118,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,0,phantom_seed1,05fdb7e097f79ec8a99395f28adf5e2718f731a97172f40d26ed24b89388448a,611516,4,9,8,5,4,3,3,1,0,4,1,1,0.4444444444444444,1,2,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0,7f718f798baa15e84f9c1934,05fdb7e097f79ec8a99395f28adf5e2718f731a97172f40d26ed24b89388448a,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.5882352941176471,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,1,phantom_seed1,1f84a0aea1e3a3a3acc3d7a3c03a0fe63cbf12d304366c475536e124b9f3ac6c,910852,4,10,10,4,4,3,3,1,0,6,2,2,0.6,5,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,de955c4bbf3ce0388a43952b,1f84a0aea1e3a3a3acc3d7a3c03a0fe63cbf12d304366c475536e124b9f3ac6c,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,2,phantom_seed1,50ca465fbaa3420eb570b46ce9013e488dbd409354f44405d1851f9487ae31a3,367375,4,12,10,6,4,5,3,1,0,6,2,1,0.5,2,0,8,0,2,0,0,0,0,0,0,4,0,0,0,0,0,ef3db128fdb14dce6274bb63,50ca465fbaa3420eb570b46ce9013e488dbd409354f44405d1851f9487ae31a3,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,3,phantom_seed1,8db42339759254b22dbdac9cbf68aaf5be2e7473140d8d98a7d26cce9af77cdc,612708,4,11,11,7,7,6,6,1,0,4,3,3,0.36363636363636365,4,2,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,a2a7fac0663982561059f695,8db42339759254b22dbdac9cbf68aaf5be2e7473140d8d98a7d26cce9af77cdc,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8823529411764706,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,4,phantom_seed1,e4e585d6ad644d1960b7d2830a47e11bd28f43c15b0205bffc55a2f7f6015f45,664036,4,10,10,7,7,6,6,1,0,3,4,4,0.30000000000000004,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,08e258f53d654de2d2716d81,e4e585d6ad644d1960b7d2830a47e11bd28f43c15b0205bffc55a2f7f6015f45,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7647058823529411,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,5,phantom_seed1,c99e636ab2b879c283feb2027ae89ef1a47f7b6b36830b9c45025c224e4118f1,544453,4,9,8,3,3,3,3,1,0,6,2,2,0.6666666666666667,4,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,92d3c95be1d8c17d796a5827,c99e636ab2b879c283feb2027ae89ef1a47f7b6b36830b9c45025c224e4118f1,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.7647058823529411,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,6,phantom_seed1,75e676825be7ae563cb312ed784af77ee91c25757795fc6840814440da9542aa,653180,4,9,8,4,3,3,3,1,0,5,1,1,0.5555555555555556,3,0,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2d72759564406478041670fb,75e676825be7ae563cb312ed784af77ee91c25757795fc6840814440da9542aa,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,7,phantom_seed1,7e0d20b76685276ab0ef044f746ff0ec3461faca4b6d8957243ae09edeb3f89b,583446,4,10,9,5,4,4,3,1,0,5,2,1,0.5,3,0,6,0,1,0,0,0,0,0,0,4,0,0,0,0,0,352176ce1f0a074bfdda8d38,7e0d20b76685276ab0ef044f746ff0ec3461faca4b6d8957243ae09edeb3f89b,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.7647058823529411,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,8,phantom_seed1,58d9467324e2f7269aac5ad0d38d6ebd373aac4d6aae0ddb12e087cc67385bb6,562172,4,9,8,5,4,5,4,1,0,4,1,1,0.4444444444444444,1,0,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3388cd4f84e082d38214ce0e,58d9467324e2f7269aac5ad0d38d6ebd373aac4d6aae0ddb12e087cc67385bb6,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,1.0,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,9,phantom_seed1,6136bb291e60608efa406ab9f3670f735392c094d7a90a2cc1520d3219ad9497,577976,4,11,11,7,7,6,6,1,0,4,3,3,0.36363636363636365,4,1,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,106836a4d6111ff7e18e214f,6136bb291e60608efa406ab9f3670f735392c094d7a90a2cc1520d3219ad9497,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.7647058823529411,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,10,phantom_seed1,192137102e519bd6e866a8092d53ca9cddb665647421b601edea62611216ade3,898447,4,8,8,5,5,5,5,1,0,3,2,2,0.375,2,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,93359762fb4995f6678b508a,192137102e519bd6e866a8092d53ca9cddb665647421b601edea62611216ade3,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.35294117647058826,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,11,phantom_seed1,addc7be6258dd857714297cd8acde0686a4514586794014666479be624077b79,701458,4,10,10,6,6,5,5,1,0,4,3,2,0.4,4,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,738a72633fd8b7fd5f1b2c28,addc7be6258dd857714297cd8acde0686a4514586794014666479be624077b79,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.5294117647058824,0.0
gemini-3.8-flash-medium,cost_tight,naive,gemini_snapshot,12,phantom_seed1,f05b37f4b3c5a709d903f13e44db5d551f5886e73e69a690f3f4661389f2c291,635661,4,8,8,4,4,3,3,1,0,4,2,1,0.5,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,d3a899b6f031264bdf234ce8,f05b37f4b3c5a709d903f13e44db5d551f5886e73e69a690f3f4661389f2c291,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.5294117647058824,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,0,phantom_seed1,74789de17f02f7c09411cb1233d8d1f72fbf4133850ea1f7fa51fb9bdae94f3c,618801,4,9,8,4,4,4,4,1,0,5,2,2,0.5555555555555556,2,2,4,0,1,0,8,3,3,3,3,4,4,3,0,4,0,1c119685da8910a6bf082773,74789de17f02f7c09411cb1233d8d1f72fbf4133850ea1f7fa51fb9bdae94f3c,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.6470588235294118,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,1,phantom_seed1,590e6cf6393c9b21a62b2a511cc9c499b0d1cd18b00cf2d1f60bf5a23142c44d,762921,4,10,10,7,7,5,5,1,0,3,4,4,0.30000000000000004,4,2,4,0,0,0,10,11,11,11,11,4,4,4,0,7,0,799babaad50d513088e6f3a2,590e6cf6393c9b21a62b2a511cc9c499b0d1cd18b00cf2d1f60bf5a23142c44d,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,2,phantom_seed1,d630bb4e188cc6ea603425dd3fd8df9f771bf13ca556147074528d9a9abc8efb,349659,4,12,9,9,6,9,6,1,0,3,3,3,0.25,3,0,6,0,3,0,9,5,5,5,5,4,4,4,0,6,0,a06775106d035fa779e2edd3,d630bb4e188cc6ea603425dd3fd8df9f771bf13ca556147074528d9a9abc8efb,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,3,phantom_seed1,3563070dc8843d99880a5a0ce0ac7378a6e878b5d9ae3a484d53c7bc879aff82,697739,4,11,11,5,5,4,4,1,0,6,2,2,0.5454545454545454,3,2,6,0,0,0,10,4,3,3,3,4,4,3,0,5,0,bbcd4449a45745b16a97610d,3563070dc8843d99880a5a0ce0ac7378a6e878b5d9ae3a484d53c7bc879aff82,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8823529411764706,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,4,phantom_seed1,f2c4ba4d870e9b6ea9ac78ad3e8c014f8bea403e01fd163b2dfd0150ceb4010a,571203,4,12,10,8,7,7,7,1,0,4,4,4,0.33333333333333337,4,0,6,0,2,0,9,5,5,5,5,4,4,4,0,7,0,fe3c9d6963d46da6852441fb,f2c4ba4d870e9b6ea9ac78ad3e8c014f8bea403e01fd163b2dfd0150ceb4010a,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.7058823529411765,0.5882352941176471,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,5,phantom_seed1,2749858559fe7d963c9b9ea312382ea414b2c8cd5fe96cc4928f0e3a11a78c1c,434217,4,10,8,5,4,5,4,1,0,5,2,2,0.5,3,0,5,0,2,0,8,2,1,1,1,4,4,1,0,4,0,23f82cfc0528676baa38fe2a,2749858559fe7d963c9b9ea312382ea414b2c8cd5fe96cc4928f0e3a11a78c1c,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.9411764705882353,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,6,phantom_seed1,a1d3ece5e7bed583968d8a13ab308aa1332a0177fb361c1594234bab3ae12444,551495,4,10,9,5,4,5,4,1,0,5,3,3,0.5,5,0,4,0,1,0,9,6,3,3,3,4,4,3,0,4,0,b938a8faa503158ec2c9aee1,a1d3ece5e7bed583968d8a13ab308aa1332a0177fb361c1594234bab3ae12444,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.6470588235294118,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,7,phantom_seed1,41b9e148fc8ca60f86f63b73502e6d0a29223e21c2f90b5f0facab3d5383494e,467245,4,11,8,6,4,5,3,1,0,5,2,1,0.4545454545454546,3,0,5,0,3,0,8,4,2,2,0,4,4,0,0,4,0,8b8076054f987f4b84a67dfe,41b9e148fc8ca60f86f63b73502e6d0a29223e21c2f90b5f0facab3d5383494e,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.8823529411764706,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,8,phantom_seed1,9c41e321f4bd4038b343031db5d612930a48806cefcbdecb67c67f45aa87ef70,414536,4,11,8,6,4,6,4,1,0,5,1,1,0.4545454545454546,1,0,7,0,3,0,8,2,2,2,2,4,4,2,0,4,0,145ff38f445a3fcc1bdc3275,9c41e321f4bd4038b343031db5d612930a48806cefcbdecb67c67f45aa87ef70,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7058823529411765,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,9,phantom_seed1,0b28dbdb675a0b5354fdc79f4330bdb14c983a1955a90fd04fa072541b2ae412,437923,4,12,10,8,6,6,5,1,0,4,2,1,0.33333333333333337,2,1,7,0,2,0,10,6,6,6,3,4,4,3,0,6,0,8472c1250e2c087d7c141086,0b28dbdb675a0b5354fdc79f4330bdb14c983a1955a90fd04fa072541b2ae412,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8235294117647058,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,10,phantom_seed1,ce8d084b74d1a065b28cd6d7a0cda458e2e2e06e6b93602e01d1aac54e33674a,709318,4,10,9,6,5,5,4,1,0,4,2,1,0.4,2,0,7,0,1,0,8,2,2,2,2,4,4,2,0,5,0,20ed524933b01866609c12b0,ce8d084b74d1a065b28cd6d7a0cda458e2e2e06e6b93602e01d1aac54e33674a,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.4117647058823529,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,11,phantom_seed1,e2c26ce87a5794a20823382d6a5ac600ed40ce1c3ed80dc0fbea866affbc651a,583462,4,12,12,8,8,6,6,1,0,4,2,1,0.33333333333333337,2,2,8,0,0,0,12,4,4,4,3,4,4,3,0,8,0,58b6a50c5a573ee49ea2565f,e2c26ce87a5794a20823382d6a5ac600ed40ce1c3ed80dc0fbea866affbc651a,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.7647058823529411,0.0
gemini-3.8-flash-medium,cost_tight,poolact,gemini_snapshot,12,phantom_seed1,b157d7c0f7e1ce0cb46422ba0c7f74c2005672bc3b85282ed79357a5a7c0e7c0,416445,4,11,9,8,6,4,4,1,0,3,1,0,0.2727272727272727,1,1,7,0,2,0,9,2,2,2,0,4,4,0,0,6,0,168805c9a292eb40dd5f01a7,b157d7c0f7e1ce0cb46422ba0c7f74c2005672bc3b85282ed79357a5a7c0e7c0,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8823529411764706,0.7647058823529411,0.0
glm-5.3,cost_moderate,cached,glm_original,0,phantom_seed1,770c9ff8a8e93d5aeb4a9d242175316ac6816e5e1836a6820f422eef82c64c8a,2072488,4,44,43,28,27,11,11,1,0,16,6,5,0.36363636363636365,7,7,29,0,1,0,0,0,0,0,0,2,0,0,6,27,0,2b538ad5d673855a39dd93b8,770c9ff8a8e93d5aeb4a9d242175316ac6816e5e1836a6820f422eef82c64c8a,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.5294117647058824,0.0
glm-5.3,cost_moderate,cached,glm_original,1,phantom_seed1,1297f97b2f3dfa590023adf5c068eeeadececfaed31759eed199a6c6247f26a2,1059419,4,43,41,20,19,11,11,1,0,23,10,9,0.5348837209302326,23,7,11,0,2,0,0,0,0,0,0,3,0,0,4,19,0,271bb4e146fd7da81547981d,1297f97b2f3dfa590023adf5c068eeeadececfaed31759eed199a6c6247f26a2,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,0.8823529411764706,0.0
glm-5.3,cost_moderate,cached,glm_original,2,phantom_seed1,f8024154ecc734d3fd852391cb421308d92f43d7b65768c2600bc0ce8fda6e75,2004301,4,51,51,19,19,14,14,1,0,32,7,6,0.6274509803921569,20,0,31,0,0,0,0,0,0,0,0,3,0,0,16,19,0,31fc6c2a908852bdc551dc89,f8024154ecc734d3fd852391cb421308d92f43d7b65768c2600bc0ce8fda6e75,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.8235294117647058,0.8823529411764706,0.0
glm-5.3,cost_moderate,cached,glm_original,3,phantom_seed1,cdc8f0b450f9719e4bdd92acf7a832bd63887212c51a2f75b11c930b547171fb,1740336,4,71,71,25,25,13,13,1,0,46,10,5,0.647887323943662,29,6,36,0,0,0,0,0,0,0,0,3,0,0,32,25,0,ce11b01822e27b5cb491cbb2,cdc8f0b450f9719e4bdd92acf7a832bd63887212c51a2f75b11c930b547171fb,new,member_terminal_extraction_and_common_audit_wrapper_acceptance,0.9411764705882353,1.0,0.0
