model,model_id,cohort,execution_cohort,beta,budget_seconds,data_source,question_index,repeat,job_id,status,execution_complete,score_complete,f1,source_tree_sha256,source_input,result_collection,result_member,result_bytes,result_sha256
kimi,kimi-k3,historical_beta10,,10,3000,phantom_seed3,14,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/kimi/metrics.csv,restart-20260909-v5-kimi-k3-formal + restart-20260909-v5-kimi-k3-infra8-recovery composite,,,
kimi,kimi-k3,historical_beta10,,10,3000,phantom_seed3,15,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/kimi/metrics.csv,restart-20260909-v5-kimi-k3-formal + restart-20260909-v5-kimi-k3-infra8-recovery composite,,,
kimi,kimi-k3,historical_beta10,,10,3000,phantom_seed3,16,R1,,historical_completed,True,True,0.28571428571428575,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/kimi/metrics.csv,restart-20260909-v5-kimi-k3-formal + restart-20260909-v5-kimi-k3-infra8-recovery composite,,,
kimi,kimi-k3,historical_beta10,,10,3000,phantom_seed3,17,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/kimi/metrics.csv,restart-20260909-v5-kimi-k3-formal + restart-20260909-v5-kimi-k3-infra8-recovery composite,,,
kimi,kimi-k3,historical_beta10,,10,3000,phantom_seed3,18,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/kimi/metrics.csv,restart-20260909-v5-kimi-k3-formal + restart-20260909-v5-kimi-k3-infra8-recovery composite,,,
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,0,R1,job_07abc4846c796ea208b65242b7487b6facf73d3f5b77e6869adfd9e45e05457f,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_07abc4846c796ea208b65242b7487b6facf73d3f5b77e6869adfd9e45e05457f/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,54901,7c78f923b4a6979d33d7ae713a5535bc7d4c431357d983bb17c5cbb5d5e3de9e
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,1,R1,job_3b467341f91cd00784f2c4a1003e0542fb519f00f313a9046693a26804572592,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_3b467341f91cd00784f2c4a1003e0542fb519f00f313a9046693a26804572592/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,57785,aa5a7831a07ef5db0aab88eefcd153f01403ad7df7a4c47464bc94119f21ff26
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,2,R1,job_0aae8b461a2cc52b89026ca34e11c1cb4c8bf142263348de2e96a3a908ef61d9,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_0aae8b461a2cc52b89026ca34e11c1cb4c8bf142263348de2e96a3a908ef61d9/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json,74184,c44f049b6723883693edcbc8dc115a20d6f21cb9d03aee5ba83660ca7127a19c
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,3,R1,job_a7f6d61eac83fa5c246540f767bfa378912f2497aafb7122a5e6baa25dafc06a,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_a7f6d61eac83fa5c246540f767bfa378912f2497aafb7122a5e6baa25dafc06a/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_3_r0_s2200.json,72208,b06fdacdc18e003057077d82cd447fcd7c2029c2240081367241f16768543a67
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,4,R1,job_3ec53e2378a49e2d38b582fec2d139e65b6582172e6d8faf6ea86d798ff2d422,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_3ec53e2378a49e2d38b582fec2d139e65b6582172e6d8faf6ea86d798ff2d422/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json,45441,30f56e343a5af910ba0a399151277da8c19392309afdaad7e4ea89cbcf845753
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,5,R1,job_2d0be9aad43328024af6c058d90453ae93437de76ae85dd13d9d42ffb5c4723e,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_2d0be9aad43328024af6c058d90453ae93437de76ae85dd13d9d42ffb5c4723e/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_5_r0_s2200.json,121599,690d26a8abe30e20182510bfa4c4c2e1bc7a8c75fdb29f1151ec6cbb14cec02d
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,6,R1,job_f1ca74bc0412d142982715b44ede15eb57c4677b80916233503533f7538cb823,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_f1ca74bc0412d142982715b44ede15eb57c4677b80916233503533f7538cb823/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json,48359,930ceacc62aa0c50f088d9630161dcd7920a818441f74fb02971fb079baee01c
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,7,R1,job_7bdef003a474eab3e1d336f626fb9dae9a529cb09c7b31c981e33c2bdb66872c,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_7bdef003a474eab3e1d336f626fb9dae9a529cb09c7b31c981e33c2bdb66872c/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_7_r0_s2200.json,61446,4d33f52bb3c50cd7727a0a9b58d67dbf6df46a34ce1da2a44aa9a91efe93c35d
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,8,R1,job_21416cd5e2b4a386983a21f34b33758cf66b6086a3b8763554a6a6c78b9ccc35,completed,True,True,0.6666666666666666,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_21416cd5e2b4a386983a21f34b33758cf66b6086a3b8763554a6a6c78b9ccc35/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_8_r0_s2200.json,160067,0e301f6cf155dee0864c27c3b47992bf2e74267493eb20099999b92fd33bcb81
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,9,R1,job_8b036d8c311dfa97e05362e928790db1f28085d51255eace03ad459e1a9c549f,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_8b036d8c311dfa97e05362e928790db1f28085d51255eace03ad459e1a9c549f/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,62767,62bc0af749d1572090a04e37389e235fc14f654b1fbf0efa2738b797e3b0fbc3
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,10,R1,job_17ab5206df31c6fc0d649337d90296795056c85721c0e34727699fd217f55afd,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_17ab5206df31c6fc0d649337d90296795056c85721c0e34727699fd217f55afd/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_10_r0_s2200.json,114792,a3f037bc0af3aad6b0746e5bb0ba48cf025cabf58f93a5459a34a2d191a9d9f5
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,11,R1,job_3a0d11b9491e518cc08504e12d500f2a4655c4a1537acfa611b0fef617dfb26f,completed,True,True,0.5555555555555556,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_3a0d11b9491e518cc08504e12d500f2a4655c4a1537acfa611b0fef617dfb26f/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,148973,6c584cf4825506a6002bedae4d35a0469b8e5b40f5947dbf8891c690cb11e92f
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,12,R1,job_e9b9c13194f726176c84e27cb3d57ce3efafdca02ae28f490c6a45e504d31f54,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_e9b9c13194f726176c84e27cb3d57ce3efafdca02ae28f490c6a45e504d31f54/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_12_r0_s2200.json,29131,737856809d7b7616f9eb176f332ffdb391c73d229d8bac56be3e94ff62701aff
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,13,R1,job_3ddd3b4463d7483379839e2d8220439b13aa77411c316ac3cbea3e1d35a54c25,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_3ddd3b4463d7483379839e2d8220439b13aa77411c316ac3cbea3e1d35a54c25/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_13_r0_s2200.json,292713,50709969e96b76bfc5bf976955062a7e92767017c19961692fad0c6a6feb6cb9
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,14,R1,job_6e8121e0452aed1fb8fa92de897df2ecfbedd89e7153aac3a80631c7319fe0e1,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_6e8121e0452aed1fb8fa92de897df2ecfbedd89e7153aac3a80631c7319fe0e1/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_14_r0_s2200.json,55039,5eb8cdb78f4e4260aac29cbb78698453af98670b7192dced142992a1a820fa54
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,15,R1,job_e81ee51896d04125c31e4647f8a958ae5b2ad342c86809a70e65bd2c5199866d,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_e81ee51896d04125c31e4647f8a958ae5b2ad342c86809a70e65bd2c5199866d/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_15_r0_s2200.json,49886,e1c4bcd9a461306d0c0c3927a552a4f6f90c12af50e933aed92bdb2622960975
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,16,R1,job_25da5f39f1dca081084ba82aa6760a0317189b3699a6e35a1ac87c16f8d35a4c,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_25da5f39f1dca081084ba82aa6760a0317189b3699a6e35a1ac87c16f8d35a4c/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_16_r0_s2200.json,78036,a24d0c7162790c2b4b51cc02058d0062e02715edce44dbe9bb9e4de729ecca90
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,17,R1,job_c67c658bd8639de537f77bd7c0124de282328e008b5011e966f4143e38fc3136,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_c67c658bd8639de537f77bd7c0124de282328e008b5011e966f4143e38fc3136/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_17_r0_s2200.json,296729,cab5cf413bb6a202c4f7a86ebe7d7e3df311ef114f0941061712f2ccb9365060
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,18,R1,job_3fc0f061fa622637b5c69b8a0d557e8c341921f0df7cec2cefe10a6facfe4316,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_3fc0f061fa622637b5c69b8a0d557e8c341921f0df7cec2cefe10a6facfe4316/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,246275,a649c267e308679707a0a71181eef4eb28de780cdbf5e820f383cc843fc009a3
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed2,19,R1,job_1cf6bbbf3d4a7956189888b9553ad308f7cb833b07c205102894b7224061e721,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_1cf6bbbf3d4a7956189888b9553ad308f7cb833b07c205102894b7224061e721/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_19_r0_s2200.json,112345,f4ac74ea2c270cc1c5b69f67121f2410829a8f8ebc538e94b19434a91f2bbd9a
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,0,R1,job_b51a13a4cd9cb46538feca53076b7932511d9b30326b81cb9169a59ae6a1eef0,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_b51a13a4cd9cb46538feca53076b7932511d9b30326b81cb9169a59ae6a1eef0/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_0_r0_s2200.json,39079,b8f43257a489bca9017b876b83214ca5107aa1dfb0a174586102ef40285cf83a
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,1,R1,job_17643189d493c3111875276f04bef7c00c32eafccc7fb1ce06231be57601d94b,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_17643189d493c3111875276f04bef7c00c32eafccc7fb1ce06231be57601d94b/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,38905,033396f75aaad7a4023aeb423f76ef86c2baf2a744718b5a9be2023c86f37366
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,2,R1,job_a6f06c31310ecf9c9b16109e8551e573ebc9e869a6b32aac30c0df872b15e489,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_a6f06c31310ecf9c9b16109e8551e573ebc9e869a6b32aac30c0df872b15e489/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json,61806,f084dbc545b39b27b75b3e5f9f37ea76e5ccfec8c99ecba56434a6cfe40ad949
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,3,R1,job_7bfe736eec35b85aadcf333d69af7508c804f079d6914ee5e8a3d92114f2cf03,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_7bfe736eec35b85aadcf333d69af7508c804f079d6914ee5e8a3d92114f2cf03/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_3_r0_s2200.json,131468,702573d504f10c3898cdfff16ce8fa0ce340c4cecb6f2a06ca6c6515d4996785
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,4,R1,job_eca3f2a356c7eec1cc83ea2c421221f3593c1b061abcc7387f358839d0840997,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_eca3f2a356c7eec1cc83ea2c421221f3593c1b061abcc7387f358839d0840997/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_4_r0_s2200.json,56590,c777cbaa53939366445584561aeed756519eed5ae35e57398b830003cd9e8549
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,5,R1,job_9c3664d1d8432905c1b89cff8ba92ba1ab73ae7db0525fae19a995c2d8639f5e,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_9c3664d1d8432905c1b89cff8ba92ba1ab73ae7db0525fae19a995c2d8639f5e/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_5_r0_s2200.json,72595,2655a72516276a93a21582aabe22784c20e5ad883c4a56dcf9abb3199cd64fd0
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,6,R1,job_ff310d4bb41222ee34eaca17e596958da8797b962aa4a152da70192828d7e620,completed,True,True,0.4,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_ff310d4bb41222ee34eaca17e596958da8797b962aa4a152da70192828d7e620/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,185300,1511a828c7bb493ee2f85149519141b38d2864fbd681b90f197d56c17754f52b
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,7,R1,job_f228627f87345f821f98ae6453addb7684695120d58d6a72435884c31e1d00f5,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_f228627f87345f821f98ae6453addb7684695120d58d6a72435884c31e1d00f5/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_7_r0_s2200.json,91265,bd93cffc75b15b594033fcd19214e61a6b7af603bb05fc3e3b5926af9e8d860c
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,8,R1,job_f72bbe6564f12472f399bb578eda829e1cc157b0480ad914c5099805774171c3,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_f72bbe6564f12472f399bb578eda829e1cc157b0480ad914c5099805774171c3/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,95230,fc8e49ac4a2564e1ccd19c0eff47ebc51764931feed8bd14bbe9f0a166113096
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,9,R1,job_79477d6c43094516d5d0ac8b95e454ec7eda410cbb77771a05df48a496f5d683,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_79477d6c43094516d5d0ac8b95e454ec7eda410cbb77771a05df48a496f5d683/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,104300,ee4605623807c0da00c505565ba44681f16ed9ee15299c2613e3ecf77420bcc4
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,10,R1,job_6e5f051855da6da10b29eaf22bbb7e605b6cbf04e7e4366502efe208e9c20b41,completed,True,True,0.23529411764705882,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_6e5f051855da6da10b29eaf22bbb7e605b6cbf04e7e4366502efe208e9c20b41/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_10_r0_s2200.json,24181,ab00ee710de2b18d443f1b0d873f16c1f2ff70c249841cb08744e8dc9b432372
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,11,R1,job_70c073278f355c9026c99e770ddda4c22062996896023ceaab317a86175004ff,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_70c073278f355c9026c99e770ddda4c22062996896023ceaab317a86175004ff/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json,29179,916a894a498c05957e2881462ed4dc5eb97f73bd7a7ca2b1ab79c8dbb8dff1db
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,12,R1,job_444d2f1af4653f86759076c08fd1dae5f09d3e7fb99ae26f60abde69ef360c65,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_444d2f1af4653f86759076c08fd1dae5f09d3e7fb99ae26f60abde69ef360c65/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_12_r0_s2200.json,141851,65ef72af741e0b714038209d283f89149ee5e910df923f6cd597be9284632786
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,13,R1,job_94db50ff45fd3ad8af24540cd6ec9815fabe34a1696d226d754b3d976e55b5e1,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_94db50ff45fd3ad8af24540cd6ec9815fabe34a1696d226d754b3d976e55b5e1/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json,22915,a5d06d73d59280100da9a1bae600b29710ec754b0f71d8d878e0eb4e47f82fdd
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,14,R1,job_cf625df7fe06bb3e37e11d987ee05d191823a109820a1ddfcf715896665077ab,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_cf625df7fe06bb3e37e11d987ee05d191823a109820a1ddfcf715896665077ab/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_14_r0_s2200.json,55975,01ab19b0c93acc07c563d3a619aa2bcbd5da325b5fdf7ecd58f2995c41bbef3e
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,15,R1,job_2e4a4760fe999430034caf3777b0f17addf0b039ab499c9c8cf483b0d428ff62,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_2e4a4760fe999430034caf3777b0f17addf0b039ab499c9c8cf483b0d428ff62/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_15_r0_s2200.json,191443,861ff279c4279d1310ba7582964cac268da754aa43c5c0b1c07b0b4cbc52b6ac
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,16,R1,job_2dc70b571ccb89742677dc125dbfe37918c97026f3945e8845fcaa75087e7e17,completed,True,True,0.5714285714285715,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_2dc70b571ccb89742677dc125dbfe37918c97026f3945e8845fcaa75087e7e17/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,291950,a3868ea6524335be2810d10297cd467969ce8b8368d88be32d656a1b083fdfc1
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,17,R1,job_a50a72cf932b5165ca8a67f4eaeb0187db0f594a61b4861cee801d4c1efa9e68,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_a50a72cf932b5165ca8a67f4eaeb0187db0f594a61b4861cee801d4c1efa9e68/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json,220697,5529fe4a75ad9c75a5d91685377ba946af87c48ac30b4e6c9d3d8dad16a6f8d5
kimi,kimi-k3,new_20260916,original_mixed,15,4500,phantom_seed3,18,R1,job_43a00e3e2a1f99b92406938d3b1ee01b614b59314f2ab5997c66ae2488ebf60a,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_43a00e3e2a1f99b92406938d3b1ee01b614b59314f2ab5997c66ae2488ebf60a/result/kimi-k3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_18_r0_s2200.json,290693,22ff0349683e465e33394c2f4f6b22919a535ab9b310b355a5f62aa441142b3b
kimi,kimi-k3,new_20260916,n1_continuation_first_execution,20,6000,phantom_seed2,0,R1,job_acda173b4fe1b34b99f4aa0a1f4b49a5e71b0f06e93ce9f94bbc7da5ca7a81e1,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,kimi/item_metrics.csv,whois_budget_kimi_formal_20260916_v1,invocations/job_acda173b4fe1b34b99f4aa0a1f4b49a5e71b0f06e93ce9f94bbc7da5ca7a81e1/result/kimi-k3_custom_beta_20.0/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,39380,e59f6da2c5a61322839845e061348f096c5e4f2626ac41d029ea9f919330bbca
