model,beta,job_id,data_source,question_index,repeat,score_status,missing_final,protocol_failure_events,evaluations,simulated_feedback_seconds,agent_wall_seconds,http_request_attempts
gpt,20,job_1f9d58659cdf7ca37cc72e4d6c6561fd9db39f05ece62af4b40778afcdfcf7ca,phantom_seed3,6,R1,scored_final_answer,False,0,21,5930.9534624964,75.78992509841919,22
gpt,20,job_e0af4a876a99c35eb9b7181f2e4c3478246e99e9083bf6603e4517778c7724f6,phantom_seed3,7,R1,scored_final_answer,False,0,14,4168.701103068888,56.09599304199219,15
gpt,20,job_20d5abdb0317c7dcbcb01b1b2a177d65b4635e6d5de0f090b2668a59353e6ff8,phantom_seed3,8,R1,scored_final_answer,False,0,16,4433.918779771775,75.18663024902344,17
gpt,20,job_d0d391e3baf85882bef17b46c18c9b66e38c645993600185f59bbec445e518e3,phantom_seed3,9,R1,scored_final_answer,False,0,17,4794.903701916337,89.29086804389954,18
gpt,20,job_b2852fab2480a58e65fcf0cff835d6d75d1b899daff631d6f1536a11d458e4d7,phantom_seed3,10,R1,scored_final_answer,False,0,3,908.8126324303448,11.25330114364624,4
gpt,20,job_27235a6bb1f480c38c72e6833932cbb064cf6f008aa28c7cc8655902df85d0c3,phantom_seed3,11,R1,scored_final_answer,False,0,3,884.9983040522784,15.732954978942871,4
gpt,20,job_91b6b4575f94ad3c7a6f763236441607ed6192c9ceb632a083573ef84b7f636e,phantom_seed3,12,R1,scored_final_answer,False,0,30,3870.7643915805966,172.67152547836304,31
gpt,20,job_4713b4792819814a63d3a4961cdd12855dbe7a9ef652dc4b54fdc7a144347d4e,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,8.41917371749878,4
gpt,20,job_849a46635275b88b61b0feba42d87aa7538457efceeb2bf30030d263a2c7ac55,phantom_seed3,14,R1,scored_final_answer,False,0,8,2435.6970451492816,42.12896466255188,9
gpt,20,job_b35c5eaff5a959f1315578dbe2691a9c916dfb235e83a9322a2eef2f50a96bd2,phantom_seed3,15,R1,scored_final_answer,False,0,18,2991.4837840385735,134.2112193107605,19
gpt,20,job_c73763915583ed0e7ff9544c30edfbf50e9e9ac12326dd1ed5782748cfab6a94,phantom_seed3,16,R1,scored_final_answer,False,0,13,2346.502172742039,91.72331738471985,14
gpt,20,job_1bf4c6182de2fe76f317b45bdde76b2f07bdb1f036a544b0b818d8bc8cb5dffe,phantom_seed3,17,R1,scored_final_answer,False,0,30,2638.9492864813656,167.9686517715454,31
gpt,20,job_1f617f586599305952511a3b00b1e021acf0f1c6866ab481db4c9fb7ea768b96,phantom_seed3,18,R1,scored_final_answer,False,0,24,5134.311312176287,172.85301423072815,25
kimi,1,job_fda7db0a9b592e7111009e3c353aefa888f9be0729523aa37bd920563fbf860e,phantom_seed2,0,R1,scored_final_answer,False,0,2,589.5610034931451,28.674510955810547,3
kimi,1,job_854ca0195e9c673251d7ce2452a8e3ac39dd4fa0014cfa7245b65098b86b3ddf,phantom_seed2,1,R1,scored_final_answer,False,0,2,584.7077830601484,34.97607684135437,3
kimi,1,job_da0ff52c8d802605a2d38f028ef51f52421ef9fc1097480c161d8e2f7ffc8a4c,phantom_seed2,2,R1,scored_final_answer,False,0,2,572.5318704731762,150.74238848686218,3
kimi,1,job_fc6c5303505af4d16da56ed179aa3be461d17035190cabfdeb36fd70cdbe768a,phantom_seed2,3,R1,scored_final_answer,False,0,1,304.8936764523387,70.23895215988159,2
kimi,1,job_389baebbf5be0b6268ddaeb11764e258725ff9cfb334d9afcd97ec598dff444d,phantom_seed2,4,R1,scored_final_answer,False,0,2,593.6921899393201,26.2110857963562,3
kimi,1,job_a048521b4732d8cd4425d423f5011f0a14d53953337ed958d927bc8f69ea27f2,phantom_seed2,5,R1,scored_final_answer,False,0,1,311.36265710927546,80.4470796585083,2
kimi,1,job_85d48c7c29b6bd832b3d24d4e399992cafcaa0e09c50e0aad448279f58b376df,phantom_seed2,6,R1,scored_final_answer,False,0,2,586.6580055560917,21.508277893066406,3
kimi,1,job_3b760ad13bc454ce9b392795cbcec741be96c1cdebdcd5d89713b0b1bf5e3708,phantom_seed2,7,R1,scored_final_answer,False,0,2,592.0543637033552,18.774327993392944,3
kimi,1,job_50170ad944501e2644e5acd7d14c888ac5c390572519964254f51f1da9056c7f,phantom_seed2,8,R1,scored_final_answer,False,0,2,586.6191869974136,93.8527364730835,3
kimi,1,job_bdb127bf155bfb0f1ca73d941753ff40f4886278c2f1b2ea28354b8ccf09ed8c,phantom_seed2,9,R1,scored_final_answer,False,0,2,569.3252984713763,18.373101234436035,3
kimi,1,job_0de002e0043f15d2873284dc33b32792fdf886aecc57c3f14c9729879a20dd84,phantom_seed2,10,R1,scored_final_answer,False,0,4,591.2092198897153,251.07772374153137,5
kimi,1,job_952c158e12a59d3c300e5c96d54e10e9929ff1c5d0bc0489f4c3693ebb428819,phantom_seed2,11,R1,scored_final_answer,False,0,2,571.7640029918402,30.806596755981445,3
kimi,1,job_b7754b556d1757d212266066c8af4b7af303ed64a6e0c2701f7119f8a392057e,phantom_seed2,12,R1,scored_final_answer,False,0,2,572.5318704731762,37.855132818222046,3
kimi,1,job_05f2b69ac9d9fef41c228c40ee15aac8134810e4874d05629498002df27a0575,phantom_seed2,13,R1,scored_final_answer,False,0,1,311.4834354259074,11.08448314666748,2
kimi,1,job_7980e105dd6ad7162050765e53b119a3c4f4776d479fa226e6429c6708f05824,phantom_seed2,14,R1,scored_final_answer,False,0,2,584.4311948958784,39.7716600894928,3
kimi,1,job_7e1c7bf724aec4c611eba4de3cb1d8902ab71cfdb0c994dd60f85be017c2193b,phantom_seed2,15,R1,scored_final_answer,False,0,1,310.21571821533144,16.52036428451538,2
kimi,1,job_918a21a58e9bd4ad007887389afab5cacc21db62d5c55d550909c45bd3ab9ba0,phantom_seed2,16,R1,scored_final_answer,False,0,1,304.8936764523387,13.246227264404297,2
kimi,1,job_97de91d35a8f974977e7c377aea4215cec0565eed4bdfb5a54b73c502187c85f,phantom_seed2,17,R1,scored_final_answer,False,0,1,305.89832997880876,23.533283233642578,2
kimi,1,job_630e8ef19491d3de179ee698fea825e6b1d29a6326ffb8d75dc5ec17abad074b,phantom_seed2,18,R1,scored_final_answer,False,0,1,307.8906704671681,12.720733404159546,2
kimi,1,job_603d5f75f13b529d0f7fab6ff8236e7ad2d7ef740005b5f33a491bf4f25d1dc3,phantom_seed2,19,R1,scored_final_answer,False,0,1,309.8758999723941,145.6532711982727,2
kimi,1,job_397c66dbb79d013751bef89660ac6f13d341e3fd861623e729efea0348764467,phantom_seed3,0,R1,scored_final_answer,False,0,1,306.48579951375723,11.761315822601318,2
kimi,1,job_05eae51268010208b68b3f142dd77d51160fe3731b18a3f2149747344ceffebd,phantom_seed3,1,R1,scored_final_answer,False,0,1,305.1142273657024,44.02130055427551,2
kimi,1,job_7a5956cd038d2bd2d7d635e3302777ee8eb53a285feb848baa8908dbf48de8e7,phantom_seed3,2,R1,scored_final_answer,False,0,2,598.2240247353911,257.09125089645386,3
kimi,1,job_27011f7b225e0c1e17f50c3ab9bde9a28bec9b4d92a3278be3907fd2ff208a16,phantom_seed3,3,R1,scored_final_answer,False,0,2,597.1539952699095,158.80134916305542,3
kimi,1,job_45ad3cf6560470a585b4805616469a6cec2832a99b93a8582447de4e0a5b54db,phantom_seed3,4,R1,scored_final_answer,False,0,1,301.32070708088577,85.97481346130371,2
kimi,1,job_354f62f523099e879b82f169938826c85b5b635ee0954fd054cfb7afd38c0ab6,phantom_seed3,5,R1,scored_final_answer,False,0,1,317.30108419433236,22.97631287574768,2
kimi,1,job_b4aac244018ff5abaf4b9f9880cc910610d06257a0a0851f51c4f2fd5e68bcaf,phantom_seed3,6,R1,scored_final_answer,False,0,1,308.3650519605726,12.369924545288086,2
kimi,1,job_c36470ded8df5f7665e509ecb4c3831d4b17bf68bc3f2a66b0f52be2e48a9bd7,phantom_seed3,7,R1,scored_final_answer,False,0,2,593.4711376018822,29.1824471950531,3
kimi,1,job_fa3363d8119906e8e41d15b0b9ad0f800994d2c5c1a06af816bd164ccdfc8c5b,phantom_seed3,8,R1,scored_final_answer,False,0,2,592.1416796557605,40.58674383163452,3
kimi,1,job_4fa096f0678feefe3932cfec7f4dc84cfedd34834bc510ce0843477a747f0f15,phantom_seed3,9,R1,scored_final_answer,False,0,1,305.5844378005713,18.325215578079224,2
kimi,1,job_42cd5e8a94a13c7083feb7bcd59cc134c96921ec59b1fd305989b4e1a07883d4,phantom_seed3,10,R1,scored_final_answer,False,0,1,310.0280711706728,12.745583295822144,2
kimi,1,job_08777ec413dd2611422fff648ba6c88bbe229387e5dc40724b20fd1968f9791f,phantom_seed3,11,R1,scored_final_answer,False,0,2,598.2240247353911,35.58543109893799,3
kimi,1,job_2248047a4c38b12a679d3b10979ef6f087930d1145ef8f4311c2cde36fc15979,phantom_seed3,12,R1,scored_final_answer,False,0,5,600.1910315454006,161.3174729347229,6
kimi,1,job_77ca911fd3a69bdfd5b7ba9ad050cabcc7f5089f5a51ff65ad17c4a6ca2c84b2,phantom_seed3,13,R1,scored_final_answer,False,0,1,305.1142273657024,36.50402617454529,2
kimi,1,job_7afc6a3bc95a60f6587258bae9aa23e6ff1a676485d18d72a6171ca7b6b2d0e3,phantom_seed3,14,R1,scored_final_answer,False,0,1,306.48579951375723,22.481962203979492,2
kimi,1,job_eb0d52781577889baea9b55650a664877c93a47db81ec3b6b9c78d53493b01e9,phantom_seed3,15,R1,scored_empty_prediction,True,1,1,300.3206635825336,43.34898519515991,2
kimi,1,job_f5846ae7842445a14a8dd4c69ba8addf124ccd63b643aa1c343ebbc937544c74,phantom_seed3,16,R1,scored_final_answer,False,0,4,597.9713687021285,37.224934339523315,5
kimi,1,job_adb555a3708f50a1dc85b37207d41d6a04c56907ac8eda0f4821929f35dd38e9,phantom_seed3,17,R1,scored_final_answer,False,0,2,581.9604653213173,439.4314045906067,3
kimi,1,job_f42fb80c2dab05c29f84c0f7f634c5c003ebbe64da86efb874ae1e0631cf6120,phantom_seed3,18,R1,scored_final_answer,False,0,1,307.1769913379103,16.042096853256226,2
kimi,5,job_cceb4c27f98646bcfd7e92b07029c193f0709872d87cdf3c458024f1430525b1,phantom_seed2,0,R1,scored_final_answer,False,0,3,896.5336540341377,111.11170029640198,4
kimi,5,job_27d1fc32cb2499b221dbfb08d119a8368aa93567b09f9bc5e4078a16916eb6f7,phantom_seed2,1,R1,scored_final_answer,False,0,6,1770.2176808193326,177.68380117416382,7
kimi,5,job_d4da2448ad0037373c704eae8f75c4fe580a0907828bb4f296f3b3165f5e936c,phantom_seed2,2,R1,scored_final_answer,False,0,5,1505.6543882377446,240.02135181427002,6
kimi,5,job_1ddad9a9bfc263624734350a74d9a31b52a26a70ea0eb18a31477eb9c1a45135,phantom_seed2,3,R1,scored_final_answer,False,0,5,1489.139558589086,929.3194224834442,6
kimi,5,job_f7679ce083b5bc3313382f73215da24f2984214371c6538d3fde0d2f147b1913,phantom_seed2,4,R1,scored_final_answer,False,0,5,1523.5344687849283,55.981361389160156,6
kimi,5,job_7390904c6c1aed78d16c800f6c13fd557c6e8e567bd84c373793d720df437e68,phantom_seed2,5,R1,scored_final_answer,False,0,6,1523.3183445688337,535.3042705059052,7
kimi,5,job_8210c6a040bc284700fca43c048b09865d10fbfe9da1c9adb105642c33e0807f,phantom_seed2,6,R1,scored_final_answer,False,0,5,1506.5850839577615,83.52727913856506,6
kimi,5,job_25cd00ca8770aa56ff366397abe6fb022f92a97d99c34fb79e5651bec4b1d699,phantom_seed2,7,R1,scored_final_answer,False,0,5,1505.1153279095888,60.8581657409668,6
kimi,5,job_8bf3cfe129d45ca927eadc52f9f1cdbd22ccb0ae8a88ae385a51e230ca898ad5,phantom_seed2,8,R1,scored_final_answer,False,0,5,1494.2250102665275,445.4505443572998,6
kimi,5,job_d3c020f37197967f88537b06134fe68e6aad285a8d3c28476c26f36bc90ab6d1,phantom_seed2,9,R1,scored_final_answer,False,0,5,1503.1726897787303,107.80922770500183,6
kimi,5,job_c48ce02afc95424970c084505a0aea85bedbed7f98e5e3e409ecd56b28908299,phantom_seed2,10,R1,scored_final_answer,False,0,8,1187.2400421928614,784.4222748279572,9
kimi,5,job_61095e97a73ebb0368a4715dd1a00d3342c80e6b2f30a0bd42249a202edb0486,phantom_seed2,11,R1,scored_final_answer,False,0,8,1788.359748693183,560.0399835109711,9
kimi,5,job_e899c3855c4bf7a9add6250fde36d63ccf2e556006d3a8210db32ed8e39f5427,phantom_seed2,12,R1,scored_final_answer,False,0,4,1192.76493024081,36.56563711166382,5
kimi,5,job_28611ee2cd09586e1d7257eeb188f9d38843900351e0cca0ad983c9fc8085791,phantom_seed2,13,R1,scored_final_answer,False,0,10,1491.6720363870263,358.6770887374878,11
kimi,5,job_2977074533261063566c249822237320bdb1f04b14e2739df228bff077744c95,phantom_seed2,14,R1,scored_final_answer,False,0,5,1482.4396085273474,57.88774085044861,6
kimi,5,job_dac6aca0509b15d81f9768a810255f936c23d9c7de8edbd5d0a72b2ce7580fb3,phantom_seed2,15,R1,scored_final_answer,False,0,7,1760.0945889018476,104.32434010505676,8
kimi,5,job_6184bc1ef99a4a0b7de61595aba4afb1f6984ea0c984919e1cd710f3035015a7,phantom_seed2,16,R1,scored_final_answer,False,0,5,1502.0345465559512,69.24016761779785,6
kimi,5,job_fedfeb6ed67984a4ad795bb5cc6d7ac901220280e04eee78c675afc45af3b07b,phantom_seed2,17,R1,scored_final_answer,False,0,7,1766.6854335647076,375.91821813583374,8
kimi,5,job_31b8da5dcae42e3a80bb5e1a007dad25998dc8d24277f44e8787979ea489e58e,phantom_seed2,18,R1,scored_final_answer,False,0,12,1500.6231459602714,1071.829694032669,13
kimi,5,job_c31c166174c29fcc38aef3d337eff4f0712203c1e72da3b57d871557dfa47eee,phantom_seed2,19,R1,scored_final_answer,False,0,5,1477.3797599505633,442.23212122917175,6
kimi,5,job_25a02dffea089488932577cc117322d85ce1597b4b6857998592ced1b324cb6d,phantom_seed3,0,R1,scored_final_answer,False,0,5,1516.0336370952427,45.86937999725342,6
kimi,5,job_63b8b34d2cb47d3920eac649b19e320708f2a30ee488f152ab12e4ddf515382b,phantom_seed3,1,R1,scored_final_answer,False,0,5,1528.009859379381,66.7018654346466,6
kimi,5,job_4a4fbc41b96d7262e09f9a9703e4a245490ee831558b10b3f849908a351c6dfc,phantom_seed3,2,R1,scored_final_answer,False,0,5,1494.0669453516603,53.772151470184326,6
kimi,5,job_e908830afc0cc311312393140e6f54c5f9c77bfe01ebbaa9b8a786abaf875b99,phantom_seed3,3,R1,scored_final_answer,False,0,6,1486.259762691334,201.44782781600952,7
kimi,5,job_6893031d3d84cafff05081d9216d090faac2f37455953fc749257466c29c77f7,phantom_seed3,4,R1,scored_final_answer,False,0,5,1518.6282060481608,100.0732913017273,6
kimi,5,job_719e1124ac8a5abb6b469964dcf365d1bc70a574d36a56456badde68777efb75,phantom_seed3,5,R1,scored_final_answer,False,0,5,1452.5944427028298,578.2488384246826,6
kimi,5,job_b375e9149de3d4873c61c462896cf9981a3d25736d8593885da62a7c6f5f36d6,phantom_seed3,6,R1,scored_final_answer,False,0,6,1772.1016293019056,546.7437081336975,7
kimi,5,job_869750800343463f0a30e1117f403e26d81fa1e4313aa91b4308ebe53b0d7cfd,phantom_seed3,7,R1,scored_final_answer,False,0,6,1773.1923056021333,461.52158308029175,7
kimi,5,job_ee0a85c8975cfd80f8aa4a0d3b884c9652e4501837da28127acc96f6abce82bb,phantom_seed3,8,R1,scored_final_answer,False,0,6,1757.2285500448197,498.0918905735016,7
kimi,5,job_8cf794afe5eb4cb4ecc4cc2145c7813bd16105356daff05b609e39e580afb5f3,phantom_seed3,9,R1,scored_final_answer,False,0,5,1506.169666312635,71.72174000740051,6
kimi,5,job_1b4702775762a087dc3cfa203d54d4591a0ea267813d304284f8e022ffb12098,phantom_seed3,10,R1,scored_final_answer,False,0,3,908.8126324303448,32.323622941970825,4
kimi,5,job_c1d0928cf0e7dc5b7ca9664652a76ad16f2324fb7f82888185ef69e81db94515,phantom_seed3,11,R1,scored_final_answer,False,0,4,884.9983040522784,53.71889591217041,5
kimi,5,job_4ab00e73c71d11dfa616dd49f8e1ca8e4401b48e12b36f70908b44e268fd246e,phantom_seed3,12,R1,scored_final_answer,False,0,6,909.0836796257645,247.5727698802948,7
kimi,5,job_70204fd73af123876a4441c2b587d22fb680d39c2f0d991f8a87457f896e2f79,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,28.84650182723999,4
kimi,5,job_211a642da8c54c2971e7b73e8174152180988ea78c24b8d09412f98e7d98086a,phantom_seed3,14,R1,scored_final_answer,False,0,5,1510.7189071550965,63.23626685142517,6
kimi,5,job_9cd61b3715f70a79728f6d91238fe8d9aebd20050b04984ee829bee233433305,phantom_seed3,15,R1,scored_final_answer,False,0,6,1216.4892304409295,253.32663249969482,7
kimi,5,job_e89aa13b320aa27ef027d86e911c149bdfc324ea34cb4bcc9029a1f4fc614bc9,phantom_seed3,16,R1,scored_final_answer,False,0,13,1483.379789115861,623.6089193820953,14
kimi,5,job_b8807844207411c76d63f096f5d74371c3f5b634dbc51569905eccf958ca4482,phantom_seed3,17,R1,scored_final_answer,False,0,9,1471.2823608424515,704.1679809093475,10
kimi,5,job_e4f15c4a58f6919bbc8fc9d9b9dbd542d07fd9d03b317fff6c3695beceb3d020,phantom_seed3,18,R1,scored_final_answer,False,0,5,1550.1432446017861,351.49857211112976,6
kimi,15,job_07abc4846c796ea208b65242b7487b6facf73d3f5b77e6869adfd9e45e05457f,phantom_seed2,0,R1,scored_final_answer,False,0,4,1155.4333760216832,195.05277705192566,5
kimi,15,job_3b467341f91cd00784f2c4a1003e0542fb519f00f313a9046693a26804572592,phantom_seed2,1,R1,scored_final_answer,False,0,9,2660.7505163829774,152.23694157600403,10
kimi,15,job_0aae8b461a2cc52b89026ca34e11c1cb4c8bf142263348de2e96a3a908ef61d9,phantom_seed2,2,R1,scored_final_answer,False,0,11,3296.216268390417,162.06780791282654,12
kimi,15,job_a7f6d61eac83fa5c246540f767bfa378912f2497aafb7122a5e6baa25dafc06a,phantom_seed2,3,R1,scored_final_answer,False,0,12,3636.5256559941918,219.20467805862427,13
kimi,15,job_3ec53e2378a49e2d38b582fec2d139e65b6582172e6d8faf6ea86d798ff2d422,phantom_seed2,4,R1,scored_final_answer,False,0,7,2145.1940230466425,107.7025716304779,8
kimi,15,job_2d0be9aad43328024af6c058d90453ae93437de76ae85dd13d9d42ffb5c4723e,phantom_seed2,5,R1,scored_final_answer,False,0,15,4202.999905264005,485.40797209739685,16
kimi,15,job_f1ca74bc0412d142982715b44ede15eb57c4677b80916233503533f7538cb823,phantom_seed2,6,R1,scored_final_answer,False,0,7,2092.304650330916,155.2410638332367,8
kimi,15,job_7bdef003a474eab3e1d336f626fb9dae9a529cb09c7b31c981e33c2bdb66872c,phantom_seed2,7,R1,scored_final_answer,False,0,9,2700.9992152638733,155.5768587589264,10
kimi,15,job_21416cd5e2b4a386983a21f34b33758cf66b6086a3b8763554a6a6c78b9ccc35,phantom_seed2,8,R1,scored_final_answer,False,0,14,4210.412851208821,633.2870831489563,15
kimi,15,job_8b036d8c311dfa97e05362e928790db1f28085d51255eace03ad459e1a9c549f,phantom_seed2,9,R1,scored_final_answer,False,0,10,3011.358423018828,159.7641086578369,11
kimi,15,job_17ab5206df31c6fc0d649337d90296795056c85721c0e34727699fd217f55afd,phantom_seed2,10,R1,scored_final_answer,False,0,14,1462.386418255046,415.7387480735779,15
kimi,15,job_3a0d11b9491e518cc08504e12d500f2a4655c4a1537acfa611b0fef617dfb26f,phantom_seed2,11,R1,scored_final_answer,False,0,19,3038.163849990815,724.7108647823334,20
kimi,15,job_e9b9c13194f726176c84e27cb3d57ce3efafdca02ae28f490c6a45e504d31f54,phantom_seed2,12,R1,scored_final_answer,False,0,4,1192.76493024081,50.01677966117859,5
kimi,15,job_3ddd3b4463d7483379839e2d8220439b13aa77411c316ac3cbea3e1d35a54c25,phantom_seed2,13,R1,scored_final_answer,False,0,24,4544.205700112507,1735.2865345478058,25
kimi,15,job_6e8121e0452aed1fb8fa92de897df2ecfbedd89e7153aac3a80631c7319fe0e1,phantom_seed2,14,R1,scored_final_answer,False,0,5,1482.4396085273474,223.20499992370605,6
kimi,15,job_e81ee51896d04125c31e4647f8a958ae5b2ad342c86809a70e65bd2c5199866d,phantom_seed2,15,R1,scored_final_answer,False,0,7,2077.603724906221,104.13138318061829,8
kimi,15,job_25da5f39f1dca081084ba82aa6760a0317189b3699a6e35a1ac87c16f8d35a4c,phantom_seed2,16,R1,scored_final_answer,False,0,12,3657.4795729015023,239.93560004234314,13
kimi,15,job_c67c658bd8639de537f77bd7c0124de282328e008b5011e966f4143e38fc3136,phantom_seed2,17,R1,scored_final_answer,False,0,22,4534.806947754696,2554.839738368988,23
kimi,15,job_3fc0f061fa622637b5c69b8a0d557e8c341921f0df7cec2cefe10a6facfe4316,phantom_seed2,18,R1,scored_final_answer,False,0,23,4558.638328453526,1218.6988570690155,24
kimi,15,job_1cf6bbbf3d4a7956189888b9553ad308f7cb833b07c205102894b7224061e721,phantom_seed2,19,R1,scored_final_answer,False,0,12,3571.405511861667,681.0327258110046,13
kimi,15,job_b51a13a4cd9cb46538feca53076b7932511d9b30326b81cb9169a59ae6a1eef0,phantom_seed3,0,R1,scored_final_answer,False,0,6,1812.833813559264,65.04245090484619,7
kimi,15,job_17643189d493c3111875276f04bef7c00c32eafccc7fb1ce06231be57601d94b,phantom_seed3,1,R1,scored_final_answer,False,0,3,914.3215529154986,175.5199224948883,4
kimi,15,job_a6f06c31310ecf9c9b16109e8551e573ebc9e869a6b32aac30c0df872b15e489,phantom_seed3,2,R1,scored_final_answer,False,0,7,1494.0669453516603,218.44583320617676,8
kimi,15,job_7bfe736eec35b85aadcf333d69af7508c804f079d6914ee5e8a3d92114f2cf03,phantom_seed3,3,R1,scored_final_answer,False,0,13,3857.6679755188525,634.7139573097229,14
kimi,15,job_eca3f2a356c7eec1cc83ea2c421221f3593c1b061abcc7387f358839d0840997,phantom_seed3,4,R1,scored_final_answer,False,0,9,2735.1452893856913,133.66970229148865,10
kimi,15,job_9c3664d1d8432905c1b89cff8ba92ba1ab73ae7db0525fae19a995c2d8639f5e,phantom_seed3,5,R1,scored_final_answer,False,0,9,2635.0921808369458,226.30766201019287,10
kimi,15,job_ff310d4bb41222ee34eaca17e596958da8797b962aa4a152da70192828d7e620,phantom_seed3,6,R1,scored_final_answer,False,0,17,4425.72520728223,942.1425569057465,18
kimi,15,job_f228627f87345f821f98ae6453addb7684695120d58d6a72435884c31e1d00f5,phantom_seed3,7,R1,scored_final_answer,False,0,14,4168.701103068888,302.2746994495392,15
kimi,15,job_f72bbe6564f12472f399bb578eda829e1cc157b0480ad914c5099805774171c3,phantom_seed3,8,R1,scored_final_answer,False,0,15,4433.918779771775,786.7594137191772,16
kimi,15,job_79477d6c43094516d5d0ac8b95e454ec7eda410cbb77771a05df48a496f5d683,phantom_seed3,9,R1,scored_final_answer,False,0,14,4196.622061440721,396.2278277873993,15
kimi,15,job_6e5f051855da6da10b29eaf22bbb7e605b6cbf04e7e4366502efe208e9c20b41,phantom_seed3,10,R1,scored_final_answer,False,0,3,908.8126324303448,35.905704736709595,4
kimi,15,job_70c073278f355c9026c99e770ddda4c22062996896023ceaab317a86175004ff,phantom_seed3,11,R1,scored_final_answer,False,0,4,1179.6856113430113,73.35903906822205,5
kimi,15,job_444d2f1af4653f86759076c08fd1dae5f09d3e7fb99ae26f60abde69ef360c65,phantom_seed3,12,R1,scored_final_answer,False,0,13,2112.0865213125944,883.8638825416565,14
kimi,15,job_94db50ff45fd3ad8af24540cd6ec9815fabe34a1696d226d754b3d976e55b5e1,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,36.69841527938843,4
kimi,15,job_cf625df7fe06bb3e37e11d987ee05d191823a109820a1ddfcf715896665077ab,phantom_seed3,14,R1,scored_final_answer,False,0,9,2719.4934620987624,117.36355900764465,10
kimi,15,job_2e4a4760fe999430034caf3777b0f17addf0b039ab499c9c8cf483b0d428ff62,phantom_seed3,15,R1,scored_final_answer,False,0,18,3629.231141153723,981.6338593959808,19
kimi,15,job_2dc70b571ccb89742677dc125dbfe37918c97026f3945e8845fcaa75087e7e17,phantom_seed3,16,R1,scored_final_answer,False,0,20,4120.965979732573,1709.8523924350739,21
kimi,15,job_a50a72cf932b5165ca8a67f4eaeb0187db0f594a61b4861cee801d4c1efa9e68,phantom_seed3,17,R1,scored_final_answer,False,0,20,4507.860286831856,892.6667935848236,21
kimi,15,job_43a00e3e2a1f99b92406938d3b1ee01b614b59314f2ab5997c66ae2488ebf60a,phantom_seed3,18,R1,scored_final_answer,False,0,21,4219.794646715745,1678.2397320270538,22
kimi,20,job_acda173b4fe1b34b99f4aa0a1f4b49a5e71b0f06e93ce9f94bbc7da5ca7a81e1,phantom_seed2,0,R1,scored_final_answer,False,0,5,1461.8871756177396,68.7340726852417,6
kimi,20,job_d62f5204e004ff082a48a92f233003108aebbbe477882bd588eb3c707cd8d64f,phantom_seed2,1,R1,scored_final_answer,False,0,8,2371.8882069922984,170.03516626358032,9
kimi,20,job_a0df8cf3bd6b50673e0ad0f0654645f39f93c08d50ac0921c8952d0072958f2f,phantom_seed2,2,R1,scored_final_answer,False,0,11,3296.216268390417,82.19098711013794,12
kimi,20,job_021daac2098049d8857fa5c69deefb1fde222e4f3096214d19645c1952dd5b63,phantom_seed2,3,R1,scored_final_answer,False,0,12,3636.5256559941918,322.3333330154419,13
kimi,20,job_7568cc3f5e2f31e3fc1a23c168ffaa246e3a64cb81eafdf4d6a9f84f817fb339,phantom_seed2,4,R1,scored_final_answer,False,0,7,2145.1940230466425,137.94706320762634,8
kimi,20,job_0f9a6df4a709f0e06df4b32282ec43a3392401608cb9303ff89fbea860cdaadb,phantom_seed2,5,R1,scored_final_answer,False,0,16,4784.711419064552,331.65675258636475,17
kimi,20,job_dbc59f4e541a279c355a74803af73a9f25235f477d202532b1141239d8a89bf7,phantom_seed2,6,R1,scored_final_answer,False,0,7,2092.304650330916,235.69608068466187,8
kimi,20,job_2eb71f2e41d40112a10c516e8edf924689ea89972a3c9915adfad4d39f8cc739,phantom_seed2,7,R1,scored_final_answer,False,0,12,3559.436425883323,180.63453912734985,13
kimi,20,job_91bad860143e255795045a478ba34d07af1fd74592f3f1216b0d06a1d557b9b8,phantom_seed2,8,R1,scored_final_answer,False,0,18,5406.525009870529,653.4132590293884,19
kimi,20,job_f84f5a765d02868ba47431b49371f5291e5000820dcea80abc9b912c3677c594,phantom_seed2,9,R1,scored_final_answer,False,0,8,2407.51150499098,132.99133133888245,9
kimi,20,job_73ef48c87867265ad9f80b5e2c84a1f988d17c6bcdbb11f943724f2889b0ba5f,phantom_seed2,10,R1,scored_final_answer,False,0,9,1800.4272128175944,562.9801104068756,10
kimi,20,job_4da398e15f83442ab085c3dc3c5d05402f38838be82c3ae0ad363debb2fd98a2,phantom_seed2,11,R1,scored_final_answer,False,0,30,5453.208071319386,1003.2087435722351,31
kimi,20,job_0e1dffd3d5f0113c091ff84db4333322b5b490e5fd81d0e13f026985d6fc9072,phantom_seed2,12,R1,scored_final_answer,False,0,4,1192.76493024081,53.26743412017822,5
kimi,20,job_2c513e6cff66659aa297ff66aa523881d371fcedc177a7373c07e7abb9b67861,phantom_seed2,13,R1,scored_final_answer,False,0,25,4500.027419403195,2727.5481929779053,26
kimi,20,job_d1b19e630d72644e9c388a2b3f2bf7155787bba95a9756b05ca483ccfd48b124,phantom_seed2,14,R1,scored_final_answer,False,0,8,2371.8882069922984,206.82922744750977,9
