model,system,scenario,regime,strategy,item,outer_repeat,order,seed,N,cohort_id,expected,execution_complete,score_complete,status,result_path,result_sha256,result_bytes,trace_paths_json,source_job_id,api_dump_root,source_metadata,source_row,native_source_id,primary_metrics_json,archive_source_identity,snapshot_cutoff_utc
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,phantom_seed2:14,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9/result/naive/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9/result/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9/result/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9/result/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9/result/naive/agents/agent_3.json""]",job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f7dda4ec4feeb76a69d9a50be0707d4216dcd947472fabc4d9ff25911017d1b9/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,538,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,cached,phantom_seed2:14,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe/result/cached/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe/result/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe/result/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe/result/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe/result/cached/agents/agent_3.json""]",job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77cd60e44d9dcd371dd06738aef8027e4e63944e53abe7e42115f34b74459cfe/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,539,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,poolact,phantom_seed2:14,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27/result/poolact/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27/result/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27/result/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27/result/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27/result/poolact/agents/agent_3.json""]",job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_43ff412243650aa5f463f1dfa5a77723c661b6bd8702600120164da775836a27/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,540,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,phantom_seed2:15,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a/result/naive/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a/result/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a/result/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a/result/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a/result/naive/agents/agent_3.json""]",job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12b3806d48b2e82ffb4014f4a57003e3f5c559157b62b909e46203a1e393eb5a/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,541,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,cached,phantom_seed2:15,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64/result/cached/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64/result/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64/result/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64/result/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64/result/cached/agents/agent_3.json""]",job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5468a6a5c08b72fa3e7b5425cd3df47f27a32e99577260e9929e7b7e96deda64/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,542,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,poolact,phantom_seed2:15,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948/result/poolact/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948/result/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948/result/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948/result/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948/result/poolact/agents/agent_3.json""]",job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2da4e9a950946c765b55c59f5b5ec0d92876a6b4a034b9fc413bb41153499948/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,543,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,phantom_seed2:16,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766/result/naive/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766/result/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766/result/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766/result/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766/result/naive/agents/agent_3.json""]",job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6af6c3e8bef81d64060733590c3e9cf19aa44c62b5ef3e7d4240dc749884e766/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,544,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,cached,phantom_seed2:16,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62/result/cached/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62/result/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62/result/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62/result/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62/result/cached/agents/agent_3.json""]",job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c13e820e33996cba1ec90b36c7acb76217ca9f19044fbd2185cde988a5fc0d62/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,545,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,poolact,phantom_seed2:16,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468/result/poolact/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468/result/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468/result/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468/result/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468/result/poolact/agents/agent_3.json""]",job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_169d9f6599ea8cef8029743d7ab199ca05747fae35824e7bba186507be098468/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,546,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,phantom_seed2:17,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68/result/naive/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68/result/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68/result/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68/result/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68/result/naive/agents/agent_3.json""]",job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3a73ca05501c835c6eb27362aa78edc4e435a420ccc0b3a85c3c1f6dd420fd68/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,547,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,cached,phantom_seed2:17,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c/result/cached/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c/result/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c/result/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c/result/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c/result/cached/agents/agent_3.json""]",job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f38c6727923b3c93963b89ae4808e4a4e4b773b7bb9543ac6ccc1d482b1c448c/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,548,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,poolact,phantom_seed2:17,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa/result/poolact/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa/result/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa/result/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa/result/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa/result/poolact/agents/agent_3.json""]",job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_696f8afd0f1eeb734b857ee6f8a0dddd9a295dc429dcc2834ed0bc10e6e8a9fa/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,549,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,phantom_seed2:18,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3/result/naive/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3/result/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3/result/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3/result/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3/result/naive/agents/agent_3.json""]",job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4674c38eed26a7abda8d1462c84c155dcea7b4793ce73b7434fb1c78178c84e3/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,550,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,cached,phantom_seed2:18,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590/result/cached/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590/result/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590/result/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590/result/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590/result/cached/agents/agent_3.json""]",job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c9fee5b1e1144b9a52b60bb2637b4e40a2e715fbd9d28d887a8ddea77cf9d590/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,551,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,poolact,phantom_seed2:18,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a/result/poolact/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a/result/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a/result/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a/result/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a/result/poolact/agents/agent_3.json""]",job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6be2c754a385e8c3bb263015792b83d82d20e305bc3a3e1336dfc415031dc0a/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,552,deepseek-flash-0731-full-20260911,{},deepseek_original,
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,phantom_seed2:19,0,,2200,4,deepseek_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3/result/naive/result.json,,,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3/result/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3/result/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3/result/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3/result/naive/agents/agent_3.json""]",job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_f6a233159e9d05f083bba4892dbd056bd1aeb9edc9c9677c65a0425f9736f6a3/api_dump,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/analysis/full_v2/normalized.csv,553,deepseek-flash-0731-full-20260911,{},deepseek_original,
