study_id,job_id,stage,model,system,scenario,family,item,data_source,question_index,budget,strategy,N,repeat,stage_repeat_index,seed,hypothesis_order,api_protocol,reasoning_effort_requested,source_tree_sha256,queue_status,execution_complete,metric,endpoint,unit,primary,value,known_agent_subset_value,expected_agents,known_agents,missing_agents,score_complete
gpt56sol_medium_refmatrix_20260910_v1,job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de,reference-0185-poolact-evidence_audit-9651a075cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MI,fraction,False,0.3382352941176471,0.3382352941176471,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de,reference-0185-poolact-evidence_audit-9651a075cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MV,fraction,True,0.4117647058823529,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de,reference-0185-poolact-evidence_audit-9651a075cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MI,fraction,False,0.8529411764705882,0.8529411764705882,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de,reference-0185-poolact-evidence_audit-9651a075cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MV,fraction,False,0.9411764705882353,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a1a25d286d7fc61ea3b21f023778c0d40114be504bd49e84bcd0034bc3d4bead,reference-0186-expgym-tuning-bb23700a24,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:A,hpobench,,cost_free,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,Gap,single,Gap points,True,99.17416202277552,99.17416202277552,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a1a25d286d7fc61ea3b21f023778c0d40114be504bd49e84bcd0034bc3d4bead,reference-0186-expgym-tuning-bb23700a24,gpt-5.6-sol,expgym,tuning,nasbench101,hpobench:nasbench101:A,hpobench,,cost_free,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,raw_performance,single,fraction,False,0.9402710994084676,0.9402710994084676,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_0ee748edca37c20752dc5332bfe28726ed0e8162d0ebf6eddb67953f63f67177,reference-0187-poolact-restricted_search-f650c1521d,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:2,phantom_seed3,2,cost_moderate,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,1.0,1.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_0ee748edca37c20752dc5332bfe28726ed0e8162d0ebf6eddb67953f63f67177,reference-0187-poolact-restricted_search-f650c1521d,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:2,phantom_seed3,2,cost_moderate,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,1.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_171c609c7819833a757821f1684a98115fd5aa30e40ca3dd2a8250d00da8c6e1,reference-0188-poolact-evidence_audit-efccdc16ad,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:3,cc-large,3,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MI,fraction,False,0.8382352941176471,0.8382352941176471,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_171c609c7819833a757821f1684a98115fd5aa30e40ca3dd2a8250d00da8c6e1,reference-0188-poolact-evidence_audit-efccdc16ad,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:3,cc-large,3,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MV,fraction,True,0.7058823529411765,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_171c609c7819833a757821f1684a98115fd5aa30e40ca3dd2a8250d00da8c6e1,reference-0188-poolact-evidence_audit-efccdc16ad,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:3,cc-large,3,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MI,fraction,False,0.838235294117647,0.838235294117647,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_171c609c7819833a757821f1684a98115fd5aa30e40ca3dd2a8250d00da8c6e1,reference-0188-poolact-evidence_audit-efccdc16ad,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:3,cc-large,3,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MV,fraction,False,0.7647058823529411,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_b4fc77eed01bbc08a7dd5ee363182b1e5ca618a7504c9c25a3e94b6d3e97dd04,reference-0189-expgym-restricted_search-c6a33048e2,gpt-5.6-sol,expgym,restricted_search,whois,phantom_seed2:11,phantom_seed2,11,cost_tight,single,1,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,single,fraction,True,0.0,0.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_eda52b6e26459c04ac4469919a28e25a4419d8c4c8b50fd3118e55b0807635b5,reference-0190-poolact-evidence_audit-4f4826f0bc,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:1,cc-large,1,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MI,fraction,False,0.6176470588235294,0.6176470588235294,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_eda52b6e26459c04ac4469919a28e25a4419d8c4c8b50fd3118e55b0807635b5,reference-0190-poolact-evidence_audit-4f4826f0bc,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:1,cc-large,1,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MV,fraction,True,0.5882352941176471,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_eda52b6e26459c04ac4469919a28e25a4419d8c4c8b50fd3118e55b0807635b5,reference-0190-poolact-evidence_audit-4f4826f0bc,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:1,cc-large,1,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MI,fraction,False,0.8823529411764706,0.8823529411764706,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_eda52b6e26459c04ac4469919a28e25a4419d8c4c8b50fd3118e55b0807635b5,reference-0190-poolact-evidence_audit-4f4826f0bc,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:1,cc-large,1,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MV,fraction,False,0.8823529411764706,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_8886895fdd0758e59ae4e397d04fd1079599c2e7b619b2631329bf3d2b92fa2e,reference-0191-poolact-restricted_search-9787a1045b,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:10,phantom_seed2,10,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_8886895fdd0758e59ae4e397d04fd1079599c2e7b619b2631329bf3d2b92fa2e,reference-0191-poolact-restricted_search-9787a1045b,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:10,phantom_seed2,10,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c0d163ed879f7078fad5dcdf2b7e8ec1243a18e8f0f3687f1bfc6bce5aa6e23b,reference-0192-poolact-restricted_search-1d6fd4d17c,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:2,phantom_seed2,2,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c0d163ed879f7078fad5dcdf2b7e8ec1243a18e8f0f3687f1bfc6bce5aa6e23b,reference-0192-poolact-restricted_search-1d6fd4d17c,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:2,phantom_seed2,2,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29,reference-0193-poolact-evidence_audit-a94f7f94cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MI,fraction,False,0.3382352941176471,0.3382352941176471,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29,reference-0193-poolact-evidence_audit-a94f7f94cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,MV,fraction,True,0.5294117647058824,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29,reference-0193-poolact-evidence_audit-a94f7f94cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MI,fraction,False,0.5735294117647058,0.5735294117647058,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29,reference-0193-poolact-evidence_audit-a94f7f94cf,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MV,fraction,False,0.8235294117647058,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_1ab023b009a7fe26ea201877c5dd594cc41b0fb95bf536389fe363c1512f6460,reference-0194-expgym-tuning-8c1322acfc,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:adult:steps,hpobench,,cost_tight,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,Gap,single,Gap points,True,72.01344351468897,72.01344351468897,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_1ab023b009a7fe26ea201877c5dd594cc41b0fb95bf536389fe363c1512f6460,reference-0194-expgym-tuning-8c1322acfc,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:adult:steps,hpobench,,cost_tight,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,raw_performance,single,fraction,False,0.8422037010656462,0.8422037010656462,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_74a1219439af1a5bdbe4264917de9d3778ed204da720a82fb3c3455fc2abda4b,reference-0195-expgym-restricted_search-911ae544dc,gpt-5.6-sol,expgym,restricted_search,whatis,phantom_seed3:30,phantom_seed3,30,cost_tight,single,1,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,single,fraction,True,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_8c1ffba42835a284f04f8d6be97b13b1726577ee12892cacb9bf21f580c6f071,reference-0196-expgym-restricted_search-dfc20b2276,gpt-5.6-sol,expgym,restricted_search,whatis,phantom_seed3:31,phantom_seed3,31,cost_tight,single,1,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,single,fraction,True,0.0,0.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_ccb4f5e32536dbda16f55ee2e27c7dd6d22b627ecb62ace01e8356ebf4be188d,reference-0197-expgym-restricted_search-fd923c4b14,gpt-5.6-sol,expgym,restricted_search,whois,phantom_seed2:6,phantom_seed2,6,cost_moderate,single,1,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,single,fraction,True,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_dcd1a7e98f6b5901d9ca1e2328ba91f96cff8cf425acbc6f64f754b2d38b8b69,reference-0198-poolact-restricted_search-b97addc1d3,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:8,phantom_seed2,8,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.5416666666666666,0.5416666666666666,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_dcd1a7e98f6b5901d9ca1e2328ba91f96cff8cf425acbc6f64f754b2d38b8b69,reference-0198-poolact-restricted_search-b97addc1d3,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:8,phantom_seed2,8,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.5,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_7b26b0ba44f650bc53559a28b366173f431e2a759185f5f236574b48e7c5a3d1,reference-0199-poolact-tuning-33e589a140,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,hpobench,,cost_moderate,poolact,4,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,Gap,MI,Gap points,True,98.38201860987644,98.38201860987644,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_7b26b0ba44f650bc53559a28b366173f431e2a759185f5f236574b48e7c5a3d1,reference-0199-poolact-tuning-33e589a140,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,hpobench,,cost_moderate,poolact,4,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,Gap,BoN,Gap points,False,98.42787264912356,98.42787264912356,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_7b26b0ba44f650bc53559a28b366173f431e2a759185f5f236574b48e7c5a3d1,reference-0199-poolact-tuning-33e589a140,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,hpobench,,cost_moderate,poolact,4,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,raw_performance,MI,fraction,False,0.9448283811410269,0.9448283811410269,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_7b26b0ba44f650bc53559a28b366173f431e2a759185f5f236574b48e7c5a3d1,reference-0199-poolact-tuning-33e589a140,gpt-5.6-sol,poolact,tuning,nasbench101,hpobench:nasbench101:B,hpobench,,cost_moderate,poolact,4,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,raw_performance,BoN,fraction,False,0.944945236047109,0.944945236047109,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_5fd588470c5ceae501efaed444677e65185073505f7ac09213c03fc595325752,reference-0200-poolact-restricted_search-ffaa2221ce,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:8,phantom_seed3,8,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_5fd588470c5ceae501efaed444677e65185073505f7ac09213c03fc595325752,reference-0200-poolact-restricted_search-ffaa2221ce,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:8,phantom_seed3,8,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_4cae53dea8b3b03759bac2393253ba822bda9a28296f39043e85ac26e07769bb,reference-0201-poolact-restricted_search-ef4471efbc,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:3,phantom_seed3,3,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.5,0.5,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_4cae53dea8b3b03759bac2393253ba822bda9a28296f39043e85ac26e07769bb,reference-0201-poolact-restricted_search-ef4471efbc,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:3,phantom_seed3,3,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.5,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_707c022e7ec827360c0b9548b285f5f53f47b84c1ad00450328a8513bb99d2d6,reference-0202-poolact-restricted_search-766191c4dd,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:17,phantom_seed2,17,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_707c022e7ec827360c0b9548b285f5f53f47b84c1ad00450328a8513bb99d2d6,reference-0202-poolact-restricted_search-766191c4dd,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:17,phantom_seed2,17,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_6daad29c09a4049dadd1bcf864469f1aac5e2b8fa1a342f09b2532a41919a1fe,reference-0203-expgym-evidence_audit-b66842418b,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_tight,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.6470588235294118,0.6470588235294118,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_6daad29c09a4049dadd1bcf864469f1aac5e2b8fa1a342f09b2532a41919a1fe,reference-0203-expgym-evidence_audit-b66842418b,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_tight,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_7995d94f176da9d098a56930a87c4a740e2adb6206ae2bd8fb84b9c56d2e7d5e,reference-0203-expgym-evidence_audit-b66842418b,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_tight,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.35294117647058826,0.35294117647058826,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_7995d94f176da9d098a56930a87c4a740e2adb6206ae2bd8fb84b9c56d2e7d5e,reference-0203-expgym-evidence_audit-b66842418b,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_tight,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_9e140cad36ab26409425f24374662a9953466052d786b88ed99ff49d6dd8eda1,reference-0203-expgym-evidence_audit-b66842418b,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_tight,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.35294117647058826,0.35294117647058826,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_9e140cad36ab26409425f24374662a9953466052d786b88ed99ff49d6dd8eda1,reference-0203-expgym-evidence_audit-b66842418b,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_tight,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_00fef89a50dfb4a96dfc06d481603f7963529ae605aa648c43b32f8fc8b0c712,reference-0204-poolact-restricted_search-928d005693,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:18,phantom_seed2,18,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_00fef89a50dfb4a96dfc06d481603f7963529ae605aa648c43b32f8fc8b0c712,reference-0204-poolact-restricted_search-928d005693,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:18,phantom_seed2,18,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_bb6675caac67510b186d82037f7464dc868578bb4241308299e709fa68234ee5,reference-0205-expgym-restricted_search-9afaf71ef6,gpt-5.6-sol,expgym,restricted_search,whatis,phantom_seed3:24,phantom_seed3,24,cost_moderate,single,1,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,single,fraction,True,0.0,0.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_bd7896911f4bb6ffc31c6b55943a850b3479ce953c5474e9edac33b92731e324,reference-0206-expgym-restricted_search-190bef873d,gpt-5.6-sol,expgym,restricted_search,whatis,phantom_seed2:20,phantom_seed2,20,cost_tight,single,1,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,single,fraction,True,0.0,0.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_e618b973cc2d14f847020cf05dba379ea577dc4206457de300add67cf6c75c8a,reference-0207-poolact-restricted_search-de48701611,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed3:15,phantom_seed3,15,cost_moderate,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
