study_id,model,system,scenario,budget,strategy,N,metric,endpoint,unit,primary,slice,comparison_axis,baseline,target,direction,baseline_full_mean,target_full_mean,effect,known_paired_subset_effect,relative_effect_percent,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,min_repeats_per_item,max_repeats_per_item
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.5158371040723982,0.6244343891402715,0.10859728506787329,0.10859728506787329,21.052631578947363,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.7726244343891402,0.7567873303167421,-0.01583710407239821,-0.01583710407239821,-2.0497803806735018,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.7726244343891402,0.8280542986425339,0.055429864253393656,0.055429864253393656,7.174231332357246,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.7726244343891402,0.7567873303167421,-0.01583710407239821,-0.01583710407239821,-2.0497803806735018,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.7726244343891402,0.8280542986425339,0.055429864253393656,0.055429864253393656,7.174231332357246,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.7918552036199095,0.8371040723981901,0.04524886877828053,0.04524886877828053,5.714285714285713,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.7918552036199095,0.8597285067873303,0.0678733031674208,0.0678733031674208,8.57142857142857,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.7918552036199095,0.8371040723981901,0.04524886877828053,0.04524886877828053,5.714285714285713,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.7918552036199095,0.8597285067873303,0.0678733031674208,0.0678733031674208,8.57142857142857,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.6264239028944911,0.5774922789628671,-0.04893162393162393,-0.04893162393162393,-7.811263859110037,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MI,fraction,False,whois,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.6264239028944911,0.5774922789628671,-0.04893162393162393,-0.04893162393162393,-7.811263859110037,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MV,fraction,True,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.6377792142498026,0.6060331825037708,-0.031746031746031744,-0.031746031746031744,-4.977589585351021,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MV,fraction,True,whois,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.6377792142498026,0.6060331825037708,-0.031746031746031744,-0.031746031746031744,-4.977589585351021,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6139696904402786,0.6264239028944911,0.012454212454212453,0.012454212454212453,2.0284734976545047,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6139696904402786,0.5774922789628671,-0.03647741147741148,-0.03647741147741148,-5.941239778669444,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,whois,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6139696904402786,0.6264239028944911,0.012454212454212453,0.012454212454212453,2.0284734976545047,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,whois,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6139696904402786,0.5774922789628671,-0.03647741147741148,-0.03647741147741148,-5.941239778669444,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6231271995977878,0.6377792142498026,0.014652014652014654,0.014652014652014654,2.3513681735401923,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6231271995977878,0.6060331825037708,-0.017094017094017092,-0.017094017094017092,-2.7432628691302243,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,whois,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6231271995977878,0.6377792142498026,0.014652014652014654,0.014652014652014654,2.3513681735401923,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,whois,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6231271995977878,0.6060331825037708,-0.017094017094017092,-0.017094017094017092,-2.7432628691302243,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.19254666901725725,0.23849924585218701,0.04595257683492977,0.04595257683492977,23.86568257423929,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MI,fraction,False,whois,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.19254666901725725,0.23849924585218701,0.04595257683492977,0.04595257683492977,23.86568257423929,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MV,fraction,True,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.20275867922926746,0.21885369532428356,0.016095016095016092,0.016095016095016092,7.938015850269376,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MV,fraction,True,whois,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.20275867922926746,0.21885369532428356,0.016095016095016092,0.016095016095016092,7.938015850269376,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.19577677224736048,0.19254666901725725,-0.0032301032301032327,-0.0032301032301032327,-1.6498909411082,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.19577677224736048,0.23849924585218701,0.04272247360482654,0.04272247360482654,21.82203389830508,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,whois,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.19577677224736048,0.19254666901725725,-0.0032301032301032327,-0.0032301032301032327,-1.6498909411082,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,whois,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.19577677224736048,0.23849924585218701,0.04272247360482654,0.04272247360482654,21.82203389830508,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.19150326797385622,0.20275867922926746,0.011255411255411255,0.011255411255411255,5.8773990514604835,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.19150326797385622,0.21885369532428356,0.02735042735042735,0.02735042735042735,14.281963770018377,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,whois,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.19150326797385622,0.20275867922926746,0.011255411255411255,0.011255411255411255,5.8773990514604835,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,whois,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.19150326797385622,0.21885369532428356,0.02735042735042735,0.02735042735042735,14.281963770018377,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,98.79908545193892,,,0.08575178031533977,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,98.79908545193892,,,0.08575178031533977,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,98.27952759762972,,,0.09269707375999538,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,98.27952759762972,,,0.09269707375999538,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.942467208261843,,,-0.0003171783906442374,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.942467208261843,,,-0.0003171783906442374,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.9401375535461637,,,-0.0009227748270387984,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.9401375535461637,,,-0.0009227748270387984,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,98.70321049787992,98.79908545193892,0.09587495405900388,0.09587495405900388,0.09713458516231668,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,98.70321049787992,,,0.2249456243196598,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,98.70321049787992,98.79908545193892,0.09587495405900388,0.09587495405900388,0.09713458516231668,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,98.70321049787992,,,0.2249456243196598,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,98.21127072470982,98.27952759762972,0.06825687291991282,0.06825687291991282,0.06950004049050501,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,98.21127072470982,,,0.18450043461731105,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,98.21127072470982,98.27952759762972,0.06825687291991282,0.06825687291991282,0.06950004049050501,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,98.21127072470982,,,0.18450043461731105,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9420888269389117,0.942467208261843,0.00037838132293135625,0.00037838132293135625,0.0401640813595905,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9420888269389117,,,0.00030603673723007043,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9420888269389117,0.942467208261843,0.00037838132293135625,0.00037838132293135625,0.0401640813595905,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9420888269389117,,,0.00030603673723007043,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9397971939157556,0.9401375535461637,0.00034035963040811453,0.00034035963040811453,0.03621628502528012,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9397971939157556,,,-0.0004493329260084303,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9397971939157556,0.9401375535461637,0.00034035963040811453,0.00034035963040811453,0.03621628502528012,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9397971939157556,,,-0.0004493329260084303,,9,8,1,3,3,2,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,BoN,Gap points,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,98.30047271684514,98.08256105844582,-0.21791165839930057,-0.21791165839930057,-0.22167915613894948,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,BoN,Gap points,False,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,98.30047271684514,98.08256105844582,-0.21791165839930057,-0.21791165839930057,-0.22167915613894948,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,MI,Gap points,True,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,96.04946232773467,97.27071155025708,1.221249222522371,1.221249222522371,1.2714794991306582,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,MI,Gap points,True,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,96.04946232773467,97.27071155025708,1.221249222522371,1.221249222522371,1.2714794991306582,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,BoN,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.9404788458788836,0.9396293339905917,-0.0008495118882920883,-0.0008495118882920883,-0.09032759131314791,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,BoN,fraction,False,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.9404788458788836,0.9396293339905917,-0.0008495118882920883,-0.0008495118882920883,-0.09032759131314791,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.9324048111836115,0.9352074447605346,0.0028026335769229583,0.0028026335769229583,0.30058120070886857,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,MI,fraction,False,nasbench101,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.9324048111836115,0.9352074447605346,0.0028026335769229583,0.0028026335769229583,0.30058120070886857,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,BoN,Gap points,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,98.19659228080707,98.30047271684514,0.10388043603807122,0.10388043603807122,0.10578822912816607,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,BoN,Gap points,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,98.19659228080707,98.08256105844582,-0.11403122236122935,-0.11403122236122935,-0.11612543746440908,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,BoN,Gap points,False,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,98.19659228080707,98.30047271684514,0.10388043603807122,0.10388043603807122,0.10578822912816607,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,BoN,Gap points,False,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,98.19659228080707,98.08256105844582,-0.11403122236122935,-0.11403122236122935,-0.11612543746440908,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,MI,Gap points,True,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,96.64101526358955,96.04946232773467,-0.5915529358548655,-0.5915529358548655,-0.6121137430535033,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,MI,Gap points,True,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,96.64101526358955,97.27071155025708,0.6296962866675054,0.6296962866675054,0.651582855322868,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,MI,Gap points,True,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,96.64101526358955,96.04946232773467,-0.5915529358548655,-0.5915529358548655,-0.6121137430535033,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,MI,Gap points,True,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,96.64101526358955,97.27071155025708,0.6296962866675054,0.6296962866675054,0.651582855322868,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,BoN,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9401412650390908,0.9404788458788836,0.00033758083979288744,0.00033758083979288744,0.03590745905391685,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,BoN,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9401412650390908,0.9396293339905917,-0.000511931048499201,-0.000511931048499201,-0.054452566602096235,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,BoN,fraction,False,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9401412650390908,0.9404788458788836,0.00033758083979288744,0.00033758083979288744,0.03590745905391685,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,BoN,fraction,False,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9401412650390908,0.9396293339905917,-0.000511931048499201,-0.000511931048499201,-0.054452566602096235,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9315367567318457,0.9324048111836115,0.0008680544517658415,0.0008680544517658415,0.09318520664834287,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9315367567318457,0.9352074447605346,0.0036706880286888,0.0036706880286888,0.3940465045702381,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,MI,fraction,False,nasbench101,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.9315367567318457,0.9324048111836115,0.0008680544517658415,0.0008680544517658415,0.09318520664834287,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,MI,fraction,False,nasbench101,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.9315367567318457,0.9352074447605346,0.0036706880286888,0.0036706880286888,0.3940465045702381,9,9,0,3,3,3,3,3
