study_id,model,system,scenario,budget,strategy,N,metric,endpoint,unit,primary,slice,repeat,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,full_mean,known_subset_item_weighted_mean,min_repeats_per_item,max_repeats_per_item
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.6368778280542986,0.6368778280542986,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,all,R1,13,13,0,13,13,13,0.6470588235294118,0.6470588235294118,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,contract_nli,R1,13,13,0,13,13,13,0.6470588235294118,0.6470588235294118,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.8438914027149321,0.8438914027149321,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8438914027149321,0.8438914027149321,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,all,R1,13,13,0,13,13,13,0.8416289592760181,0.8416289592760181,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8416289592760181,0.8416289592760181,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.5938914027149321,0.5938914027149321,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.5938914027149321,0.5938914027149321,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MV,fraction,True,all,R1,13,13,0,13,13,13,0.6742081447963801,0.6742081447963801,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MV,fraction,True,contract_nli,R1,13,13,0,13,13,13,0.6742081447963801,0.6742081447963801,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.7816742081447964,0.7816742081447964,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.7816742081447964,0.7816742081447964,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MV,fraction,False,all,R1,13,13,0,13,13,13,0.8687782805429863,0.8687782805429863,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MV,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8687782805429863,0.8687782805429863,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.5237556561085973,0.5237556561085973,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.5237556561085973,0.5237556561085973,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MV,fraction,True,all,R1,13,13,0,13,13,13,0.5882352941176471,0.5882352941176471,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MV,fraction,True,contract_nli,R1,13,13,0,13,13,13,0.5882352941176471,0.5882352941176471,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.7567873303167421,0.7567873303167421,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.7567873303167421,0.7567873303167421,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MV,fraction,False,all,R1,13,13,0,13,13,13,0.8371040723981901,0.8371040723981901,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MV,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8371040723981901,0.8371040723981901,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.497737556561086,0.497737556561086,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.497737556561086,0.497737556561086,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,all,R1,13,13,0,13,13,13,0.5158371040723982,0.5158371040723982,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,contract_nli,R1,13,13,0,13,13,13,0.5158371040723982,0.5158371040723982,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.7726244343891402,0.7726244343891402,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.7726244343891402,0.7726244343891402,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,all,R1,13,13,0,13,13,13,0.7918552036199095,0.7918552036199095,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.7918552036199095,0.7918552036199095,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.5916289592760181,0.5916289592760181,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.5916289592760181,0.5916289592760181,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MV,fraction,True,all,R1,13,13,0,13,13,13,0.6244343891402715,0.6244343891402715,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MV,fraction,True,contract_nli,R1,13,13,0,13,13,13,0.6244343891402715,0.6244343891402715,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.8280542986425339,0.8280542986425339,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8280542986425339,0.8280542986425339,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MV,fraction,False,all,R1,13,13,0,13,13,13,0.8597285067873303,0.8597285067873303,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MV,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8597285067873303,0.8597285067873303,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MI,fraction,False,all,R1,39,39,0,39,39,39,0.6264239028944911,0.6264239028944911,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MI,fraction,False,whois,R1,39,39,0,39,39,39,0.6264239028944911,0.6264239028944911,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MV,fraction,True,all,R1,39,39,0,39,39,39,0.6377792142498026,0.6377792142498026,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MV,fraction,True,whois,R1,39,39,0,39,39,39,0.6377792142498026,0.6377792142498026,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,all,R1,39,39,0,39,39,39,0.6139696904402786,0.6139696904402786,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,whois,R1,39,39,0,39,39,39,0.6139696904402786,0.6139696904402786,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,all,R1,39,39,0,39,39,39,0.6231271995977878,0.6231271995977878,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,whois,R1,39,39,0,39,39,39,0.6231271995977878,0.6231271995977878,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MI,fraction,False,all,R1,39,39,0,39,39,39,0.5774922789628671,0.5774922789628671,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MI,fraction,False,whois,R1,39,39,0,39,39,39,0.5774922789628671,0.5774922789628671,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MV,fraction,True,all,R1,39,39,0,39,39,39,0.6060331825037708,0.6060331825037708,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MV,fraction,True,whois,R1,39,39,0,39,39,39,0.6060331825037708,0.6060331825037708,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MI,fraction,False,all,R1,39,39,0,39,39,39,0.19254666901725725,0.19254666901725725,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MI,fraction,False,whois,R1,39,39,0,39,39,39,0.19254666901725725,0.19254666901725725,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MV,fraction,True,all,R1,39,39,0,39,39,39,0.20275867922926746,0.20275867922926746,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MV,fraction,True,whois,R1,39,39,0,39,39,39,0.20275867922926746,0.20275867922926746,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,all,R1,39,39,0,39,39,39,0.19577677224736048,0.19577677224736048,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,whois,R1,39,39,0,39,39,39,0.19577677224736048,0.19577677224736048,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,all,R1,39,39,0,39,39,39,0.19150326797385622,0.19150326797385622,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,whois,R1,39,39,0,39,39,39,0.19150326797385622,0.19150326797385622,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MI,fraction,False,all,R1,39,39,0,39,39,39,0.23849924585218701,0.23849924585218701,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MI,fraction,False,whois,R1,39,39,0,39,39,39,0.23849924585218701,0.23849924585218701,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MV,fraction,True,all,R1,39,39,0,39,39,39,0.21885369532428356,0.21885369532428356,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MV,fraction,True,whois,R1,39,39,0,39,39,39,0.21885369532428356,0.21885369532428356,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,all,seed_2200,3,3,0,3,3,3,98.60983331778323,98.60983331778323,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,all,seed_2204,3,3,0,3,3,3,98.83103240689348,98.83103240689348,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,all,seed_2208,3,3,0,3,3,3,98.95639063114005,98.95639063114005,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,nasbench101,seed_2200,3,3,0,3,3,3,98.60983331778323,98.60983331778323,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,nasbench101,seed_2204,3,3,0,3,3,3,98.83103240689348,98.83103240689348,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,nasbench101,seed_2208,3,3,0,3,3,3,98.95639063114005,98.95639063114005,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,all,seed_2200,3,3,0,3,3,3,98.16592351669816,98.16592351669816,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,all,seed_2204,3,3,0,3,3,3,98.30740564321405,98.30740564321405,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,all,seed_2208,3,3,0,3,3,3,98.36525363297699,98.36525363297699,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,nasbench101,seed_2200,3,3,0,3,3,3,98.16592351669816,98.16592351669816,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,nasbench101,seed_2204,3,3,0,3,3,3,98.30740564321405,98.30740564321405,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,nasbench101,seed_2208,3,3,0,3,3,3,98.36525363297699,98.36525363297699,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,all,seed_2200,3,3,0,3,3,3,0.9414619008700053,0.9414619008700053,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,all,seed_2204,3,3,0,3,3,3,0.9433204200532702,0.9433204200532702,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,all,seed_2208,3,3,0,3,3,3,0.9426193038622538,0.9426193038622538,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.9414619008700053,0.9414619008700053,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.9433204200532702,0.9433204200532702,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.9426193038622538,0.9426193038622538,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,all,seed_2200,3,3,0,3,3,3,0.9395838909678988,0.9395838909678988,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,all,seed_2204,3,3,0,3,3,3,0.9404491600063113,0.9404491600063113,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,all,seed_2208,3,3,0,3,3,3,0.9403796096642812,0.9403796096642812,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.9395838909678988,0.9395838909678988,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.9404491600063113,0.9404491600063113,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.9403796096642812,0.9403796096642812,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,all,seed_2200,3,3,0,3,3,3,98.61741094021959,98.61741094021959,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,all,seed_2204,3,3,0,3,3,3,99.07245334394106,99.07245334394106,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,all,seed_2208,3,3,0,3,3,3,98.41976720947912,98.41976720947912,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,nasbench101,seed_2200,3,3,0,3,3,3,98.61741094021959,98.61741094021959,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,nasbench101,seed_2204,3,3,0,3,3,3,99.07245334394106,99.07245334394106,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,nasbench101,seed_2208,3,3,0,3,3,3,98.41976720947912,98.41976720947912,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,all,seed_2200,3,3,0,3,3,3,98.10802851739426,98.10802851739426,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,all,seed_2204,3,3,0,3,3,3,98.5238646844607,98.5238646844607,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,all,seed_2208,3,3,0,3,3,3,98.0019189722745,98.0019189722745,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,nasbench101,seed_2200,3,3,0,3,3,3,98.10802851739426,98.10802851739426,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,nasbench101,seed_2204,3,3,0,3,3,3,98.5238646844607,98.5238646844607,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,nasbench101,seed_2208,3,3,0,3,3,3,98.0019189722745,98.0019189722745,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,all,seed_2200,3,3,0,3,3,3,0.941339479552375,0.941339479552375,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,all,seed_2204,3,3,0,3,3,3,0.9438100987010531,0.9438100987010531,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,all,seed_2208,3,3,0,3,3,3,0.9411169025633072,0.9411169025633072,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.941339479552375,0.941339479552375,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.9438100987010531,0.9438100987010531,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.9411169025633072,0.9411169025633072,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,all,seed_2200,3,3,0,3,3,3,0.9392917570140625,0.9392917570140625,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,all,seed_2204,3,3,0,3,3,3,0.9411141143904791,0.9411141143904791,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,all,seed_2208,3,3,0,3,3,3,0.9389857103427252,0.9389857103427252,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.9392917570140625,0.9392917570140625,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.9411141143904791,0.9411141143904791,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.9389857103427252,0.9389857103427252,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,all,seed_2200,3,3,0,3,3,3,98.95092647765439,98.95092647765439,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,all,seed_2204,3,3,0,3,3,3,98.66748274849932,98.66748274849932,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,all,seed_2208,3,2,1,3,2,2,,98.94550366487414,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,nasbench101,seed_2200,3,3,0,3,3,3,98.95092647765439,98.95092647765439,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,nasbench101,seed_2204,3,3,0,3,3,3,98.66748274849932,98.66748274849932,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,nasbench101,seed_2208,3,2,1,3,2,2,,98.94550366487414,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,all,seed_2200,3,3,0,3,3,3,98.43669109531812,98.43669109531812,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,all,seed_2204,3,3,0,3,3,3,98.32846326550712,98.32846326550712,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,all,seed_2208,3,2,1,3,2,2,,98.2752757257496,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,nasbench101,seed_2200,3,3,0,3,3,3,98.43669109531812,98.43669109531812,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,nasbench101,seed_2204,3,3,0,3,3,3,98.32846326550712,98.32846326550712,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,nasbench101,seed_2208,3,2,1,3,2,2,,98.2752757257496,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,BoN,fraction,False,all,seed_2200,3,3,0,3,3,3,0.9421630104382833,0.9421630104382833,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,BoN,fraction,False,all,seed_2204,3,3,0,3,3,3,0.9417401154836019,0.9417401154836019,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,BoN,fraction,False,all,seed_2208,3,2,1,3,2,2,,0.9432425200939178,1,1
