study_id,model,system,scenario,budget,strategy,N,metric,endpoint,unit,primary,slice,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,full_mean,known_subset_item_weighted_mean,min_repeats_per_item,max_repeats_per_item,repeat_blocks,descriptive_repeat_sd
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,nasbench101,9,9,0,3,3,3,0.9401375535461637,0.9401375535461637,3,3,3,0.0004807452552520564
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,all,9,9,0,3,3,3,98.70321049787992,98.70321049787992,3,3,3,0.33469533997465684
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,BoN,Gap points,False,nasbench101,9,9,0,3,3,3,98.70321049787992,98.70321049787992,3,3,3,0.33469533997465684
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,all,9,9,0,3,3,3,98.21127072470982,98.21127072470982,3,3,3,0.2758641815204252
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,Gap,MI,Gap points,True,nasbench101,9,9,0,3,3,3,98.21127072470982,98.21127072470982,3,3,3,0.2758641815204252
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,all,9,9,0,3,3,3,0.9420888269389117,0.9420888269389117,3,3,3,0.0014948135296332528
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,BoN,fraction,False,nasbench101,9,9,0,3,3,3,0.9420888269389117,0.9420888269389117,3,3,3,0.0014948135296332528
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,all,9,9,0,3,3,3,0.9397971939157556,0.9397971939157556,3,3,3,0.0011507066497672854
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,naive,4,raw_performance,MI,fraction,False,nasbench101,9,9,0,3,3,3,0.9397971939157556,0.9397971939157556,3,3,3,0.0011507066497672854
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,all,9,8,1,3,3,2,,98.91043500668899,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,BoN,Gap points,False,nasbench101,9,8,1,3,3,2,,98.91043500668899,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,all,9,8,1,3,3,2,,98.4016784582247,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,Gap,MI,Gap points,True,nasbench101,9,8,1,3,3,2,,98.4016784582247,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,BoN,fraction,False,all,9,8,1,3,3,2,,0.9422947057971248,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,BoN,fraction,False,nasbench101,9,8,1,3,3,2,,0.9422947057971248,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,MI,fraction,False,all,9,8,1,3,3,2,,0.9393812484211392,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,poolact,4,raw_performance,MI,fraction,False,nasbench101,9,8,1,3,3,2,,0.9393812484211392,3,3,3,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,BoN,Gap points,False,all,9,9,0,3,3,3,98.30047271684514,98.30047271684514,3,3,3,0.49299129330653585
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,BoN,Gap points,False,nasbench101,9,9,0,3,3,3,98.30047271684514,98.30047271684514,3,3,3,0.49299129330653585
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,MI,Gap points,True,all,9,9,0,3,3,3,96.04946232773467,96.04946232773467,3,3,3,1.8826279920224867
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,Gap,MI,Gap points,True,nasbench101,9,9,0,3,3,3,96.04946232773467,96.04946232773467,3,3,3,1.8826279920224867
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,BoN,fraction,False,all,9,9,0,3,3,3,0.9404788458788836,0.9404788458788836,3,3,3,0.00188589585564706
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,BoN,fraction,False,nasbench101,9,9,0,3,3,3,0.9404788458788836,0.9404788458788836,3,3,3,0.00188589585564706
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,MI,fraction,False,all,9,9,0,3,3,3,0.9324048111836115,0.9324048111836115,3,3,3,0.006065552222287156
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,cached,4,raw_performance,MI,fraction,False,nasbench101,9,9,0,3,3,3,0.9324048111836115,0.9324048111836115,3,3,3,0.006065552222287156
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,BoN,Gap points,False,all,9,9,0,3,3,3,98.19659228080707,98.19659228080707,3,3,3,0.1983350375549129
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,BoN,Gap points,False,nasbench101,9,9,0,3,3,3,98.19659228080707,98.19659228080707,3,3,3,0.1983350375549129
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,MI,Gap points,True,all,9,9,0,3,3,3,96.64101526358955,96.64101526358955,3,3,3,0.47290889710645806
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,Gap,MI,Gap points,True,nasbench101,9,9,0,3,3,3,96.64101526358955,96.64101526358955,3,3,3,0.47290889710645806
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,BoN,fraction,False,all,9,9,0,3,3,3,0.9401412650390908,0.9401412650390908,3,3,3,0.0006331061641091514
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,BoN,fraction,False,nasbench101,9,9,0,3,3,3,0.9401412650390908,0.9401412650390908,3,3,3,0.0006331061641091514
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,MI,fraction,False,all,9,9,0,3,3,3,0.9315367567318457,0.9315367567318457,3,3,3,0.0035817040918648697
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,naive,4,raw_performance,MI,fraction,False,nasbench101,9,9,0,3,3,3,0.9315367567318457,0.9315367567318457,3,3,3,0.0035817040918648697
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,Gap,BoN,Gap points,False,all,9,9,0,3,3,3,98.08256105844582,98.08256105844582,3,3,3,0.34442067730011977
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,Gap,BoN,Gap points,False,nasbench101,9,9,0,3,3,3,98.08256105844582,98.08256105844582,3,3,3,0.34442067730011977
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,Gap,MI,Gap points,True,all,9,9,0,3,3,3,97.27071155025708,97.27071155025708,3,3,3,0.3631306265539969
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,Gap,MI,Gap points,True,nasbench101,9,9,0,3,3,3,97.27071155025708,97.27071155025708,3,3,3,0.3631306265539969
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,raw_performance,BoN,fraction,False,all,9,9,0,3,3,3,0.9396293339905917,0.9396293339905917,3,3,3,0.0018026227721391092
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,raw_performance,BoN,fraction,False,nasbench101,9,9,0,3,3,3,0.9396293339905917,0.9396293339905917,3,3,3,0.0018026227721391092
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,raw_performance,MI,fraction,False,all,9,9,0,3,3,3,0.9352074447605346,0.9352074447605346,3,3,3,0.002229165201628895
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,4,raw_performance,MI,fraction,False,nasbench101,9,9,0,3,3,3,0.9352074447605346,0.9352074447605346,3,3,3,0.002229165201628895
